author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
DC,/gp/profile/amzn1.account.AHOU3HIVAIP2XQKCTUPQS4Y6BJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,5.0 out of 5 stars,The old battery expanded which meant it was at the end of its life.  This replacement works as good as original,Fit perfectly,Verified Purchase,,15,63,79016058,Public
"Review ""water away"" natural diuretic supplement made from Dandelion Leaf.",/gp/profile/amzn1.account.AFNJRMEANHXRIVBH2JPXSHRX6IDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,1.0 out of 5 stars,"My laptop battery was not working. I had to plug my laptop always so I went to Geek Squad in Best Buy.They asked me to order a new battery which I ordered from Amazon. It  hardly works for 30 min without the power plug and then the laptop dies, and I have to plug the power cord back. Not satisfied.",Battery dies after 30 min of use,Verified Purchase,,0,7,3216378,Public
Margarita Correa,/gp/profile/amzn1.account.AFMRHLCXHLGROEVGA7BQWLV52RAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2018",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,1.0 out of 5 stars,"Worst buy..., works for 15 minutes and the laptop turns off",One Star,Verified Purchase,3 people found this helpful,8,22,62593673,Public
GKE,/gp/profile/amzn1.account.AFOR6OQ6QUB56XCBH4JOBS7T2VMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,5.0 out of 5 stars,Best Buy had a battery at outrageous price.  This looked good and so far I am happy..  My computer is OLD so a year would be good for me.,Looks good so far,Verified Purchase,,12,34,9696977,Public
Tom Lingbloom,/gp/profile/amzn1.account.AEZFSM4QG2O73IEBOUITJKGPQGFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,1.0 out of 5 stars,The battery worked very well when it worked.  It suddenly stopped charging completely after 2 1/2 months.  No charge at all.  It won't start the PC after an all day charge.,Failed after 2 1/2 months,Verified Purchase,,30,29,2532331,Public
Yangviii,/gp/profile/amzn1.account.AFEKYCYZ3UX2IBX55U4UBWPPDXMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,5.0 out of 5 stars,"Product arrived, and it works perfectly. Unless it stops working suddenly soon, I'd recommend buying this for a compatible laptop.",Works so far.,Verified Purchase,,18,32,1561328,Public
Roger House,/gp/profile/amzn1.account.AE5LSRA2CB6GLA4P3QBKPJ4LCLGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,1.0 out of 5 stars,"After at most 5 minutes, computer just shut down.  Restarted it, and same behavior.  Took out the battery and reinserted it.  Same behavior.  Put back the old battery and ran an HP battery test on it, and it is still good enough for now.  I'm returning the old battery.  In short, the battery was defective.",Battery would not keep computer running more than 5 minutes,Verified Purchase,,10,8,5328526,Public
John J. Mcdonnell,/gp/profile/amzn1.account.AH5JT2OA5OHHOEPR3ACLORJVEIPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,5.0 out of 5 stars,Price was right for the replacement of the battery on my old HP laptop.  Order and delivery process was seamless.  Battery arrived very quickly and seems to work well!,Inexpensive battery for an old machine,Verified Purchase,,18,60,7789236,Public
RL Crook,/gp/profile/amzn1.account.AFUBJBS5MVEBBQ3R7VKVRXI2OJMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,5.0 out of 5 stars,"I needed to replace the original HP battery on a HP 2000 Laptop.  This battery works great.  It is a little more snug to fit it in place; but, not too much of an effort was needed.  Would buy again.",Works Perfectly,Verified Purchase,,13,26,2485389,Public
Gerard Vernot,/gp/profile/amzn1.account.AF4MOLZJUKPFXTNTRZNL6MEGJX5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,5.0 out of 5 stars,"My laptop computer needed a battery replacement, and the battery I ordered from Amazon was a good replacement. The  laptop is now working fine.",A Good Replacement Battery,Verified Purchase,,9,38,4153713,Public
Dale M.,/gp/profile/amzn1.account.AEHRQ3J4DK3PJ64CRNIQ6NVVINPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,5.0 out of 5 stars,"I need a new battery about every 3 years, I wish they lasted longer but I guess I have to live with it.",works,Verified Purchase,,17,117,8410800,Public
Jerry R.,/gp/profile/amzn1.account.AGOFURP57K7I4ZUESYA3DR3YGTEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,5.0 out of 5 stars,"Seems to work well. The original one lasted 8 years and then cut down to only 15-20 minutes of life. This one seems to list and last for between 3-4 hours. Fit perfect, was mostly charged when I got it. Would recommend this product.",Satisfied,Verified Purchase,,10,16,78560691,Public
Linda Benedict,/gp/profile/amzn1.account.AGO44DI4ZBAC6BDGNTZ2WBPMEMMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,2.0 out of 5 stars,Like that it replaces my failing battery. Dislike that it does not stay securely on place. It likes to fall out,replacement laptop battery,Verified Purchase,,23,41,5839470,Public
todd drury,/gp/profile/amzn1.account.AFOLUZMV4VULBYAUSIP7ODHCYBRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,5.0 out of 5 stars,"i did see some negative reviews so i was little worried, but switched out with no problem computer didn`t even notice it, and error messages about bad battery never came up again.  so happy,  have enough time to watch cpl movies if want to now.",Happy,Verified Purchase,,11,28,3781088,Public
BrewMN,/gp/profile/amzn1.account.AE6GQRLZPYRNW3BZUL6VMPTCIPPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,1.0 out of 5 stars,My experience with this battery is spot on with most of the reviews negative reviews - do not buy this.,"Installed, charged, drained quickly then didn't charge.",Verified Purchase,,62,61,43116245,Public
Briggie,/gp/profile/amzn1.account.AGADWSNI4D65TO2LXO2PYRFWGB3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,2.0 out of 5 stars,"returned, because even after charging for 24 hours, did not hold a charge for longer than 45 minutes",did not hold a charge,Verified Purchase,,740,1061,1000943,Public
Ervin Simkins,/gp/profile/amzn1.account.AHUPIQ2NX6XD46LLEBEAZOJVBHXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,1.0 out of 5 stars,Dislike that it won't charge properly after 5 month and quickly dead after limited charge. Used to operate PC at remote locations. Should receive replacement free of charge!!,"Battery Failing after 5 months, bought it end of March.",Verified Purchase,One person found this helpful,1,6,35673092,Public
Dominick,/gp/profile/amzn1.account.AECU7ULHXSCDUP6IVVJLY2TTNGOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,2.0 out of 5 stars,I was optimistic at first but 4 days later I'm calling it... don't bother with this battery for the DV7- 4000 because it isn't strong enough. It will run out in an hours time,not the best battery for HP DV7- 4000,Verified Purchase,One person found this helpful,1,6,14587980,Public
Bobbi May,/gp/profile/amzn1.account.AHTZFQXY432REOIAIDFNQSKINKMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2020",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,1.0 out of 5 stars,"Maybe because I'm watching videos, but a full charge doesn't even last 1 1/2 hours. Not too happy.",Very short lasting charge,Verified Purchase,,74,118,461210,Public
Rick Murphree,/gp/profile/amzn1.account.AHRDSANPK7KP5ZDRYOFYA2CJCCRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2019",0,0,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=24,4.0 out of 5 stars,Just installed so I don't yet know how long this battery will last.  Good price and fast shipping.,So far ok,Verified Purchase,,65,106,1052896,Public
Sierra,/gp/profile/amzn1.account.AGOJP2AWLPVQXLILYCHSVWITP66Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,1.0 out of 5 stars,This product didn’t work at all.. I followed the instructions and the battery still didn’t charge. I sent it back for a refund...,Trash!!!!,Verified Purchase,,32,34,927730,Public
Eucharist,/gp/profile/amzn1.account.AHTQTZM435SAALNADICRRHJ22G2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,Already had a 80% charge from the box. Fit perfectly worth paying under 20$ instead of buying a new laptop.,Perfect replacement for a HP,Verified Purchase,,155,42,165329,Public
Tobi,/gp/profile/amzn1.account.AHPIDREM3TAE7BQVFIV7ONLWGJQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,"Very satisfied so far, had this battery in my laptop for 2 months and it hasn't dropped off yet.",So much better than the old one,Verified Purchase,,86,151,62589354,Public
Pamiepooh1963,/gp/profile/amzn1.account.AGO6KDEFDT6NR7TFPBGLH7NMARIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 8, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,"Battery showed up as expected. Installed it without any problems, and my computer works great because of it.  I would buy from this Seller again.",Works Great,Verified Purchase,,5,32,16336372,Public
Phil,/gp/profile/amzn1.account.AGKXG6YKIDHJCAMROGPXGTITT5MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,"I have an old laptop and this is the second time I have replaced the battery, but I don't remember the price last time being as reasonable.",Pleasantly surprised at low price,Verified Purchase,,6,26,5695653,Public
wamaruna,/gp/profile/amzn1.account.AGYX7OKXN6HS2UGFFOS47KJIFKHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,I used it to replace a dead battery in a neighbor's laptop.  It's a good bargain for the price.,Fit great to replace a dead battery in an HP laptop,Verified Purchase,,454,221,85991,Public
Michael F Hodges,/gp/profile/amzn1.account.AETFZDLAUMXJPCQ3J3OZT2W3LP5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,1.0 out of 5 stars,The battery is not recharging as I thought it would. I had to pull out the battery and then reinstall it. I was hoping there was an easier way to keep it charged.,Battery life in question,Verified Purchase,,10,35,7685111,Public
Akasha,/gp/profile/amzn1.account.AHRBOHFHJY3RHVPURLKPPZCCMA6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,3.0 out of 5 stars,"when you search specifically for the hp Pavilion dv2660se battery replacement, this is the first battery that shows on the list however, it does not fit the HP Pavilion dv2660se.",Does NOT fit HP Pavilion dv2660se,Verified Purchase,,37,80,1284324,Public
LEE,/gp/profile/amzn1.account.AHYA55G4C74OXBNVBGF3I5XS5SPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,I just got that battery and installed it.  It works and so far is doing what its supposed to do.  I hope it lasts.,So far it's good,Verified Purchase,,64,105,211229,Public
Jen in SC,/gp/profile/amzn1.account.AFFK75KB2CQJOLVYR3ZKGUGS7DQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 3, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,"Purchased the battery to replace one that had worn down while my computer was in storage.  It was a perfect fit (HP Pavilion G7), and I was able to use the computer without it being plugged in.  I did follow the instructions provided, and it works fine.",Does what it is supposed to do!,Verified Purchase,,13,10,27332768,Public
Sallyann,/gp/profile/amzn1.account.AGKOJSB2AH366NMNZYQDTWGEPJRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,Could not provide rating on Battery Life and Longevity since I have only had the battery for a few weeks.,Fit perfectly.  Worked well immediately.,Verified Purchase,,101,60,240495,Public
Javaris T,/gp/profile/amzn1.account.AH6I635YWWXFM7N6BWWG5ZIXLJ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,2.0 out of 5 stars,"I just received the battery and installed the battery pretty easily, but the battery life and longevity of it is very bad. I charged the battery up to 100% and the laptop only have about 1hr 30min without the charger....Come on this is not Longevity at all and I'm disappointed of this product Amazon.  :(",Not good battery life,Verified Purchase,,5,9,21690332,Public
P. Keadle,/gp/profile/amzn1.account.AF7ZU57A7PC2HKNVAS3BZFZ3LVAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 9, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,I loved that it was almost instant install and immediately brought my computer back to life.,It was easy as pie to order. It came immediately.,Verified Purchase,,133,101,3007126,Public
Alexander,/gp/profile/amzn1.account.AHA76EJDSXSMQ6KU4VINUPM7RNYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 4, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,Good replacement battery for a good price. Works and fits as it should. I have zero complaints at all,Good replacement battery for a good price,Verified Purchase,,6,61,5088804,Public
April G.,/gp/profile/amzn1.account.AFPSFTRGFCHW2S6ZFPUPGPW4LHOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,So far so good. I just got it today. It was easy to install. It took maybe 20 minutes to get to a full charge and this is the first time in years where my computer powered on without a low battery warning. I use my hp pavillion g7 rarely. But I needed a new battery because it almost wouldn't let me power on after crashing last week due to the old battery. I might use this 3-6 hours a week.,So far so good,Verified Purchase,,0,1,,Public
Gary,/gp/profile/amzn1.account.AEOKGT6WNF2TZ6P5LQAXU6XGD4UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,4.0 out of 5 stars,This battery definitely replaced my old battery and gave me about 3 hours at 100% my other battery was about 4-5 years old so it was at it's life's end only holding a charge for about an hour max.I read some reviews starting the new battery lasts up to 5 hours I have not seen that yet!,It was the right battery and gave my laptop longer battery life!,Verified Purchase,,4,19,5148580,Public
NY consumer,/gp/profile/amzn1.account.AFTMFTLCUAKN4PQ5AHDAVQTJZWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 5, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,1.0 out of 5 stars,"Lasted less than one month. Won't hold charge over 9%. Many complaints of this same issue. Nearly impossible to contact seller about return defective procedure.🤷🏻‍♂️ Anyone have a recommendation, or perhaps the seller will contact me?",🔋Bad Battery Batch? Return Defective Procedure? Contact??🔋,Verified Purchase,,18,25,3472215,Public
Marsha L. Lambert,/gp/profile/amzn1.account.AGT4URE6UIVLMQP2BK22ZNDVGNLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,3.0 out of 5 stars,In all fairness this battery is for an older computer but I was disappointed that it does not take a full charge and lasts only a couple of hours.,Just OK,Verified Purchase,,42,25,1292626,Public
Christina Perry,/gp/profile/amzn1.account.AE7AYYCPWEUGJEDSSUQLL3MP47TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,1.0 out of 5 stars,"I bought this for my old home laptop; I often don't use that computer for months at a time (use my work laptop).  I replaced my old battery in April 2019 (had been good for 10 years), and by June 2020 when I needed to get files off the old machine, the new battery was already completely dead and won't hold a charge.  Waste of money!",Died in a year,Verified Purchase,,5,5,20044444,Public
rxjhunter,/gp/profile/amzn1.account.AFZBH5RX6RBJ5YKIVMBZWKIHS36Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"I got this about 2 months ago as a replacment in my HP Pavilion DV6. So far, it works just fine. My previous battery lasted about 5 years. Time will tell how long this one lasts.",Adequate replacement,Verified Purchase,,4,17,,Public
J. & E. Hopkins,/gp/profile/amzn1.account.AFNZ5YYYO3SOI2Z6JRRXHDT3PPEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,It has been installed for several weeks now and so far I'm very pleased with the battery.,Working great. Very pleased so far.,Verified Purchase,,39,66,1425946,Public
GManRPB1,/gp/profile/amzn1.account.AG5YYFPO3W7SOCF4TFODOV3BUVNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,4.0 out of 5 stars,Have replaced my old battery several times now and they seem to do the job for approximately two hours that’s it but it’s hard to find a good battery nowadays,Only last a couple hours,Verified Purchase,,98,157,153492,Public
phillip timpson,/gp/profile/amzn1.account.AG7BJE7O6TAZCN5ZLIBGJRATNBXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"I like that it holds a charge ,,and I don't have to keep plugging the charger in my laptop",It will keep charge..,Verified Purchase,,9,54,3483030,Public
Changezi,/gp/profile/amzn1.account.AFR4RFJ2T36QFTQWL6TIQRMSMI4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,"100% charged battery drains within 30 minutes. Per instruction book I recharged battery 100% again and my laptop turn off when the battery had 40% charge. So, once again I tried and fully charged but this time when it happened again then I was exhausted and returned the battery. May be I had received a used batter or so but I wanted not to try again to avoid headache.",Battery Drains so quickly,Verified Purchase,,3,2,32512906,Public
CubsWSChamps,/gp/profile/amzn1.account.AFPBJBNP7AVYKKYPBFLJIQLID44A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,This is a great replacement to my OEM. Works like it should for the price. No issues on my DM6,So far so good,Verified Purchase,,30,49,3019213,Public
George Limousine,/gp/profile/amzn1.account.AGYIODNQKY7BCI6W6JI4GHBGOJXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2020",0,,https://www.amazon.com/Replacement-593553-001-Presario-Pavilion-DV3-4000/product-reviews/B073VJVH1N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,"WORTHLESS.It doesn't charge neither is recognize by the laptop.Can't even return it cause it would cost the same or more to do so.NOT WORTH IT, WASTE OF MONEY,DON'T BUY.",WORTHLESS DON'T BUY,Verified Purchase,,14,22,62593673,Public
