author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Lancelot,/gp/profile/amzn1.account.AFRHVWE5EIK243K657OVKKJ2CK6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2014",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"Awesome little hub that works very well.  The leds on top let you know which port is on and which is off.  No more powering down things to unplug them, just click the button on top.  Brilliant design.What you don't know about hubs:Hubs used to be used in networks as the main connection point for computers to talk to one another.  Some people probably still use them at times.  This is fine until you get too many computers talking to each other.  A hub is stupid.  It will send communication it receives to every port attached - even if the port doesn't need it.  For networks, this is terrible because so much little talk is being transmitted and received across different computers.  It will slow down immensely.A USB 2.0 hub is no different.  It's sending the data to every port.  With this having the ability to turn off the ports not being used, it speeds up the communication.  I like that I can keep some things plugged in and just turn them off when they are not needed.  The speed does go up, but it's also handy not seeing those things pop up in my computer window when I'm working.Yes, I recommend this hub - it looks great and works great","Looks great, works great.  You need it.  Buy it.  Seriously, buy it now.",Verified Purchase,,,268,92,1111256,Public
Mike,/gp/profile/amzn1.account.AHAZSXM6B57LZJRXAJIK2JNWHWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"Works good on my HP laptop with Windows installed. Had to get this because of a crash on my computer while installing updates, I not only lost all my information but also 2 usb ports..anyway after installing Windows AGAIN and putting this device in my remaining usb port I now have a functional laptop as good as before the problem..",Works good..,Verified Purchase,,,,,118631,
Tiffany,/gp/profile/amzn1.account.AEVEZDQWOUI2O3TCEVBUSL247LPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 5, 2020",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,1.0 out of 5 stars,"Doesn’t work, at all. I tried twice , thinking the 1st device was defective. Reordered, and same with the 2nd device. Simply does not work. No charge reaches my phone.I plugged the USB into charging block, attached my phone cord, tapped the button to illuminate the blue light (and indicator that the port is live), and nothing. No charge.",Absolutely useless,Verified Purchase,,,,,3004244,
Abner Rosenweig,/gp/profile/amzn1.account.AFHYWNYZPKULHA5FIRYEWNFGGBTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2019",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"Sometimes I think up ideas for products and am delighted to discover that they already exist. This was the case for the Sabrent 4-port USB Hub. This little friend does an exceptional job at powering my multiple laptop accessories: mouse, speaker, external keyboard, and more. I love the ability to switch ports on and off as needed.High quality at a low price makes this useful accessory a must-have.",Just what I needed,Verified Purchase,,,,,15791,
Cloud9JK,/gp/profile/amzn1.account.AGIB7IKOXCZK6XXARPYU6IZ3OAQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2020",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,1.0 out of 5 stars,"I purchased on 6/17/20-I use it daily for 2 external monitors and external key board. The first 3-4 weeks it worked perfectly - then it started losing connectivity with the monitors every 15-20 minutes repeatedly. The monitors completely go black screen losing the image.  Then it reconnects and they show the image.  This is everything plugged in correctly, nothing moving and it's not running hot like some of the other reviews. I use this for work while doing demonstrations and other things and it's a huge hindrance causing major issues.  I am outside of my return window and have notified the seller asking for an exchange. I received notification that the sellers email no longer works.",Would not recommend buying this product,Verified Purchase,,,,,32861203,
Jason Hassell,/gp/profile/amzn1.account.AG3JCQBZFFLK4CKM43FJQTWJ4WJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2019",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,2.0 out of 5 stars,"Worked good for a few months then just at random this past Saturday would not work for my iPhone 8 or any other iPhones that I have for that matter. Neither through my laptops or plugged into another USB port outlet.Definitely only has a limited time use for Apple products apparently. Works for everything else though. Being that I usually have my phone connected to my laptop through there, now that it doesn’t want to read my iPhone I won’t be using it as much and will be going with another product.",Sabrent 4 Port USB review.,Verified Purchase,,,,,7588378,
MikenzCO,/gp/profile/amzn1.account.AFQM46NZOY7EQAQ3LRHHVQLOQJEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2017",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"i have a few multi-port usb hubs. those however have the connections at an off angle not flat or vertical as found with this one. it is an excellent value. i saw several others, the exact same thing but selling for nearly twice what i paid here. it does not have a separate power supply (i didn't want or expect to have one). usb 3.0 ports on a pc have more power supplied in contrast usb 1.0 & 2.0 (easily can tell by the shape of the male usb ends) which are very low power. so for most uses this is fantastic. IF however you are looking for something to charge a device, phone, tablet, mp3 player, etc. i would then recommend one with its own plug in power supply. that said couldn't be happier for something simple, priced well and does exactly what it needs to.","Best value i found for this type device and,..",Verified Purchase,,,,,533,
Tech Master Earl,/gp/profile/amzn1.account.AEM76B5BQBIXQWA7IVNO4EJBWJJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 23, 2019",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"I didn't really buy this to charge stuff. I bought it so I could manage devices that stay on after you turn off the computer. And for that, it is excellent. The buttons feel great and they only glow when they are on. This tells you exactly what is receiving power and what isn't. My only complaint is that the cable is a little too short by like a foot. But I guess that really depends on where the usb ports are at on your particular device...",To turn off that stuff that keeps on glowing,Verified Purchase,,,,,1443398,
C. Hinton,/gp/profile/amzn1.account.AE2W5YQZNVYQPWTHQ6CRHTKY7YPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2016",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,This is the first USB hub I have purchased that does not have a separate power supply.  It works just fine on an old Dell M1330 laptop running Vista and it is much more convenient/ useful.  The wireless mouse and keyboard connect and work just fine running through the hub.  I don't really care about the power switches on each port but since they are there I have turned off the two unused ports.  I don't understand the infatuation the designers (of all electronics) have with the blue lighting.  In a darkened room it is totally annoying.  I put the hub in a small cloth bag with a drawstring to resolve the issue of the blue lights.  Still gets 5 stars and a strong recommendation.,Works great,Verified Purchase,One person found this helpful,,,,146250,
b_in_sc,/gp/profile/amzn1.account.AFUDU6PWC5BCYSZV5B4M3OMZEVZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2016",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"I use this with my notebook which has only 1 USB 2.0 port. I've also used it with my husband's desktop computer. I've plugged a mouse dongle, Fitbit dongle, small speaker, 32GB Toshiba flash drive and my Panasonic Z59 USB connection cable into it with no problem. Obviously not all at once since there are only 4 ports in the hub. The only possible problem I see is the ports are close enough together that when I plug the flash drive in next to the Fitbit dongle (they're both a bit wide) they push against each other and don't seat properly. That's not been a problem for me since I unplug my devices when they're not in use but it could be a problem for some users. To sum up: I've been this product for about 4 months, everything I've plugged into it has worked great and I'm very pleased with my Sabrent 4-Port USB 2.0 Hub with Individual Power Switches and LEDs (HB-UMLS).",everything I've plugged into it has worked great and I'm very pleased with my Sabrent 4-Port USB ...,Verified Purchase,,,,,3049745,
Michael,/gp/profile/amzn1.account.AGL7CWU7ZL7Q4N6O2DH4WDZUBW7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2017",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"Great product, I've had one of these for years and used it on and off, and ended up getting another one a few months ago. Now I've got one mounted to my desk, and another connected to a hidden USB extension cord that extends to the middle of my house, for wireless controllers and accessories to have better coverage. Both are working reliably and provide better power to my gadgets than most of my USB ports do. The buttons are a great feature so you can easily reset a connection without even having to pull and re-plug the cable. And the lights let you know which ones are active. This thing does the job, I can't think of anything that needs change or improvement here.",Powerful little hub that does the job,Verified Purchase,2 people found this helpful,,,,1080146,
venessa,/gp/profile/amzn1.account.AHI5FLHE2O5IELAO5IP4CTXA5WUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 23, 2020",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,3.0 out of 5 stars,"I have two hp laptops - one is far superior to the other. This works for my good one but not my weaker one so I don’t think the issue is the dongle itself. It will charge devices using my weaker laptop, but the computer won’t recognize devices (like my wireless keyboard and my extra monitors) plugged into it.",Works with one laptop but not the other,Verified Purchase,,,33,48,829350,Public
Teresa,/gp/profile/amzn1.account.AGALMMBTM2GGMBDFARRB5I3KVQGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"We bought this to plug into our TV.  I used to have to unplug my Roku anytime I wanted to plug in my TV antenna, and with this I can have both plugged in!  I like the on/off buttons for each USB plug.  The blue lights also turn off if the power is not on, which is nice because I thought they'd be on when plugged in, no matter what.  Especially for the price, I highly recommend this USB hub.",Perfect!,Verified Purchase,,,,,191753,
Anne Kolesar,/gp/profile/amzn1.account.AHT23YZ3LNVMTHISNLM5BOQZVUIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 29, 2020",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,1.0 out of 5 stars,"My first Sabrent hub worked fine for a year or more but then started sporadically cutting out whenever it got jostled. I bought another and that one cuts out, sometimes several times a minute, even when I'm nowhere near it.  I thought is was my computer until I tried each of the attached devices separately.  It's the hub and it's no good.",no solid connection,Verified Purchase,,,,,1525638,
IronTank,/gp/profile/amzn1.account.AFOFGDLXRMHZOMIQGJRMU7SBZJDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2015",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,4.0 out of 5 stars,"I bought one, just to try it out. Well, in the end I bought three more!I didn't expect the size to be so small and when I got it, I immediately felt like it was a good purchase. It had a very modern design, travel sized, everything is necessary and nothing was over the top.It doesn't feel like a top of the notch hub, but it doesn't feel cheap either. I'd say it feels good, reliable.Second thing I like are the individual power buttons for each USB. Sometimes, you just want to keep things plugged in but turned off and it's so easy with this.Why did I buy so many? There are a LOT of people in my family.. I am usually the one that buys items and if it's good I buy a few more as gifts for my aunts/uncles and siblings, even friends. My sister has a surface pro 3 and brother with a surface pro - they both love this hub when I gave them one each.I would recommend this to anyone who needs a reliable; travel sized hub with good design.",Very good USB hub,Verified Purchase,,,,,644137,
Takashi Kurita,/gp/profile/amzn1.account.AEGWD4WF42UNKYV4PMEAROCZ5SZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2016",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,1.0 out of 5 stars,"Stopped working reliably.Worked decently for about 9 months, now it won't reliably connect or power new devices, pretty chancy about whether it will recognize old devices it's already been used for.Electronics should last at least a year.  All that has been plugged into it have been ordinary things like Wifi adapters and flash drives, nothing with a huge power draw.  Has had zero wear and tear because it's just been sitting top of my desk for the whole time.Very dissatisfied with this.  Sure, it was cheap.  But if a cheap thing keeps breaking down and you keep having to replace it, it isn't cheap anymore.",pretty chancy about whether it will recognize old devices it's ...,Verified Purchase,2 people found this helpful,,,,2517610,
Kelly,/gp/profile/amzn1.account.AEEE2LN7J7VYT6DS6CC35BCIN6WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2019",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,3.0 out of 5 stars,"This does not work consistently with the devices I plug into it. Sometimes a device will work on only two of the ports and later will work in a different port that it wouldn't before. The worst part is if you plug in something too firmly, it will pop the button out so it goes from powered to unpowered. Feels cheaply made, which is surprising since we've had good luck with Sabrent devices in the past.",Inconsistent functionality,Verified Purchase,,,,,89424,
Amazon Customer,/gp/profile/amzn1.account.AE62WFQ75RXY2MDQZZERHOA5D7LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"The cord length is perfect, not too long or too short and the on and off switches are great to make sure your mic and/or camera are off after meetings.  (Not for built in camera and mic of course, but for a headset for example.) The switch is just some added protection. Also have the mouse and keyboard on the switch so they can be turned on and off. That is handy when you want to clean them but not have to unplug them or turn off your pc. The price is very good too. I can highly recommend this USB hub.",Serves a great purpose,Verified Purchase,,,,,9924519,
Genuine Redhead,/gp/profile/amzn1.account.AFBXVB2GIANS2DHWDK3HXISL2WEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"I can plug in keyboard, trackball, camera plus one other thing - this means when I switch from work laptop to personal laptop I have only ONE thing to swap out!  This saves endless untangling of cords!  It seems to handle all my devices quite happily, nothing has failed, charged devices seem to be just fine.  Overall entirely happy",SO convenient in our Shelter In Place home office,Verified Purchase,,,,,78975731,
A&J,/gp/profile/amzn1.account.AFRILZQEOMKIJM65K642464BA6XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2014",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"EXACTLY AS DESCRIBED!!! I was desperate for something like this - my laptop only has 3 USB ports, and 2 are permanently spoken for. There are times when I needed to have more USB ports because of my devices that need to be connected via USB to my laptop. This works great. Just plug into laptop USB and plug into it whatever you need. And you don't have to keep connecting and disconnecting - you can turn the USB off with the switch (LED light indicates on/off). And if you need more than a 4 port, you can get another 4 port and connect it to this one (according to the package). When you have everything turned off, you don't need to eject USB on the laptop because it only reads what is turned on.I highly recommend this product.**UPDATE 9/15/2014**I ordered another one because with all the products I'm getting that require a USB port (wired keyboard, USB LED light, etc), I just needed another. Took it right out of the packaging, plugged it in....and it works. It works connected to the laptop directly, and it also works connected to another 4-port Hub that's connected to the laptop.I know some people will wonder why I bothered getting a wired keyboard that would require a USB port (because my laptop key pads are acting up, and I don't want to worry about battery life with a wireless), but all in all, I'm happy with my first and second Sabrent 4-Port USB Hub.Fast delivery, and I've had no problems with it. Both times. Now THAT says something.","Bought first in 2013, and now in 2014",Verified Purchase,,,,,12801428,
Paul F. Leidig,/gp/profile/amzn1.account.AEVUBUEIEJALCNHPSNFH2YFMTVQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,This USB splitter works great.  I have two external USB HD and one MicroSD card reader hooked up to the splitter.  Trasfer rates between the HD and MicroSd are a bit slow ~25MB/Sec.  That's fine with me.  I use it to transfer photos and videos between my phones MicoSD and HD for archive and storage.,Works Great,Verified Purchase,,,,,686766,
Elizabeth,/gp/profile/amzn1.account.AFVSVGMRVMEUPIQ2HH77EEAM737Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"November 24, 2020So this little gadget is awesome!  It’s a perfect size to use with my laptop and desk top computer. So easy to use and I love how the light comes on so you know if it is working. You can easily push the button to turn on the port you are using. I Just love this  awesome USB hub! I will update this review at a later time if there are any malfunctions.",Great Product,Verified Purchase,,,,,6977789,
William New,/gp/profile/amzn1.account.AEKBBM6VFVCNWFVGTWZXJ5BPSUIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2016",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"Handy!  External hard drive (for backup storage), mouse (easier than trackpad), full-size ""real"" keyboard, digital camera download (via USB), iPhone/iPad sync with iTunes, Verizon dongle to connect via cellular to Internet -- the list of USB connections to my trusty 2009 MacBook Pro laptop is long and grows longer, and it only has two (2 - count'em) USB ports (more than recent Macs, but that's another story).  I do not want to wear out the USB connectors on Trusty 2009 (motherboards are pricey and difficult to replace), and would prefer to plug stuff into an external USB hub, replaceable/expandable as necessary.  This Sabrent 4-Port USB Hub fits the purpose. This rugged fellow is just what you need to expand, but allows you to remove just *one* connector when you want to walk off with the laptop for truly portable use.  Recommended - highly.  5-stars!","More Connections on Desk, One Disconnect for Portability",Verified Purchase,,,,,1275949,
Meh,/gp/profile/amzn1.account.AHKEILATMFBGOLYGRZTO7E2AMXQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2016",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,1.0 out of 5 stars,"Nothing plugged into this would work. Took a look at the back of the package and saw, ""Some power-intense USB devices may require a AC-Powered USB hub"". Well, apparently that means anything you would actually want to plug into it. Mouse, Keyboard, wireless headset receiver and three different USB thumb drives wouldn't work in any of the ports.Well, fair enough, I can see how modern devices may require more power. It has a power port, what sort of AC adapter do I need to get? There is no input/output power information on the packaging or on the device model/serial number. So an AC adapter is a no-go.I tried plugging it into different USB ports (case ports in front are powered differently than the ports on your motherboard or back of the PC) and was able to get a ping for the wireless adapter, but the device was unrecognized by windows. All other devices didn't even register in the windows Device Manager.",Inferior product - Pretty desk light,Verified Purchase,2 people found this helpful,,,,16673410,
MadMaxxBG,/gp/profile/amzn1.account.AFPHMX5LF254TEANOE5MXYA3WBMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2020",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,3.0 out of 5 stars,"If you attach any device that requires a little extra USB power, it fails. The mouse worked, the PC mounted camera did not. My USB keyboard also did not work but it did work with my hand held camera which does not require USB power. So bottom line, you cannot use it to charge or supply much USB power to devices.",Good USB extenter But...............,Verified Purchase,,,,,207899,
Kristen Ferretti,/gp/profile/amzn1.account.AEMBGAKNM2QMR6HSALSZGIIX426Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2016",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"I recently was given a laptop from my employer and the model that they use only has one USB port per side. As I need to use a WIFI stick on one side that blocks the port, that left me with only one USB port! I ordered this product, as it would allow me to plug my cell phone charger cord, mouse, larger desktop screen, and flash drive in all at once. I have been using this for a few weeks and it has worked out perfectly! I also like that it gives you the option to ""turn off"" a port by pressing a button. I don't always use my desktop screen or my phone charger, so it is nice to be able to cut off power to those items without messing with unplugging and plugging back in wires all the time. This saves battery life on my computer as well!",Great For Use At The Office,Verified Purchase,,,,,1162897,
Richard M. Schiller,/gp/profile/amzn1.account.AG6XU75VGCEV4IZ5QGUZGP2AHLYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2013",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"Someone commented on a switch being improper disconnect, but proper Plug nPlay devices wont get improper plug warnings. If you unplug and the drive wasnt ready, youre safer to plug the same item back in; the danger is to plug a different directory into that same port, and then from RAM it writes the former directory onto the new different drive. Computers have only so much memory for directories, and once they max, they will drop a drive from your hub to load the next drive up of your hub. I learned this with a ten port USB hub. This maxing the directory memory of your computer will crash one directory to load up the next directory. And in my case twice i lost a WD Passport Tera drive permanantly because of too much directory Gigs. (Yes, i did swap a drive, and it tried to claim the new drive was the former one plugged in.) So the push-button off is a must for safely having four Tera drives connected. The off-on buttons is a must for USB hubs. WAIT until you hear the computer beep of USB connect or USB drop. I wont buy a USB hub anymore without switches. They were formerly expensive and i was being tight and cheap. I wont buy a switchless ten hub anymore, anybody want mine for free?",Push-Button USB a MUST to avoid USB crashes,Verified Purchase,,,,,214440,
kokolooa,/gp/profile/amzn1.account.AGWIT5JWSZYXAT3JIYN6M4FB5GVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2016",1,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"I have Surface which includes only 1 USB port. Since I need an extra ports for Wireless mouse and USB memory stick, so I purchased this 4 ports USB.Pros: - Small and ideal size to carry along my Surface..  - 4 Ports are perfect for use at home or office.  - All 4 ports are usable at the same time. In my case, I'm using one for wireless mouse, 2 for USB memory sticks and one for cell phone charger  - This hub has a On/Off Button on each port so allows you to turn Off when is not using. (Actually Don't know if this option helps for my Surface battery usage...)CONS: Not found yet.** Definitely I recommend this product if you carry small lap top or Tablet, for office or school.","Small piece, Large use!!",Verified Purchase,One person found this helpful,,,,78954602,
Stacey,/gp/profile/amzn1.account.AFEHMTT7XVYFKYPY3OAUXLUEQSOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2019",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,"I bought this device because my daughter had an artist tablet she needed to hook to the computer. The problem was, one USB was on one side of the computer, and the one was on the other. So the cords she had wouldn't reach. I love this device because now, she can plug up to four things on one side, all nice and neat. PLUS you can turn each one off and on with the touch of a button. They're even lit, so you can tell how many you have plugged in at once. We love it.",Love The Product,Verified Purchase,,,,,506837,
Jim T.,/gp/profile/amzn1.account.AGN7DIO3NRYP77ZG4A5SLRKXULRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=22,5.0 out of 5 stars,Four switch controlled USB ports- like a gift from Heaven.  This is my second one and the first one is still working well.  Highly recommend if yu have the need for such a device.,A Handy Device,Verified Purchase,One person found this helpful,,,,1129465,
J. F. Hindy,/gp/profile/amzn1.account.AHTRLPO6Q7FNLBNB5SQSDPLC6I3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2013",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=23,4.0 out of 5 stars,"Quick pros and consPros1. It works for simple things like keyboard, mouse, microphone (if you have a usb mic like i do), etc. This is why I bought it, so consolidate all my input devices.2. It's deceptively small. Fits easily in the palm of my hand.3. The switches do work even if they feel a little cheap. Nice to have that option.4. It's really cheap.Cons1. The cable to connect it to the computer is pretty short. Wish it were longer.2. It's cheap and thus feels cheap. I don't fear for its safety or anything but I imagine I'll have to replace this sooner than any of the things I have plugged into it.All in all, it's cheap and it works. Obviously since it's not AC-powered you probably won't be able to use this with power-intensive things. It worked for my non-AC powered external hard drive and my usb-powered speakers so I guess it can output at least that much juice. It's less than $10 so it's not really a big deal.",Nifty little cheap gadget.,Verified Purchase,One person found this helpful,,,,6954,
