author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
Marie,/gp/profile/amzn1.account.AFZQJZIG6IUEGVEWAGMKY27BIMGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Enjoying it immensely.  A family of 3 sit comfortably.  Temp sits nice at 104 bit will decrease with the bubbles about 2 degrees... was bought as a birthday gift for me last week... and I must admit I have been in it everyday since it got to temp... downfall it takes a while to get up to temp... about two days.,Give it time to reach it's temp,Verified Purchase,,,9056128,3,14,Public
Carol Piercefield,/gp/profile/amzn1.account.AHFZ3SQPBV2EGYLQ24DMF564PMYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2015",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"Great hot tub for the money. I placed mine in my garage to allow use in cold weather. One fault, it can be used only at 40 degrees and above, but I knew that when I bought it. I placed a 1 1/2 inch foam pad under the tub for insulation and also made a 3 inch foam disc sealed in heavy dutytrash bags for the top.  You want to do every thing possible to keep the water hot. I have not received my electric bill yet, so I can't advise on the cost. My other complaint is the high cost for simple filters that are not available elsewhere. Time will tell about durability. I would buy again.",Great hot tub for the money.,Verified Purchase,,,6085069,8,77,Public
PdOffGuy,/gp/profile/amzn1.account.AESH3ABULJKPUYPCASA6AM34RIJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 14, 2016",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"You're better off spending the $30 more and get the 2016 model Paris. LEDS, New Pump Design, better cover, and is slightly higher. ALso comes with a protective mat that adds a little insulation.",You're better off spending the $30 more and get the 2016 ...,Verified Purchase,15 people found this helpful,,1523564,63,70,Public
For James M Shropshire,/gp/profile/amzn1.account.AFN64RGLX6KH24GXZO3KHCMTUTIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"This is my second inflatable hot tub.  I highly recommend it!  The water stays hot (104 degrees) - the bubbles are powerful and relaxing.  It is very comfortable for one or two, but I would recommend any more to just sit on the edge and enjoy the water on their legs and feet.  Set up was easy, but remember to allow room for the heater/blower next to the tub.  If you are not tall, it's nice to add plastic spa chairs so that you can adjust where  your head comes in contact with the edge.  Spa pillows are not needed as the spa edge is very comfortable, yet firm enough to sit on.",I highly recommend it! The water stays hot (104 degrees) - ...,Verified Purchase,,,57699327,0,4,Public
Brad Cross,/gp/profile/amzn1.account.AF3EK6LDXJFTOG4LWL4VXA2RPKFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"I’ve been fortunate! Have used since 2018, packing it up and putting it in the basement every summer. Heats to 104 (slowly! Takes 2 days) and stays between 102 and 104 in cold weather. All visitors have been surprised by the power of the jets. Portability and durability, as well as ease of use, make this a crazy awesome deal for the money. Bummer it shuts off automatically after two days though.",Loving it after 3 years and multiple setups.,Verified Purchase,,,2485702,52,11,Public
Ashmzn,/gp/profile/amzn1.account.AG2WID33NF2BL4FPUFESCC2KP4JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"Great product for the price. You would have to really like the people you were sitting with to have 4 people sit in this tho. It fits my husband, 8 yr old, and myself comfortabley. Anything more than that would be a bit much. I also wish it would reach 120, and would heat the water a little faster. I also would love it more if you could keep outside during the cold months. I would buy again. Very sturdy and easy set up.",Great Buy,Verified Purchase,,,4932293,9,32,Public
Jim Scalf,/gp/profile/amzn1.account.AEPL64VB3O4MUGGWCIZBHJWJ7TFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2019",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Need to stay on top of heater timer for long term use. Works great though.,Great deal.,Verified Purchase,One person found this helpful,,2924653,17,101,Public
L. King,/gp/profile/amzn1.account.AH5LCFV4NVTHJJAWRN3XLUPLZ22Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"My wife absolutely loved this, we used it all last summer and it was a joy... Just need to make sure to keep the filters clean so it can circulate and heat the water, and you're golden!",Excellent value for the price!,Verified Purchase,,,711193,138,107,Public
Will Ramirez,/gp/profile/amzn1.account.AFKVIQ3RVLQ45F4Z3GFZW446TATA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"Got this as a surprise birthday present for my fiance. It was easy to assemble and has taken a beating in the Florida weather, and is still holding up!No complaints so far!",Holds up to Florida,Verified Purchase,,,386479,149,127,Public
Carrie Staller,/gp/profile/amzn1.account.AFQ3CUJNRTNA4MQQGN6NZDYWKPVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2017",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,"We really like ours.  The first one that came in the mail broke within a few days, but then the company replaced it, and now we've had this one for a year and we LOVE it.  We prefer it to a regular hot tub that molds you into a specific shape.  This one lets you move and even snuggle how you want to.  It does get really hot too!",We really like ours. The first one that came in the ...,Verified Purchase,One person found this helpful,,17459693,8,12,Public
racso,/gp/profile/amzn1.account.AHEIDM7RH34SHK7KYUSVSQPOHOHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,"I had to return it during the first month of use. This had a high noise when the bubble mode was turned on, the led display was damaged and the temperature was not fully visible. I tried to buy an insurance contract but amazon told me that there was no insurance for the spa.  And most of the reviews of bestway customer service on amazon were apparently not good.But my experience cannot be yours, I hope you have better luck than me. Good luck.",my experience,Verified Purchase,,,17923749,0,4,Public
Jon F. French,/gp/profile/amzn1.account.AHNTDFL2GQKGO6A7BPK6GUW2BOIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"Your browser does not support HTML5 video.           It's a great portable spa ! Easy to set up , works like a charm . Glad we have it ! Really love the hot tub . registering it was a total  pain in the ass. their customer service is lacking . but I love the product !",Cost is reasonable,Verified Purchase,3 people found this helpful,,735635,47,56,Public
jojo,/gp/profile/amzn1.account.AFUTSI4VLGIIUKEXEWNO6YBR3H5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 27, 2015",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,I think it is a good alternative to a full size tub it seams to get hot and stay hot if you don't use the air bubbles for to long of a time  ease to set up and not that hard on the electric bill if you keep the cover on it when not in use and turn it off at night it losses about 1 deg per hr  so I turn it back on in the Am and its ready to use in about 3hr,a good alternative to a full size tub,Verified Purchase,5 people found this helpful,,84414274,131,207,Public
Amazon CustomerDee Melching,/gp/profile/amzn1.account.AHUP62EV4KSYN2N4QHVD3UIPFBWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,1.0 out of 5 stars,"It leeks everywhere, and heating unit doesn't work.",Don't waste your money!,Verified Purchase,One person found this helpful,,83727724,36,100,Public
Scott,/gp/profile/amzn1.account.AE534MV6666JDS6WTOG3RYQQVO7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,3.0 out of 5 stars,This is a two person tub unless you are a dog or a cat.  I returned mine after one day due the heater not going past 99 degrees.  I used three methods to gauge the heat so as to be certain.  It has been 10 days after I returned the item and I still do not have the refund.  Fingers crossed on my refund.,Too small and not hot,Verified Purchase,,,84155340,37,14,Public
Matt,/gp/profile/amzn1.account.AGTLB4YDQM3WMWNMXKTPFGZ3MH2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2015",2,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"This is hands down the best item under $300 that I have ever purchased! Everyone that sees it wants one. I'll list below my pros and cons but overall for the money this little hot tub is rad!Pros: easy to install / operate. Bigger than expected. 2 people under 6' fit very comfortably. 4 people would work as well but probably not much room to stretch out. The blower/bubble massage is pretty awesome. Disclaimer: I'm not a fan of jets in most hot tubs anyway; they make me itchy so the bubble massage is great for me. Looks freakin sexy for an inflatable hot tub. Material quality is better than expected. Packaging was well put together and was lighter than expected. About 50lbs.Cons: hose and line connectors seem a little flimsy. Make sure to tighten everything ""hand-tight"" I can see someone easily over wrenching and breaking a connector. 72hr auto-off timer is a slight annoyance. This is a bit nit-picky but the cover is also inflated and it actually floats on top of the water which keeps my floater from moving too much when the top is on. Lastly, it says that it should be kept out of temps below 40°F and here in the midwest that's precisely why/when I wanted a damn hot tub so I will be taking a gamble on what temps this badboy can handle.I'm super happy with this purchase and it seems as if I'm not the only one.Also- I built a level deck and pergola above it for protection since it will be outside.",Badass little hot tub!,Verified Purchase,82 people found this helpful,,3724707,127,59,Public
Sheabobay,/gp/profile/amzn1.account.AEWMRIRWHTCVJLSACKGKWJMHYDQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2014",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,3.0 out of 5 stars,"If you are considering buying this then you probably should(not*). It is awesome to use, easy to assemble,  (*not) simple to maintain, and (*not ) a great deal for the price.*Edit - A year later and I am on my 3rd pump trying to get it replaced with a 4th. After the warranty is up I am getting rid of this thing.",It is awesome to use when it works....,Verified Purchase,4 people found this helpful,,6382852,34,67,Public
kathy,/gp/profile/amzn1.account.AGD75ZGQT57L7UAB4HNLZ5B32SXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,"I read every review on this hottub and others like it. I cant  begin to tell you how wonderful this hottub is.  I  received it in January the coldest time of the year. This hottub heated up to 104 with no problem. The chemicals are a bit tricky because of the size, but after trial and error it's simple. We use this hottub atleast 5 days a week.",Relaxation,Verified Purchase,One person found this helpful,,39790155,1,1,Public
Karen Diane Turner,/gp/profile/amzn1.account.AGSNVWPRSEDRBXXMGFTLKPDV4DTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2021",1,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"So easy to put up! Empties and fills in minutes not hours. Hearts about 3 degrees an hour. The bubbles are great, it's deeper than the ad makes it look. My photo is my 6'2"" husband and it's shoulder deep for me",Better than expected,Verified Purchase,One person found this helpful,,8541010,1,7,Public
10minus0,/gp/profile/amzn1.account.AEYNK2LXDGVQD6FL2ZD557O6YUNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2016",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"I paid about $300 US dollars for mine and absolutely love it. Yes, you can buy a better tub for much more money but this thing sets up quick and simple. if you can find a level spot that can support 200 gallons (1,665 pounds) plus people with electricity and water you can take it anywhere. I take mine to the campgrounds at the park. Plan ahead because it takes about 20 hours to heat water to 104 degree and when your done the water has to drain somewhere. what it does not do is force water for jets. Instead it forces air to create a bubbling action in the water which i like better. The air is not heated and will be noticed only if you sit directly against the tiny ports. If you use the bubbles for to long the water heater can't keep up and the temp slowly drops. if this happens just turn the bubbles off for a while or get out because you have probably been in for to long anyway.If you have a few $grand$ and a place to permanently install a tub this might not be for you, but if like me, you work hard to stretch a dollar, rent a home and love a cold beer in the hot tub after work then you're going to love this thing.",... paid about $300 US dollars for mine and absolutely love it. Yes,Verified Purchase,5 people found this helpful,,3495775,81,62,Public
heelburn,/gp/profile/amzn1.account.AGUVGC2IVZTLHDJYQCVX6B6QTC7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,20 minutes was all it took to put it up! Took quite a while to get hot but it said it would.  My only complaint is that it didn't cone with any chemicals to keep the water clean on that first use.,love it!,Verified Purchase,,,1620976,16,34,Public
Robert  kelley,/gp/profile/amzn1.account.AEY7Q6ACHSRZPI44WZAN2HLMXNFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 20, 2016",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,3.0 out of 5 stars,"It loses air making me have to disconnect all water lines, but first cap off water line ends in tub, it has no leaks, i sprayed every bit with soapy water while emptying it, and no bubbles formed, the insulating lid does the same thing, with no leaks also, other wise it is okay, i guess i dont like how fast it cools down while bubbles are blowing through, possibly having water jets in it also would be nice, this is my first spa ever, i had to make things even, and that was difficult",Lay z spa miami,Verified Purchase,One person found this helpful,,42122433,5,10,Public
Allen Seaver,/gp/profile/amzn1.account.AED5QIKRHNGUB7NKAOU5TV23D5WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 7, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,3.0 out of 5 stars,10 months later. It shuts off after 3 days and the water has a shook going  thru it so I have to unplug it to use it,Shock,Verified Purchase,One person found this helpful,,8342914,3,19,Public
T,/gp/profile/amzn1.account.AH2CZALIG73JNSEMQGWECCUD7P7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2015",3,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Love it! Super happy with the quality and how easy it was to set up!Shipping was a little slow even with Prime.Glad I bought it last week, the price just increased by $80.00!",Great buy!,Verified Purchase,9 people found this helpful,,381061,103,77,Public
Culinary Jeep Adventure,/gp/profile/amzn1.account.AHEYAIZTSHGAVKKSPNABFCW6BKSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Bought as a Valentine's day gift.  My wife absolutely loves it and we have been soaking in it, twice a day, for weeks.  I am reasonably reasonable and I do not expect this to last more than a year, but I sure have enjoyed every second of it.",Improve the Quality of your Wife!,Verified Purchase,,,120257,745,176,Public
Brianna Hubbard,/gp/profile/amzn1.account.AGXTYBVBYGBQNHW6USYQ4YSHPDTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2015",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"This spa is absolutely fabulous! We had a little hiccup in the beginning but it was resolved quickly and professionally by best way. I have read other reviews were people say it was a pain to get a part replaced but we had zero issues in that department. After 3 days of use, we kept getting the 02 and 06 error codes and we could not for the life of us figure out why. We thought we had done everything right, so we called the company and they sent us a new filtration system without a problem. We got the new one within 3 days!After replacing the system, we discovered we had not cleaned out or changed the filters. THIS IS A BIG DEAL! If you are going to buy this product, get extra filters immediately to have on hand! The manual tells you to clean them every day and change them every three days. We have gotten away with cleaning them every other day and changing them every 2-3 weeks (depending on how often we use it). Once we started being diligent about this, we didn't get anymore error codes. We kind of felt bad that we had the company replace the whole filtration unit because of our error. In hind site, they should have mentioned something about the filters, which they did not do!All in all, a good experience and I enjoy this spa A LOT!",Wonderful!,Verified Purchase,8 people found this helpful,,8257975,22,37,Public
Christine,/gp/profile/amzn1.account.AHTZEP4Q6ABQ4GR6XO4HQQMXYX4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2021",2,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Did my homework and finally decided to get this model. Super easy to setup and works wonderfully nice. We have it set up in our basement and no issues. Only thing is, waterline isn’t exact for when you get in. We have it set to minimum and that’s for 2 people. Yes it will hold 4 individuals but only if the sit indian style lol. Water temp stays around 102 which is perfect and jets amazingly work better than expected.",Best small investment,Verified Purchase,,,16695649,10,4,Public
G-mooch,/gp/profile/amzn1.account.AHUOHAQIOODH2F66APFKLBJ3BXYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2018",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"this  was a easy set up and install after figured out how to inflate, the nozzel has slots so it takes a lil longer but was still fast, takes about 28 hours to initially warm up,wish hot air and heat worked when bubbles are on but i also have a bathroom pad that i use for air, but if your looking to fit 4 people in the 4 man one get the 6 seater,all in all this works and is worth the $$$",nice lil jacuzz,Verified Purchase,,,633147,68,163,Public
MarDue,/gp/profile/amzn1.account.AFDESLKRRHTM5ZWTZARNRBDM6DXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2020",1,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,"It was working great then pump started leaking (have only had for 1.5yrs). I found where the leak came from but can't connect with dealer to sell me the broken seal i need to repair. Any info as to where i can find this part will help, thank you!",Was great until it leaked...,Verified Purchase,,,12535725,5,25,Public
56dick,/gp/profile/amzn1.account.AHWWGBTWW4JU2FOGCROPFTNM7T2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,"Was great till pump with in the e02 , now need to see why, but it work till now , just got to get with company",Nice tub,Verified Purchase,One person found this helpful,,10712128,11,18,Public
Cait,/gp/profile/amzn1.account.AH4M6Q2VWTZGQIFQNDDLA6RXN6JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,We were very skeptical. Now we are extremely pleased- and warm. This thing is perfect on our back patio. Set up was pretty simple. The walls are sturdy and support a good lean. The bottom is soft. It maintains heat well. A total win!,A great tub for a small price.,Verified Purchase,,,580561,120,50,Public
Brad,/gp/profile/amzn1.account.AE7LX2I2W5VKHZAL5ITI7VZ4DZPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,1.0 out of 5 stars,Control panel was non responsive. I spent a lot of time unpacking and setting this up only to find the control panel didn’t work. So now I have to take it all apart and box it back up and return it. Their customer service does not reply. Incredibly annoying.,"Piece of junk, and no customer service",Verified Purchase,,,1341961,44,21,Public
Karen,/gp/profile/amzn1.account.AF5YFGFANNDEMESQJP74KZ7X5SPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"I had mixed feelings buying this after redAdding the reviews....but we love it.  No problems, one person set up in under an hour.  If you don’t want the hassle of a full sized high priced spa, this is it",Better than I expected,Verified Purchase,,,194059,55,148,Public
Louise,/gp/profile/amzn1.account.AHXUA4RBU6EEEW6KXMIGAP66DEJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2019",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Set up was quick & easy. Reached 104 degrees in less than a day & stays there. Very comfortable for 2 adults but I wouldn’t want another person in there - fill the cover with air before you blow up the tub itself.,Less expensive than expected and appears quite sturdy.,Verified Purchase,,,5173988,17,64,Public
Denise Crisan,/gp/profile/amzn1.account.AF2L2PSVGQK5NJSMKUEDM5MZUVGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"This is the most awesome little hot tub. yes it is kind of like a big blow up kids pool, but it stays out & we love it! i bought this when i was pregnant & my back was so painful & i can’t use a normal hot tub cause it’s waayy to hot but with this We were able to keep it at a safe Hot temperature for my back aches.. plus the kids Love it! it is fun for the evening. we light some tiki torches & just chill!",Nice Hot Tub,Verified Purchase,,,15522121,0,6,Public
mandy m,/gp/profile/amzn1.account.AHLEEPCRYTUVAAVUBG3536J7I4SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2021",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,3.0 out of 5 stars,"We loved this little hot tub at first, until it kept throwing an E2 error code and burning up the propeller constantly. Even though we cleaned and replaced the filters regularly and have replaced the propeller twice, the problem was never fixed. The pump is shot and it doesn't look like we can even get a replacement through the manufacturer. I would probably go with a different item if considering purchasing this for yourself or someone else.",E2 ERROR CODE - PUMP WENT OUT AFTER 7 MONTHS,Verified Purchase,,,2921898,26,4,Public
Celeste Rodriquez,/gp/profile/amzn1.account.AFNJNZXNZZXAIHGXCUZOEADKTFNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2020",0,,https://www.amazon.com/SaluSpa-Miami-AirJet-Inflatable-Hot/product-reviews/B00HRT863U/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I love this for the price I really thought it would not be made so good but it is durable super easy to assemble and it gets super hot the bubbles are amazing,Surprised,Verified Purchase,,,84456795,53,100,Public
