author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
John P. DeMas,/gp/profile/amzn1.account.AGZLCDSVLWM4NGZEUDJDEB7A2B7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,2.0 out of 5 stars,"I inflated the air bladders on the two floats I purchased on 02 June 2020.  On of the bladders has a defect in the heat seal on the inflator end.  It is about 3/8"" long, and on inspection it is obvious the machine that made it did not properly seal it.  I am still within the 60 day warranty period, and will seek a replacement.  For the record, it may be to one's advantage to replace the air bladder with a section of 5-6"" pool noodle, which will NEVER need inflating, and is of the same material (Polypropylene) as the individual float sections in the mat area!",The air bladder may be defective,Color: Navy 3in1 Roll Up Pool FloatVerified Purchase,,,24812401,10,20,Public
atbluebonnet,/gp/profile/amzn1.account.AF5WDGKGGSUHJH7P4M2FP2PAXE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"This float is as good as the many reviews on it!  Love that I can use it in multiple ways, that it’s super easy and fast to inflate (equivalent to blowing up a balloon or two.). The one negative is that in the reclined position it lays you back, so not ideal for having a conversation while looking at someone, but a great float nonetheless and one I’ll take with me on vacations.  Also, takes nearly no room to store compared to most others.",Awesome little float!,Color: Blue LightVerified Purchase,,,265419,50,85,Public
Katherine C. Ternes,/gp/profile/amzn1.account.AHFJTVQTHO2AK7HRBMRFTJNFQFNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"The raft is good quality and easy to blow up without needing an air pump.  The fabric for the floats or pillows are very nice and the edges of the hammock portion are edged with fabric.  I feel the word hammock is deceiving as this is NOT a full length raft.  When laying on the raft with your head on one end, the other end will only reach behind your knees. I’d love to see them offer a full length option.  It takes very little room to store so we love it for our boat.","Versatile, comfy swim float",Color: Navy Xl HammockVerified Purchase,,,6822390,17,35,Public
Bubblygirl,/gp/profile/amzn1.account.AHARM4JDQVCXSOESR3KD2ZQE2WVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"For the price, these are great little pool floats.  Liked them so much, I bought three different colors.  They are easy to inflate, easy to deflate, don't take up a lot of room when storing, not heavy or bulky, and you can use them in so many different ways.  If you want to relax and lounge around the pool, lay back and use in the hammock position.  To sit up and enjoy the water or conversation, use the saddle or chair position.  I don't know if they will hold up for several seasons, but for the price, does it matter?!  Honestly though, so far, so good!  Happy with this purchase.",Great pool float - can be used so many ways!,Color: Blue LightVerified Purchase,,,78886,218,61,Public
Jenny M.,/gp/profile/amzn1.account.AF7NKOKXXUETQATQP3TPV4I53MYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2020",1,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,Buyers Beware! I ordered 2 of the Resort Hammock Navy/ Green Stripe floats but received a different one than was in the picture. The picture says Deluxe and comes with a Bonus tote. The picture also says inflated size 47”.Both of the ones I received say 4 in 1 premium Monterey Hammock. They do not have the bonus tote. They are also 3 “ smaller than the Deluxe  one in the picture. The ones I received have a 44” inflated size but the picture says it should be 47” inflated.I waited one week and got the wrong items. Argh!,Buyers Beware - WRONG Items Sent!,Color: Hammock Navy & GreenVerified Purchase,One person found this helpful,,8355115,5,9,Public
Kjetil E Samuelsen,/gp/profile/amzn1.account.AHFV6NKIOZUNHLTSGC7D3AXWAN6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"These are super durable and comfortable; I bought one last year and stored it in a shed during winter - when I took it out this year I was surprised to see that there was no need to add air. They were just as hard as when I put them away last year. This is a sign of a quality inflatable. Adding to that they are easy to take with you on vacation and allow for a variety of sitting positions. If you have a small pool, these are the perfect size. Highly recommended.",Won't deflate over time - Perfect for smaller pools,Color: Golden Sunshine – HammockVerified Purchase,,,785243,62,39,Public
ericabeth,/gp/profile/amzn1.account.AE77LLXYDVU5RVKTJXUXKXO42QOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2021",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"Took this to Aruba, easily fit in my bag and blows up quick (with a pump) I'm not personally going to strain myself, but got lots of compliments ""where did you get that?"" from so many people, I didn't realize this was so unique but its simple. You can sit and float or easily stretch out and the price is right. Ordered another one for a friend.",great float-easy to transport,Color: Golden Sunshine – HammockVerified Purchase,,,1426264,46,118,Public
636chick,/gp/profile/amzn1.account.AGVTE5GYOU65P6ZFOT2ZA2VLGCZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 16, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Best pool float I've ever owned. Love that you dont have to inflate it each time you use it. The only part that inflates is the little head pillow whereas the rest is foam (feels like pool noodle material). Comfortably cradles your body while allowing you to be slightly submerged. Long enough to support your entire body even if you're tall. Love how you can take it right from the water to your lounge chair. Worth every penny!,Best pool float ever!,Color: Navy 3in1 Roll Up Pool FloatVerified Purchase,One person found this helpful,,508256,56,111,Public
Edward,/gp/profile/amzn1.account.AFF5XI4SBE6L2FH2XW63MFOG3OMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,"Absolutely LOVED this ...while it lasted. Two months in and it developed a slow leak. Was extremely careful with this , never left it out in the sun or overnight. Extremely disappointed as it was my favorite pool accessory.",Don't bother.,Color: Burgundy – HammockVerified Purchase,2 people found this helpful,,7007240,6,19,Public
Karen B,/gp/profile/amzn1.account.AHOZETXZYJQV6YS5II4UR2MPDZEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,"I received the Monterey 4 in 1 hammock and used it once without a problem. The second day, one end wouldn’t stay inflated. I contacted Amazon since free return had been indicated. I thought it would be easy, like most Amazon returns. Nope, I was sent an address label to return it and the postage required would have been more than I paid for it in the first place! I was sent and email asking if the problem was resolved, I replied with what I wrote here and haven’t heard another word,",“Free” return for defective product costs more than item,Color: Blue LightVerified Purchase,One person found this helpful,,5959544,12,9,Public
Shannon,/gp/profile/amzn1.account.AHEPBZEQZO5ADQU7TGU5WREJU4QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"This is a cool little hammock float. We can use it sideways, or straighten out and put our knees over the pillow. I've found that it does leave a print, from the hammock material, on your skin when you sit on it, but it's not a big deal. I mean, it goes away after you are off of it. And really who cares? The price is right, it works well, and I think the indents are kind of cool. My butt looks like a waffle. Ha. Coolness. Seriously though, buy it. You will like it.",Does Exactly What it's Supposed To,Color: Blue Navy - HammockVerified Purchase,One person found this helpful,,75442,345,263,Public
Eleanor Rose Godfrey,/gp/profile/amzn1.account.AHAEHM3C32JQOZEYMHZ5P4BX2P7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"I own a smaller one, but definitely not as nice as this one. The head/foot blow up inserts are separate from the outer mesh liner, which is nice if you spring a leak. We gave it as a gift to someone at our condo pool. He loves it. In fact, he loves it so much, he's used it every day since it arrived! Another surprise was, Amazon said it would be delivered yesterday (Thursday) yet it arrived on Tuesday, 2 days early! Worth EVERY penny!",We gave this as a gift,Color: Supreme Hammock - Blue OrchidVerified Purchase,,,1436417,35,48,Public
Jamie,/gp/profile/amzn1.account.AGXOWWDEQYSLZZUCM5SP72SQHBKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2021",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I’m a snob when it comes to pool floats. Some don’t let you submerge enough and stay cool, some don’t float well and allow you to completely submerge. This one is just right. It also allowed me to “gracefully position” myself on it (as well as flip over) without looking like an angry alligator. I’ll be buying another for my summer guests.",Great floatie!!,Color: Blue LightVerified Purchase,,,1678750,42,78,Public
Lauren Tilley,/gp/profile/amzn1.account.AFWKPJ37BP57NP2QMIEBMWDBBDSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,2.0 out of 5 stars,"The good: It’s easy to inflate, dries pretty quickly, is easy to carry, shipped quickly.The bad: it’s already starting to fall apart after I've only used it twice. There’s a hole where the headrest meets the cushion and the thread on the ties are coming unraveled...I really like the thing, but I doubt I’ll be able to use it again next summer unless I do some pretty serious sewing. I give this product a ‘Meh’ rating.",It’s OK. Not great quality.,Color: Navy 3in1 Roll Up Pool FloatVerified Purchase,One person found this helpful,,2137729,8,43,Public
Melissa W,/gp/profile/amzn1.account.AFR4N7EOQVIODJWNJJTA6HUVMWPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"Okay, I purchased two of these for me as I work outdoors at a pool every day.  I wanted to sit on the mesh like a saddle and ride it as I went about my duties in the pool with residents. It is SUPER uncomfortable that way. The mesh digs into your thighs in a most not nice manner. It was surprisingly tippy this way as well.  Sitting on it like a sling chair didn’t work for me either.As a lounger, it’s great, but I cannot be laying about whilst on the clock. For my purposes, I’ll be sticking to dollar store pool noodles, but for lounging, my daughter loves it.",Great as a lounger.,Color: Burgundy – HammockVerified Purchase,,,95554,381,77,Public
Elizabeth Begley,/gp/profile/amzn1.account.AE7VGNM7KPGVJTFPE6ZVC7Z4DAJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This is a solution to the deflated float problem (two tubular chambers are very heavy-duty and unlikely to leak) and the can't-afford-the-foam-float problem. I was worried my head would be tipped backwards or otherwise not supported, but that is NOT the case at all, and this is very comfortable. I'm well supported and my body is still in the water to keep cool. Going to get more to give to my sister, who leaves her floats inflated and has trouble storing them during the summer months. These inflate/deflate quickly and store in a very small space.","Very comfortable! Rolls up small for simple storage, portable",Color: Blue Navy - HammockVerified Purchase,,,128335,253,91,Public
Clara Vengoechea,/gp/profile/amzn1.account.AGAXDOZGTHQ3HWVFF2V2ZXAB5NLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"Really great float. Love that you can sit or lay in it. I use it at the pool all the time and I actually used it in the ocean too and it was super nice to sit in. The best part is that it’s not bulky. I have another float that’s more ideal for laying down because you can also lay on your stomach on that one, but it’s just so big. This one is so easy to carry around and makes it super easy to take to different places. Totally worth the price. I actually accidentally left it at my friends house at the beach and just had to buy another one as soon as I got home. Now have one there and here and it worked out.","Great for pool and/or ocean, super easy to travel with",Color: Burgundy – HammockVerified Purchase,,,3829304,8,14,Public
J. Bauer,/gp/profile/amzn1.account.AFCM6WGB4AS4VTVKH3ZOERFFTYHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,3.0 out of 5 stars,"I have tried it as a beach mat, it works wonders and absorbs bumps and debris under it. I have tried it as a mat to exercise on, it works great. I took it into the lake and as I climbed upon it, it sank with me on it, and then floated to back to the top. I am 210. Product brags 250 can fit on it. Put hub on it, he's 235 and it did the same thing. Next, going to try in this order. 4 year old 30 pounds, works??? then 70 pound 9 year old, works???? then 130 16 year old 6'2, works???  then 40 year old 170, works????then hub again!",Floatation,Color: Navy 3in1 Roll Up Pool FloatVerified Purchase,,,10723993,0,22,Public
Natasha,/gp/profile/amzn1.account.AHKXTP64FFQH5NSUSUX3NQDDVNLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,2.0 out of 5 stars,"I love love love this matt, so easy to transport and carry around to beaches. But, sad face, within the 2nd use, the fabric started ripping where the pillow and matt connect. I’m going to try and duct tape it because I love the thing. I’m a smaller girl, 5’3 140 lbs, so I’m not sure why its ripping apart :(",Durability is awful but very comfy and easy to use,Color: Navy 3in1 Roll Up Pool FloatVerified Purchase,2 people found this helpful,,84459648,289,43,Public
Meaghan O'Shaughnessy,/gp/profile/amzn1.account.AE6MRPIBK2GX5QVUE2SRZWKKON2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I blew this thing up, floated in a lake, loved it. Was gonna rate it highly, but WAIT.My aunt bought that $200 monstrosity of a float/boat/island of a blow up toy. We tried to hang on it, but because it was so large, we were getting bit by flies. I wrapped this beautiful mesh baby around myself and it served as a wonderful bug net. I highly reccomend this to anyone who loves to float and who hates bugs.",This is not just a float.,Color: Teal – 1-2 Person Xl HammockVerified Purchase,One person found this helpful,,4902535,29,45,Public
Amazon Customer,/gp/profile/amzn1.account.AEKCOEVM6EUEBSD4CK6IVELYCDWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this floaty to bring to Cuba, it was the best thing I ever did. If I wasn't using it, someone from my group would borrow it. so many ways to use it and easy to carry around with you on the resort. it came in a tiny box, I opened it at home to make sure there were no holes before leaving. deflated it and folded it nicely in my luggage. I will be bringing this with me on all my trips, all my friends want to get some for our next holiday.",best purchase ever,Color: Blue LightVerified Purchase,,,3852570,18,75,Public
Gaylynn,/gp/profile/amzn1.account.AEEJ2GO3NRB6ULNE75A6XSYYL5NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 16, 2016",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"Love Love Love this pool float!!!!  So many different ways to use it. Very comfortable to float on. I have recommended it to a number of my friends. If it is in stock, get one!",Love Love Love this pool float,Color: Blue LightVerified Purchase,16 people found this helpful,,1478834,59,61,Public
Danielle Edison,/gp/profile/amzn1.account.AF4EYZPYDDPY5MW3E7LOYR5UECUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Hands down, this is our favorite floaty ever. I bought some on a whim last year and now I have purchased the entire family this floaty. we love taking them to the lake and to Mexico. It lies flat in your suitcase and inflates easily. It holds ALL body types and is durable. At the lake we often rub up against rocks or the dock and jump into them and they hold really well. We have had our other ones for a year and there have been no tears or issues!",Best Floaty Ever!,Color: Orange – HammockVerified Purchase,,,2152438,21,32,Public
LisaP,/gp/profile/amzn1.account.AFPMZ2GBGFNP7VYZHK5JPZZ6OQCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2017",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I love these floats! I was looking for a replacement for some discontinued pool floats I loved but accidently left behind at a public pool. The nozzle (part that you use to blow them up) has a seal that has to be broken before you can get air in so it was difficult at first, I had to have a male friend blow them up the first time. Once they were inflated, they were great! Very comfortable hammock style with one end under your neck and the other end under your knees (my favorite), also comfortable as a ""chair"" which keeps your head and shoulders above water. Not very comfortable but does work in the ""saddle"" position; didn't have any luck with draping my arms across both pillows as it shows in the pictures because the pillows wouldn't stay together. Even tried wrapping the mesh around one of them to hold them together. But based on the two very comfortable positions, these have been wonderful! Also, they deflate and fold flat, which is great for storage and travel!",Love these!,Color: Blue LightVerified Purchase,3 people found this helpful,,17274164,9,9,Public
LD13,/gp/profile/amzn1.account.AEZ5KBO3DROGIVTJEHHDJQQ4JZNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"These are the perfect floats for vacation.  Easy to inflate/deflate, fold up small to fit in luggage, sturdy, and can keep you floating in many different positions. I preferred laying on mine with one support under neck and the other under legs. My boyfriend often sat in his and put his legs up on mine and it still held the buoyancy.  I will use these for the rest of summer and travel with them in the future.",Great float for travel,Color: Blue Navy - HammockVerified Purchase,,,2687193,97,58,Public
Justin,/gp/profile/amzn1.account.AG6YXST6TU7Z7YHUS4ESHOOCGU6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"These floats are great and the inflatable portion is made of much more durable material than I expected. I bought two and we have been using them almost daily in our pool since the beginning of summer. I used a bicycle foot pump to blow them up since they take a lot more air than you would expect for a pool toy, but I have only needed to inflate them that initial time. The netting material is sturdy and does not tear or rip easily. I found this style of floaty to be much nicer than full inflatable since you are lounging half in and half out of the qater; perfect for those really hot days! Though there are less expensive ones to be found online, I am very happy with this purchase.",Nice floats,Color: Blue LightVerified Purchase,,,1565631,38,18,Public
Austin Guy,/gp/profile/amzn1.account.AEGT7ULPPYLXPPAIRYJNYBXAZYQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 15, 2021",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,3.0 out of 5 stars,In order to inflate the float you have to partially remove the bladder from the sleeve to access the valve. Once inflated it is very difficult to reinsert the bladder back into the sleeve because the bladder's ends are flared. It would have been better if the valve could be accessed through the fabric sleeve. I am returning the float.,Seems durable but design issue with inflating,Color: Resort Hammock Antigua BlueVerified Purchase,,,276598,197,138,Public
JaysFan,/gp/profile/amzn1.account.AFXN6AC2TKXJ7BPFLNOYGHQUYIDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"For some reason, I didn't realize I had to inflate this. I thought the two ends were more like a pool noodle. Nonetheless, this item arrived flat and neatly packed, and was easy enough to inflate by mouth within minutes. I find it a little bit difficult to balance on, compared to other floats. There is a bit of a learning curve when trying to figure out the best way to get up on this thing! Nonetheless, it's a fun and comfortable float that can be ridden several ways, once you figure out how to balance. I just wish now that it had a drink holder! :)",Good for the price,Color: Pink – HammockVerified Purchase,,,1034,2260,1607,Public
James,/gp/profile/amzn1.account.AGDHEH3VAEWH6FIHS6ZN6SI4K6TA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,I've ordered this product 5 times now. The first one I loved so much that I ordered two more for friends. Then I ordered one for my husband. Every one of these was amazing. Sadly mine got a big tear in the mesh after many uses and a trip to Mexico. Back I come to order a replacement. The float that arrived several weeks later is totally different. Cheap material poor quality. Very disappointing. A cautionary tale.,It's changed,Color: Blue LightVerified Purchase,One person found this helpful,,12637359,5,12,Public
Aida L.,/gp/profile/amzn1.account.AHDYNPQEGOOU5HDWAK5SJKK2PIQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 21, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This is one of the best things I bought this summer to chill in the pool and enjoy the sun while being in the water. It was so easy to inflate and it has the perfect size. Unlike other floaties that are so huge, this won't take up so much space in the pool but it fits perfectly with your body. It's so easy to get on it in the pool and get off. You can also use it multiple ways which is awesome! Would highly recommend it to others!!",Love this!!!,Color: Blue LightVerified Purchase,,,3834639,4,25,Public
Richard H. Hill,/gp/profile/amzn1.account.AG6NZGMIKF43H6NDEAUODWXAQA4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,2.0 out of 5 stars,"I ordered two of these. Thinking they worked like other inflatables, I tried to pull the small plastic plug out of the larger plug. I tried pliers and everything. I was going to return them and happened to see a review that mentioned squeezing the plastic tube during inflation. I tried that and it worked. Due to cooler weather, we have not yet gotten them into the water. So I will update my review later.",Inflation Directions Should Be Included,Color: Blue Navy - HammockVerified Purchase,,,304120,253,74,Public
Jessie Sandbulte,/gp/profile/amzn1.account.AGP3TOWFX75VVTNCUFSJDXHW5PIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I needed to buy a float to pack for a vacation where I would be flying.  I needed it to be light and not bulky, but still work as a float well enough to hold a bigger adult comfortably.  This float worked great.  You can use it so many different ways too, so you aren't stuck in one position.  The middle section of your body stays mostly underwater, so if you want to be completely out of the water for tanning, this wouldn't be the float for you.  However, I like that I'm partly submerged because it helps me stay sooooo much cooler.",Would buy again.,Color: Teal Xl HammockVerified Purchase,,,5118808,3,17,Public
Michael Del Vecchio,/gp/profile/amzn1.account.AFRHHABXM3KEURFKAXMFOFCVIH7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,When new was exactly what I was hoping for.  You get to float in the water keeping you cool in the Arizona 100+ temps .  I used it maybe 6 times and one of the inflatable tubes started to lose air withing 2 hours of blowing up.  I purchased a portable ice cooler from the same manufacture and one of the seams  gave out after only using twice.  I would be hesitant to buy from this manufacture again.,Flat within a week of very light adult use.,Color: Navy – 1-2 Person Xl HammockVerified Purchase,,,3649467,35,46,Public
