author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,Unnamed: 11,helpful_votes,total_review,visibility_status,ranking
LSands,AEBNGTZLE6BUU6ENXDN5DGAYTEPA,"Reviewed in the United States on April 10, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,5.0 out of 5 stars,"20 oz size holds a full days coffee for me and keeps it hot to the last drop. That’s a good 8 hours. Spill proof design is great (unlike my Yeti). I bought the all stainless because I have heard that the pain chips off the painted models. Has a lock on the lids drinking mechanism but it is not needed. The lid is easily cleaned with the snap tab. I’ve had other Contigo products and have never had an issue.The first one I received had to be returned for 2 reasons. 1. It was clearly used since it arrived with coffee already in it which is a testimonial to its being leakproof. But on the downside, the coffee was cold and I was not sure if it was regular or decaf. 2. Amazon packing was piss poor. It was sent loose in a one of Amazon’s plastic bag and it must have been dropped since it had a big dent in it. The replacement was shipped the same way but managed to survived the journey and arrived unscathed (and empty ☹️)In short, I do recommend the product and it is worthy of 5 stars.",2nd one was the charm...,Style: No HandlePattern Name: 1 20 OunceColor: Stainless SteelVerified Purchase,,,836,221,Public,23998
K. Bloomfield,AGEMB4HO3R7LC2XN4BN6LRTQZAYA,"Reviewed in the United States on June 13, 2019",1,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,1.0 out of 5 stars,"I bought this travel mug because I was looking for a travel mug that would keep my coffee hot and also keep a cold drink cold when I travel. I want to like this mug. It does keep the coffee hot and the outside stays cool unlike other cheaper travel mugs. But this mug leaks when you drink from it. At first, I thought I got a defective mug and asked to exchange it for a new one because it leaks when you drink from it. The second one does the same thing! Yes, I have screwed the lid on tightly. It does t leak from the seal. It leaks when you push the button to drink the coffee. Every time I pick it up to drink I have to have a napkin so I can wipe the side or I get coffee on my shirt. I personally also don’t like the way you have to hold down a button to drink. I’m sure it helps keep the coffee hot but it’s very difficult for me with arthritis in my hands to hold it while I drink. Bottom line- don’t buy this mug unless you like hot coffee on your shirt. I’m going to keep looking for one that doesn’t.If you look at my picture you can see coffee dripping from the bottom of the button.",Don’t buy this travel mug unless you like hot coffee on your shirt,Style: No HandlePattern Name: 1 20 OunceColor: Stainless SteelVerified Purchase,2 people found this helpful,,67,26,Public,2975506
Sascha,AHAA3OFTD7EEEZQZ47FGJM64GHHQ,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,2.0 out of 5 stars,"Painted models cannot go in the dishwasher.  And read the instructions on cleaning the lid.  No thank you.  I bought this for convenience, and cleaning ranks higher than consumption in my book in terms of effort.On the plus side, it looks gorgeous (new), and has great proportions.  Just too much fuss to deal with.",Enjoy it before you have to clean it,Style: No HandlePattern Name: MugColor: Matte BlackVerified Purchase,7 people found this helpful,,336,60,Public,222275
Dom,AH736QNR343X7OBBI6LIRQEKAKOQ,"Reviewed in the United States on November 18, 2019",3,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,3.0 out of 5 stars,"This mug does exactly what is says it does, it keeps your coffee hot for hours and is virtually spill proof. However, it is near impossible to keep it clean in the million tiny crevices. I've had my current mug for about 5-6 years and dishwasher the lid whenever I can and hand clean it the rest of the time. I regularly use a tooth pick to clean around the spring, the rubber seals, and everywhere inside the lid since a sponge doesn't really do much in there. I also use a straw cleaner to scrub around inside as well. I still regularly get brown goop and flakes everywhere inside the lid. It's gross. If you don't mind spending 10-15 minutes a night to clean your coffee mug lid, then I say go for it! This is one of the best mugs in the market. If you hate picking things out of small and awkward places regularly or if you will be too grossed out to drink from it after that, save your money. It really does work in every other way so, I figured I'd buy a new one to see if the problem persist with a mug that is a few years newer.The color is completely different than the one pictured. I know there are differences in screen resolution and colors but, it's many shades lighter than expected. I wanted a dark teal, I got a light jade green. I'll be returning it and starting my search over again.",Spill proof and cleaning proof,Style: No HandlePattern Name: MugColor: ChardVerified Purchase,,,222,77,Public,384295
phil flood,AHQBHIRU6UKM4B22VCCTS7M7HWGQ,"Reviewed in the United States on June 28, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,3.0 out of 5 stars,"I purchased this travel mug after much research. I was looking for a top notch travel mug & this one is pretty good, I only have a few gripes about it. It’s too small & doesn’t hold a lot of liquid. Now that’s my own fault because I wanted the purple colored one & the bigger size ones only come in stainless steel color. Second gripe is it doesn’t fit into cup holders very well if at all. Third gripe is if you over fill it it will spill all over when you put the lid on. Forth gripe is drinking from it. Some times when you pull the trigger to drink it shoots out of the spout & after you drink from it & release the trigger liquid get trapped on the top which can spill. The positives are first & for most it keeps my coffee warm for most of the entire work day which is usually anywhere from 7-10hrs. Second positive is it’s a cool looking mug if you get the color you like.",Nice travel mug with a few flaws,Style: No HandlePattern Name: 1 20 OunceColor: VioletVerified Purchase,One person found this helpful,,71,71,Public,1304597
Amazon Customer,AGXSKRWBJ7FMM6KB64OSJ3IGOX7Q,"Reviewed in the United States on May 28, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,4.0 out of 5 stars,They don’t stay hot for to long  Maybe for 2 1/2 hrs,Four Stars,Style: HandlePattern Name: 1 One Size (Pack of 1)Color: EvergreenVerified Purchase,12 people found this helpful,,26,36,Public,5700705
Me,AEUGDO2ILWQOWOPBHAESOJJFNA3Q,"Reviewed in the United States on April 7, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,1.0 out of 5 stars,"This travel mug is completely leak proof, just like they claim. That's not the problem. The problem is that whatever genius designed this cup used very thin plastic for the lid where you sip from. In addition, the lid isn't concave at all, it's almost completely flat. These 2 problems together make it so that if you try to drink from the lid with a hot beverage inside you will 100% scald your lips with a horrific burn. I'm not an idiot, I've been drinking out of various cups for over 37 years now so I understand that a hot beverage will be hot but this is honestly very dangerous. I received very bad, very painful burns on my lips just from putting them on the lid to take a sip, NOT from the liquid but from the intense temperature of the outside lid. Do yourself and your family a huge favor, buy literally ANYTHING ELSE but this.",This Thing Is Actually Dangerous!,Style: No HandlePattern Name: 1 16 OunceColor: Stainless SteelVerified Purchase,3 people found this helpful,,130,27,Public,3600556
DR,AHSNDBDRYNPBADXEEGJA767LF6AQ,"Reviewed in the United States on December 4, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,1.0 out of 5 stars,"The travel mug holds heat or cold extremely well for an extended time,  but it must be used with extreme caution if you put hot beverages into it. The reason is that the engineering design failed to consider the need to vent the hot beverage when pouring from the spout.  I have been actually burned several times when attempting to drink hot coffee from it because high temperature steam at the top of the liquid pushes itself out the spout ahead of the liquid.  Other types of mugs either don't insulate so well or have a vent in the top to release steam and thereby avoid this risk. Moreover, the seller provides NO WARNING OF THE RISK OR CAUTION ON ITS USE OF ANY KIND. Troubling.Separately, repeated use wears on the screw top lid which should have more threads for securing the top. Therefore, you have to be very careful screwing on the lid less it fails to screw on correctly.  Cleaning  is easy if you had a clear liquid in it; but if you use it with a ""smoothie"" or any beverage with suspended solids, it is not so easy because particles lodge in the opening mechanism.I would not recommend this product even though it retains the temperature of its contents well.  At the least it needs a warning label pertaining to use with hot liquids.",Use with Hot Liquids with Extreme Caution!,Style: No HandlePattern Name: 1 16 OunceColor: MonacoVerified Purchase,,,29,36,Public,4203839
James Friend,AGVYHG5HW5T72V3ROGSFTF4GF62Q,"Reviewed in the United States on December 31, 2020",4,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,3.0 out of 5 stars,"I really like these mugs, so much so that I bought two in July 2020 so that I could clean one and use the other and have it handy. Never drank so much water before, been very helpful. Easy to clean, and the pop-open mechanism in the lid is great.What's not so great is the chrome plating around the autoseal push button. In the six months of 2020 that has felt like six years, the chrome peeled back from a plastic part around the button. No big deal, I don't care about the chrome, but I learned the hard way (see bad photo) that this chrome is thick and very sharp: cut my thumb rather badly yesterday on it. I would bet the repeated cycling of the dishwasher—even though I put the lid in the top rack, and it says on the bottom of the mug that the lid is dishwasher-safe—has caused this with the lids of both mugs.",Liked it so much I bought two to use daily. Problem: lids are NOT dishwasher safe...,Style: No HandlePattern Name: 1 24 OunceColor: Stainless SteelVerified Purchase,,,70,56,Public,3181262
Amber G,AFYRKA35VKUC46CGDEFPJLFKP6BQ,"Reviewed in the United States on February 6, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"I am a big fan of Contigo mugs in general! Nothing keeps coffee hot like a Contigo mug, in my experience. I bought this to replace my hubby's old mug, as part of a little coffee gift basket for his birthday. He says it is much easier to clean than his previous one, and since the stainless steel doesn't have a colored exterior, he doesn't have to worry about the color chipping off like the older ones we have. I was surprised to find that this 20oz mug is wider than his old 16oz, as I thought the West Loops were all the same diameter at different heights, but that doesn't seem to be the case. It's not a problem though, still fits in cupholders just fine, with less wiggle room. And if you've never had one of these mugs before, be prepared for your coffee to stay HOT for hours! I always have to leave the lid off for a few minutes to let the coffee cool down to a drinkable temperature, otherwise it will burn my mouth even an hour later! It takes some getting used to because it works SO WELL, but it's totally worth it. I will probably never buy another brand travel mug.",Forever hot!,Style: No HandlePattern Name: 1 20 OunceColor: Stainless SteelVerified Purchase,,,39,46,Public,9979771
Lemhi,AE6XUL4WU3PYACTWQGULMA7GYX5A,"Reviewed in the United States on March 17, 2021",6,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"I purchased this as a set of two, one blue and silver. They both hold heat and cold very well! I left some ice cubes in one over night to test it and they were still intact in the morning! The only thing is that the body of the cups have to be hand washed but the lid can go in the dishwasher (I just hand wash it). Another cool thing is that the lid (see picture) unfastens so that you can wash the mouthpiece better.  Also, you have to squeeze the button every time you want to drink kind of annoying at first, but you get used to it. I have already dropped the cup and no spill! The date at the bottom says it was made in 2017 (right now it is 2021) so maybe this was some overstock, nonetheless, quality good purchase.",Better than expected!,Style: No HandlePattern Name: 2 16 OunceColor: Stainless Steel/MonacoVerified Purchase,,,264,172,Public,234306
rebarobo,AH76HEVYZR6UDP7XQVUM4W7Q2AQA,"Reviewed in the United States on September 22, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,2.0 out of 5 stars,"I loved this cup so much, I immediately bought one for my husband.At first I would throw both the cups and lids in the dishwasher.  When I used it, I noticed it retained the taste of soap, so I started hand washing the lids.But still, my coffee tasted weird.  I would wash and wash and still, weird. I stopped using it, but my husband didn’t.I decided to do a thorough inspection and cleaning today.  The moldy grossness just wouldn’t end.  I flicked the metal rings over and over and every time, sheets of black flakes came off.  I knew this was an issue so I have always cleaned them thoroughly, but wow...it seems like there is a design flaw with that much accumulation after daily cleaning. My husband just started taking the lids off, but If you have to do that, what is the point?",Amazing heat retention, lids render it useless,Style: No HandlePattern Name: 1 16 OunceColor: MonacoVerified Purchase,,456,206,Public,51124
lgee,AGN4UTURMWD4RGQ5T6QXTVD2UDVQ,"Reviewed in the United States on May 31, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,2.0 out of 5 stars,"I'm not going to return this because it's just a 'buyer beware' type thing but I really despise the design. First of all, the top is smooth and flat so you don't so much as drink *out of* it but you kiss it and tip the liquid out of it.  Sort of hard to describe. Most of these have a raised top rim and function as a small 'cup' above the unit into which the liquid stages up for you to drink it.  Second, each time you want a sip you have to press the button, which has some resistance.  And others have pointed out that if you press the button and press the lock button, it will 100% of the time splash liquid in your face.  Then there are the reports of the paint peeling if you dishwasher it (Yes it's not dishwasher safe but it should be).  Anyway, this is an overly complicated design, with unusual features that I think nobody was clamoring for.  I bought a Thermos cup as well and I like that a lot better.",I really dislike the design,Style: No HandlePattern Name: 1 16 OunceColor: Latte Trans MatteVerified Purchase,,,133,72,Public,268254
Animadverto,AHYMUL2ST57XEMBDBFVFTFPYLSOQ,"Reviewed in the United States on April 14, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=19,3.0 out of 5 stars,"I am a heavy tea drinker, but I also drink coffee and everything else in these things.  It seems that it is the ""tea"" that stains them. They are awesome mugs for the price at Amazon but they eventually stain on the interior, even when following the appropriate cleaning instruction religiously. I never used abrasive cleaners on either the exterior or interior.  The mechanisms/seals never failed.  I have purchase three other Contigo's, this one lasted under one year; then I had to throw it out.  Since I had nothing to loose, I even tried abrasives and still could not get the stains out of the interior.  It was rinsed and/or hand washed, with mild dish soap, multiple times daily. I had purchase the identical item 1.5 years earlier before I had to throw it out for the same reason.Contigo started making ceramic lined alternatives about six months ago: they don't seem to be very popular?  I was able to pick one up on the cheap at a main, brick a mortar, competitor. I have been using it for about three months and have zero issues with it.  No stains.Three stars only for this particular Contigo version, based on my personal experience with it.","Not a bad deal for the price, but not worthy of five stars.",Style: No HandlePattern Name: 1 16 OunceColor: BlackVerified Purchase,3 people found this helpful,,361,150,Public,733024
David Stewart,AE5KEF6EQMPQTG7ZN43APHWJZWOA,"Reviewed in the United States on January 23, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,3.0 out of 5 stars,The construction is solid. It's as leak proof as they claim. The only thing I don't like about it is drinking from it. It's probably me as I haven't seen anyone else mention this as an issue. I want to like it but I'll have to find something else because I just don't like the way the spout (or whatever that opening is called) is formed. The shape seems off to me and I feel like I'm never sure when my coffee is going to actually begin coming out. That's not something I want to spend anytime thinking about. I've tried to get passed it but I just really dislike drinking from this.I'd like to add an update after using this for a week or so (while I'm waiting for the Zojirushi 16 ounce mug I've ordered since this Contigo isn't right for me. I have some arthritis and thumb joint pain and am finding it difficult to hold the button to open the spout when I want a drink. This won't matter to most but if you have and pain like I do I thought I'd give you a heads-up. This is not a bad travel mug. Just bad for me.,Hard for me to drink from.,Style: No HandlePattern Name: 1 One Size (Pack of 1)Color: Earl GreyVerified Purchase,,,174,74,Public,2809760
"Fred K, Sacramento",AE4MTHHDENIYXNY3JBWROVRDH3OQ,"Reviewed in the United States on November 2, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"Keeps cold drinks cold, hot ones hot for really on periods.  It's easy to use and completely leak proof when the lid is properly attached.  I'm a Coke Zero addict, so my Contigo is always filled with Coke.  The Contigo is black.  I left it half filled in my locked, windows-up car in triple digit heat for three hours.  When I finally got back to the car and took is sip, the Coke was still chilled enough to be quite refreshing.  I simply don't understand the few negative comments about mold and smell.  The lids are dishwasher safe. After putting my lid through the dishwasher it does not smell and is sparkling clear--even under flashlight inspection of the hard to reach spring area.A couple of tips for any other carbonated drink lovers out there: (1) Pressure from the carbonation can build up pretty strong, especially if jostled around.  Therefore, you should be mindful to ""burp"" the Contigo every so often if you have not been drinking from it. (2) To keep my CokeZ extra cold, I make ice cubes from the Coke and add those to my Contigo when I fill it.  That way, not only does it add to and prolong the chill, it prevents the dilution that would come from adding water ice.",Fabulous!,Style: No HandlePattern Name: 1 20 OunceColor: Matte BlackVerified Purchase,,,83,44,Public,1050775
Pastor Susan,AGQ2K2B2ENLEA6LULZVZ6A7T7D2A,"Reviewed in the United States on January 16, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,1.0 out of 5 stars,"I loved this travel mug so much that I ordered some as Christmas gifts. It comes in great colors and seems like the perfect travel mug for me.Then, sadly, my first one quit working. I had to remove the lid to drink coffee.So, I returned it and got another--thinking the first was just a lemon.Even more sadly, that one didn't work, either.I have now returned five of the ones I've purchased because they all quit working after a few weeks. So sad--I am a long time fin and user of the various Contigo Autoseal travel mugs and own about 10 of them, total. My initial impression of this one was that it was perfect, finally--easy to clean, easy to hold and use, big enough for up to 20 oz., and brilliant colors. If only it didn't stop working correctly.",This new Autoseal mechanism only works for a few weeks: So sad,Style: HandlePattern Name: 1 One Size (Pack of 1)Color: EvergreenVerified Purchase,2 people found this helpful,,15,46,Public,8816928
Sherrie,AHLZHGJZVO2TZ3IQK7PERHBDWP6A,"Reviewed in the United States on May 24, 2021",1,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,3.0 out of 5 stars,"This travel mug has a poor designed lid for hot beverages. I’ve been using Contigo travel mugs for years and like there products . I recently bought a new one pictured on the left in the photograph. The first thing I noticed was the design of the spout/mouth piece was wider and shallower than the ones I’ve purchased in the past. For me this is not a good design, it allows the hot liquid to come out much faster and without any chance to cool before it touches your lips or tongue making it pretty easy to burn your mouth. I would not recommend this mug to anybody. The older style which is pictured on the right and which is still available is much safer and user friendly when drinking hot tea or coffee during your morning commute.",Poor Designed Lid,Style: No HandlePattern Name: 1 16 OunceColor: Stainless SteelVerified Purchase,,,34,40,Public,1126071
Mark Schauer,AEKZ5BCHWMH2364JXKWAXQUBFCHQ,"Reviewed in the United States on August 11, 2016",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,4.0 out of 5 stars,"For some reason, my review of this has been removed. I will have to write a new one.At first, I liked this travel mug. While it does hold its claim of keeping your beverages either hot or cold, the mug itself is what bothers me. More specifically, the lid. I do not recommend using this mug for multiple beverages. The plastic lid tends to hold the flavor of whatever was in the mug before it. For example, one day I had coffee in it. I washed the lid thoroughly (even soaked it in mildly soapy hot water, like it suggests), and the next day I decided that I wanted cold Kool-Aid. When I went to drink from the mug, (I tend to suck in a tiny amount), I was blasted with a plasticy-coffee-y taste, and it really wasn't pleasant. The only way to counteract this is to blow into the mug while drinking, and that can be a bit confusing if you know what I mean.Other than this annoyance, the mug itself is great. It keeps my hot beverages hot and my cold beverages cold. Perhaps I need to purchase several mug lids and ensure that I only use one beverage per lid. That way, I won't have to worry about flavor holding amongst beverages. I don't plan on purchasing more lids, however, because that really ruins the convenience of a travel mug. I also understand most of these mugs are designed with coffee in mind, and if you only put coffee in it, you won't notice the flavor holding because it'll just taste like coffee. But if you put any other drink it in, you will taste whatever was in it before.I hope, in the future, a new all-metal lid comes out from this company. If they use aluminum throughout, then it will be nearly impossible for flavors to hold, and I'll be much happier. I'm only going to remove one star from this review because otherwise this mug is great. As other reviewers pointed out, be sure and get the stainless steel variant because they seem to be having issues with their paint chipping.","It keeps my beverages hot or cold for hours, but the lid holds flavors",Style: No HandlePattern Name: 1 20 OunceColor: Stainless SteelVerified Purchase,4 people found this helpful,,808,201,Public,299515
Catwell,AFAZIAN6XZOW77HM2N35VE7YVNLQ,"Reviewed in the United States on February 10, 2019",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,3.0 out of 5 stars,"I wanted something that would fit in my car's cup holder and it did. I also wanted to be able to obviously lift it and drink easily from it. Granted, I have rheumatoid arthritis so some things can be awkward for me or too heavy. This was a little bit heavy but not so much that I would comment on it as an issue. The worst part about it is the lip around the area where you drink from is too hi. As someone else said you have to hold it in an awkward angle and tikt back your head further than I would hope while driving. I Should Have heeded that persons advice. I returned it","Pretty, easy to clean, but difficult to drink from",Style: HandlePattern Name: 1 One Size (Pack of 1)Color: Spiced WineVerified Purchase,3 people found this helpful,,2624,192,Public,7019
bandparent68,AF5ZBO336O272KCFMOHYDCOY6E4A,"Reviewed in the United States on April 5, 2018",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"These mugs are awesome!  I requested a couple of the 16 oz. mugs as Christmas gifts last December, and they perform just as described.  My main reason for wanting them was for ice water and they work perfectly.  Water stays cold for hours.  I can put a mug of water with several ice cubes on my nightstand when I go to sleep, and there's still ice in it 12 hours later.  I don't drink hot drinks often so that's just a bonus feature for me.  Tea stays steaming hot for a couple of hours; as I gradually sip it, the ambient air that replaces the liquid in the mug cools down the rest of the tea, but it's stayed warm for up to 6 hours.  The mugs and lids are easy enough to clean, but then again, since I mostly drink water from them, they don't get too nasty.  I frequently add a packet of flavoring to my water (like Propel, True Lemon, or Crystal Light type stuff) and one of my lids has gotten stained inside from a pink lemonade mix, but that hasn't affected functionality.The only negative, if it can be considered a down side, is that the capacity is exactly as stated.  The 16 oz. size holds exactly 16 ounces of liquid to the fill line.  Many bottled waters are 500 ml/16.9 oz. so a full bottle will overflow the 16 oz. size mug, especially if you add ice to the mug.  That's why I ordered the 20 oz. size mug, which works perfectly to hold a bottle of water plus ice.I do wish the 20 oz. mugs came in a wider variety of colors, especially in the matte finish.  I prefer the stainless and matte colored mugs because I feel like I can keep a better grip on them; the shiny colors seem slicker.  But all around, these mugs are terrific!",I LOVE these fantastic mugs!,Style: No HandlePattern Name: 1 20 OunceColor: Stainless SteelVerified Purchase,2 people found this helpful,,46,22,Public,5053162
CMM,AEOQ4YEESC7D76V3XJF45GXQWUJA,"Reviewed in the United States on September 9, 2020",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,5.0 out of 5 stars,"Instead of a paragraph, im going to do a few bullet points.***the design of the mechanism is really well thought out.  It comes apart with a press of a button so you can clean it.  And again, one finger snaps it back into place.***The lid flows a lot of liquid fast.  Not common with many bottles that feel like you are begging them to give you your drink.  GOOD for when you have been working in the sun and are thirsty.  Some water bottles seem to dribble the liquid out.  I can (and often do) down a 20oz bottle in 5 seconds with no issue.  The ""trigger"" that unseals the drinking port also opens an ""air valve"" in the back.  Really genius.***unlike many bottles that require 2 hands to get access to whats inside by turning the top, opening a port, etc.  These are one hand, pick it up, trigger/hold the button with your index finger, drink, release. now its sealed again.  There is a lock on top that you can also easily switch that prevents the ""trigger"" from accidentally getting pressed say in a backpack/purse/bag. Simple and very effective design.***lifetime warranty.  I recently found the top of one of mine leaking.  I contacted customer support through the contigo website.  No proof of purchase, just had to take some pics, provide some contact info, etc.  Within 2 hours a CSR had emailed me, asking for a street address rather than my po box I provided and were shipping out a replacement.  NO HASSLE warranty claims.***I have 3 of them now.  One is several years old and still works great.",simply the most functional water bottle out there.,Style: No HandlePattern Name: 1 16 OunceColor: BlackVerified Purchase,,,3,16,Public,8913169
Pretty Regular Customer,AF5BI3QJPY2FNTX6VQC5TPNRKZIA,"Reviewed in the United States on September 23, 2020",1,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=21,1.0 out of 5 stars,"I drink coffee while driving to work. You can burn your mouth on this very easily. Here's how. We got Contigo travel mugs before, and we really thought they were good quality, so got two more of these. This model by Contigo has a small difference than my other ones that is a big problem. This product doesn't have a depression (i.e. a small pit or a cavity) that can serve as a reservoir for your sip. (See picture I attached with the good one and this one, the bad one.)  When you sip hot coffee a little bit of that coffee needs to rest somewhere so you can moderate the temperature with your mouth and air at the same time. However, this model doesn't have a place to provide the reservoir to sip, it just goes directly into your mouth. If you drink is hot, you have no way to moderate the temperature before it goes into your mouth. Because of this, this is a TERRIBLE travel mug to use while driving. It's still good if you just want something to serve as a thermos and poor your drink into another cup.",No depression in lid = high potential to burn your mouth,Style: No HandlePattern Name: 1 16 OunceColor: BlackVerified Purchase,,,22,22,Public,1957663
Muffinman_187,AE7CNAJTT3ZRJY5YNPQOKQ6NK5KA,"Reviewed in the United States on October 3, 2021",0,,https://www.amazon.com/Contigo-Handled-AUTOSEAL-Vacuum-Insulated-Easy-Clean/product-reviews/B078X3NQD1/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=20,5.0 out of 5 stars,"I have had a few of these Contego's over the years. I love them! I haven't been kind to mine. My first two survived my old job working in a warehouse, where I had the bad habit of not securing my mug and it flying off my forklift when I spun around. I never ran it over, thankfully, but they did survive! Time and time again, falling from 4' to concrete WHILE FULL of hot coffee, and never failing. I finally had to buy a new one now as after years of dropping them and sending them through my dishwasher (aware they aren't ""safe"") the switch finally failed. These are durable and I can't recommend them enough for a great daily coffee mug!",Great Coffee Mug,Style: No HandlePattern Name: 1 24 OunceColor: Stainless SteelVerified Purchase,,,201,122,Public,3090579
