author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
brenda p.,amzn1.account.AGSLWVV24UMOFH2RL4LCGN6SM2QQ/,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,I have been purchasing the regular 210 Aprilaire filter since putting in the filter system with new HVAC I have seen MORE dust than I did when just using a regular in vent filter monthly so I decided I would buy the best they had at a whopping $100. that lasts for 6 months so I installed two days ago and cleaned FIRST all dust on floors as well as furniture  I just now ran a swiffer duster over all floors (the throwaway kind) and I got MORE dust than I got before using this same method of running swiffer two days after cleaning with the cheaper version so long story short just use the monthly filters and save yourself some money because these Aprilaire filters are USELESS and the money spent is 10 times the cost of the monthly.,DO NOT waste your money!,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Single Pack (1)Verified Purchase",
Ruby F.,amzn1.account.AGYXVBQAXFAUUOXZ5S36RPXGSD6Q/,"Reviewed in the United States on March 13, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,"When they came, I placed them in hallway. Then I started noticing a smell which I tracked to them. I opened the box and took out the 2 inner boxes with 4 filters each. They both smelled so I placed them in enclosed porch hoping they would air out. No improvement so I opened box and pulled out one filter. I took out the filter and laid it on porch swing to air out more.  I spread the filter open then to see if that would help. Couldn't tell if any better so took it inside and placed on table to air more. By that night, the room started smelling also.I looked at the boxes and don't see any obvious stain from a spill. Can't see any explanation for the smell.So don't know if this came from aprilaire  this way or if something at amazon warehouse occurred to cause this so will not be buying any more multi packs.",both 4 packs stink,Style: 213 HEALTHY HOMESize: Super Value Pack (4)Verified Purchase,
Charlie,amzn1.account.AF3NKBASOAHQQQ4XTWEVHKVNCNMA/,"Reviewed in the United States on September 12, 2019",1,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"This is a problem with Aprilaire and not the seller as the box was perfectly in good shape, however the folds/pleats of the 216 filter arrived warped once expanded and installed I was unable to straighten them out. My concern is that the air intake will take the path of least resistance and go around what is supposed to be sealed, defeating the whole purpose of this Allergy and Asthma filter.",Filter edges deformed and damaged but box perfectly alright.,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Single Pack (1)Verified Purchase",4 people found this helpful
Big Boss,amzn1.account.AEPINBCEDU5QLU6BGEUYZPUXW6ZA/,"Reviewed in the United States on March 6, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I’ve used this brand before and quality is excellent at a reasonable price. This time I upgraded to the next filter grade for a little more cost, which is still a gray price compared to name brand. The last filters started to show signs of dust on furniture at another 5 months before changing. When I say dust I mean really normal surface dust, but my wife’s a but about that stuff so I get pushed to go up and change the filter. I’m not sure the upgrade will be much better but having purchased these makes the wife happy... for now. These are great filters at a great price so I do recommend them if they fit your application.",Great Filters at a really good price,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
common sense,amzn1.account.AEP34ACXUJVXTVY32GEJ3QQQ3QPQ/,"Reviewed in the United States on May 31, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Every new hvac installation should include the box that holds this filter.  It might cost an extra $500.00 but it will save the system from ever needing a $800.00 cleaning as well as the loss of efficiency.  Remember folks, for those who have this, it should be the only filter you have.  Don't put any other filters in anywhere else where those 1"" filters might normally go.  You don't want to double filter.  The 1"" filters only reduce air flow and kill your fan motor.",Any HVAC company worth their salt will at least OFFER this product with every single installation.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,4 people found this helpful
Dat H. Nguyen,amzn1.account.AEFDSG52Y7GNG27IHKVYP3L475SQ/,"Reviewed in the United States on May 13, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"This Aprilaire 210 (4 pack) arrived in great condition. The filter fits my upgraded Aprilaire media air cleaner model 2200. Tried three times to buy used (2 pack) Aprilaire 210 and received Aprilaire 201 from Amazon Warehouse, the model 201 is used on the air cleaner model 2200 WITHOUT upgrade. I gave up and ordered the filter 210 (4 pack) NEW from Amazon.com and got what I need. For buyer information: the model 210 has black plastic guides to slide the filter into the filter holder, the model 201 needs plastic combs as spacers and it is an old design with a lot of time spent on the filter installation. I bought the upgrade kit for faster and easier filter replacement.",The Aprilaire 210 is the right part for my need.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,2 people found this helpful
B. Weatherford,amzn1.account.AFSH6XBQGPUAQO4IF5D2A52BN4OQ/,"Reviewed in the United States on April 23, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"When our HVAC unit was installed, the installer recommended the Aprilaire air filters. I immediately noticed that the air in our home was cleaner and fresher, and the filters are designed to last for a year. The following year, when he came out for the annual inspection, I was going to purchase another Aprilaire filter from him; however, he recommended that I purchase the filter from Amazon as they offer a better price. I learned that the two pack replacement filters on Amazon are only a few dollars more than the single filters sold by the HVAC company. I highly recommend the Aprilaire filters!",Keeps the air clean!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Vantard,amzn1.account.AHW7XYJIW5AXQG5T23B5SWBN4P2A/,"Reviewed in the United States on February 22, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"When searching for a filter for aprilaire 2200 it shows this product with steller reviews. Unfortunately I missed the memo that this filter was an upgrade for the 2200, it doesnt fit without an adaptor. The adaptor I cant find available without yet another filter purchase. So i cant use the new filter tonight and had to run to lowes for a generic. Now I am $100 in for just a generic replacement. If i order the upgrade kit with yet another filter I will have spent $200.",The filter will not fit aprilaire 2200 without an upgraded frame.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,3 people found this helpful
Amazon Customer,amzn1.account.AGKUX2KBTJY5ZYKJGGKH4BKPJMFA/,"Reviewed in the United States on May 27, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,2.0 out of 5 stars,I have always used branded Aprilaire filters on my furnace. Rarely would I need to replace them other than annually. I just checked my filter after 6 months  and the material that keeps the filter appropriately open in an accordion pattern had disintegrating leaving the filter collapsed on the floor. Hopefully just a bad run. Will see how the replacement lasts.Note: rep from the company replied that the problem was likely from a uv light source installed that caused the breakdown. This was the first time this occurred although the light was installed 3 years ago & no prior Aprilaire filter was affected.,Poor quality control,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,One person found this helpful
Tova-Jesse,amzn1.account.AE7JOUAFZ2OSNS6DCF63VCVU55OA/,"Reviewed in the United States on July 2, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I had an entirely new furnace installed last August and it used the Aprilaire 210. I was pleased to learn that the filter was expected to last 1 year. In preparation for replacing it I ordered a new one although I figured I had 1 month left. I received the new one from Amazon (ordered the 213 instead of the 210 since it was only like $3 more) and decided to check the original filter. We have cats and dogs and I gotta tell you that there was so much lint, dander & hair blocking that filter I knew it was severely impacting the cooling performance in my home. For peace of mind I'll be buying a multi-pack and replacing these twice a year going forward.",Might clog up prior to 12 full months! Check every 6.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Brandon S.,amzn1.account.AG2VFPL3YOQ3K2FWXQYYBRFTVS6Q/,"Reviewed in the United States on July 21, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,3.0 out of 5 stars,"This is something you need and should replace in your house at least every 6 months, maybe more. But as usual, it's annoying to install and the typical price of a proprietary product: overpriced. I feel like I have to really suck it up each time we buy these, and I have price watches set as well, but they so rarely go on sale or dip in price. This time I figured we'll try the higher grade filters and honestly, they seem to work better. Only time will tell, and I may update this review.",Overpriced but does the job!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,2 people found this helpful
Richard R. Paxton III,amzn1.account.AFY4DNPJDCCBAP4QW5MKNSAQO64A/,"Reviewed in the United States on May 1, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"Fits my Aprilaire filter for my home HVAC system. If you have one of these filter systems, you know how dirty they can look when you change them. Very easy to change. Pop off a cover panel, slide out the old accordian type filter, replace with the new one. Tip, remove the new one from the box first so you can put the dirty one in the box.My thermostat tells me when it's time to change it. Nobody remembers to.Tried a ""will fit"" filter once. Took it back and ordered a real one.This is the real deal, fits, works, so easy to install I didn't even need the supervision of 3/4 of my indoor 4-legged hairballs!",Great Price.,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
William F Taylor,amzn1.account.AHYVFITJB5MOPUWYY6FQH57DO72Q/,"Reviewed in the United States on August 29, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"I upgraded from the Merv-13 to the Merv-16 to help filter more impurities from the air. It is a minimum of an annual change out, but i weighed the difference between the old 213 I removed and the new 216. The difference was 3 pounds.  This tells me maybe it should be changed out at 6 month intervals instead. The 216 also helped get rid of a smell that had developed after I replaced my system.",Excellent Filtration,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Single Pack (1)Verified Purchase",One person found this helpful
Bill.A,amzn1.account.AFJMVA5TJQABU4VAM4OHC663PANA/,"Reviewed in the United States on October 27, 2020",3,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"I purchased this product with My own hard earned money and this review contains my own thoughts.Purchased Oct 2019,They fit perfectly my Furnace and AC system (>>>>>> will look up and update I hope)Purchased this filter to increase the amount of (stuff) takes out of the air. The 210 just takes less particles out of the air and the next one up is too expensive.Expensive filters.The air filter does last 6-12 months which is a plus. Depends on how dirty or clean your home (home in general, air ducting, and dust / pollen in your area).Pictures to come.",Good Air filters,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Kelly,amzn1.account.AHGEXNXDAWZ2WKP7FVE77XWDHSZA/,"Reviewed in the United States on April 9, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"With an Aprilaire Filter System on my new central air conditioner and heating unit, I was pleased to see the price of these filters half of the price offered to me by the contractor- what value for my money! The filter was very easy to install and was an exact fit for the Aprilaire system. The packing was perfect fir holding the two filters - no extra packaging material to grind my way through. With the need to replace the filter every three months, I will be a regular purchaser of these filters.",A Perfect Fit Filter For Your Aprilaire System,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
John K.,amzn1.account.AFA7W2CAKXLZCD57CTM3HOLMQKRQ/,"Reviewed in the United States on February 23, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,2.0 out of 5 stars,"My house was new in May 2019. The builder provided a #210 MERV-11 filter. In January 2020, when a family member was having health issues that might have been triggered by allergens, I switched to the #216 MERV-16 filter. Although we did not perceive a difference in air quality, I liked knowing that the filter was removing more particles from the air. I changed them every 4 months, and things seemed fine.Then, when the polar vortex hit us in an Austin, TX suburb last week, our system struggled to keep up, unable to maintain our heating set point. I thought that the furnace was not sized for the severe cold weather we were experiencing. Then I realized that the furnace was cutting off every 60 to 90 minutes. After cutting off, the t-stat would still be calling for heat, but the furnace would not run again until I restarted it by flipping the breaker. For 4 nights, I set an hourly alarm to wake up and see if the furnace needed to restart.When I was finally able to reach our HVAC company, they first asked if our filter was dirty. When I told them that I had just replaced our allergen-catching filter in January, they immediately told me to try removing the filter. Everything functioned normally with no filter or with a MERV-11 filter. With the 16, air flow was impeded, and the air coming off the heating element was hot enough to trigger a safety shutoff after 60-90 minutes.Now I am stuck with an extra unopened package of 2 #216 filters, costing $144, which I received on 12/20/2020. The return window expired on 1/31/2021, and our problem began on 2/14/2021.",Make sure your system can handle the pressure drop of a high-MERV filter,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Value Pack (2)Verified Purchase",
Jeff Knowles,amzn1.account.AFJAO5H2YLA3NWOR6CLVDW5IR7AQ/,"Reviewed in the United States on January 23, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"My only issue was feeling foolish that I had had the impression replacing my filter was a bit of a specialized 'big deal' until taking a few minutes to research and then order these.  I'd paid my HVAC service folk approximately 4x this cost to install the same exact filter a couple times. Yes it's a robust filter, a lot bigger and substantive than the old flat panel filters (which is also why they can last a lot longer while filtering more effectively). But this is the same OEM product, and it's not brain surgery to swap out. In fact it took less than 5 minutes from opening the box to replacing correctly. I do credit my HVAC annual visit serviceman, who this time indicated my filter was due for replacement and offered to do it BUT was clearer about ""...that is, if you want us to do it rather than doing it yourself"" :)",Wish I'd thought to check for these a couple years ago,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,One person found this helpful
EJ,amzn1.account.AEZVHCN62WTT6NL4ODJNUWF4V3VQ/,"Reviewed in the United States on December 23, 2019",8,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"I change out the filter in my forced hot air furnace once a season.If you look at the pictures, I’d say the filter works well.I have a feeling I might have a really dusty house; geez, the amount of dust captured in the last season was staggering...we are in the Northeast and probably use the system from late October through March.The filters might be a bit pricey, but well worth the investment in home air quality.",Look at the pics...this filter works,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,One person found this helpful
