author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Tonya Dennison,/gp/profile/amzn1.account.AEOI6BS7TXBITG5YTMAVY2UC3RDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Bought these for an event at my granddaughters school.... they went quickly!,Great to have on hand!,Flavor Name: Classic MixVerified Purchase,,
Catherine Kouba,/gp/profile/amzn1.account.AFTF74FEZJGNCZZFMA75SDGFWTFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Nice mix,Nice mix,Flavor Name: Classic MixVerified Purchase,,
steve howard,/gp/profile/amzn1.account.AG3F5XJWXQJLL66N7YM4CHKCOE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Variety,No disappoints,Flavor Name: Classic MixVerified Purchase,,
Erin k,/gp/profile/amzn1.account.AFGYDEUVQYLTNFQ5SCTTW3UYNMMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 23, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,1.0 out of 5 stars,"Very disappointed that I received this case on July 23rd and the expiration is August 1, 2020.  I’ve never had that short of an expiration date.",Short “shelf-life”,Flavor Name: Classic MixVerified Purchase,,
Cyahni,/gp/profile/amzn1.account.AGBAR5TLRQ5MTIEGU5GHGOLPPEXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,They were mixed in good and was worth the money also delivery was late But was packaged well,Came a day late but was still good,Flavor Name: Classic MixVerified Purchase,,
Michelle,/gp/profile/amzn1.account.AFKY7VWVHKB4ITOOU6Y7X5XVXDMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Flavor,Great for camping,Flavor Name: Classic MixVerified Purchase,,
Dream Catcher,/gp/profile/amzn1.account.AGKNX57YFZMO5QRAYCVJ2BDH3WLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Good quality and size snack, crunchy, flavorful not too salty, I love them, fantastic.",Great snack,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AGLAOQQFTCWY2QOHKNR3IOO4Z4SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 2, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Great buy had all the varieties the family like.,Good purchase,Flavor Name: Classic MixVerified Purchase,,
Wood,/gp/profile/amzn1.account.AFHCDRMU4IS3BRAFEE5V262DLG2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,Quick snack,Love these,Flavor Name: Classic MixVerified Purchase,,
D,/gp/profile/amzn1.account.AGZCEPQPRTFRCW5J2GCSRM4JOG3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 5, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,2.0 out of 5 stars,"Individual bags come in a cardboard box. Open bag at the bottom of the box, grease soaked through cardboard",packaging,Flavor Name: Bold MixVerified Purchase,,
Asha,/gp/profile/amzn1.account.AFKEX2EIMFLVZDG4MOBGWHX66QOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Saves time and money some of the Doritos where flat and had a few chips  however I’m pleased overall,Worth the money,Flavor Name: Classic MixVerified Purchase,,
meshelle,/gp/profile/amzn1.account.AGPC7CWRQPMNQFXWLYJYQYF7DCQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Great snack bags for anytime especially back to school time! I take advantage of Subscribe & Save which is convenient & saves money!  Worth the buy!,Great variety pack of Frito Lay!,Flavor Name: Classic MixVerified Purchase,,
Lor,/gp/profile/amzn1.account.AHEJ5LC7BSEADCIZQQQPZPVWOLCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,The Doritos were left over everything else went fastGrandparents became a kid again,Doritos not the favorite,Flavor Name: Classic MixVerified Purchase,,
Brianna Baldwin,/gp/profile/amzn1.account.AHYYRQ3JOADDHBENG2A7BS4ANCVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,1.0 out of 5 stars,These are stale and taste nasty. Not fresh at all !! I'd like a exchange for a fresh box of chips!! 🤢😡,Crunchy and stale,Flavor Name: Classic MixVerified Purchase,,
BusyMomNY,/gp/profile/amzn1.account.AELOCYSU6LRWBJXI55WUS67RY35A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 21, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,2.0 out of 5 stars,"This is my second time receiving this product through S&S. First time was great, this time however very disappointed. More than half of the bags were stale.",Half of the items were stale,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Bmw,/gp/profile/amzn1.account.AGQ2BQGQX4CMDEM5S32W7K5O6CWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,1.0 out of 5 stars,"If you enjoy stale and out dated chips,put these in your cart .",Buyer beware,Flavor Name: Classic MixVerified Purchase,,
Karen Barnts,/gp/profile/amzn1.account.AE4WCBS33FSYAWK34QYHDGSSTHUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 4, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,good with a Sandwich  not alot but enough,one bag a a time and limit pigging out  LOL  !!!,Flavor Name: Classic MixVerified Purchase,,
N. phillips,/gp/profile/amzn1.account.AERJE2VV4NATEURPLOP73HZKRAHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,"Awesome Snacks, Loved all the flavors, excellent for a quick snack. Arrived Fresh & In date",Scrumptious Snacks,Flavor Name: Classic MixVerified Purchase,,
S. Blackburn,/gp/profile/amzn1.account.AEIMPQ6WIFBDFQQUVW46DENYFM3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,1.0 out of 5 stars,Received 7/1 with a best by date of 7/14/2020. No option to return due to this or a way to contact seller.,Not long shelf life!,Flavor Name: Classic MixVerified Purchase,,
Katrina S,/gp/profile/amzn1.account.AFLJD6IUU3UAJFVKNE4AEBREEDYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2019",2,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I was skeptical after reading reviews of some buyers receiving expired or soon to expire chips. I was gratefully surprised that I don't share the same experience. The expiration dates on the bags I received are Feb 11 & Feb 25 2020. Today is December 23 2019.,Happy customer,Flavor Name: Classic MixVerified Purchase,,
Andrea,/gp/profile/amzn1.account.AHJNHCVPWWEOAAHK5NMRGNSONTTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Good value,Great price,Flavor Name: Classic MixVerified Purchase,,
Cliff Claypoole,/gp/profile/amzn1.account.AHERHWPDEWDRDSAGGDDEJIV6NABQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2020",3,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,1.0 out of 5 stars,"I've ordered these in the past and never had any issues, but this time all of the chips were between 5 and 6 months out of date. They all had ""best by November 2019"" and ""December 2019"" when it's currently May 2020.",Months out of date,Flavor Name: Classic MixVerified Purchase,,
Tiffany,/gp/profile/amzn1.account.AF6WEFESEZZQGZ3L4NDHPYC6GSIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Love ordering,Yes,Flavor Name: Classic MixVerified Purchase,,
R. Lehner,/gp/profile/amzn1.account.AEXQVTKEYTJTVVMJPZYDVPSGQKTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,2.0 out of 5 stars,"The photo on the product sell Page shows the popcorn is 3/4 ounce sized.  It is 1/2 ounce sized.All expire within a month, as early as 2 weeks from date received",Received Product Not as shown,Flavor Name: Classic MixVerified Purchase,,
HailState,/gp/profile/amzn1.account.AEIOQWNPGRX5L6BA4W6UPCNQLVPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,2.0 out of 5 stars,Chips came with several bags open and spilled out all over box. Not happy with this purchase.,Will not buy again.,Flavor Name: Classic MixVerified Purchase,,
Sandra,/gp/profile/amzn1.account.AH4KH4KQZXKB2IGDS5UIBF3R3TQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,Yummy,Perfect,Flavor Name: Classic MixVerified Purchase,,
robie,/gp/profile/amzn1.account.AGXKRBZG2YWEYB6ZJE6MKDEBOU7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,1.0 out of 5 stars,Ordered these in June and received a lot that expired in May.,Snacks were a month expired,Flavor Name: Classic MixVerified Purchase,,
BMW,/gp/profile/amzn1.account.AGG6QWLZ5X6BOPUW5YJMDRQGDF5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,4.0 out of 5 stars,I got a really great price on these. It would have been nice to know that the best buy date was a week away (12/31/19).,Great Price,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AFXM5DWDW7C6QSCFOBP6U6PZD4FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Snacks are fresh and it's great for Halloween!,Big Box!,Flavor Name: Classic MixVerified Purchase,,
Vicky Kalas,/gp/profile/amzn1.account.AGIMKCYIJKZ5G7IQFGZCQG6C7V7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,So easy to get something different every day,Love it,Flavor Name: Classic MixVerified Purchase,,
pat,/gp/profile/amzn1.account.AEAFJMXCYVOW6C2DXKILFRCS7L4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Like all of chips,Potato chips,Flavor Name: Classic MixVerified Purchase,,
Kat,/gp/profile/amzn1.account.AHHADZ27QOD4P2KCH7TCX5F3FPBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Size a bit smaller than expected. But overall good variety and fresh.,Fresh,Flavor Name: Classic MixVerified Purchase,,
Peter Castaldo,/gp/profile/amzn1.account.AER76ZIRFO6OFG7B6QPXETMUANEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,3.0 out of 5 stars,The chips were all about 30 days from expiring when I received them. Even though they aren't expired they are stale. Pretty disappointed with this purchase,Not happy at all,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Chan Chan,/gp/profile/amzn1.account.AHWXZ2YFTCC74SKTKX2Q5HA76FPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,3.0 out of 5 stars,Most of the bags were a week or two from expiring... but that was to be expected when I only paid $6 for a 35 count,Almost expired,Flavor Name: Classic MixVerified Purchase,,
Alexis Timmons,/gp/profile/amzn1.account.AGG43WAVVJGOA7PRH5UL5TPTPT2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Fast and fair price. No store to go into.... I buy this every couple of weeks,GREAT for the whole family,Flavor Name: Classic MixVerified Purchase,,
dkenyon,/gp/profile/amzn1.account.AGVLE6YSS5O7VCNUM27INOEGRQ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Perfect for COVID picnics to avoid community serving bowls.,Fulfilled expectations,Flavor Name: Classic MixVerified Purchase,,
J. Royall,/gp/profile/amzn1.account.AEOGPBJ35ROQDGBQ7WSMXTETIQCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,"5/6 were cheesy snacks. Would have preferred more variety - for example, a different flavor of Sun Chips or Cooler Ranch Doritos, etc.","Good deal, nice variety",Flavor Name: Classic MixVerified Purchase,,
matthew comstock,/gp/profile/amzn1.account.AF27R5VBWWG7YWYF2CJ6KKSLPTNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,1.0 out of 5 stars,These were purchased through the subscribe and save. The bags of chops just came loose in a cardboard box. The expirations are almost due.. 8/28.18 and worst of all the taste bad. Like they have gone bad or something.,These chips are old ans not even in the original packaging.,Flavor Name: Classic MixVerified Purchase,,
Kim,/gp/profile/amzn1.account.AHMJWVHMFHWIIVD5YUJ6D7IFHTOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Fresh,On time,Flavor Name: Classic MixVerified Purchase,,
Kidoto,/gp/profile/amzn1.account.AGJTKJ5CV357ZIR6JQMIGDSEWV7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Prefect size for lunch yummy too,Yummy,Flavor Name: Classic MixVerified Purchase,,
Kelly Watkins,/gp/profile/amzn1.account.AGKSDRALT5WQADR2QFHV5HB3ICTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Good selection,Good,Flavor Name: Classic MixVerified Purchase,,
Rachel Barrett,/gp/profile/amzn1.account.AH54PSXNLQRAUO32G6ATRCCK723Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,This is perfect for my family and our lunches. Even such retailers as Walmart can't beat this deal. Very happy with this. It came quick and packaged in a box as to not crush any of the chips.,Best deal for lunch sized chips!,Flavor Name: Classic MixVerified Purchase,,
Deshorn,/gp/profile/amzn1.account.AFEB2QOOJ3HSGJS3EP5T3RCAWPYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,Good,Good,Flavor Name: Classic MixVerified Purchase,,
Shawn MacPhee,/gp/profile/amzn1.account.AEQU6SPRMPQGFFBTQV7VILIBO4MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2019",5,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,1.0 out of 5 stars,Ordered 6/26. Arrived 7/6. Chips expired 6/30.  Chips were stale 😢. Unable to return because food is not eligible for returns. RipOff.,Stale and expired,Flavor Name: Classic MixVerified Purchase,,
ADavis,/gp/profile/amzn1.account.AFSC5QUCK7AUJ72KMFD3IYNZG7SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,1.0 out of 5 stars,Received these products with less than two months left before they expired! Pathetic,Near expiration,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AHG4Z3V4FQ4L2O43GN4MMBMFK3IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,"I took advantage of a Prime Day deal & ordered these chips.  I’m disappointed that basically the bags were tossed into a cardboard box with no organization, but I am mostly disappointed that virtually all of the chips have a use by date of August 2019. Really? A month? In fact, less than a month. Guess we better start eating before things get stale. Would not order again.",Disappointed,Flavor Name: Classic MixVerified Purchase,,
Evelyn Perez,/gp/profile/amzn1.account.AGLWR6ZM2SE2IV7MDRQ5VWRVIQUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Muy sarisfecha con el producto recibido,A++++,Flavor Name: Classic MixVerified Purchase,,
R. Huang,/gp/profile/amzn1.account.AHRGHT7CF7SMULEEM6JLGABCXX5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,2.0 out of 5 stars,"This comes with single flavor - Salt & Vinegar, all 35 packs. Kids are disappointed!",No variety pack,Flavor Name: Classic MixVerified Purchase,,
Amazon Customer,/gp/profile/amzn1.account.AHYH5XWTJJHACQOXGSRGSJIXU34Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 16, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,3.0 out of 5 stars,Those chips have nothin in them full of air an little bit of chip,Don't waste ur money an buy it little bit of chips in the plastic,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Yvonne Green,/gp/profile/amzn1.account.AFHDEC4IYX6QWNU6EEMBLA6ZZ4HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,3.0 out of 5 stars,Ok,Ok,Flavor Name: Classic MixVerified Purchase,,
Trina Dancy,/gp/profile/amzn1.account.AHFGNIHPSTJPOW27TX7RTHZ3S3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,3.0 out of 5 stars,"This was a good bargain, however they were stale.The date was 9/2020, but these bags were stale. I had to throw away the Doritos Cool Ranch. They were awfully stale!",Didn’t expect the chips to be stale!,Flavor Name: Classic MixVerified Purchase,,
