author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,,helpful_votes,total_review,visibility_status,ranking
jenniferg,/gp/profile/amzn1.account.AHNFSY62FTJCWIAEWDSKT4E6WUMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Great game. The kids love this one and it has never crashed on us like so many other games. Thanks,nice,Verified Purchase,,,,,10,26,Public,47492385
Angelica Guerrero,/gp/profile/amzn1.account.AEKPMWQFHJA2GVZCE5KIXYRZAURA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Good game good grades I like  After a while it goes faster and it gets challenging,very good game,Verified Purchase,One person found this helpful,,,,23,23,Public,1966162
peaches,/gp/profile/amzn1.account.AEQ3MHE72GMD53BWCGSPVNSOXXWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this game. Keeps him busy,smiles for my son,Verified Purchase,One person found this helpful,,,,89,85,Public,83061298
jewelrymom,/gp/profile/amzn1.account.AHTOHBGRRYYF73WT2YHJG4YA4QFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Djidh dhdhdgx dhdbdyd hddbhxhdd. Dudbdyd dyrhdydb udhdudnx hxhdchf. Hdhxh hcghcyh chfuf fhdydfh hfbhyfbf cufbfbyfhf fhfbbchf. Jffhjfhhf fyfhfy dhbfych. Funyfhfjuu fychjhfjfhf ufhcufjhch.cufujfuu fjujfjcid hfjurjc.,awsome,Verified Purchase,,,,,4,13,Public,25830683
Amazon Customer,/gp/profile/amzn1.account.AFSENRYQF5F2KSV7SMPIQCBQNQ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Update,Five Stars,Verified Purchase,9 people found this helpful,,,,9,1,Public,56302786
Paulette Cartledge,/gp/profile/amzn1.account.AHUZTVUKZB2FSB53KK4YTVL5JLWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,A great game for kids as young as 3 and up to adults of all ages. I love this game and it has become one of my favorites.,àwesome,Verified Purchase,,,,,14,24,Public,14413013
jordyn c.,/gp/profile/amzn1.account.AGNMN4WH2GKFYV4WYI25YPXRGTBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Cool,Five Stars,Verified Purchase,One person found this helpful,,,,1,1,Public,62789137
WYLDSTYLE,/gp/profile/amzn1.account.AEA4LH4AJRBWYICM75PSUPJINWRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"My neice loves this game and plays it quite often, she's 8.",Cool Game!,Verified Purchase,9 people found this helpful,,,,1509,465,Public,954681
Amazon Customer,/gp/profile/amzn1.account.AFTNAU7PWDLVTUPTDNYFOGVPNVHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,This is a rocking game!,Four Stars,Verified Purchase,One person found this helpful,,,,2,2,Public,41552541
Delilah Lunan,/gp/profile/amzn1.account.AFGMBVTBIEBAUN7HP22YPA3WVEYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,I'm 10 and subway surfer is the best game I've ever played it keeps me busy and is available for all ppl kids and adults. My brother and i challenge each other to see who stays running longer. AMAZING THAT'S ALL I HAVE TO SAY IS AMAZING = ),BETTER THAN ANY GAME,Verified Purchase,One person found this helpful,,,,1,2,Public,73422207
tc,/gp/profile/amzn1.account.AFMVMUT7ZSXWBYDYANT6XJE37AJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,kids love this game,Five Stars,Verified Purchase,,,,,41,18,Public,50460710
Amanda Treese,/gp/profile/amzn1.account.AE7G7ZFNQEUFA2GWL6G6LBBKJKNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,This app is amazing!! Cant wait for nxt update!!! I recomend this app to everyone!! Time for me to play some more!!! Thank u for making this app!!,super fun app!!,Verified Purchase,One person found this helpful,,,,12,22,Public,55517502
iodinered,/gp/profile/amzn1.account.AETTVTND345PJ5DRKBN35UCJKSYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Is awesome so coolVool I meen cool,You gise shed chriye it,Verified Purchase,One person found this helpful,,,,5,10,Public,18949821
Isabelle May,/gp/profile/amzn1.account.AE3ENJ4PG7T2TS2C54G5N7FNFTFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"My friend told me about this game, so I downloaded it and I installed it. When I first played it, I thought that it was so addictive. Subway Surfers is the awesomest game in the whole world! You can upgrade to different zones, get new characters, and upgrade power-ups. It's so awesome!!!!!:)",Subway Surfers is awesome!,Verified Purchase,One person found this helpful,,,,155,5,Public,31058387
Amazon Customer,/gp/profile/amzn1.account.AGH5MH6BUZNEPS7RZZ4LW35A74ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,This is a very fun and challenging game. My grandchildren play it and love it!,Four Stars,Verified Purchase,One person found this helpful,,,,1,4,Public,27923893
Delma,/gp/profile/amzn1.account.AHG3RURVLY6KZSGULDTXSREJXXWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,3.0 out of 5 stars,i dont like that you have to buy keys and then use so many of them to even move forward... and i love how you move from place to place but even with that there should be something that you can collect to get something like the eggs before.... right now my score is in the 8000000's (seriously) but im about to quit playing because i am board and i have beat everyone... WHATS NEXT??,I love this game but as a every day player i wish there was more,Verified Purchase,17 people found this helpful,,,,107,55,Public,82693777
Kyana,/gp/profile/amzn1.account.AHWIW4OGCJ3HA5UFL6L44FTYVYEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"This is an addicting game. It made me feel compelled to beat my friend's score. Every time you hit something it slows you down and you can see the police officer chasing you, or you get caught and it's game over. The further you make it, the faster it goes and more challenging it is because you have to dodge trains and jump hurdles or slide underneath them. As you go through the course you collect coins and other various items like shoes that make it possible to jump over trains and special items that help you work towords unlocking other things.",Subway Surfers,Verified Purchase,One person found this helpful,,,,10,24,Public,3515755
Len L.,/gp/profile/amzn1.account.AE7AWDFCF4WGRMLYKQKTVFUHRZWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,My child's app,Five Stars,Verified Purchase,2 people found this helpful,,,,83,97,Public,1148836
Hilda Alequin,/gp/profile/amzn1.account.AGXY4WZOPC7UECE77WZWXON4EY4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Awesome thanks again,Sheriff sundry Dryden Duffy rickety fiber Fuss dictum fifty tub Duffy fuZzy figuReD RiChmoNd's app InDiAn FOE RUFf,Verified Purchase,One person found this helpful,,,,1,6,Public,50469084
cunningham,/gp/profile/amzn1.account.AHMD3NORLST5QFNGTL42O2PDHYEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I just upgraded this game and omg. I cant stop playing it lol. my little brothers always go on my kindle/ipod.band play SUBWAY SURFURS. That game is just awesome. No Way to say it. IF U DONT HAAVVEE THIS GAME GET IT NOWWWWWWWWWWW.,Time Killer,Verified Purchase,,,,,0,5,Public,71673883
amazon customer,/gp/profile/amzn1.account.AHM7662Q2IQSLLL5NRECS7PTOKXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Luv subway surfers great game when your bored. The only thing is it starts to get boring if you play it for a long time lol,super fun,Verified Purchase,,,,,57,16,Public,71690872
Curlysue,/gp/profile/amzn1.account.AGZBVDZMJPMCCFNGJ2PQZQ7R5ZYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun. It's nice how you can unlock many different characters.,fun game,Verified Purchase,One person found this helpful,,,,1,4,Public,60084710
Elizabeth,/gp/profile/amzn1.account.AGK4DXOOALB65D2STILA7LTB2DLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,well for starters I think this is some kind of rip off to Temple Run. it takes some time to get used to and it allows you to PURCHASE with your own $ for characters! that's ridiculous for a free game.,This Game....,Verified Purchase,,,,,20,9,Public,66121791
glitznglam,/gp/profile/amzn1.account.AHBHXFJCGRCN7MXZAWMIEBVE6L2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Best game ever don't listen to bad comments they are lieing its a cool game :) !!!!!!!!!!!!!! Be sure to get it,AWESOME!!!!!!!!!!!,Verified Purchase,,,,,22,16,Public,38195250
JorD,/gp/profile/amzn1.account.AEKGSAGRTTLPBYDZIWF6FRTGE3CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"Pretty much your basic runner. Controls are responsive enough. Not too big of a file size, but be careful of permissions if you care.",Basic and fun,Verified Purchase,One person found this helpful,,,,38,20,Public,57776952
jennie,/gp/profile/amzn1.account.AEP5N3FNXLJ3VJVAJJ77DIWBA25A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I LOVE THE GAME I STARTED PLAYING IT THEN I SHOWED MY BROTHER AND HE LOVES IT THEN HE SHOWED HIS FRIENDS AND I SHOWED MY FRIENDS WE ALL LOVE IT. THANKS. FOR THIS GAME IT IS 100× BETER THEN TEMPLE RUN THANKS THANKS 10 TEN TIMES,THANKS,Verified Purchase,,,,,4,7,Public,64489271
Keara,/gp/profile/amzn1.account.AERK5GBVDK6TIWDB2OMVLCLXTJSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"👍🏾Love this game! Just Wish we could get More Free Keys&Coins,Instead of Buying them with Real$!",Five Stars,Verified Purchase,One person found this helpful,,,,8,5,Public,55899319
masonmal,/gp/profile/amzn1.account.AE7WJXHSR7M6IDHYDW7ESBZWXZMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This is am awesome game, I saw my cousin play it a lot and it never quite grabbed my attention but when I played it .....awesome!!!!!",having fun,Verified Purchase,,,,,7,20,Public,28806722
bubblesamc 101,/gp/profile/amzn1.account.AEVBFLOFY5VA5DQFNYBJQXFCPF7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 30, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This game is great. It's fun, adventurous, and sometimes challenging. I can't help but get excited when I get a boost, Easter egg, or mystery box. I love the game and if I have nothing to do, I like to play this. Awesome game I recommend it to anyone and everyone.",Love it!!!!!!,Verified Purchase,One person found this helpful,,,,30,7,Public,78095022
subway surfer lover,/gp/profile/amzn1.account.AEZ6WOJ5JRG3J6VPPVIUPVI7GBBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I love subway surfed! It is woo fun! It is like temple run but even better because u have more control on where the character goes. I an addicted to this game as u can tell by my highscore of 1,716,900!!! :) :) a must get app!!",:),Verified Purchase,3 people found this helpful,,,,3,1,Public,76725366
Lametria Collins,/gp/profile/amzn1.account.AEQCA3U3YRYDRBCAY2WCFEL4ST5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Awesome, super fun to play.The graphics are so real and the effects are life like. The characters for the situation for each location.",awesome,Verified Purchase,3 people found this helpful,,,,3,1,Public,74537904
Mr T,/gp/profile/amzn1.account.AEOQ7AZ6ZQZJPH5C6MWDHR7QELCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,You don't have to move your kindle. It is way better than temple run!!!!! U can easily get to the next level by a co of runs💖💚💞,too awsome,Verified Purchase,One person found this helpful,,,,25,6,Public,14810972
Paula Sandlin,/gp/profile/amzn1.account.AG6OYN2PNR76JZM5YF33ROITRAJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,I like this game because u get to run and jump on trains trains and on each holiday like Christmas the guard would be Santa or on Easter the guard would be a bunny so u would be chased by a bunny so that is y i like it.,rating is cool,Verified Purchase,One person found this helpful,,,,23,9,Public,30319839
ford,/gp/profile/amzn1.account.AHX6SVAQHQ6PXGRJH5EX5NEQ37YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,My kids and I love this game.We have a great time trying to finish the missions and collecting the special items for each city we travel to.,Wonderful game,Verified Purchase,,,,,0,13,Public,27836442
Amazon Customer,/gp/profile/amzn1.account.AH6YP5PTMLDMG7XUF37A5V4NQN3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Love it,Best game ever,Verified Purchase,One person found this helpful,,,,13,2,Public,66393312
Vanessa,/gp/profile/amzn1.account.AGOPXFQGTDONYYDZLUGCXSRYZLCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,This game is very addi ting and I love it I play itnsll thentime I likenhoebcreative it is but not that it was. Opiednfromntemplenrun okay that fir knowing my kpion okay bye sorry for typo witted it on my kindkenfirr,cool,Verified Purchase,3 people found this helpful,,,,5,4,Public,82651673
bright shiny things,/gp/profile/amzn1.account.AGCFC2OR5OQFI7GK5STA63W7UJHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2012",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,2.0 out of 5 stars,"I really like this game. It quits every time I go in the store though- so I can't buy anything or access other characters. Games like this aren't fun for long if you can't keep upgrading. I'll probably delete and re-download but I'll lose everything I bought and my characters. I would rate it much higher without this issue.Update 12/25- (minus one star from earlier) OK, about a month ago I gave up and re-downloaded this game, erasing my past accomplishments but getting it moving again. Now, after I had fully upgraded jetpaks and coin magnets, after I was at a 23x multiplier, after everything was working fine,  the game simply UNINSTALLED from my kindle, and since it doesn't have gamecircle (I think, at least, that would protect in-game accomplishments/purchases) when I re-installed it was just at level 1, nothing bought, no coins built up.I'm kinda done, this sort of game is only fun if you can mod it some ongoing. It IS a good free game. It just may set you back at 0 when you least expect it.",quits when i try to go in the store- update 12/25,Verified Purchase,4 people found this helpful,,,,809,26,Public,658754
quilter  marilyn,/gp/profile/amzn1.account.AGLEBYN2YQCXP7JCYC5VU6WTSMLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,It's so fun it makes u think quicker,Four Stars,Verified Purchase,,,,,24,16,Public,63941046
Lizzie,/gp/profile/amzn1.account.AF5VSNTEEL5AERSW7AKTJSJCAVNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,cool game. i got addicted to it but it's fun,Five Stars,Verified Purchase,,,,,84,329,Public,2002192
Somebody,/gp/profile/amzn1.account.AE5I4YDFPRCSLALODIRVUX3Y5XKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,This is the bezt game EVER.  Good to pass the time,AMAZING,Verified Purchase,One person found this helpful,,,,24,12,Public,83016444
Nick,/gp/profile/amzn1.account.AG47PUZW3EXLKL5PYWVSWW5IFFSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Cool,Five Stars,Verified Purchase,,,,,7,15,Public,43106415
808shipping,/gp/profile/amzn1.account.AED3HFEBKBRI3TCXODD7H5L3FRJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game!I like it better than temple runCough bun bun bus chm Exxon rush its who pix atk piggyback off,subway surfers,Verified Purchase,,,,,41,19,Public,7706636
Jason,/gp/profile/amzn1.account.AHI6MXMSYU53PGES7Q6ZMNYRPDEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 20, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I first played the game with my cousins and it was so much fun. Now. I have it. its a blast and I love it,I first played the game with my cousins,Verified Purchase,3 people found this helpful,,,,13,6,Public,54946014
Dominique,/gp/profile/amzn1.account.AGXH4S3EQJMGDQDZT56GCNUW4LDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,I downloaded this for my 5 yr old nephew. He loves this game.,Four Stars,Verified Purchase,,,,,8,16,Public,2961060
Mario Diaz,/gp/profile/amzn1.account.AER2AFS3DLMYAWB5CX5UHYQO5W7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,👍🏼,Five Stars,Verified Purchase,One person found this helpful,,,,39,130,Public,8722969
J. Hughes,/gp/profile/amzn1.account.AEAVMJTS6QA5INEGS3HMDL6JYAJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"me and my friends and family constantly fight to see who can get a better score! (currently trying to beat my cousin!) this game also never gets boring and I have been playing it since October! recommend it to kids adults the elderly, because it is a fun game!",fun and competitive!,Verified Purchase,One person found this helpful,,,,354,7,Public,65488948
lizziebear 02,/gp/profile/amzn1.account.AEKUD4Q6SWGMP4NJDGEWJAUSXFMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,I played with is for hours its so fun i play it pretty much every day and age does not matter my dad who is 47years old plays with it its great for kids to nothing inappropriate and you can get online and it doesn't cost anything you totaly should get it,SO AWESOME,Verified Purchase,One person found this helpful,,,,12,3,Public,63539795
