author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
lacy,/gp/profile/amzn1.account.AF2LGOMOZ4HX3BXG3TAQWVCX3OMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,great game,Five Stars,Verified Purchase,One person found this helpful,,28,53,1725751,Public
C. Allen,/gp/profile/amzn1.account.AFLHZPOOZ2XEW7KZ2RZBNQB5TIRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 24, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,Boring game,Three Stars,Verified Purchase,,,140,255,343747,Public
James Gabler,/gp/profile/amzn1.account.AEXNYUOFAKIAL7BMLJCCQZULKI2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 21, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"If your looking for addicting games, congrats, ya found one. Lucky.",Enjoyable,Verified Purchase,One person found this helpful,,1157,17,8398078,Public
Kindle Customer,/gp/profile/amzn1.account.AHEL45V54TNCN7JGBV5DR2OZNLBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,This app is so fun you should soooo good why it's so good is because you don't need to buy anything with real $ all you have to is buy the cars with money that you earn the only thing that I could do is if I could customize your carFrom teachers suck,AWESOME😇😍😇😘😀😀😀,Verified Purchase,2 people found this helpful,,257,13,2554179,Public
LoS Fam,/gp/profile/amzn1.account.AHISUXMR6W6X6N6UV7UZK5A7QXIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,3.0 out of 5 stars,"We enjoy this game. It is an ok challenge,  and we laugh because of how the driver looks after he's broken his neck, and you get points for that.",kind of fun,Verified Purchase,2 people found this helpful,,142,62,4595572,Public
MitziW,/gp/profile/amzn1.account.AGFRK2YVP3M6DREEFIDGV4U3OFBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,It works well for me and the game has so many cars and places.It works well for me. It is addictive and you just want to play the game.,amazing,Verified Purchase,,,108,50,4766041,Public
mckinley turner,/gp/profile/amzn1.account.AFBPX6U5S7WXAUQ5WJLYYHMXUARA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 18, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Great,Five Stars,Verified Purchase,,,42,106,5046888,Public
AJL,/gp/profile/amzn1.account.AEFAS5TSVDJDKGXYC7IDKAZOIRHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Best game ever for your Android, and I LOVE playing this on my FireTV. So simple, so addictive, so much fun..",Best game ever for your Android,Verified Purchase,2 people found this helpful,,82,80,2200477,Public
Alf,/gp/profile/amzn1.account.AFIZL5MPEFOWSAA7ZLRAEXJ3CLEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,I'm a beginner. I have enjoyed it. Nice for a first timer.,I have enjoyed it. Nice for a first timer,Verified Purchase,One person found this helpful,,3,21,20155696,Public
Amazon Customer,/gp/profile/amzn1.account.AFIBNOYBDND3W65CTU6TMT5UZSRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,Daughter says its fun would be fun if you didn't have to pay for all the other stuff,Four Stars,Verified Purchase,,,143,32,51698469,Public
Amazon Customer,/gp/profile/amzn1.account.AE5RH5DT2BJQM2MPIDDIJERD3G5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,So far I like this game.I am looking for a game for my grandson.he is 3.I think this is a great starter game for him with gradual enough upgrades for his age.I can't wait to show it to him!,great hill climb,Verified Purchase,,,91,58,2777423,Public
manny mailman,/gp/profile/amzn1.account.AHSG4KH7PGNEKYRVYF2MQSHA22PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,It’s a blast,It’s a blast,Verified Purchase,,,36,29,15154954,Public
JOSE L.,/gp/profile/amzn1.account.AF4Q46BN6KLW6BJCO2BOAKIFXKNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,GOOD,Four Stars,Verified Purchase,2 people found this helpful,,36,267,2555107,Public
Fast Riley 13,/gp/profile/amzn1.account.AETVVKH7TZROI56GSBUQSTSKAIFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,THIS IS A FUN AND CHALLENGING GAME FOR ANYONE REALLY JUST TRY TO KEEP UPRIGHT,LOVE IT,Verified Purchase,One person found this helpful,,57,230,3195035,Public
Phyllis Carlson,/gp/profile/amzn1.account.AFQY6MW5WS3A4NSNQLY34C2K2XXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Hill climb racing is easy and fun but still challenging. I just got it today on my kindle fire but I have been playing it on my phone for about a year and I would say except for Words with friends it is the game I play most of all.,This is a great game!!!!,Verified Purchase,,,143,71,12693868,Public
Amazon Customer,/gp/profile/amzn1.account.AHYNXVBKXUFBKR72SLQ3JGZA7MWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Fun,Five Stars,Verified Purchase,One person found this helpful,,21,27,20829803,Public
Dahl Family,/gp/profile/amzn1.account.AGJBOLHYZM3E4QMS7UFACXP7CRHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,I like this game. The guy is being thrown around in his car like a ragdoll.I don't play this game much but it is a good game. I have had this game for a while.,hilarious game!!,Verified Purchase,3 people found this helpful,,68,32,3671094,Public
Sherry Jones,/gp/profile/amzn1.account.AGXJTMWZQV7EEEFEAUOSA5D5LGQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,It is a fun game for my kids (7 & 8).  They think the neck flips are hilarious!,Kids love it!,Verified Purchase,,,263,79,83121156,Public
Ernie L. Sirmons,/gp/profile/amzn1.account.AEZ2W6IVIXO2UWD32UJ4G6KAWSJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Good for small kids,Game,Verified Purchase,5 people found this helpful,,69,184,255312,Public
Christine Wilson,/gp/profile/amzn1.account.AE2L5BJW5XWFD5DIOE74JZJOXBDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"Fun game. Having a ball. Not that good at it yet, but I'm trying. No problems at all on my Samsung Galaxy Tab 2.One tip I would give the new player who can't get past a certain point... upgrade your equipment!! It helps so much to have your suspension upgraded several times, for instance, so you're not bouncing around so much out there.",Really fun game,Verified Purchase,2 people found this helpful,,27,11,18962067,Public
game is awesome,/gp/profile/amzn1.account.AE6WTYRAYKLBPVYQH4YXGDOETTNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Dear fellow people I recommend this game to the people that love to race with amazing choices! The reason I recommend it to others is because I have a younger son which is 12 years old and is literally addicted to this game. When I ask him to get up and do his chores he says ok one sec let me die on hill climb first! That is my opinion on this amazing game.,barrelracer101,Verified Purchase,2 people found this helpful,,2,4,28984582,Public
william buttry,/gp/profile/amzn1.account.AGKY2BOXFZKVJV6YYJPLZXFQKN5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,very fun game I like it takes a little bit to get used to the way each vehicles handles but all in all good game after download no internet required that's the best part...,worth the download,Verified Purchase,,,85,184,83037132,Public
Lesleigh Terry,/gp/profile/amzn1.account.AEH4LRSHQVMRFRSJGZOJ4L7ECNVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"More accurately, my daughter loves it.  She's 7.  Very basic game, but does require some hand/eye coordination.  She'd play it for hours if I let her.  Not sure the appeal, but its a hit!",Big hit with 7YO girl!,Verified Purchase,One person found this helpful,,74,87,83383028,Public
RSM61,/gp/profile/amzn1.account.AEHKI5KJH7QQMCW62WEUBOCX4KLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 17, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,3.0 out of 5 stars,"It's still fun for a little while. This game won't keep you interested for long due to the immature graphics style and the fact that the same car and track play over, and over, and over, and over..........Unless you pay.","Obviously made for kids, but...",Verified Purchase,One person found this helpful,,3817,635,83795418,Public
cp3,/gp/profile/amzn1.account.AFEW4QYHKXXBX3H2A3GOEGHEEDFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,A,Five Stars,Verified Purchase,,,23,168,6454623,Public
Andrea,/gp/profile/amzn1.account.AFDAG45OCUXHIJYC2U5IUG76TFWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I really enjoy this game, it helps me relax after a stressful day.",Great entertainment,Verified Purchase,3 people found this helpful,,35,36,5915738,Public
Shirley,/gp/profile/amzn1.account.AF7WBRRQTYNXWDCFQJDCDBXFBPAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,My  year old son loves this game & plays it often. Keeps him entertained while waiting in lines & at the doctor's office.,Great for kids,Verified Purchase,,,99,149,3818507,Public
Shannon Carey,/gp/profile/amzn1.account.AHGDKOLWDWM6BWK366C3SUBYEYKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,Annoying addictive. Spent the evening I was traveling for work at the hotel playing this. Got my hubby addicted when I got home with it :-),Annoying addictive. Spent the evening I was traveling for ...,Verified Purchase,10 people found this helpful,,122,28,9399734,Public
AG,/gp/profile/amzn1.account.AFP3AOSBFWGT5QNRRX5ZCDGJXMRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"Love that you can play as long as you want. No waiting, no running out of lives. Just easy fun to relax to. We have it on our phones as well as on the kindle.",may be ruining my marriage ,) lol,Verified Purchase,,13,42,19568003,Public
Tammy,/gp/profile/amzn1.account.AFGGSKLCYHK2S3WBN4WMZBHA7LNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I have played this game a few months ago...I forgotten how additive it is..Lol,love it,Verified Purchase,3 people found this helpful,,5,37,3955478,Public
Kindle Customer,/gp/profile/amzn1.account.AHRHAA7OKQ3FFLS26RQGYI7QACSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I love this game! You only use two pedals- gas and brake- and gather gas cans and gold coins and get as far as you can. I love the fact that you don't have to worry about steering also. My 8 and 4 year olds love this game too. A great time killer!,such a fun game!,Verified Purchase,2 people found this helpful,,44,27,10981510,Public
Kindle Customer,/gp/profile/amzn1.account.AEUOQC7OAMB4YWACZ377UUN7P5ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,its good app. but come on people if this isn't your kind of game don't buy it these people don't make these apps for our enjoyment this is how they make their living. and I know its free but spend less time on your ipad kindle or what ever you have and get on with your lives.,its good,Verified Purchase,One person found this helpful,,13,14,23466745,Public
Mattandsandy,/gp/profile/amzn1.account.AHG2YP55FQEU55246BV4QRYZMW6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Love this addicting game! I do wish that at SOME level, you don't have to start from the very beginning.",Fun and addicting..,Verified Purchase,One person found this helpful,,97,123,292492,Public
W1ll1am,/gp/profile/amzn1.account.AGPJHCZK2E6PBBFQTUS7Q5QYKKQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,3.0 out of 5 stars,"Its hill climb if you haven't played it then try it it is free. If you have played it, then it is no different.",Yupp,Verified Purchase,,,110,231,9656975,Public
Butch.,/gp/profile/amzn1.account.AEOFOXR2UZEIQWIVQG3JYFS3ATDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,its enjoyment for the kid,Four Stars,Verified Purchase,,,39,187,83355491,Public
Robert L Tignetti,/gp/profile/amzn1.account.AGIOA6A2CW65LLFHEH43ER5VTMSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,This game is the best has lots of different vehicles and cool levels with upgrades for your transportation that you buy with money you collect during game play,fun,Verified Purchase,One person found this helpful,,1,7,31745831,Public
rpmakrues,/gp/profile/amzn1.account.AEBHHDVUR2PCBYM55FNRVK4APH3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"Much to my chagrin, my son is addicted. Fun game, works on Kindle Fire.","Fun game, works on Kindle Fire",Verified Purchase,,,75,77,83445798,Public
Mike,/gp/profile/amzn1.account.AEZT6AP72GI3M4HRTYLK75DCNNYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,This is my favorite game!  They keep adding maps and vehicles and it's still fun.If you haven't played in a while you should try it again.,"Getting dated, but still a great game.",Verified Purchase,,,24,29,9721074,Public
B.T.,/gp/profile/amzn1.account.AHRFXVWT75ZID23BCXXUNJRVT2XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This game is so cool. I love it I have it on my kindle,phone,and iPad please make more swag games",coolest racing game ever,Verified Purchase,,,233,63,856821,Public
MYKEY,/gp/profile/amzn1.account.AGYHUBDQ4UCZMSKBWILB3KUP6YFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"Pretty cool driving game, lots of different levels and vehicles to choose from...",alot of fun,Verified Purchase,One person found this helpful,,4,13,11201715,Public
Forrest,/gp/profile/amzn1.account.AFCKSBVCBPRHS4ZYXTPIQWFRGTDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,Strangely addicting.,Four Stars,Verified Purchase,,,41,101,4089082,Public
Dana Lockhart,/gp/profile/amzn1.account.AFC5AQJKIDZQUL33PWIXSS2NUVEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Addicting as Geometry Dash with an added level of upgrades and variability in game play. It's quickly becoming a new obsession.,Addicting,Verified Purchase,One person found this helpful,,284,186,40449,Public
Kindle Customer,/gp/profile/amzn1.account.AG4PDT3DPFNUN4NAGRPE5JP5DPIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,I mean all you do is go up hills and you upgrade  your car. I wish it had more details in the background and way more life like I think it's. A lot of people in this game should help hopefully the person how made the game read this it's just for next time he or she make another game Michael la'akea Kam,"it's, ok i guess",Verified Purchase,One person found this helpful,,28,9,29193087,Public
rmg1960,/gp/profile/amzn1.account.AGW45QKDBLLKM47KEAXCWJ37TICQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"I downloaded this game so I could play it with my grandson.  I played it long after our game session ended.  It's a challenge, but fun. It's hard to find a game that interest both of us, but this one works.",Get Up That Hill,Verified Purchase,One person found this helpful,,154,95,386119,Public
xinghan wang,/gp/profile/amzn1.account.AHUY5KZD5L2QG3JUJPMAPOGLYOVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,nice material and length! Went back and bought another in a different color! great buy and fit my dad perfectly.. nice material and length! Went back and bought another in a different color!,good,Verified Purchase,,,12,36,38739791,Public
Melonie Poling,/gp/profile/amzn1.account.AFNZXKZLKWIO7YYLAGRT4VNDQ3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,There is so many awesome tracks and there is so many automobiles. Over all I give this game two thumbs up and a 5 star rating.,Amazingly awesome,Verified Purchase,One person found this helpful,,1,1,61441449,Public
Sierra,/gp/profile/amzn1.account.AEUT3ONJLGJUWKXGDADP2KO2PUPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,7 year old loves it,Five Stars,Verified Purchase,One person found this helpful,,55,156,1189098,Public
Diana A Huseby,/gp/profile/amzn1.account.AHT22LO7YAPMT4YVAB6E3XV7VWFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,2.0 out of 5 stars,He liked it,for grandson,Verified Purchase,,,2,24,4934215,Public
J. Parrett,/gp/profile/amzn1.account.AE37E32J6SSGIXWUY3GQEHBIDSZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I've downloaded this app multiple times and everytime seems better. Fun and addicting. Can't say I wont keep playing this.,Repeat download,Verified Purchase,One person found this helpful,,1,1,61749919,Public
