author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Kindle Customer,/gp/profile/amzn1.account.AGF6YKJC4F3EDLUSGRO57ALWSH3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,My son loves it,Five Stars,Verified Purchase,26 people found this helpful,,50,3,19376081,Public
Daniel,/gp/profile/amzn1.account.AHF4LL32B44HCR4QHVXCY4VJWWXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,4.0 out of 5 stars,Update bugged for 3.0.0.I don't know why this isn't WORKING!!!!!,Why!?!!!?!!!,Verified Purchase,6 people found this helpful,,15,5,24030438,Public
Cheryl Dixon,/gp/profile/amzn1.account.AFEFHUN2A3WLK5ILGF2DNY7TIGDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Its fun but i lose alot,Lose,Verified Purchase,One person found this helpful,,33,28,5525969,Public
crafty lady,/gp/profile/amzn1.account.AEN26WQFMNW7R62YS6PKWOZC3SEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Very Great Game and I Really Enjoy It.,Great Game.,Verified Purchase,25 people found this helpful,,124,14,2855636,Public
Amazon Customer,/gp/profile/amzn1.account.AEVMUK2HIBWZJA6CLY72NGZ6PDIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I liked that this has 2 main zippered compartments and 2 pocket compartments inside.,sonic backpack,Verified Purchase,14 people found this helpful,,15,3,11964903,Public
GuyFromRedBank,/gp/profile/amzn1.account.AF547DEF7SE4SK4QX6DXJZI5FHXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Addicting and it's free.,Very fun to play.,Verified Purchase,10 people found this helpful,,41,44,6735502,Public
Jason braden,/gp/profile/amzn1.account.AFZ37KFTMYWD3YYPYM5DPPVLLJGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Fun game,👍🏻,Verified Purchase,2 people found this helpful,,3,8,82893338,Public
BeeQueen6,/gp/profile/amzn1.account.AHH3C2L2P2QCIAMAFOZXI34EZNWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,If you play this game I will be blown,Plz play it's cooool😺,Verified Purchase,5 people found this helpful,,48,20,18175147,Public
todd j.,/gp/profile/amzn1.account.AFLGBZW6JLZ5ZOEXAW4ZC5U2QYXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,Nice stuff,Faster,Verified Purchase,8 people found this helpful,,37,2,26587255,Public
A Farmer,/gp/profile/amzn1.account.AFFRGK7ETRUYMTBALCQ4ZXNZPVHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I love this,Boyz,Verified Purchase,32 people found this helpful,,130,8,2986758,Public
Carol F.,/gp/profile/amzn1.account.AF6BBFGY2724EFTTDILNFNZ7RF7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"Its really addicting, and easy to understand. Its to bad there isn't an of line mode.",Amazing,Verified Purchase,85 people found this helpful,,89,27,5011341,Public
cindy bradshaw,/gp/profile/amzn1.account.AF34WHFSXZLSH64SJOAUD6GBPS5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,awesome game,Five Stars,Verified Purchase,17 people found this helpful,,18,18,10191809,Public
Whitney,/gp/profile/amzn1.account.AG6YLSCL4ISR7SFSSFHTH6GDOLZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 21, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I like this game but I wish there were more characters. Big is my last challenge. I hope more are introduced soon.,Love unlocking characters,Verified Purchase,72 people found this helpful,,72,2,13057397,Public
Angelo,/gp/profile/amzn1.account.AFLDRM4GTRQCHLDOXYYQBSDY235A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,3.0 out of 5 stars,Been months since I have been able to play.The three stars are for hope.!!!!,8-(,Verified Purchase,4 people found this helpful,,24,41,83596996,Public
daniellheiman,/gp/profile/amzn1.account.AF2NCUHF4Z6EOPRUXYJYDF265K7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,Great game always has been always will be !!,Five Stars,Verified Purchase,52 people found this helpful,,768,65,700252,Public
and very as at by more,/gp/profile/amzn1.account.AGFA4QRCCW73MGY6SIYHBJBNWDVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,I don't play this game alot but it's really fun,Five Stars,Verified Purchase,14 people found this helpful,,14,2,37216356,Public
Mr.Richmond  Richard,/gp/profile/amzn1.account.AEG4GN5XX2TLS6Z4LLB44N4ECTTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,"It's fun! It's free! It's epic!Everything I want!Although,Why can't everyone be Common!Because I love Shadow the hedgehog!Instead,I got Zavok!Even though the Platinum Chest and Emerald Chest give you XP,they are not common,not rare,SUPER RARE!THE END!",I love the game!💞💕💖💗💝💟,Verified Purchase,21 people found this helpful,,27,3,35076354,Public
Amazon Customer,/gp/profile/amzn1.account.AGBAB4B6YPKEUNH5K4XIXYX6KAVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,OH MY GOD THIS is better than Mario sorry I ever doubled you,BETTER DEN sonic O6,Verified Purchase,56 people found this helpful,,139,18,5428160,Public
SonicStardom,/gp/profile/amzn1.account.AFTRY6FJPAXJSOFCCNCWJI4RJX5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews,5.0 out of 5 stars,It's Sonic. obviously awesome,Awesome,Verified Purchase,23 people found this helpful,,66,31,5597453,Public
Brian M Corey,/gp/profile/amzn1.account.AGKOSPAGYWESYSEAMQMCYXQIIPOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,3.0 out of 5 stars,Lots of ads.,Three Stars,Verified Purchase,2 people found this helpful,,5,6,31260826,Public
Cathy,/gp/profile/amzn1.account.AF4FG534632NZCUER4MWHV3EY6RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,Its a great Game but its for when u want to play alone because when j showed my friends on my fire what I was playing (aka this) they said it was stupid and boring :(,GREAT GAME!,Verified Purchase,2 people found this helpful,,44,7,82743745,Public
Angie Richmond,/gp/profile/amzn1.account.AEQT3YNAZI2L7VRUOXJQUIVTMUYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Amazing game Sega good graphics and good controls,Amazing Sega,Verified Purchase,12 people found this helpful,,64,6,6268434,Public
H C Clan,/gp/profile/amzn1.account.AEOAKN34B6LW3FSDRPIQJXYAKQNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I have been playing this game since it first came out and I have loved every bit of it  P.S my friend is a big fan of Sticks from sonic boom and would like her added to the game,Amazing,Verified Purchase,10 people found this helpful,,10,6,82894835,Public
Amazon Customer,/gp/profile/amzn1.account.AFVHKOBZGZYH6E7OGBOHYE3P6TGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,I love sonic!,Thank you,Verified Purchase,13 people found this helpful,,37,7,82849026,Public
Amazon Customer,/gp/profile/amzn1.account.AH26UJINEXMN5LSSAICXPXZ3XD7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Loved it,Awesome,Verified Purchase,81 people found this helpful,,801,67,83845440,Public
cardenblu,/gp/profile/amzn1.account.AHERZ4ITZHQXB6SUW5O6PE3SZTPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 7, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,4.0 out of 5 stars,"Gave it a 4, because still trying to figure this out. Awesome otherwise.",Awesome!,Verified Purchase,6 people found this helpful,,8,6,23638620,Public
LaVert G.,/gp/profile/amzn1.account.AHRT4DQH6TWU3WXWT3S5Z2PNC7KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,Very fun and exciting game,Fun,Verified Purchase,21 people found this helpful,,37,26,4114461,Public
Minecraft9,/gp/profile/amzn1.account.AHBHNTNGQFEDN3FYJFBNQ4EOGJRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,My tablet won't let me update the game. 😑😑😐😐😑😐,Update,Verified Purchase,11 people found this helpful,,17,3,19824957,Public
Amazon Customer,/gp/profile/amzn1.account.AERVLTXB3MKRPL2ZYA3NFLD6PAHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loves to sing and enjoys playing it,Five Stars,Verified Purchase,53 people found this helpful,,65,11,4137254,Public
Senic,/gp/profile/amzn1.account.AHKHOQBP3WW3MM5LWSYE5WKPHH2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,This a very good game I recommend it to anyone,The best mobile game ever,Verified Purchase,55 people found this helpful,,55,1,40397586,Public
momoflots,/gp/profile/amzn1.account.AFJFBWUJL7UEXCU2S65PEXKCN6HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,The game won't let me update,Good but,Verified Purchase,19 people found this helpful,,50,22,8316552,Public
Amazon Customer,/gp/profile/amzn1.account.AGCGCF2BUUA2GEYOXARKYMBNR7TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,This is really cool!!!,Awesome!!!,Verified Purchase,41 people found this helpful,,60,10,3275334,Public
So cool,/gp/profile/amzn1.account.AEJJ6LF33ZYFVV54JPIR5IZ2G4KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Great Great,😈!,Verified Purchase,15 people found this helpful,,15,1,25841822,Public
telenanichols,/gp/profile/amzn1.account.AECWZYLSLM4XFH2X6C3IQYSLOOKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,It amazing and characters from the new sonic are amazing,The sink game is amazing,Verified Purchase,33 people found this helpful,,33,3,8385979,Public
Boyd570,/gp/profile/amzn1.account.AFDXTEAEF4JNMQWPJL3BVT3KXLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,I love all the sonic the hedgehog games,Sonic the hedgehog,Verified Purchase,31 people found this helpful,,35,19,8291027,Public
davm001,/gp/profile/amzn1.account.AGJTBL2PGO7YYV5MX5S3CYDI3LUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,3.0 out of 5 stars,"I love sonic, but sonic forces kinda was bad, but this is good!",I guess this is okay,Verified Purchase,14 people found this helpful,,73,15,3678098,Public
Padams2218,/gp/profile/amzn1.account.AEMOIK7DEEWBDFD7PRTO5XKHU22Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,4.0 out of 5 stars,When you enter the game it keeps saying update but when I click on it it says on the Appstore open. It's like the game won't update.,Update won't work on Amazon appstore,Verified Purchase,35 people found this helpful,,35,2,8648626,Public
Jessica C. Reinhart,/gp/profile/amzn1.account.AEYSQ4D3YG7G5TIIOIIDIKIZYYGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 5, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,This is AWESOME,A Ok,Verified Purchase,83 people found this helpful,,103,13,1822481,Public
Adiel,/gp/profile/amzn1.account.AEIVLI2ZULX5DLFM4IZHJX5TTPAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews,5.0 out of 5 stars,Me gusta y me llamó incendiaron fan,Un buen juego que creo SEGA,Verified Purchase,9 people found this helpful,,601,36,83725422,Public
Riz,/gp/profile/amzn1.account.AHCSXT55WRICVQF2KM2W6SLLSLAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Good game even best game,Sonic,Verified Purchase,44 people found this helpful,,44,1,46625494,Public
san francisco,/gp/profile/amzn1.account.AEMNJBLABBTTYVTI7QSSCMIROK6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,my daughter loves this game and ive tried playing but it was hard for me lol,kid friendly,Verified Purchase,41 people found this helpful,,273,201,157568,Public
RL,/gp/profile/amzn1.account.AHEH4KV3FXEKE4CYRGYPXHVLOMNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,A good for me.,A good 👍,Verified Purchase,29 people found this helpful,,31,13,9586292,Public
ACP,/gp/profile/amzn1.account.AE3KLVXGZPANXE5XLXYKHTVAZ3FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,My 5 year old son loves this game though it isn’t your traditional Sonic game (but that my son knows!),Not traditional Sonic game but still fun for kids!,Verified Purchase,14 people found this helpful,,4955,1439,684,Public
Michele,/gp/profile/amzn1.account.AGCR53HGLJN4THMAPEA454ZFG5HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,This game is so cool I Compleated Everything the only one i am missing is Silver the hedgehog HELL YEAH SAVAGELOVE ITCOOL GAMEHeck yeahOh God no god please no no no no,Tiny Tails,Verified Purchase,19 people found this helpful,,247,14,83515756,Public
Jen,/gp/profile/amzn1.account.AEZWELAAFEUW3NXYOS6GLOXBNFQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,Lel it is a gud,Gg,Verified Purchase,2 people found this helpful,,2,1,72636609,Public
Amazon Customer,/gp/profile/amzn1.account.AEVB6HL5MFRZOZDSKMVCAU4VVSZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,"This is like, the only game I even have on my kindle because no other game will be better then it!",THIS IS DA BEST GAME I HAVE EVER PLAYED!!!,Verified Purchase,52 people found this helpful,,60,5,5536420,Public
Kendra Moran,/gp/profile/amzn1.account.AGFDCVQ2GMOTNXIAO47WN3TS65AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,This game is fantastic the only thing I feel needs to change is the ads its so over whelming even if it was an add every 3 runs but an ad after every run that's obsurd.,Good game but..,Verified Purchase,82 people found this helpful,,82,1,39474202,Public
kilix3,/gp/profile/amzn1.account.AGXJQ7CVO5VJDRPO2QPBJ4P5NZ5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,It's so fun. My son and I were competing all night.,Five Stars,Verified Purchase,44 people found this helpful,,48,5,6733627,Public
Freaky face not good,/gp/profile/amzn1.account.AE45O4I3KQJ3RTLAMNGECNNIXDGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews,5.0 out of 5 stars,My fave characters for free! WHAT A DEAL!,Really fun!,Verified Purchase,33 people found this helpful,,103,7,10606101,Public
elizabeth mendes,/gp/profile/amzn1.account.AFXYME4JQ7XSY226SARPXV35AVPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,3.0 out of 5 stars,Fun game!😍,You get to race!!!!!,Verified Purchase,24 people found this helpful,,24,3,18254145,Public
Amazon Customer,/gp/profile/amzn1.account.AFWI33SMVTHYUMICA3TTQPYTJBMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Great sonic experience,Super game,Verified Purchase,2 people found this helpful,,2,5,35265122,Public
Amazon Customer,/gp/profile/amzn1.account.AEAQEKWJJ3X5KRPPB4SVA6VYCYEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Love the game! 5 stars!,Sonic Forces Speed Download,Verified Purchase,One person found this helpful,,4,16,82611917,Public
Joma3,/gp/profile/amzn1.account.AHIKFQMV2BMFSHXFUGVK5ZI6RR5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,Its made by hard light and those sonic games were really good,Sonic is my favorate,Verified Purchase,66 people found this helpful,,250,10,2814427,Public
