author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,helpful_votes,total_review,visibility_status,ranking
M Goodwin,/gp/profile/amzn1.account.AFOYRQBUPPVOSKLBJOUXOBI72B6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,The app itself is great good quality but every time I try to connect to a remote world it kicks me off the app completely.,great but there is a glitch,Verified Purchase,,,,8,8,Public,19728978
Matthew Verbeke,/gp/profile/amzn1.account.AEHFDJWUAEKZAHBPHOGGNDDYB3MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Wonderful GAME to play. I just love Minecraft on the P.C.The kindle version is not very far off. I love Minecraft and everything that comes with it.-Raider_Matt3,#1 GAME,Verified Purchase,One person found this helpful,,,1,2,Public,73142635
U see nuttin,/gp/profile/amzn1.account.AFUEOUGSJJGJUWBQPCK2FNJATT7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 2, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"An awesome game where you can create almost anything, the sky's the limit! But I think they should add enderman and enderperals and the end , possibly infinite worlds, jungle biomes, and osilots! But other then then that I think minecraft is awsome! I play it every day!",awesome!!!!!!!,Verified Purchase,3 people found this helpful,,,3,1,Public,74875409
raichu2600,/gp/profile/amzn1.account.AFZPB7E5HABRRX4U4VY2D7YFUZ2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Why do people copy minecraft in the app store? Minecraft PE will always be better.Its so fun! You can go on other people's world's! Highly recommend this app.,love minecraft PE!!!,Verified Purchase,One person found this helpful,,,49,11,Public,54469921
The Reviewer,/gp/profile/amzn1.account.AGEZVPHHCYGMJ5M5LSTRF6ON3Y5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Okay, so I fell in love with minecraft when I saw it on Xbox.ever since then I have been waiting for its arrival on Amazon app store.when it came I got it and couldn't stop playing it.sure I have it on Xbox, but it's also super fun on tablet! I definitely recommend this app to adventure lovers.also to building stuff lovers. If you are one of those people, get this app.this game is worth the money.there is no in app purchasing, you get everything.plus you get updates.have fun!!!!!!!!",STOP EVERYTHING YOU'RE DOING AND READ THIS,Verified Purchase,3 people found this helpful,,,17,7,Public,61519258
Subaru,/gp/profile/amzn1.account.AEHH34YH77PWVROCNTMVGQS2IN4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"Minecraft, is a great game for all ages, its also educational if your building a house. YOUR AN ARCHITECT!!!!","It is great, And Educational!",Verified Purchase,,,,0,4,Public,63484134
pforrester77,/gp/profile/amzn1.account.AEM7GXABDY4HFIWOLQ63LGSK5VFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,This is best app.I have it for my Xbox and  and this is a great portable edition. Although they don't have all the blocks or the nether but that's my only problem.  MUST BUY!!! WORTH IT!!!!!,BEST GAME EVER!!!!!!!,Verified Purchase,2 people found this helpful,,,3,6,Public,43921196
NKB,/gp/profile/amzn1.account.AEPJGEUR7577HHTQSISBCUTAK5NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2017",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Minecraft is the best! I love it. I think the next big update should have camels and alligators. Cant wait for the next update!,Amazing!,Verified Purchase,12 people found this helpful,,,32,20,Public,4812740
Rose Heath,/gp/profile/amzn1.account.AGWK4NLOT4UMHGQYR23SERGTRWQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,4.0 out of 5 stars,Grandson loves it.,Four Stars,Verified Purchase,,,,2,8,Public,53241791
Kindle Customer,/gp/profile/amzn1.account.AFFHYNC3U6AOC66GOCM4N7RGXURQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Best game in the world. Its the best game on my Kindle. Good for all ages. Get the app now!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,GET THIS APP NOW!!!!,Verified Purchase,,,,23,8,Public,82524431
jenna,/gp/profile/amzn1.account.AH4EHM3FIG7L52P5KEXWC46LEC2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 21, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Love it. Comes with updates and cool ways to build and have fun with friends.,awesome,Verified Purchase,3 people found this helpful,,,2804,7,Public,10259617
dhill,/gp/profile/amzn1.account.AEW5CVAFOQBZRIB2KSCRZ53VAZPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,6 year old grandson is very into this.,Four Stars,Verified Purchase,One person found this helpful,,,19,30,Public,17472904
aj miller the game is a five star rading but you will get board!,/gp/profile/amzn1.account.AGTEIYS5MK5FNGDIMGKWHSHZSNJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,you need to be able to make big chests,buckets,not allow zombies and spiders to climb up your walls and do not have baby animals.,pretty good,Verified Purchase,3 people found this helpful,3,4,Public,71243330
Josie Hodgson,/gp/profile/amzn1.account.AF32BDH3B7ICF7557MXM5LS5GJ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,I love the new update for it too. Minecraft is so fun!! I love how the update has buckets and cake. One of my world's is gonna be filled up with cake actually. So when I get on survival if I die I can find a cake and eat it. If you have the money and like Minecraft. This is something to buy. Duh!,It's awesome!,Verified Purchase,2 people found this helpful,,,2,1,Public,75531051
Kindle Customer,/gp/profile/amzn1.account.AHMN75R5EO5J7XQJEZGCKEPPWQ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2017",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,very fun and great game,fun,Verified Purchase,,,,0,1,Public,62893513
morena,/gp/profile/amzn1.account.AECKZOTEAHRH7ATJQSIBH6JXFX5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 3, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,I love love LOVE dis game SOOO much I love it and a few sugusgens as well...1. When you have diy and leather armour it should make the colour of the diy2. The mod &#34,The Furniture mod&#34, should be in minecraft for free instead of paying for it3. The dog mod should be in it as well don't you think?,THE BEST GAME I'VE HAD ON MY TABLET,Verified Purchase,8 people found this helpful,148,6,Public,16135326
mom2boys,/gp/profile/amzn1.account.AG3OWCLRVLVAMFREVKEFCWRF4B6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"THIS IS JUST ABOUT THE BEST GAME EVER!!!!,!!",AWESOME,Verified Purchase,,,,6,3,Public,42897426
Pinky,/gp/profile/amzn1.account.AEZLQP24G5ZDGNNZTGSTSQCXJKGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"build,craft,mine,everything you can ever do;JUST GET IT!!!",WHOOHOO!!!,Verified Purchase,,,,0,1,Public,65212823
Kindle Customer,/gp/profile/amzn1.account.AEZV2US2UANUOTNLA4VY5DBGEY7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Epic thank you notch and Jeb,So Epic,Verified Purchase,,,,83,8,Public,82751189
Tyler Dennison,/gp/profile/amzn1.account.AEV76DUBIEXBOPRN2NXD5USBNGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,THIS GAME IS AMAZING I LOVE THE BABY VILLAGERS THEY ARE SO CUTE!any way get this app save up or beg your mom it is the most awesome thing in the world.ps:if you have not played it PLAY IT.,AWESOME by:kittycat202 I will make,Verified Purchase,One person found this helpful,,,13,7,Public,10252851
Rene Sandoval,/gp/profile/amzn1.account.AF2MYTQJ56FKI3EYSACBBRV7YDZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,It's good but my kindle is old so it runs slow but when it was just when  I got this game my kindle was young when it was young this game worked all sorts of stuff,It's works good,Verified Purchase,14 people found this helpful,,,559,30,Public,4337789
Grace,/gp/profile/amzn1.account.AECYKVJE2I77RKFGIFSNQ562UPLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,It is very addicting and I love how it is 3-d . It is not as good as terraria. But I still love this game. I Is Awesome!,I love this game.,Verified Purchase,One person found this helpful,,,2,3,Public,65338269
Gavin,/gp/profile/amzn1.account.AE6OR2ACW4OQZ6BL5POWXLETMFCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,This game has always been one of my favorites BUT we need the 0.9.0 update. It's already released for android but not for kindle/Amazon?,Update,Verified Purchase,,,,53,6,Public,60988749
Michael D Sherman,/gp/profile/amzn1.account.AFGLRUPVLHLKBKP4GLRCXOBGW2CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,killing mobs I personally think is awesome and greifing and playing on servers with friends  experiencing new things to craft and building mining is the whole point of this game,awsome  adventures in survival,Verified Purchase,One person found this helpful,,,20,8,Public,16223698
Jennifer A.,/gp/profile/amzn1.account.AEF4ANASHV2EWHA5UOPUVFS3FDGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,almost every day I play this game. Me and my friend plays it alot even my brother and sister play it.#lol,best game EVER😍,Verified Purchase,,,,0,4,Public,59561246
Landon L,/gp/profile/amzn1.account.AHZDRI3GCVBU2JBLLAH5IUGFFKRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,The best game ever!!!!!☺☺☺😀,AWESOME,Verified Purchase,,,,389,10,Public,9996241
Kindle Customer,/gp/profile/amzn1.account.AHR3MBIAQ3KGUEMJ3ZQDOUBKFESA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,This is the best game ever I play it all the time. 😁😁😁😁😁😁😁😁,BEST GAME EVER,Verified Purchase,,,,90,2,Public,33284666
Game so good,/gp/profile/amzn1.account.AFDQHMUS2YDDCFH2JEXXTCLI6MZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,This game is great but I needs one thing REDSTONE I want command blocks also and Cats to scare away creeper and all that good stuff,Great Game,Verified Purchase,,,,8,5,Public,56609841
Faith F.,/gp/profile/amzn1.account.AF6ZHVJH3JGZTAPF76HKHHGM22ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,So it's not updating  please fix I'd why it's not I click it and it stays at zero percent downloaded,please fix,Verified Purchase,,,,1,4,Public,62204185
blaze,/gp/profile/amzn1.account.AG4TQL4FD23O2DGDMFCHEAVTY6LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 16, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Update please!!!! Awesome game but it really needs the update cause I heard the 4s already had it so please update it, it has been in the same update for months",UPDATE,Verified Purchase,One person found this helpful,,,1,1,Public,74882697
gravemind383,/gp/profile/amzn1.account.AGDUT222WQZY2EV7J2GSGV4COIAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Never mind I read update info and found out about the &#34;Interaction&#34;button not the greatest button but what,do I no great geometry overall 8/10",NVM,Verified Purchase,,,,31,5,Public,55683794
Lance Scott Hart,/gp/profile/amzn1.account.AFQRJYPO4K3I2MZJYFQLG56OIQEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,minecraft is the best game in the block world😄😄😄😄😄😄😄😄😄😄😀😀😀😀😀😊😊😊😊😊😮😮😮😮,OMG,Verified Purchase,,,,953,11,Public,5967399
Trevor,/gp/profile/amzn1.account.AG4KD2CRS2YIJCTRLH3VJ76U5VDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,My 6 year old is addicted to this game and so am I! Such a fun game and at a decent price,Awesome game,Verified Purchase,2 people found this helpful,,,85,19,Public,54579594
e-ma,/gp/profile/amzn1.account.AG4DWTUCCV24B3E5FOZ4GBOWGBWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,One problem and that it needs horses asap and updates should come sooner other than that it's the best game ever!!!,love this,Verified Purchase,One person found this helpful,,,10,9,Public,48728324
ggg,/gp/profile/amzn1.account.AFG3ZS73UHS3EIX2WSEM2CHCASOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,But needs redstone.  Needs 1.0.0 update. Cmon!!!!!!!! Update it. Minecraft minecraft minecraft minecraft minecraft minecraft minecraft minecraft minecraftMinecraft minecraft minecraft minecraft,AWESOME,Verified Purchase,,,,0,1,Public,74452913
AARON DORF,/gp/profile/amzn1.account.AEWX3ECXNNN7V7YZI6MGLLBAM5CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,So cool you can go into your friends world. Minecraft is the awesomeness game ever.if I could rate it a million stars I would. You should get it so it's much fun,awesome,Verified Purchase,,,,116,5,Public,23230314
Trevor Crossgrove,/gp/profile/amzn1.account.AG6LOTZ66ERFVJNFN2SYF6C5RGLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 21, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Minecraft is fun, because you can build whatever you want. You also can survive hostile mobs.",awesome,Verified Purchase,,,,2,5,Public,42037383
Christian Reads,/gp/profile/amzn1.account.AELWVKVWXSSTUUSOP4SBNHBZ5JZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,This game is so cool. The freedom to build anything you want! It's also mobile. You don't need wi-fi. worth the  699 it costs and keeps getting better.,COMPLETELY AWESOME!!!!!!!!!,Verified Purchase,2 people found this helpful,,,2,3,Public,73910996
tifftate,/gp/profile/amzn1.account.AEQEBOQNBXIJHK2A5HS7JDJ3QG6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,I love this game I just wish u could add herobrine and mine carts. It would be awesome if you could make it more like the computer version .but u really should add herobrine,great but add more stuff,Verified Purchase,2 people found this helpful,,,4,2,Public,74980605
Amazon Customer,/gp/profile/amzn1.account.AGQYT2HNTOKJ466L7D77YNNTLCPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,It's the best of luck.,awesome,Verified Purchase,,,,20,6,Public,52462450
Kyle Jackson,/gp/profile/amzn1.account.AHETBELRWV2CWFW52E25KHYEVLOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Great for kids,Great for kids,Verified Purchase,One person found this helpful,,,4,26,Public,8121599
Tony,/gp/profile/amzn1.account.AENGTIMRZ57OTNXHUX65QE2SEJBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Best game ever played before,Best game ever ps I'm 6,Verified Purchase,,,,24,12,Public,45377821
kittycat,/gp/profile/amzn1.account.AGAJQCAANGULNDF6UC5EDCHMWHYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I absolutely love this game and you will find that it is the best thing ever,best game EVER,Verified Purchase,,,,0,1,Public,66355470
peak in,/gp/profile/amzn1.account.AG4QBDVIX3IP6MB45A6DUDF2FHMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I can't believe how much fun this game is! I can't believe that some people have never seen the game! Anyways the only thing that is annoying is that you don't get all the things you get online.,so addicting!,Verified Purchase,3 people found this helpful,,,14,7,Public,63937988
ernest sawtelle,/gp/profile/amzn1.account.AERG3CYGRCB4PK2DDA4QT5ZXNRNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Amazing! You need this game! Minecraft is full of everything!Goof job Mojang,Fantastic!,Verified Purchase,,,,25,3,Public,60977970
Rockinkonz,/gp/profile/amzn1.account.AHSXXUUSJLE4WC3WJJQDI4RVZAAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome you should play it.,best game ever,Verified Purchase,3 people found this helpful,,,4,10,Public,27989819
this game is bad. you move  so slow. you mostly die of wolves.,/gp/profile/amzn1.account.AE6PCY342TMQCSWWUBDMNX6J77VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I totally recommend this game . It's  not as good as the pc but it is awesomeMost awesome game ever  minecraft is  the world's best game of allSo Worth 7$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$s,awesome  five stares,Verified Purchase,One person found this helpful,,,83,7,Public,60660032
Jess Baidwan,/gp/profile/amzn1.account.AF5DJHMHMWNQPUHBTSOWHU5TIZXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"This game was purchased for my 14 year old son, after a few weeks he is now a Minecraft most awesome builder! If you could give it more stars- he would!!! He now has the version that goes on PC as well, and bought a Minecraft T-shirt! Lego is now doing some cross promotion with these people which is a perfect fit. So the bottom line is, if your child, or child at heart love Lego, buy them Minecraft!! The Pocket edition works on Phones and Tablets and is $7 bucks. The PC edition is $27 bucks...and was still worth every penny.Enjoy.JB",If you love Lego -you will love Minecraft!!!,Verified Purchase,7 people found this helpful,,,182,181,Public,2806511
Christina Bond,/gp/profile/amzn1.account.AH7ZFRXGN4T4NL3GR5RWDRCGRYQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,This is the best. Game in the appstore. If you don't believe me check it out yourself.,awesome,Verified Purchase,One person found this helpful,,,117,11,Public,15359647
