author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
pikachu,/gp/profile/amzn1.account.AE6EEZ2XYUY4URK4GH3RMZBSZTNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,After hearing about crossroads from my friends I thought what a stupid game. yet after playing it for a while it truly amazed me how well organized and put together this game is. it pleases me to see how easy it can be for children and how child appropriate it is. I give crossroads of five out of five.,Crossy roads,Verified Purchase,,,,55547116,7,7,Public
heather tymensky,/gp/profile/amzn1.account.AGLUROINAOXPWFRIVYXB6S5CQL2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"What happens when you run out of characters?I'm curious because you will have thousands of coins and nothing to spend it on. I still love the game and its really fun. But keep the updates coming! I love the challenge to get prizes but once it runs out, what am I going to do. I think there should be a level 2 and it adds more characters.If you don't find this helpful it is ok!",question  for characters.,Verified Purchase,2 people found this helpful,,,64192140,3,3,Public
Matthew M.,/gp/profile/amzn1.account.AH7VXV6Y7YPBXRIK374M4GGBDE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,The game is totally free. Hipster whale is genius. I got the game and am now addicted and having fun. The game is all the way free. By that I mean that you don't have to pay after a certain time. You can pay for new characters but you can get 100 game coins and win a new character. So fun u really need to get the game,fun game,Verified Purchase,2 people found this helpful,,,83299106,15,13,Public
Kindle Customer,/gp/profile/amzn1.account.AHF5WN6S55NTN2PVOYI5E4CD5PBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,This very cool tap the screen to move game is very fun and addicting even more than flappy bird ANY AGE CAN ENJOY THIS AMAZING GAME,even more addicting than flappy bird,Verified Purchase,,,,26396223,5,27,Public
Kindle Customer,/gp/profile/amzn1.account.AHU5MVSZ3MERL7V3QSJQQHB7H4RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Son loves it!!!,Five Stars,Verified Purchase,2 people found this helpful,,,5759007,27,36,Public
chocolatechips,/gp/profile/amzn1.account.AEWM5O4ZPF3JDNFH4IR4LOTZREQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Great when you only have a little bit of time. If you like the game frogger you will love this game.,great,Verified Purchase,,,,8787384,29,44,Public
Great game,/gp/profile/amzn1.account.AFWQ2V3OLRIR7WMETHEEACZB6PZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 10, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,I can play and in 7 minutes I'm all ready there!!!!!😸,Time killer,Verified Purchase,One person found this helpful,,,9443971,83,3,Public
Camille,/gp/profile/amzn1.account.AFG7XIJ4MWHFHWLZWES36KMLCNTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,I like this game but frankly I like waiting six hours to get new characters but I really only have the game because of it but on the other hand my sister doesn't like characters and playsI recommend getting this game but don't get your hopes up guys Thanks!!!😁🆗🐤,its fun!!!😁,Verified Purchase,,,,10983505,33,18,Public
Ashley,/gp/profile/amzn1.account.AFVCCUVDUXJ4SN5VFUW4SAD5JUEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Addictive just to lose,Fun,Verified Purchase,One person found this helpful,,,4052243,11,57,Public
anonymous,/gp/profile/amzn1.account.AFH4DVFHDK6ZN2BMNQM3PVTWJTEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,Crossy road is very fun however I do not appreciate how characters cost real money and coins are hard to get and even if you get coins they try to make you waste them so a good game overall most of the time...,Good game but...,Verified Purchase,3 people found this helpful,,,19992366,53,20,Public
jean heiner,/gp/profile/amzn1.account.AFSSNNM5PV4CYPTA7RXTP2EXFAHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,Thank you,Four Stars,Verified Purchase,One person found this helpful,,,1641769,36,302,Public
Steve,/gp/profile/amzn1.account.AFFSBA54YZFRZBIMJWIBHWZEAVYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,Cool game,Five Stars,Verified Purchase,One person found this helpful,,,1697252,160,438,Public
OEC,/gp/profile/amzn1.account.AG2FESTLDEZMYOBM4CK4WMVWUQPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,3.0 out of 5 stars,My kids love this game but it won't open after Brazil update on Kindle Fire! Very frustrating!,Won't open after update,Verified Purchase,2 people found this helpful,,,7524383,80,24,Public
Sabrina,/gp/profile/amzn1.account.AGMGXI3POMLQ4F3Q5VKGXDWYQVLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2021",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,1.0 out of 5 stars,Did not Install!!!!,Sucks!,Verified Purchase,,,,83713929,110,17,Public
Sarah B,/gp/profile/amzn1.account.AELV73ONQKKFY3ZTFQEAUGPTV73A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,It's really addictive and fun to play. But if you want a certain person or animal you HAVE to 1. Play and get lots of coins or 2. Bye it for $0.99. Fun thoe.,Grate if u have extra time.,Verified Purchase,One person found this helpful,,,2557806,490,24,Public
#1 MAN,/gp/profile/amzn1.account.AFLWSKBILXVSICYEYBPXBSTKSJRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I love Crossy Road because I keep getting killed.👧🐎,Crossy Road,Verified Purchase,,,,3343544,944,34,Public
Ohliger Family,/gp/profile/amzn1.account.AH75O5XUT2A4GNZOIXCCAA7WUQMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,So amazing! Love this game!,😀,Verified Purchase,,,,5921182,40,77,Public
Benjamin Boeke,/gp/profile/amzn1.account.AGJLBYKSYEYSX2OZQUJEM4732PBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,This is one of the funniest games EVER!  The characters are cute and I love everyone of them.  When I first got this game I was in love.  I kept playing until my kindle died.  (2hours of fun)  I recommend this game to anyone!!! 💜💜💜💜💜💕💕💕💕💕💕,Funny and awesome,Verified Purchase,2 people found this helpful,,,24568434,8,15,Public
JP,/gp/profile/amzn1.account.AEUYMRXLQQA45FDMKYLVHCZNMNUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This game is so awesome! It's so cool,fun, and wan to play it all the time.I totally buy this app it's wonderful.I would give it 10 stars if I could on this rating",Amazing and addictive,Verified Purchase,,,,8440800,99,26,Public
Karen Lauer,/gp/profile/amzn1.account.AHSOM2AUEM4SXM6YOKHRDM4DOJTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,Fun game.,Four Stars,Verified Purchase,,,,10962322,3,33,Public
Roberto Ylla-Diaz,/gp/profile/amzn1.account.AGE44QGDO6RPX5KSBBAXOQF73R5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,Very good,granddaughters like,Verified Purchase,18 people found this helpful,,,105539,134,239,Public
Colleen,/gp/profile/amzn1.account.AHWM7M235K4AORXUASYIZDRRC35A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 5, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"Really fun Graeme that is much like frogger but better! You can be may different animals by winning them in a prize machine by getting 100 credits, and it's all FREE. I highly recommend getting this 1 :)",Great game!!!,Verified Purchase,One person found this helpful,,,159328,367,88,Public
Dinah,/gp/profile/amzn1.account.AH7BO4LI52QSJ5SIO56ISNDIYXMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I love this game best game,L-o-v-e,Verified Purchase,,,,3562799,320,33,Public
Alana Nicole,/gp/profile/amzn1.account.AHLX7EPDYMP5DGX2ISMURFZQIZ3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This game is so much fun. Once I started playing, I could not stop for hours and hours. You get to collect coins and then you get to buy different characters and depending on the character, some change the theme of the whole board. I like seeing all the different characters and different themes you can get. Once you keep playing, it starts to get a bit easier. My highest score so far has been 248, and I am determined to beat that!! Fun Fun Fun!!",Extremely Addicting Fun Game!!,Verified Purchase,14 people found this helpful,,,138684,1152,179,Public
Walter Kirby Helmuth,/gp/profile/amzn1.account.AH3BCJOI5MTT3VRM2LBBWRJPME5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"l have recently acquired this game, and have only been playing it for about 10 minutes, but, so far it seems like video greatness.  Right now I am in physical rehabilitation, and discovering games like this really occupies my time in a humorous, positive way.",A real knee slapper!,Verified Purchase,,,,21023482,26,22,Public
Amazon Customer,/gp/profile/amzn1.account.AGT6FBMFNGPJG2FTJETNPJEI4FBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,I probably play this game too often but it is addictive.,Love this game!,Verified Purchase,One person found this helpful,,,4153003,34,20,Public
Dr.P,/gp/profile/amzn1.account.AFNR2JLECC3SWF5FSXTWDCFQUFSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2014",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,This game you start as a chick and you can get a lot of animals. It entertains me for hoursYou got to download this app. -luckychuckypI wish you All a merry christmas :),best game ever,Verified Purchase,One person found this helpful,,,432869,245,89,Public
Merlene Ewell,/gp/profile/amzn1.account.AFNO2BFE7ZGTST6UJJBLFB24MHCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,Daughter loves playing but gets upset on certain ones not staying alive for very long.  Says they die faster that others.,Fun,Verified Purchase,,,,25393379,124,31,Public
Worst Game Ever,/gp/profile/amzn1.account.AHFQQVIQCA6UV2ZDHUGP2BR26ZXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,this is awesome I really recomend this game! But im not complaining or anything but... theres this bug where it crashes the game and makes the game restart and you lose all your characters and start over. 😕,ITS AWESOME.....but 1 problem....,Verified Purchase,One person found this helpful,,,58302514,7,5,Public
Derik Stowell,/gp/profile/amzn1.account.AHC7DEXQRIL34PDI6H65ZFDAFSMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,My kids got this game on the Amazon Fire TV... it's really addicting and I hate that... they love it.,Fun game... easy to play with fire tv remote.,Verified Purchase,5 people found this helpful,,,1654777,207,63,Public
Game master,/gp/profile/amzn1.account.AEEOB27CRKJAWMVAPGVIATUWTJ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,This is amazing get this app it is so fun😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃,yay!,Verified Purchase,One person found this helpful,,,82503953,47,6,Public
Lori B. Madel,/gp/profile/amzn1.account.AHONQD7N6ZAVYZELBVAHD6FZGNMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,This game is great I have been waiting to play this game for years and there is a thousand characters I recommend you go try out this game bye,great,Verified Purchase,One person found this helpful,,,40210145,108,8,Public
greatest game!!!!!!!!!!!,/gp/profile/amzn1.account.AHSHRXEEA272EMOYIZAIVVQKJ57Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This app is awesomely addictive! I cannot stop playing! I LOVE CROSSY ROAD! When I say "" I had such a good day today"" or "" I am going to get a new character"" I get a new character! I have 53 characters already. I would defiantly say DOWNLOAD THIS APP, OR YOU WILL MISS ALOT OF YOUR LIFE!",Awesomeness,Verified Purchase,One person found this helpful,,,16881201,66,13,Public
Kylin Lee,/gp/profile/amzn1.account.AHN7ON7SU3F5QQGG7OLBFDAP5VHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I LOVE IT 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😃😃😃😃😂😃😂😃😂😂😂😂😂😂😂😂😂😂😂😃😃😃😃😃😃😃😃😃😂😃😃😀😀😀😀😀😊😊😊😊😊😊😊😊😊😊 BEST GAME EVER,BEST ONE EVER,Verified Purchase,3 people found this helpful,,,61220592,87,3,Public
Edward Sanderson,/gp/profile/amzn1.account.AGY2LIYJU62VJMJRASCBSTBGWQBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,😁😁😁😀😁😁😁😁😁😁😁😁😁😁😁😁😁😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😗😗😗😗😗😗😗😗😗😗😗😗😗😗😗😗😎😎😎,A fun little time waster game.,Verified Purchase,One person found this helpful,,,44452201,65,9,Public
camie,/gp/profile/amzn1.account.AGJPROSPXXVVCHOV34WVCZ7ZUMOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"I justvgot this game because I was bored. This is a challenging but fun little game and this would never get boring to me. I recommend for the summer when kids like me are stuck doing nothing at their houses. Overall, I love this game already!",Love it,Verified Purchase,,,,43442173,43,21,Public
Heather,/gp/profile/amzn1.account.AE5FKV5TJJHS6TLM6WSS7V6CUYLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Awesome and fun to play! This game seriously is one of my favorites to play. I wish there were more characters though because I've played so much I got all of them!!!!!,#AWESOME CROSSY ROAD!!!!!!,Verified Purchase,One person found this helpful,,,59343,1078,80,Public
Sierra Brumbaugh,/gp/profile/amzn1.account.AHZR2DGW5AJYWKE2S7EWJ42FZJ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 5, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great game for u to give to ur kids because it is fun and addicting.  Many adults think this game is Froger, but it's not.  U collect coins to  get new characters and the only thing I don't like this game is because sometimes it takes for coins and u get a character that u already have, but that hardly ever happens to me, like once or twice. If u save up our coins to over a thousand and use them all at once you get tons of characters and sometimes it won't take ur coins so u get a free character!!!",Great Game,Verified Purchase,5 people found this helpful,,,60241427,10,10,Public
shivanlord,/gp/profile/amzn1.account.AEY5L3FWG4ZUDHMXY2LF3UTVH7QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Daughter loves it,Five Stars,Verified Purchase,One person found this helpful,,,2701130,69,42,Public
AnnaBee,/gp/profile/amzn1.account.AEFUFHK4RSFCQ7BSROVSCHNRFWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 26, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,I luv this app it is so awesome takes up boring time but one thing the free prizes come to slow and it can get bordering but it is an awesome app so I do recommend pluss mine craft themed pretty much so I do really recommend,this is sutch a good app,Verified Purchase,3 people found this helpful,,,19107460,299,18,Public
Kindle Customer,/gp/profile/amzn1.account.AFTDKJICCPIUUBAXWKU4EYDDZYYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"Well, this game so far has been a real hoot. So addictive and just can't put my kindle down. You will never get tired of it ever. It is a lot of fun and the battery save mode lets you play for hours on end.",Great,Verified Purchase,,,,5518306,129,29,Public
christi morgan,/gp/profile/amzn1.account.AFAMGRG75D2IHKBLKHA6MLQT7BPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,It is a good game but does get a little boring. Over all it is very addicting and I would recommend it to anyone who's reading this.,😛,Verified Purchase,,,,13728114,62,24,Public
LEANN,/gp/profile/amzn1.account.AFZMHLUFEZUEBH5WK4T47ST4Q6SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,fun to play,Five Stars,Verified Purchase,,,,83071476,71,86,Public
Jenna,/gp/profile/amzn1.account.AFR42O7Z7LGPQSLQVMKZONPMS74Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,3.0 out of 5 stars,Played this like a feign with my husband until it reset itself and deleted all of the characters we earned for free :( Started all over and it happened again! Fun game but a total waste of time in the end.,Loved it until it broke my heart,Verified Purchase,,,,1955727,65,32,Public
EuriPovsky,/gp/profile/amzn1.account.AEXPYOUX5UTINLZ4WOI7A2RZOYNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 26, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,To get to the other side. Nonetheless this game is pretty cool. My younger brothers enjoyed it and so did I,Why did the chicken cross the road,Verified Purchase,,,,172860,241,195,Public
Esvin solis,/gp/profile/amzn1.account.AHPICZOEZYUWR3PKFZFSQ2EDBLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Challenging,addicting,Verified Purchase,2 people found this helpful,,,38727466,19,13,Public
