author,author_profile_url,date_of_review,image_num,num_of_comments,rating,review_content,title,verified,votes_helpful
Anvit shetty,/gp/profile/amzn1.account.AH6CT7UHWDZFAHQJDRGIQDFYENPA,Reviewed in India on 15 May 2019,0,0,1.0 out of 5 stars,"Bought this product recently on 5 April, was working perfectly fine for few days and on 16 April the Mac working charge or turn on. Apple service centre says they can’t fix the product under warranty and amazon in try to come up with a solution ever since , no solid answer . I m stuck with a dead mac after using it for 10days. Request seller , Amazon or apple to take full responsibility.",Dead mac book air,Verified Purchase,107 people found this helpful
Jason,/gp/profile/amzn1.account.AFVN23RF56LNNBSR7E55TP2CI43Q,Reviewed in India on 31 January 2019,0,2,4.0 out of 5 stars,"I have been a Macbook pro user for last 2 years. I came across the new Macbook air and got a chance to put hands on it. So here is a brief review on my first impressions. Basically i will be comparing this with a regular laptop of similar price range and Macbook PROAir benefits compared to Non Apple laptop:# Slim and light weight for daily travel# 10-11 hours battery backup on normal usage# Apple touch pads are awesome, smooth and responsive compared to any premium laptop# Audio quality on speakers is good, but not as loud as my Macbook Pro 13# Apple front camera works the best in low light, best for low light skype calls# SSD - Apps launch very fast despite the low power processor# Metal body construction# Mag safe charger- If you are really careless this helps very much.# Ambient light sensor that adjusts brightness automatically ( Many people are not aware of this feature)# Keep your Air closed or leave somewhere idle and check back after 2 or 3 days, you will see battery has dropped less than 3 or 4 %# The best part - Mac OS, contains all that you need, a neat calendar, Todos app, notes, Quicktime, Mail app etc. Hassle free OSAir demerits compared to Non Apple laptop:# Performance is on lower side# Good for basic usage only, internet, movies, video calls, spreadsheets, mail# You will get better display(Full HD) if you buy a 999$ Ultrabook from US (In India they come at premium)Should you consider Macbook PRO? - PRO advantagesI know a lot of people might be confused whether to go with PRO for some additional bucks. So listing benefits of pro from my experience# Force touch - More comfortable touch pad, less finger pain compared to buttons on Air, Adjustable pressure# Retina display - More pixels, Better viewing angle. Air is 1440x900 while PRO is 2560x1600 pixels# Better performance - Pro CPU is actually about 50% faster than AIR, but in real world tests, apps launch at similar speed in both PRO and Air. The difference is notable only when you run CPU intensive tasks like Programming, Video encoding, Photo editing, Raw conversion etc. Those who are not into this can go with Air and save some money.# Newer CPU - Macbook air has not evolved much compared to PRO. The 2017 Air uses the same fifth generation CPU as the previous version (2015). But with a little upgrade in CPU speed. ie 1.6 GHz to 1.8 GHz. The newer PROs come with 7th generation Intel processors. The difference is mainly with the energy consumption.# HDMI port - You don't need display port adaptor# New keyboard - The 2016 PRO has the same keyboard as the ""Macbook"". Keys are less deeper and more wider. This makes it little more comfortable to type. Air comes with the same old keyboard as 2015 PRO# Wider touch pad - Not a big deal. But if someone loves that, its a bonus# Color options - Yes, Air is only available in Silver, PRO comes in 3 color optionsIf you think, all the above justifies the price difference between the PRO and Air, go for the PRO. The only benefit that Air offers is battery life. PRO offers 8-9 hours only, while Air offers, 11-12 hours battery.Whom Air is for?Macbook air is not a gaming machine or for hard core users. Its for people who love to watch lot of movies, work on documents, browse and some basic programming. When i say programming, Xcode works fine on Macbook air. But Software like Android studio, Photoshop seems to struggle a little on Air. But if you are once in a while user of intensive apps, you can ignore this.I will update my review with more details after a few weeks of hands on testing and usage. If you have any queries leave a comment below. I will try to answer in a day or two.Thanks for reading! Hope this helps.Also, Get 10% Cashback by Ordering through vqr .in/24",Perfect product!,,111 people found this helpful
Jagdeep Sharma,/gp/profile/amzn1.account.AFQNTMB2SMMZIR5OPCZIIEARETRQ,Reviewed in India on 16 December 2018,0,0,1.0 out of 5 stars,"Hi, Think thousand time before buying. One calm night i was cuddling in jaipuri blanket while enjoying youtube on this expensive machine. Cold night and little excitement created electrostatic charge which spike though spaceBar button. that's how it went to deep sleep forever. Nothing can bring it back and i am in no mood in spending another fortune on this machine. Apple, of you (i)care, this is the least of security feature included in all electronic devices. And the best part, it was a week after Warranty expiration date.",Takes six figure out of your pocket and then dies just after the expiration date,Verified Purchase,83 people found this helpful
Capt Mitesh Gulati,/gp/profile/amzn1.account.AHIU2LY72V5QNHICKQ5TYXBJ7JSA,Reviewed in India on 25 August 2018,0,1,3.0 out of 5 stars,White line coming on screen in just three months of purchase from amazon. Doubting the quality of the products sold on amazon,Amazon not a great platform to buy expensive products,Verified Purchase,55 people found this helpful
AKSHAY,/gp/profile/amzn1.account.AFYUS7ZXOJE6DUZIBY5EG4KQS3VQ,Reviewed in India on 14 November 2018,0,0,1.0 out of 5 stars,It worked only for a year. A year + 1 day it stopped working and apple has the worst customer service.No solutions,DON'T BUY THE OVERPRICED LAPTOPS,Verified Purchase,52 people found this helpful
Vignesh,/gp/profile/amzn1.account.AGF5YGWABWVWNOVS4NZMQJFKWCMQ,Reviewed in India on 30 October 2018,0,1,4.0 out of 5 stars,"Got the Apple Macbook air on amazon discount sale.1) The OS is smooth and is a breeze to work with. Ships with macOS sierra but update is available to macOS mojave2) The design and build quality, as you can expect from an apple product is top notch.3) Excellen sound quality, keyboard.Cons:1) 128GB may be low incase you want to have movies and media in your laptop.You need to carry around a hard disk that kind of nullifies the advantage of having a light weight laptop.2) Display resolution is not exactly upto the mark",Initial Impressions- Very Good!,Verified Purchase,43 people found this helpful
V S CHAUHAN,/gp/profile/amzn1.account.AHXL2SBFGTDRXR5JGMNSJJ77IYYQ,Reviewed in India on 31 July 2019,0,0,1.0 out of 5 stars,"Was shocked to received a defective Apple MacBook. The device was not booting. Amazon was prompt in sending service Engineer, who certified the item defective. This item was replaced with a brand new MacBook as per Amazon policy. However to my dismay, this new MacBook also had a similar defect, which was again certified by the service Engineer. Apple is the world leader in laptops, and what amazes me is the 'QC' or the lack of it.Finally I had to request Amazon to refund the amount, which they did.",Defective piece,Verified Purchase,18 people found this helpful
Vinod Satpute,/gp/profile/amzn1.account.AHKPON4MOBXJRMH25EZR52KESOCQ,Reviewed in India on 9 August 2019,0,1,1.0 out of 5 stars,"I bought it last year from Amazon during Sale. It  suddenly stopped working twice in span of 1.5 yrs. I am unable to switch it on. After three months of purchase, I took it to service centre and they told that the logic board has to be replaced. The cost is around 45000. Luckily it was in the warranty. Now again after a eight month of replacement, it's dead again. I am helpless. I dont want to invest more into that. I used the laptop very carefully but I think Amazon sent a defected piece on sale.",Worst of worst product... Fragile hardware,Verified Purchase,18 people found this helpful
Anunay Agnihotri,/gp/profile/amzn1.account.AHVR4IDOASOX3SY7ZHD7MLBZXKHA,Reviewed in India on 21 October 2018,0,0,1.0 out of 5 stars,"My experience was little bitter in a sense that for my Mac, USB port is not working. Took my newly bought Mac to Apple Service centre. they have checked and come up with comment ""USB port is not working"". However I believe they might have tried all possible option of software upgrade, iTunes upgrade etc, cable shuffle to work out but nothing works well. so Returning this machine and looking after replacing it with correct one.",Received Faulty Product,Verified Purchase,23 people found this helpful
Nitesh,/gp/profile/amzn1.account.AFCS2ZBSNS7RRNNKJRUMWPYXOZ4Q,Reviewed in India on 31 January 2019,0,1,5.0 out of 5 stars,"I was apprehensive of buying Apple product from Amazon as some reviews suggested that imported items are being sold. However what I got was fresh and genuine product, I checked warranty on Apple site with serial no. All serial no - on bill, box, inner box and in macOS itself were consistent. Display is too good and it feels like butter operating the device. Only thing is that price difference between this and 256GB version is too much.",Great product,Verified Purchase,2 people found this helpful
Ashutosh Bakshi,/gp/profile/amzn1.account.AEQYJERF7GANNJH244IESIS37H2A,Reviewed in India on 10 August 2018,0,0,3.0 out of 5 stars,Good Performance. Though it heats up often despite all Software Updates.,Good Performance. Though it heats up often despite all Software Updates.,Verified Purchase,10 people found this helpful
charanpreet,/gp/profile/amzn1.account.AFXSAPUMMT4GDTPQ7TVO75J6ONMQ,Reviewed in India on 29 September 2018,0,2,5.0 out of 5 stars,"The sheer fluidic response on this machine is simply awesome. Totally worth every penny.Even though I use Windows in my office for programming but this machine is a beast when it comes to performance. Zero lag, super fast reboot. Got it at a good deal for 47k.",Awesome!,Verified Purchase,19 people found this helpful
Anil Verma,/gp/profile/amzn1.account.AGLO2CMFQXD67JQEMY6P52CLNU4A,Reviewed in India on 28 January 2019,3,0,4.0 out of 5 stars,"Amazing product,best for high computational work and programming.",Best laptop,Verified Purchase,21 people found this helpful
Vivek,/gp/profile/amzn1.account.AEHNRWIRPBVIXWACSXM4L2VJE6LQ,Reviewed in India on 30 May 2018,0,0,5.0 out of 5 stars,excellent product with good exchange price... I like product and service,Excellent Product and Service by Amazon and Seller,Verified Purchase,23 people found this helpful
Gnanendra.J,/gp/profile/amzn1.account.AGOEWA3SYLPVSSQT2X2WQUPGKT7Q,Reviewed in India on 25 September 2019,0,0,1.0 out of 5 stars,"After using almost 6 months I am sharing my review, I suggest to not buy this at all because after purchase within 10 days it's gave me shock while charging, after many followups finally they replaced with new laptop, I am quite happy that time but again same issue after 1 month, within 6 months I went to service center 2 times, Again I need to go 3rd time, That keys not work properly after some days and battery also not great, And worst gaming experience because its provide too much heat, We can't even use 30 min, Worst experience with Apple and work experience with amazon agents No one give customer satisfaction after purchasing","Your are helpless after purchasing, Once you made payment that's it u r dead.",Verified Purchase,7 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AFWLOTA24AZN4DERJH45IDJ72VTQ,Reviewed in India on 8 October 2018,0,0,1.0 out of 5 stars,It did not run properly for even a week...it is on service centre from 20 days,Crap,Verified Purchase,17 people found this helpful
Raushan kr,/gp/profile/amzn1.account.AFA2LNF2IMXJVKFOKUVSBLTADKLQ,Reviewed in India on 3 February 2019,7,0,5.0 out of 5 stars,"I have been a Macbook pro user for last 2 years. I came across the new Macbook air and got a chance to put hands on it. So here is a brief review on my first impressions. Basically i will be comparing this with a regular laptop of similar price range and Macbook PROAir benefits compared to Non Apple laptop:# Slim and light weight for daily travel# 10-11 hours battery backup on normal usage# Apple touch pads are awesome, smooth and responsive compared to any premium laptop# Audio quality on speakers is good, but not as loud as my Macbook Pro 13# Apple front camera works the best in low light, best for low light skype calls# SSD - Apps launch very fast despite the low power processor# Metal body construction# Mag safe charger- If you are really careless this helps very much.# Ambient light sensor that adjusts brightness automatically ( Many people are not aware of this feature)# Keep your Air closed or leave somewhere idle and check back after 2 or 3 days, you will see battery has dropped less than 3 or 4 %# The best part - Mac OS, contains all that you need, a neat calendar, Todos app, notes, Quicktime, Mail app etc. Hassle free OSAir demerits compared to Non Apple laptop:Air demerits compared to Non Apple laptop:# Performance is on lower side# Good for basic usage only, internet, movies, video calls, spreadsheets, mail# You will get better display(Full HD) if you buy a 999$ Ultrabook from US (In India they come at premium)Should you consider Macbook PRO? - PRO advantagesI know a lot of people might be confused whether to go with PRO for some additional bucks. So listing benefits of pro from my experience",Best lapi ever I use..,Verified Purchase,6 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AGAZZDZNBPHPIKWIIA3HZP4GYN2A,Reviewed in India on 6 January 2019,0,0,3.0 out of 5 stars,"Everything about this product seems to be fine as of now. Got an option to upgrade to higher OS and install tools required for my work. Except for not so good sound quality while watching movies through itunes stores, other aspect seems to be fine. Higher storage options (256 GB) may be required for power users who may want to app development on this system. Current configuration suits light - medium heavy user(I belong to this category)- (need xcode debugging feature for my projects ).",MACBOOK AIR REVIEW,Verified Purchase,One person found this helpful
Preeti Vohra,/gp/profile/amzn1.account.AGZATPXADXYYSNB72WDU4H3U52TQ,Reviewed in India on 15 July 2020,0,0,5.0 out of 5 stars,"It's the best investment I have made. I would have regret if would have bought a windows laptop instead. You have to just compromise with the screen quality. But what else you get worths buying this. Best performance in this price, best battery life in any laptop in this price range or this may be better than other expensive windows laptops, you get the best build quality and a reliable and secure OS i.e macOS. Guys, if you can afford this, please ignore windows laptop, only if you can compromise with screen quality. You may get better screen quality in the cheapest windows laptops, but everything else, won't be worth compromising. I bet you..Get it today..!",Best investment,Verified Purchase,One person found this helpful
SumeetKumar Tripathi,/gp/profile/amzn1.account.AF4RFBQQ6RNYRZTFUDPRIMZOTXGA,Reviewed in India on 14 June 2020,0,0,5.0 out of 5 stars,"I newly switched to Mac OS and this MacBook Air 13"" model is best for those who are thinking to move from Windows to Mac OS, Good Battery Life, Comfortable, Very Slim. Apple MacBook Air provides much more features than the ordinary windows Laptop. Working on MacBook is very easy and lots of your time and efforts are reduced. I will not recommend MacBook for Gaming because this Device is meant for Professional Work.Purchasing an external hard disk would be the best option for those who has complaint about 128GB HDD.",Best Entry level Mac.,Verified Purchase,3 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AECX5XTRL6Q4BNHPNW4KDLO4WHFQ,Reviewed in India on 12 June 2020,0,1,5.0 out of 5 stars,"I purchased this mac 2 years back during sale and I absolutely love it. I was on Team Windows for many many years and have used HP, lenovo, Dell and Acer laptops in the past. I was told multiple tales about the difficulties of using a mac interface after being a windows user. Please do not be disuaded by all this and give it a try. I barely takes a week to get accustomed to everything.PROS:1. This is the best for daily/work use due to its battery life. It works seamlessly for over 12 to 15hours without plugging in a wall charger2. The laptop is seriously light weight which makes it easy to use on the go3. Gets all new software updates released by apple4. The windows based laptops from the companies mentioned above start ageing but 1.5year mark. Slower speed, diminishing battery life, hardware and software issues. None of the usual crap is seen with a mac. My 2 year old mac has the same functionality like the day of its purchase.5. Good for video editing6. Keyboard is great7. Best mouse tracker overallCONS:1. Apple laptops are expensive so I recommend waiting for sale to purchase one. It is also an investment for next 5 to 6 years for seamless laptop use. Buy only if you are going to get a good use out of it.2. The screen quality of this model( aka older version) is not the best. Newer models have a significantly better display. If you have the money, go for it.3. This is not a gaming laptop. If you are looking for that, this is not for you.Overall impression:I dont think a mac should be purchased to be a status symbol or by brand fanatics.If you are a student or someone who requires a mid range laptop, I would recommend this.For people with bigger pockets, I would recommend the new macbook air. The screen quality is excellent and the laptop is much faster than its contemporaries.",Best mid range laptop,Verified Purchase,3 people found this helpful
aman bains,/gp/profile/amzn1.account.AEOEIBRMAA677DQIWFRM4J27RZ3A,Reviewed in India on 22 January 2019,0,0,2.0 out of 5 stars,"bought in oct 2018 and it broke down in 7 jan 2018 ..and tell you what ..afte spending that much money on worlds best considered brand you got your machine completly down not even powering on you must realise that money can not buy peace machine is machine after allpositives: 1. very portable 2. fast os 3. has wow factor 4. very good battery life 5. sturdy negetives: 1. average after sale customer service, it is now 15th day and my MBA is still with service centre and status repair going on 2. memory upgrade very costly 3. MS windows shifters will have tough time to adjust to new scheme of things 4. third party softwares will cost more than what they do in windows",Machine is machine after all,Verified Purchase,5 people found this helpful
Sam Jeshurun,/gp/profile/amzn1.account.AHO2KUHQFYXP4XZW7DJ7LRAUPLGQ,Reviewed in India on 25 September 2020,0,0,5.0 out of 5 stars,"I am a Music producer and I am writing this review after 2 years of usage of my MacBook Air 13 inches. When I received the Laptop, I had to face a few software issues but when I updated my Operating system, those issues got fixed. It would be a greater laptop for those who knows what it does. Apple is not for everyone and not for simple use. If you know what you are doing and know what you want, then MacBook Air is a best Laptop. It is way faster than my desktop at home that has 3.0GHz of processing speed whereas my Laptop offers only 1.8 GHz processing speed. This is a positive review and Music producers out there, I would highly recommend this Laptop for you that is of low price and amazing process.",One of the Best Laptops in the market,Verified Purchase,2 people found this helpful
Yogesh Chandra Pant,/gp/profile/amzn1.account.AFJDIPVKR3NNVGZC5ISTHHUHH6EA,Reviewed in India on 16 October 2019,0,0,5.0 out of 5 stars,"After using Windows Operating system for the past 10+ years, I switched to Mac. The switch was inspired by the awesome reviews I got from my friends. I must say that they were all real and that the device and the tech is so very impressive. Be it the design,  be it the processing speed, be it the battery life......all are way ahead than that of a Windows device. I am satisfied to get the marvel of a tech in my hands. It is saving my time every now and then as I am stricken with an idea to pen a couplet, short story or poem.....I simply open the lid, note the idea and then simply close it....no need of shutting the OS down everytime. Working perfectly.",ASTONISHINGLY SLEEK AND AMAZING BATTERY LIFE,Verified Purchase,2 people found this helpful
Rajesh P.I,/gp/profile/amzn1.account.AHJ7U7V23BZB5YME73UWKB5NBWEA,Reviewed in India on 31 March 2020,0,0,1.0 out of 5 stars,"After two years of buying this dream, it became a nightmare when it just refused to power on. Took it to a service centre and I was told they had to replace the mother board for Rsm 46,000. Reading the reviews, I realize there are a whole lot of people who have faced the same problem like me. It is evident that defective pieces are being sold online. No more Mac priducts for me. I have learnt my lesson. However, if you still feel you must buy this product, please don't buy it online but pay it from a store.",Defective product,Verified Purchase,3 people found this helpful
Saurabh Gaikwad,/gp/profile/amzn1.account.AGXUYHKSHTM5VPFJBKBYQQ7HE7MQ,Reviewed in India on 22 November 2020,0,0,3.0 out of 5 stars,"Being an Apple fan, I have no complaints about the product. I would like to keep this post w.r Amazon purchase experience and deliver standards.As always, Amazon shopping experience was amazing.Amazon delivered the product on time. That always makes me happy.I did find some minor scratches on the MacBook. That disappointed me a little.I think I was given a used piece.",Happy with the product performance but not with the piece delivered.,Verified Purchase,One person found this helpful
Achal,/gp/profile/amzn1.account.AG5JTL2TI3UPWZGMUSZFEPJ4FSRQ,Reviewed in India on 2 July 2020,0,0,2.0 out of 5 stars,"The product is what it is you can refer to tons of websites which are much better for seeing laptop reviews and relevant as well. i would only refer to my amazon experience for this product. even after 5 days of delivery the product purchase is not verified with apple yet, meaning, i am unable to get any support from apple on anything while setting things up in my new laptop.  I tried following up with Amazon through email, call, chat and what not and they are easy to get to deliver an expensive item but difficult to get hold of for any follow up post sale.i am still following up with them to register my purchase with apple and my overall review rating is purely for Amazon and not for Apple.",product is good but amazon hasn't listed my purchase with apple yet,Verified Purchase,One person found this helpful
Mirchi,/gp/profile/amzn1.account.AEKBXFKDTKJ7YUYAFGRQVSB6SGUQ,Reviewed in India on 21 September 2019,0,0,2.0 out of 5 stars,"Everything was fine until one fateful day, the laptop decided not to work! When I checked with Apple service centre, they are telling logic board to be replaced and it costs 45k! Since I did not purchase any additional warranty, neither I cannot repair this nor cannot leave just like thatSurprisingly the fault happened after few months of 1year warranty with no sign of faulty behavior until that last day!If you are Apple Fan buy with additional warranty else buy some other laptop",Without Apple Care You are Bound To Be Doomed,Verified Purchase,4 people found this helpful
Amit,/gp/profile/amzn1.account.AH3RWXV7AQL4QXBRWK4VCIKA3DIA,Reviewed in India on 23 September 2019,1,0,1.0 out of 5 stars,"One of the worst product i have ever bought. The screen will get fade out after the end of the product warranty. You wouldn't have any option rather taking the laptop to service center. You would have to bear a huge cost for that.. around 15k to 25+k.. which means you need to buy a brand new laptop.In one word, ""Waste of Money"".",Waste of Money!!!!!,Verified Purchase,5 people found this helpful
VJ,/gp/profile/amzn1.account.AHBT5VC5UPN2BP4FBSYCDPDNPGDQ,Reviewed in India on 16 January 2019,0,0,5.0 out of 5 stars,"I was looking for an affordable long lasting light laptop and my search led me to this. I know Apple has launch a new Air but this is still a good performer and with the recent price cut this laptop makes so much sense. I was using MacBook Pro for last 8 years, and after it retired this replaced the Pro and is not doing a bad job at it at all.",Affordable Long Lasting Light Laptop,Verified Purchase,4 people found this helpful
Vivek,/gp/profile/amzn1.account.AFY3UDX3BNNZ3XVZPI2JSKOX6LXQ,Reviewed in India on 28 November 2018,0,0,5.0 out of 5 stars,"MacBook Air is excellent. The build is super strong, the operating systems runs smooth. The trackpad and keyboard are great. The only thing that can be improved is its screen (the visuals). Not as good as expected. The hard disk is too small but if you carry an external hard disk you can solve that problem. Got it at the price of a Dell Windows laptop during Amazon sale. A great deal.",Delighted to use it,Verified Purchase,3 people found this helpful
Abhishek,/gp/profile/amzn1.account.AEEIF3YZJYMC2ZVZPYL7LZNHKEDQ,Reviewed in India on 1 August 2020,0,0,1.0 out of 5 stars,"I shall never recommend To buy expensive Mac air laptops or Mac book on line. Just after one month of purchase, the screen disappeared. Not even switching on. It looks like the Delhi retailer played with it, disposing off a old model with defective piece. This fault should have happened in 15 days but happened after 30 days. So much disappointment beyond imagination.",Ever worst experience,Verified Purchase,3 people found this helpful
Karima,/gp/profile/amzn1.account.AHPYZMC5FR2NWO2UMDHARXEZQOEQ,Reviewed in India on 28 February 2020,1,0,1.0 out of 5 stars,"Display and motherboard defective. Had a horrible time, tried applying for replacement. Couldn’t get it because amazon has a 7 day replacement warranty that I had missed. Please be careful when buying this machine. Make sure you check it thoroughly immediately and file a report even if you find a small issue. Screen flickering could be motherboard/display issue or both.Won’t recommend this laptop. And unfortunately I am stuck with it.",Beware of defective machines,Verified Purchase,One person found this helpful
Amazon Customer,/gp/profile/amzn1.account.AF73XKMGLYR6NIQRA6H67KYKIDVA,Reviewed in India on 12 January 2019,0,0,5.0 out of 5 stars,"The MacBook is good in-terms of what it is designed for. The laptop is light weight so no hassle while carrying during travels. The backlit keyboard is a good advantage to work in low light. The performance is good, I use it for game development and I have not faced any problems until now. The transition from Windows to Mac was easy, not much of a hassle, initial few days, to understand the shortcut keys and how to operate will be little bit slow, post that it is just a breeze. Many applications are supported, no issue in bluetooth or USB connectivity or WIFI connectivity.",Comfortable and easy to use,Verified Purchase,2 people found this helpful
Suresh babu m,/gp/profile/amzn1.account.AHRGLWY3CHK2UKXKV6H4D3UAKYJQ,Reviewed in India on 28 July 2018,0,0,5.0 out of 5 stars,Always apple is the best product.build quality and software works together.u can’t use this one for media purposes.its one time investment for office use.,Apple is Best.,Verified Purchase,7 people found this helpful
Amazon Customer,/gp/profile/amzn1.account.AEMERAHHUOC3NSG7RGP7HP7MQG3Q,Reviewed in India on 1 June 2019,0,0,1.0 out of 5 stars,"I have my worst nightmare with the macbook air I bought. I bought it on theOctober 2018, it got into teouble in the month april 2019. It would turn was trying to restart automatically. I then reoaired it from apple care. It again got dead and woulnt turn onn. I put all the money into water. I dont know what to do with this.",Terrible product,Verified Purchase,5 people found this helpful
Malay,/gp/profile/amzn1.account.AG7HOSDUE3N7CUANFOOFXB2H6CIQ,Reviewed in India on 14 November 2019,0,0,1.0 out of 5 stars,"Very disappointed by the product quality. After carefully using for 2 years my device stared giving me problem. As soon as welcome screen appears and I key in my credentials screen turns to green and lines all over it.  When I contacted Icare they charged 1990 rs as diagnosis charge and after diagnosis, they sent me mail that ""Checked and Found device is not powering on. Did SMC, PRAM and checked with known good power adapter - Still same issue, Checked internal condition - found liquid damage and corrosion marks on logic board. Hence Logic board need to replace the logic board under exchange price to check further. customer denied service .""  and overall repair charge was 48950 rs. Which is more than the cost of the laptop (44k when I purchased it.) and battery charge 12k separately",Stopped working after 2 years,Verified Purchase,10 people found this helpful
A Raj Medhavi,/gp/profile/amzn1.account.AFBGTV73P37L6SHGQM2U7FSZ6KKQ,Reviewed in India on 25 November 2019,0,0,1.0 out of 5 stars,"Not satisfied, purchased on Mar 2018, it was working well, now getting off suddenly  , went to apple service center but they are asking 45-50k and stating that it's motherboard problem.  Who will pay this much for repair, pls guide",Not satisfied,Verified Purchase,9 people found this helpful
Subhash,/gp/profile/amzn1.account.AGQWCASSPA4U3W44KDKL6AILX3NA,Reviewed in India on 25 October 2018,0,0,5.0 out of 5 stars,"THIS IS SOMETHING I WAITED FOR YEARS , FINALLY I GOT THIS WITH A DECENT PRICE AROUND 55K.I CANT WRITE HERE A LOT BECAUSE FEELING OF USING A MAC AND HIGH SIERRA OS IS AMAZINGBUILD QUALITY IS STRONG AND PREMIUMONLY LITTLE DISAPPOINTMENT IS SCREEN RESOLUTION GRAPHICS.OVERALL A DECENT AND CLASSY PRODUCT",PREMIUM AND PERFECT,Verified Purchase,2 people found this helpful
Vidya,/gp/profile/amzn1.account.AG6YQWUQDGWW2YZT3AAEL3IFL3ZQ,Reviewed in India on 6 November 2018,0,0,3.0 out of 5 stars,There is a saying in our language which tells us everything degrades over time but I did not expect this to be true for an apple laptop of less than a year. My battery life which used to be around 12 hours when I bought this thing is now down to about 6And I watch less movies now and use more apps like word or Internet now than I did back then. I don't even play games on this!!!!,Battery life is becoming a concern,Verified Purchase,2 people found this helpful
Dr tanmay,/gp/profile/amzn1.account.AGSSFBKCYVXK2L4KTGEF6RDRGOFQ,Reviewed in India on 24 August 2020,0,0,1.0 out of 5 stars,My macbook air which I ordered on amazon through appario retails started having trouble 2 months after the purchase. Service center people told me that it's logic board was defective. Also is warranty was not updated by amazon. Serial number of the order was blurred on the invoice copy which I got with the device. There was no option of online device on the app. I had a lot of trouble updating its warranty with apple. There is no option of any feedback or how to contact amazon that's why I am writing here. I am not going to purchase any electronic item on amazon again as I have had a terrible experience. I also request other ppl to do the same,Macbook air stopped working 2 months after purchase,Verified Purchase,One person found this helpful
Suni V Raj,/gp/profile/amzn1.account.AHWJWT3QT3XPPFMOQ5JN3KC6GWDQ,Reviewed in India on 19 March 2018,0,0,3.0 out of 5 stars,"Having used this MacBook Air for almost one week, I wish to say this is a value for money(I paid INR 57,000) for those who are wanting for a MacBook for general use. The highlights are its compact size, above average computing performance, longer battery backup. The drawback is a significantly low on display resolution. I was sadly disappointed knowing this after product was delivered. Having used a MacBook Pro for more than 2 years with a higher resolution display, I'm not able to digest using a below average resolution laptop. If the display resolution is one of your three major requirements of a laptop go for a MacBook Pro or another brand.","MacBook Air with low resolution display, still value for money",Verified Purchase,3 people found this helpful
Jubin Patel,/gp/profile/amzn1.account.AGGNE5YQBEUEY2RZ6M7P26OVZ5ZQ,Reviewed in India on 4 November 2017,0,0,5.0 out of 5 stars,Don't want to mention anything for apple MAC book :)Super product,Excellent performance in nice price,Verified Purchase,10 people found this helpful
Vijesh V,/gp/profile/amzn1.account.AFZ4ES2NREIXTH4LURFF677NGVFQ,Reviewed in India on 22 October 2020,0,0,5.0 out of 5 stars,"Your browser does not support HTML5 video.           Purchased Macbook Air @ 58k from Amazon Sale in Oct 2020. It's the best laptop I have ever purchased in my life. You will fall in love with Mac for sure.Pros:Look wise and build quality 10 out of 10.Good screen qualityGood sound qualityGood battery backupGood keys and track padGood camera qualityLight weightHard disk drive is accessibleCons:Not for gamers.After sales, accessories and parts are costly.SSD is only 128 GB.",Fall in love with MacBook Air,Verified Purchase,
Mukul,/gp/profile/amzn1.account.AEUA2RHGPSVJW2KC34RHT53LTCOA,Reviewed in India on 28 August 2020,0,0,1.0 out of 5 stars,The screen has been flickering badly since the day I received it. I have been trying to get in touch with the retailer but no luck yet. The process is made difficult deliberately to delay the return. Highly disappointed.,Highly disappointed. Flickering screen problem since day one.,Verified Purchase,One person found this helpful
MANAS PATEL,/gp/profile/amzn1.account.AE4XUZJNYBRJI6S22OE66FZFTEJA,Reviewed in India on 18 November 2019,1,0,5.0 out of 5 stars,"Its said once an Apple user is always an apple user. I was using MAC Book Pro early 2012 and now i went for this one. Superb battery life and light weight. Being a corporate user I don't have requirement of gaming etc. Well, Storage could be a problem if you wish to keep bulk files. Else just go for it.  post installing MS office suite etc i am left with around 50GB, which i am comfortable with . If required I use my 1.5 TB external disk.",BEST Battery Life and Light weight,Verified Purchase,
agrima,/gp/profile/amzn1.account.AGCBWNZGJLO3ZQD7MXXL7OIOF7LA,Reviewed in India on 5 November 2019,0,0,1.0 out of 5 stars,"The macbook received has a faulty keyboard. The keys are taking wrong input. eg: on pressing @, the macbook is receiving "" as input. It's really irritating as there is no option to return or replace the product via Amazon. Please help ASAP. Its an expensive purchase and there is no support from Amazons end.",Faulty macbook received,Verified Purchase,4 people found this helpful
Ramakrishna KG,/gp/profile/amzn1.account.AFZGKIO3LCRXZEDX5UTXJGKTLHWA,Reviewed in India on 1 January 2020,0,0,1.0 out of 5 stars,First Time Worst experience with an apple product....I bought a Mac book air...new product not getting switched on!did all troubleshooting guided by technical team from Amazon and Apple!what a quality test from Apple?! Primium product with primium price!!!!!!!In future I should think twice before buying!,Faulty MacBook !,Verified Purchase,4 people found this helpful
