author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,total_review,helpful_votes
Chad,/gp/profile/amzn1.account.AFWH2Z3QN7JDVM2JLB33Z2IBQQWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&pageNumber=180&reviewerType=all_reviews,5.0 out of 5 stars,"Lost my original Anker power block.  Bought this to replace it and am very happy.  Will charge phone, laptop and iPad.  Would never buy another brand.",Anker is the best,Color: BlackVerified Purchase,,,,
MKS,/gp/profile/amzn1.account.AGT4D5VP3MJQLMVLJTF2JMB4KH4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&pageNumber=180&reviewerType=all_reviews,5.0 out of 5 stars,"I love this.  I travel every week and am not able to find an outlet everywhere.  It does take long time to recharge, due to the large capacity, but I can charge my iPhone about 6-7 times.  I also have extended Laptop battery for my laptop, if needed I can use this to charge the external macbook and get crazy long time.  It is heavy, but comes with the power capacity...Not recommended for a purse or pocket, only for laptop bags","Little heavy, but worth it for the POWER !!!!",Color: BlackVerified Purchase,,,,
Mark L Coren,/gp/profile/amzn1.account.AGC2GUKPUNH733NVO5B2QODMLKXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&pageNumber=180&reviewerType=all_reviews,5.0 out of 5 stars,"I desperately needed a high-capacity recharger. Anker knocked it out of the park with this one. It's an incredible value and has already saved me a couple times. My college has dead spots in coverage everywhere, and my normally robust phone battery was dropping like a stone. Having this charger on hand keeps me from reaching into my bag and pulling out a bricked phone. The smaller battery I tried first just couldn't keep up. These are so effective that I'm thinking they may be a good choice for Christmas. I'd give them 10 stars if that was an option.",I'm stunned by the quality and value of these rechargers.,Color: BlackVerified Purchase,,,,
Brian B.,/gp/profile/amzn1.account.AGMDGQHORPZG234DBPQT57GXOWQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 27, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,1.0 out of 5 stars,"I've purchased 2 of these batteries now, and both of them will not charge. The second one I bought just came in today, and I immediately took it out of the box and tried to charge it, with the micro usb cable it came with, and after 6 hours its only blinking one dot still. Buyer beware, these batteries are either old and refurbished, or just plain junk. I will be sending both back.",$50 paperweight,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AGIKPX3BXEV7XH2JNQKGKSUP4QAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,5.0 out of 5 stars,It changed my life!!! Always counting on it and it lasts me days!!! The only problem is it takes long to charge it but all in all it’s worth it! Got 2 already!,The best,Color: BlackVerified Purchase,,,,
Tzviah,/gp/profile/amzn1.account.AFC4VZEQNBQHG2DFAQCULMXBEF2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,5.0 out of 5 stars,"This thing has saved my life, many times over. I feel like I've never recharged it, and it just keeps feeding my phone. It charges FAST, too. Just a warning, though: It's heavy (which makes sense, considering all the juice it's holding), but I don't care in the slightest.",I feel like I've never recharged it,Color: BlackVerified Purchase,,,,
Erin Bybee,/gp/profile/amzn1.account.AG5YEZSRWHPJDNYUBFZLV7U45A5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,4.0 out of 5 stars,"It charged my phone about 6 times right out of the box (I wanted to let it die once before charging it) and I'm sure it will charge more once it is fully charged. It charges fairly quickly, I can get an almost dead Galaxy s5 to fully charged in about an hour and a half while I'm still using the phone. I gave it 4 stars because to charge fully from dead took at least 24 hours, a little longer than I expected, but it is understandable since it holds so much power. Overall I would recommend this product.",Overall I would recommend this product,Color: BlackVerified Purchase,,,,
K. Stone,/gp/profile/amzn1.account.AFPMRNC6QHMYYNLN2K5DECYRUP5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,5.0 out of 5 stars,"Best battery I've ever owned. A real beast! I've taken this on weekend long cabin trips with heavy game/GPS use and barely used half of the charge. It's a bit large but who cares if you're camping? Ideal for my backpack but it actually does fit in my front jeans pocket as well, as long as nothing else is in there. 10 out of 5 stars. Cannot recommend enough!",This thing is a beast!,Color: BlackVerified Purchase,,,,
Dr. G,/gp/profile/amzn1.account.AGFRTSKJV32N3S5IZL2YXB6NBDSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,1.0 out of 5 stars,Charged iPhone X from 37% to 100% and iPad 2 from dead to 60% and needs a recharge. I’m sorry but this is WAY overhyped that is not that much charge power,Def doesn’t have the charge capacity advertised,Color: BlackVerified Purchase,,,,
cs,/gp/profile/amzn1.account.AGL7W7N54MG2UK7TGTX6FCFE2J7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,5.0 out of 5 stars,"Sleek, well built and comes with a stretchy cover. Fits nicely into my purse. I am happy with it, bit it doesn’t transfer the charge as quickly as others I have had. Took over 2 hours to charge my iPhone. The Ankar unit does hold the charge though and is reliable.",Fits nicely into my purse,Color: BlackVerified Purchase,,,,
Mechanic Jay,/gp/profile/amzn1.account.AHHPAMHC2KZXEJRN2NNUMEFUFUJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,5.0 out of 5 stars,"...this thing is a beast of a charger.  Its larger and heavier, so carrying it in pocket is kinda bulky, but, charge this thing once, and you can go for a few days. It ran my iPhone6S+ for 6 days before i had to recharge it.  Great build quality, very sturdy.",Beast Power,Color: BlackVerified Purchase,One person found this helpful,,,
Weldon L Johnson X,/gp/profile/amzn1.account.AE23MCEOXKXMGMPHJPXHANGYXCXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 13, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,5.0 out of 5 stars,Nothing but good things! I got this for a gift for a fellow Teamster. She loves it and I feel good about the the power bank prechage!,Great product 👍,Color: BlackVerified Purchase,,,,
MRILK,/gp/profile/amzn1.account.AEZNFLPB7DJJPMCEMWIEU3RNHQJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 13, 2019",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_181?ie=UTF8&pageNumber=181&reviewerType=all_reviews,1.0 out of 5 stars,Bought it last October was working FINE till last month it completely stopped recharging . Was expecting it to last at least a year . Very disappointed,After 8 month of use the power bank stopped recharging,Color: BlackVerified Purchase,,,,
Jeff Z.,/gp/profile/amzn1.account.AEGXZMOBTHSHY7454ZJIPUKJWZEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 25, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,5.0 out of 5 stars,"Perfect charger.  Larger than most and a little heavy but you can literally charge up SO many devices.  I have charged up phones right and left...  after several devices were ready to go, the power level went down by 1.  Game on!",Perfect charger. Larger than most and a little heavy ...,Color: BlackVerified Purchase,,,,
Brittany Masetta,/gp/profile/amzn1.account.AEH7EZFWDZDZ6ZYCDAGFRGLBVVIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,4.0 out of 5 stars,"This anker charger was great for charging our phones while traveling abroad with unreliable access to regular power outlets. However, when it comes to charging back up the charger itself, I’ve had it plugged in charging for almost 48 hours and it was only 50% charged (2 out of 4 blue lights blinking). I don’t think it’s supposed to take that long to charge only to halfway. Has anyone else had this experience?I’m looking into different portable chargers.",Charger isn’t fully charging,Color: BlackVerified Purchase,,,,
Fool79,/gp/profile/amzn1.account.AF7QXCVZ6TQ22NCGU5H6D6NXVX5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 24, 2020",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,3.0 out of 5 stars,"Takes forever to charge up itself, and then doesn't last long charging your stuff. It works ok and does have two USB outputs which is nice, but for the price I expected better.","Works, just not very good",Color: BlackVerified Purchase,,,,
JON,/gp/profile/amzn1.account.AGB4JTUXYO2ML5UIVNF7YWY5QAIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,5.0 out of 5 stars,One of the first products I’ve given 5 stars too. After I’ve a year it’s going strong and has more than enough juice for my headphones(Bose qc35) phone (iphone7+) and a few other things. Traveled up and down the coast with me and hasn’t failed,One of the first products I’ve given 5 stars too ...,Color: WhiteVerified Purchase,,,,
Kyle A. Munz,/gp/profile/amzn1.account.AEOKQXUVQSGJREPYORLATDZH6J3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,5.0 out of 5 stars,"Pretty hefty and solid but packs a ton of MAHs. Keeps my phone recharged several days in a row which is perfect for camping, sailing, power outages, etc. I also have to say I've had EXCELLENT customer service experiences with Anker in the past and never hesitate to buy their products.",Solid and dependable.,Color: BlackVerified Purchase,,,,
Luke,/gp/profile/amzn1.account.AGO5NVDHFS442UDOHYSSJPZQ4UNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,4.0 out of 5 stars,"Thisnis a pretty massive battery pack, so I guess charging is likely to take a while, but I didn't expect my Samsung fast charger to take all day to charge it.",Takes a long time to charge,Color: BlackVerified Purchase,,,,
Steve Parks,/gp/profile/amzn1.account.AHFDZU6JIQTLJDNDIBA26XSMXSBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,4.0 out of 5 stars,"I haven't had this product long enough to give it 5 stars, but I have had an Anker battery before that fit my phone and it outlasted the phone.  I handed it down to my grandson and he continued using it for over a year, bragging about how he always had battery left when his friends didn't.  Based on that experience, I ordered this from the same company and I have been very pleased with the performance. This charger charges my phone twice as fast as does the regular wall outlet.  Not only is the product a good one, the customer support is superb!  I highly recommend this charger.",I ordered this from the same company and I have been very pleased with the performance,Color: BlackVerified Purchase,,,,
JDh,/gp/profile/amzn1.account.AGQDQPZADCKZASRXLU7KXXHSGG4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,5.0 out of 5 stars,Great product! Holds charges very well and exceeds all my expectations. This charger comes with a pouch so that I take it with me or keep it in my car very conveniently. The only negative would be that I wish it came with a longer cable! Would absolutely buy this charger again.,Great charger! Works very well!,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AFWO3VRPNCDO4W2G5H3Y73CF2HTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,5.0 out of 5 stars,"This portable charger is a beast! I purchased this to take on a trip to Disney World, since I knew that I would want to be taking pictures all day long. I was able to charge one iPhone 6s and one iPhone 7s three times each (both below 10% charge each time) before needing to recharge this portable charger. This has quickly become my ""go-to"" charger and would highly recommend it to anyone considering an upgrade with their portable chargers.","This has quickly become my ""go-to"" charger and would highly recommend it to anyone considering an upgrade with their portable ...",Color: BlackVerified Purchase,,,,
EggyD,/gp/profile/amzn1.account.AHTSR5S7A3PDNY3ALWINGHSPLLWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 14, 2020",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews,1.0 out of 5 stars,Don’t buy. These things break. Although I will say the company was great and sent a replacement immediately when my original one stopped working. Unfortunately the replacement one also stopped working after just a couple uses.,Don’t buy.  These break.,Color: BlackVerified Purchase,One person found this helpful,,,
Kat,/gp/profile/amzn1.account.AFCRU7GAWGNQBGULZEMVJEPLWCLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2016",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this for a trip to Europe to use on certain flights.  This thing is a BEAST!!! It charges  numerous items quickly and and still had tons of power.  I ended carrying it in my purse and plugging in my phone on long days walking around Italy.  It is a bit heavy, BUT if you want the power this is the item you want.  It's not very big.So glad I bought this!This would be a great present!",Best Amazon buy EVER!!!,Color: BlackVerified Purchase,,,,
MedUSA,/gp/profile/amzn1.account.AHMCFX2BELZ5M2UJVBLDPMN6H57A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,I used to constantly worry about my phone dying while out & about but I am thrilled with this great product. Fits nicely in purse but it is a bit heavy.,Great Quality Product,Verified Purchase,,,,
Monte,/gp/profile/amzn1.account.AE6L3V54WWZK7VOTBTYZ22MBUCFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,"Great decision to buy.  I can charge multiple items at once (iPhone and Earbuds).  The charger power can lasts a week, depending how much you use it.  Used it on a recent Disney trip, my phone was fully charged the entire time in the park.Con: If you drain the battery, it will take a long time to fully charge again.  Also, use certified apple cables, does not work with the cheap knockoffs.Awesome buy.  Highly recommend.  I didn't think I needed a charger like this before, now I use it everyday to keep my products fully charged.",Great Product for your portable charging needs,Color: BlackVerified Purchase,,,,
Taylar M.,/gp/profile/amzn1.account.AHTVDLZNL7N4B225BAF6PJI3NHMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,"This thing is great! It takes a really long time to charge up, but I just plug it in overnight. It lasts for quite a few charges (like a solid 6-7 charges I'd say!) Totally worth it.",Packs a punch,Color: BlackVerified Purchase,,,,
Ryo,/gp/profile/amzn1.account.AHWL4LTBO6KUKJYEURUN2RMUDUGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2020",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,Great charger. Using it with a USB light at night and it can run for hours on it.,Great charger. Using it with a USB light at night and it can run for hours on it.,Color: BlackVerified Purchase,,,,
NNNN,/gp/profile/amzn1.account.AHTETRIF5BJ66JRZKEGR4XVRBPXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,Very happy with this product. Definitely recommend this. It holds its own charge and charges vape pens to computers,Great product,Color: BlackVerified Purchase,,,,
Spyderryder,/gp/profile/amzn1.account.AERLNPTKZMU4PJLWGSELYQVLZVYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2015",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,"I bought two of these charging batteries. They are awesome! Keep this in mind this charger is only as good as the charging cable that is used with it! A lot of cables will only charge at 300 ma, while others will charge your smart phone at nearly 2000 ma! So if ya get this charger, and it takes a long time to charge, its not the charger, its likely the cable that you are using.These things are awesome!",Great portable charger ! Just cant say enough good!,Color: BlackVerified Purchase,,,,
AmazonATL,/gp/profile/amzn1.account.AFE44C42ATBFPLJ24NFGJ525NWSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,"This is my new must have for any business traveler.  Having this in my work bag allows me to charge on the go and know that I don't have to search all over airports for power outlets.  Being that it has 2 ports, you can even make friends by offering to share your power with all the juice in this battery it'll charge up a cell phone 6-7 times before recharging. My coworker shared his with me and I went out and bought one after using his.",This is my new must have for any business traveler ...,Color: BlackVerified Purchase,,,,
Amazon Customer,/gp/profile/amzn1.account.AEMIVLNS5S3Y53QN3QUPYCUC444Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,"It'll get you about 4-5 iPhone charges without needing to be charged. Definitely worth it when traveling or being unable to access an outlet easily in airports, coffee shops, etc.",Power Up,Color: BlackVerified Purchase,One person found this helpful,,,
Rishabh,/gp/profile/amzn1.account.AGEKX3OWHT4NJGQCTLVZFDRDCVVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 15, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&pageNumber=183&reviewerType=all_reviews,5.0 out of 5 stars,"Great power capacity. Charges iPhone 7 almost 6-7 times. Charging is pretty fast too (takes ~ 1.5 hrs to fully charge iPhone 7). Not very bulky/heavy, easily portable. I always just keep it in my backpack to be tension-free about phone’s battery dying. It takes 8-10 hours to charge, so I typically charge it once a week in the night, and then it’s good to go again. I’d definitely recommend buying this product.","It’s great, just go for it",Color: BlackVerified Purchase,,,,
Nathan Parr,/gp/profile/amzn1.account.AEG4HTWMAFOBWPPQC4JAK3FZLUKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great product, feels strong and well built.  It takes a little while to charge, but its because of it being such a large battery pack.  I get about 4 good charges on my Iphone 7 Plus.  This is my 3rd or 4th ANKER product and so far I have not been disappointed.","Great Product, So far so good....",Verified Purchase,,,,
Jen,/gp/profile/amzn1.account.AEI2X2BHWNTIBERTBRJI7HWNAUIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2018",1,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,1.0 out of 5 stars,"I’ve owned this product for less than 6-weeks and it no longer/barely takes a charge. I’ve had it plugged in for 24-hrs and only the second light is blinking. I hope someone will contact me to send a replacement.Otherwise, when the product was working, it was great!",Can’t charge the unit,Color: BlackVerified Purchase,,,,
Matthew Bertrand,/gp/profile/amzn1.account.AE2YV7G3P3O2CVKVJDPM3UG4IMJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 12, 2019",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,There is nothing I dont like about this product. This is the fourth one I've purchased (2 were for friends). It holds its charge excellently and lasts for several days with intermittent use when I travel overseas.  I love the slim profile because there is very little footprint in my travel bag. I also keep one in my house in the event of a power outage.,Long lasting charge,Color: BlackVerified Purchase,,,,
Jacob Perrault,/gp/profile/amzn1.account.AGGNBWZSQBEZVUMPPJ3JEBV6TJFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,The PowerCore came in handy on my four-day camping trip. Never had to worry about my phone not having enough battery power (have a Blackberry Keyone). Charged it three times (charged it when it was 33% power) with my phone and an iPhone 6 twice with some power still left. Great device.,Worth it,Color: BlackVerified Purchase,,,,
Ben TenBroek,/gp/profile/amzn1.account.AEYBYX37OEMJOLV52X746RGDGLOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2017",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,"This power block gets 5/5 stars from me. First of all, It works very well and I'm able to get maybe 7 or 8 charges on my iPhone 6 out of it. Second of all it doesn't take very long to charge back up. I leave it plugged in over night and it will be charged almost all the way if it wasn't fully drained the night before. If it was it takes a little longer but the charge time is still very fast. Third of all is the carrying mesh bag it comes in. It will protect it from scratches and other things of that nature. One of the downsides is that the knot on the drawstring holder came undone very easily so I had to re-tie that myself. Pair with an Anker charging cord for the fastest charge of your phone you will probably ever see.",This power bank works wonders,Color: BlackVerified Purchase,,,,
Erin,/gp/profile/amzn1.account.AFUHYYL7T2ATLQBBPIEJZRWGOM4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 1, 2020",0,1,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,Absolutely love my Anker battery!!! Had a recent issue with one no longer charging and I reached out to the company and was issued a replacement within one week.  They even followed up to make sure that the replacement was working properly.  Highly recommend this company and would purchase from them again hands down.,Love my Anker!!,Color: BlackVerified Purchase,,,,
ooko,/gp/profile/amzn1.account.AFMILVISCL7BXKRK2OGKD5DKPAQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 31, 2018",0,0,https://www.amazon.com/Portable-Charger-Anker-PowerCore-20100mAh/product-reviews/B00X5RV14Y/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&pageNumber=184&reviewerType=all_reviews,5.0 out of 5 stars,"Bought this mainly for a trip to Korea, but love it so much that I pretty much take it everywhere I go now. Must have item. A full charge of this can charge my s7 about 4 or 5 times.",A must have,Color: WhiteVerified Purchase,One person found this helpful,,,
