author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Hank Hancock,amzn1.account.AHAHS2FCGUDLCZ4XHBLYGL2CC3EA/,"Reviewed in the United States on January 28, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"My original intent when I purchased this Chapin 20000, 1 Gallon Lawn, Garden and Multi-Purpose Sprayer was to apply a fungicide under my cabin crawl space. It did a great job. I like that the nozzle is adjustable from a wide circular spray pattern to a narrow stream that, depending on how much you pump up the tank, can easily reach 15 to 20 ft. For the price, this is a great little sprayer. I'll certainly find more uses for it in the garden.",A great little sprayer for the price.,Size: 1 PackVerified Purchase,,
Jbug,amzn1.account.AFD3Y3ATRFNV75ZKMXZXDWM4WY6A/,"Reviewed in the United States on September 30, 2019",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"This is by far the best pressurized sprayer I have ever had! I am now in the process of buying another one, my 5th.  Onee has weed killer, one forhardwood cleaning solution, one for bug spray, one for my memade deer off hosta solution.  It truly does spray in a mist formation, not a straight spray like many of them do.  The makers of miracle gro and ortho products will all try to get you to spend 3 or 4 times this much to buy their product, their name brand, and they don't work!",Best pressurized sprayer I've ever used!  Buying #5 today,Size: 1 PackVerified Purchase,,
Kindle Customer,amzn1.account.AGONCLJRZCH7PBZVWTNXHXMK66TQ/,"Reviewed in the United States on June 10, 2017",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,3.0 out of 5 stars,"Good value for the money, but could be much better.  It requires the pump to be threaded on very tightly, and the only ""handle"" available on the bottle to help unthread it is the hose fitting.  Does not bode well for longevity as I fully expect a leak in that location to be what does this thing in.  The spray pattern leaves a lot to be desired.  If you want a stream great.  If you want an even mist, too bad.  Best I could adjust it to was an uneven splattering.  All that said, it does what I needed it to and has worked three times so far.  If the price is still as low as I paid and you only need it for occasional light duty use then go for it.","Works, but could be better",Size: 1 PackVerified Purchase,One person found this helpful,
robyn m,amzn1.account.AGITQPMIHR4KTJTKCME7D6BODPQA/,"Reviewed in the United States on July 28, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,Super  easy  to  assemble and  use.  This  really  saves  your  hand  getting  tired  from  using  hand  held  a  bottle  sprayer.  Made  quick  work  going  through  the  whole  garden  (white flies  are  crazy  this  year!)  With  suffient  pumps/pressure... it  give  a  nice  hard  spray  to  knock  off  bugs  as  well.  I  have  used  BT  and  Compost  Tea  through  it..  LOVE  it.,I  should  have  bought  this  years  ago.  GREAT  Sprayer,Size: 1 PackVerified Purchase,,
Anita,amzn1.account.AHIZVRTJADXKKYYPFROUD4INGHOA/,"Reviewed in the United States on October 13, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,"Looked at the instructions for putting the tubing on and decided it was too complicated.  Was going to send it back, but decided to just use common sense to put it together.  It worked and was very easy. Works quite well for the price.No problems with it spraying.  Has a long spray trajectory which helps when spraying an area that you don't want to walk on.",Good sprayer for the price,Size: 1 PackVerified Purchase,,
Tyler,amzn1.account.AHQUO2NY6RRXCSKGIPNRRJ7ZTBRQ/,"Reviewed in the United States on June 9, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,"The handle broke the third time I tightened it, on the very first day I went to use the item. If you don't tighten the handle enough, it leaks pressure. If you tighten it too much, it will break. Both of those scenarios are very reasonable and should be expected of any sprayer, but the issue with this sprayer is that the line between them is so thin it's very difficult to get the sprayer tight enough without breaking it. If they included something better than thin plastic tabs on the pump handle that are used to tighten it, it wouldn't break so easily.","Handle broke on first use session, third time I tightened it",Size: 1 PackVerified Purchase,,
JRS,amzn1.account.AHGPDXCRUQVDEWELCLPJPIS2VCNQ/,"Reviewed in the United States on April 9, 2021",1,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,"I used it once, worked fine, but later on found it has leaked on my garage floor.  The weed killer (organic) was all over my clothes, too. I smelled like vinegar. Maybe I applied too much pressure? I don't know.  No way to tell.  I expected it to be more durable. I would pass if you are considering buying this.","One use, and it  leaked",Size: 1 PackVerified Purchase,,
Mitch,amzn1.account.AFMRXH3MV2KREPRUCLCZZL454IMA/,"Reviewed in the United States on November 29, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"This is probably the best sprayer I've ever owned at this price point. As long as it lasts more than one season (like many of the cheap ones), I'll consider this a great value.My only complaint is that the wand is a little on the short side.  I may check with  the manufacturer to see if they make a longer one that will fit this model.",Very good sprayer at great price.,Size: 1 PackVerified Purchase,,
HempzFan2020,amzn1.account.AFBGTWBY5IEVFNRUKR2GTZSW2BLQ/,"Reviewed in the United States on April 5, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"Installation was hard because the piece came in all locked and had to be put together.  Anyways the product works very well, strong and long spray.  The bad part is, the one gallon model, has no locking trigger, and hands will get very tired quickly from having to squeeze that handle, it has a very strong spring and takes lots of force to spray, will have to figure out how to rig it so that it locks and auto sprays.",Very nice,Size: 1 PackVerified Purchase,,
Yvonne Girton,amzn1.account.AEITVZPPJRQ5F4KFVNXHTG6YNSVA/,"Reviewed in the United States on March 25, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"Use this with weed and grass killer. I buy in bulk and then mix with water according to the directions. This makes it very easy. One gallon does my entire yard. Helps save money buying just smaller sprays with one application. Purchased this with the concentrated weed killer and lasts all year. Would recommend for bug spray or week killer. Just pump and spray, couldn't be easier. The nozzle can be adjusted to a stream or a spray.",works great to kill weeds and grass,Size: 1 PackVerified Purchase,,
Barba,amzn1.account.AEJP2HACRR7KRHETYWFQVS6HZ2YQ/,"Reviewed in the United States on June 21, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"I've purchased (4) 1 gallon sprayers in the past year. One from Orchard which I took back. Two from Home Depot and this Chapin 20000 which I love. The only negative on this particular sprayer is that it lacks a release valve. So, if you are using pesticide or chemicals you would need to be very careful when removing the top. I use neem oil and other organic solutions so this is not a problem for me. This is one of the best sprayers that I have. LOVE IT.",LOVE IT!,Size: 1 PackVerified Purchase,9 people found this helpful,
Maggie,amzn1.account.AEXECPHIPRNSKLKPGHJF4YNB6LFA/,"Reviewed in the United States on February 5, 2018",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,"When I received the package, I was under the impression that everything would be in the box that I needed to use it.  The product states that ""Includes a 12-inch wand, 28-inch reinforced hose, adjustable nozzle and comfortable spray handle.""  However, when I opened the package, the only thing that was in the box was the tank.  What good is a tank without the hose and spray handle???  Spoke with Corrinda from Chapin and she was wonderful and very helpful.  They are sending out the nozzle and handle immediately.  Seems like a good company and I will update as I get the rest of the product.",MISSING PARTS,Size: 1 PackVerified Purchase,One person found this helpful,
Gordon Bauman,amzn1.account.AGKVCFLKYIVTLX4MZJMRQY2AOEJA/,"Reviewed in the United States on September 1, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"It worked very well in conjunction with Talstar Pro Termiticide Insecticide. If you are looking for very low flow rates without going to a very fine wide angle spray be sure not to over pump the pressurization handle.  I found the opposite to be helpful when spraying hard to reach higher areas of my house.  If you increase the pressure and open the nozzle you will get a nice tight stream that will reach the higher areas.  I sprayed the ground under our orange tree using a wide angle spray (accomplished by tightening the nozzle) and knocked down a ton of mosquitoes.  If you are looking for pest control on a budget this sprayer plus pest control concentrate will save you money on the very first use, every use after that just adds to your savings.",It worked very well,Size: 1 PackVerified Purchase,One person found this helpful,
Nuke,amzn1.account.AFSE6DICP5O6BVXHOK6DEWCC7OEQ/,"Reviewed in the United States on July 25, 2018",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,"I used this to spray some pesticide I bought from DoMyOwn.com.  This sprayer is the exact one offered on their website but for half the cost, so I was able to get 2 for the price of one (and I can keep the chemicals separated).  It was easy to put together and the spray nozzle gave a very even spray distribution in a cone shape.  For the price, this is an excellent product.  The only thing I was a little unhappy with was the overly cheap feel of the spray handle and the complete lack of depressurization valve.  I got a decent spray of chemicals on my clothes and arm trying to depressurize the tank per the instructions.",Great sprayer for the money.,Size: 1 PackVerified Purchase,,
Patrick Peartree,amzn1.account.AEFRXDUDJDKZ4JXAXJMWEE5YGDZQ/,"Reviewed in the United States on May 12, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This is my second one...lost the original in a split up so, I've re-upped for another and it's great. Oh, when it's full at a gallon, don't pump more than about 5-6 strokes.  After that, the lower the fluid volume, the more strokes it takes to properly pressurize...",Just the right ticket for my .35 acre,Size: 1 PackVerified Purchase,One person found this helpful,
robert cook,amzn1.account.AFHXUTH4WNO7SIWAVUN4CGBEKBIQ/,"Reviewed in the United States on August 16, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,It works well and is well worth it if you get it on sale. I am not sure of how long it will last I got it just for one project really. A battle against Lanternflies. The instructions imply that it comes with more than it actually comes with possibly an instruction booklet for several models etc. It will stream app an additional 12+ feet and pumping once lasts a long time.,Very Happy,Size: 1 PackVerified Purchase,,
Michael A  (Mike) Stark,amzn1.account.AHHEV6DT2JZY7EXZF7F276IHBHHQ/,"Reviewed in the United States on May 17, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,This is like the fifth one of these I’ve bought from different places I hope this won’t last longer than a few months the other ones were junk so far this one is working great 1 gallon sometimes you need more but most of the time 1 gallon well they’re easy to use even easy to maneuver I like it,So far so good I like it,Size: 1 PackVerified Purchase,,
superbeau,amzn1.account.AHE5TLDFJ3BHFPZ72ZMPHM5XX3CA/,"Reviewed in the United States on October 9, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this so I could more easily water plants in my apartment. Some of them are on high window sills and hanging, so the wand on this helps me reach them without a ladder. I just broke off the little piece at the end of the wand to ""convert"" it from spray to stream. It doesn't take much pressure to get a slow stream of water, and that's all I need.",Good for watering plants in my apartment,Size: 1 PackVerified Purchase,,
Ryan,amzn1.account.AG7OQD4XQ6UJDQSANEKWIOD2Q6DA/,"Reviewed in the United States on March 18, 2015",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I use this sprayer for my frog vivariums. The adjustable nozzle is perfect for the various watering needs of the different plants in the vivarium. I have been using it for around one year now, with no sign of wear. Just unscrew the black handle and remove the pump. Fill up the bottle and screw the top back on. Pump the mechanism until you feel resistance and you are good to go. When fully pumped, you should get a continuous spray for around 20-30 seconds, depending on the amount of water you have coming out. Just pump again and you are good to go.When not in use, I recommend unscrewing the top and emptying out the contents in order to avoid any mold or smells. Lastly, do not attempt to unscrew the top if you have just pumped it. You will get a strong spray of fluid upwards, which could get in your face and eyes. Make sure to depressurize the system by squeezing the handle until the fluid is released.",Perfect for vivariums,Size: 1 PackVerified Purchase,One person found this helpful,
SFO Bro,amzn1.account.AG553FIC5FRESFQHQZ5H6NCTPQPA/,"Reviewed in the United States on June 14, 2015",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"Overall and so far 6/14/15, this is performing like I would expect.  I use it indoors andthe spray head seems to be just what I need.  I'm not sure if I didn't have the lid tight, butit appeared to have lost most of the pressure a couple of weeks ago.  Since then it hasn't been aproblem, so that's likely the issue.  I love pieces that are Made in USA, but I still don't have myhopes up for this lasting more than a season or two.  By that I mean quarters because I havefresh produce year round.  Hopefully I'll be proven wrong.  So far it is exactly what I wanted, andperforms at least as well as I expected, so it's a good sprayer.FOLLOW UP 7/29/15:  Loses pressure every night, Ive adjusted, tightened, yada yada....Not impressed with that at all.  I'm standing by buying USA products though.The last sprayer that I had was made in China and broke within a week, and it was the same price.So I'm ALL good with this one.",So far so good.  Nice little 1 gallon sprayer.,Size: 1 PackVerified Purchase,,
Kevin,amzn1.account.AGXXFRGN6UMDZ4IXIITSTV7RQHCA/,"Reviewed in the United States on December 12, 2015",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"Purchased this to apply a high concentrate weed killer and pest killer with water and spray around my house.  Used it several times and worked great.  The container itself is thicker plastic than I expected (which is awesome) making it more durable than I thought.  Make sure the ""O"" ring is in place and makes a good seal.  It had a small bead leak but after a few time using the pump I feel it settled in and tightened it down just a bit more and no more air leak.  I would get the 2 gallon pump if you have a normal sized house that way you don't have to fill this up as much, but overall i'm going to purchase the 2 gallon pump from this company since the price and quality are the best you can get, there's a reason it has such high rating.",Better quality than I thought (built solid),Size: 1 PackVerified Purchase,2 people found this helpful,
J. Hutchison,amzn1.account.AH32BDESO46X2E5BPUBH6Y2HK5NQ/,"Reviewed in the United States on April 12, 2011",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"Quick review:+Cheap+Does the job (for the most part)-Trigger handle keeps failing - popping offFull review:I'll start with the good.  It sprays properly, and the construction of the tank seems to be very sturdy.  Compared to other sprayers, this one was very inexpensive.  It's pretty straightforward and easy to use.Now, the bad.  Every single thing is made of plastic.  This is fine of course, except for the ""shut off handle"" a.k.a. sprayer handle a.k.a. the trigger.  It's basically a plastic lever that needs to use a fairly large amount of force to pull the plunger upwards, causing the spray.  Apparently nobody told the designers that plastic bends with force, and therefore the little ""forks"" slip off the plunger very easily.Since this was the first time I used it, I sent a message to customer service on the company's website asking if there was a fix or replacement for the one part.  I have yet to hear anything back at all.EDIT: They were slow, but did finally get a response.  They are sending a replacement.  I'm adjusting the rating up a star because of this.To fix the problem, I brushed the plastic in a thin layer of JB weld.  Now, it doesn't slip off.Since most of the other reviews are positive and don't have this problem, I'm thinking it may be a certain batch with weaker plastic or something of that nature.  So, good luck with yours.","Cheap, but cheap.",Size: 1 PackVerified Purchase,2 people found this helpful,
Mitch,amzn1.account.AGUYHS2FKEMQ7MNIW6HIJG5HBOIA/,"Reviewed in the United States on April 12, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"for$13 how in the world can you complain?  i have a skid mount 100 gallon sprayer, i have 4 gallon pack pack sprayers.  this little thing, its a toy.  but it works great.  i need it to water plants in the basement and the house and i hate carrying watering cans.  sweet deal.  it works, bottom line.",its a baby!,Size: 1 PackVerified Purchase,,
Mommy2_1,amzn1.account.AGZ4OME3ETMQTC5FLQODIQL5SMXQ/,"Reviewed in the United States on July 6, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I don't know why I did not invest in this 3 years ago when I became a heavy gardener!!!!??? I kept buying the bottles of organic spray, would last me less than a week and I was out! I don't know how much money I was throwing away. The rain would come and I found myself spraying again. Plus my hand would cramp up from using the spray bottles. This is just the right size to carry around with you. You can make your own solutions or you can buy extracts and add water. Easy to pump, easy to spray. Sprays gently on my plants and lasts a long time! This will come in handy for many years. Of coarse hoping it hold up. I do believe it will though as it is made pretty nicely and does not appear to be made cheap. I have fallen in love with this thing! Easy to use for just watering smaller plants with just water as well. Easy to store and easy to clean!",Why didn't I think of this before!?,Size: 1 PackVerified Purchase,,
nqvu,amzn1.account.AE3MQHKL4H3EISPWR2PPU36KP3WQ/,"Reviewed in the United States on April 9, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"If I can give this a zero star, I would. This thing just would not pump up.  I checked all the place (connections) where air could escape and I cannot find any leak.  It does not matter how much I pump, I could not build up much pressure (can hardly feel any resistance).  Consequently, I cannot get any content to spray out.  I waited too long to begin using this and the return window has closed.",It does NOT work,Size: 1 PackVerified Purchase,,
Gail in TN,amzn1.account.AGQKRIRKBIVURMPGJU54HLKFQV2A/,"Reviewed in the United States on June 5, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"I bought the one gallon sprayer (I have several Hudson sprayers but like to keep chemical families separate) hoping it would be a cinch to use. Every time I pump to increase pressure (not too much; I'm used to sprayers), and start using the nozzle to spray, the entire spray line pops out. Irritating; cheap. Will be sending back.",The connector hose to tank continually blows out and has to be reinserted.,Size: 1 PackVerified Purchase,,
Las Vegas Engineer,amzn1.account.AH2KTPODKXBNGHDQZL7ZCDRMI3PQ/,"Reviewed in the United States on July 15, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,3.0 out of 5 stars,Does work well but I am very concerned about the durability of the ward. The plastic hand actuator looks not heavy duty and durable. Plus it requires very hard pressing to operate it. Not fully user friendly but ok for the price paid.,Performs as expected,Size: 1 PackVerified Purchase,One person found this helpful,
Kindle Customer,amzn1.account.AGWENKOUX2SRQAV6WKKE3K64OL5A/,"Reviewed in the United States on April 14, 2018",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,I bought this last fall but it sat in the box due to a sudden freeze that killed off the weeds I was after. I opened the box yesterday to go after spring weeds. It kept losing pressure because the nut mechanism that allows you to tighten the hose to the tank has a washer that was sticking out from under the nut. No matter how I tried I couldn't loosen that nut to try and shove the washer into place. Really really frustrated that a brand new sprayer has to be thrown away. My fault for not at least trying it out in the fall.,Problem with this sprayer,Size: 1 PackVerified Purchase,2 people found this helpful,
Buddy Davis,amzn1.account.AHOJGBLJLSIRGOIZY2WT6DI2HRAA/,"Reviewed in the United States on October 20, 2014",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I use this for ""roundup"" on my gravel driveway.  I purchase the small bottles of roundup, for a gallon. I fill it half way with water, pour in the small bottle of roundup, then fill it the rest of the way. What can be easier.The plastic bottle is well constructed and of a thick grade of plastic.You unscrew the air pump to fill it. screw the pump back in and then, well pump. This put sin air pressure to force the liquid through the hose. You do have to pump several times to utilize the entire gallon of liquid. When you are done pumping air into the bottle you push the plunger down and it locks into place to be black handle. Practice with just water the first time. I accidentally unlocked the handle to pump more air into the bottle ""to far"" and it released all the air at once and I sprayed myself with roundup. My fault not the product.The hose and spray wand seems a little on the cheap side. However, it did last an entire year and will be able to use it again next year.",Easy to use,Size: 1 PackVerified Purchase,,
Trish L.,amzn1.account.AGIO4IFPRNPITWFMWGW5P4N27SEA/,"Reviewed in the United States on July 16, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,3.0 out of 5 stars,There are better made garden sprayer out there. It works but something always goes wrong that I have to stop and fix in mid-use. I would pass on this one.,You can do better.,Size: 1 PackVerified Purchase,2 people found this helpful,
"Scott, Gbury CT",amzn1.account.AFWQJ7GOJPSWLNDXNSILOZL3ZKAA/,"Reviewed in the United States on May 22, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,I wish I could give this product 0 stars.  I ordered 2 sprayers. One of the boxes was missing the black spray wand. I filled the remaining container with roundup and it immediately started leaking out of the bottom (unfortunately all over my garage floor). I quickly pulled the other container out and started to fill that. That container also leaked and appeared to have a similar defect as the first container. Once thing that amazes me is both units indicated they were inspected by inspector T-024...so much for the inspection process. I will send both back immediately and look for a better quality unit.,I will send both back immediately and look for a better quality unit,Size: 1 PackVerified Purchase,3 people found this helpful,
Shameka W.,amzn1.account.AELFD3BIVLLR2AIGPTDHOQNSY5EA/,"Reviewed in the United States on February 2, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,2.0 out of 5 stars,"It was easy to assemble but when I tried to use it the sprayer wouldnt even work.  After several attempts I basically decided it was useless junk and to invest in something more expensive and valuable until the following day. I attempted one more try and after using the pump a few times it finally started working HOWEVER, I wont purchase this again nor would I recommend. No release valve either.",Get what you pay for,Size: 1 PackVerified Purchase,One person found this helpful,
D. Cole,amzn1.account.AG3YBY2WBQW45JJ7X5WI5AV4LAFQ/,"Reviewed in the United States on July 10, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"Works very well. Setup was very easy and was using it in minutes. My gripes are small but consider this is a pretty cheap sprayer that works very well overall.My 2 gripes:No handle locking for continues spraying. With that said, a 20 minute run of spraying did not wear out my hand, so the handle is not so resistant that it will tire your hand out quickly. My other gripe is the spray nozzle does not go to as thin of a stream as I would like. If you are wanting to hit into a crack from a distance, its going to hit the sides. Now if you put the nozzle to the crack, then yes it will just go into the crack but I was hoping for a thinner stream to be able to hit a crack at a small distance. For my diy spraying though, this little thing works just fine. I have ran a few gallons through it so far with no issues.",Its cheap and it works!,Size: 1 PackVerified Purchase,,
VickiR,amzn1.account.AFP7AXSEOAL7E2F445K2V5CFQVWQ/,"Reviewed in the United States on June 29, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,30 day warranty/return expired on June 11th.  Purchased on May 7th.  Its June 29th and the valve doesn't open to let product come out.  Took all the pieces apart.  No water or air will go through the valve when I press the lever.  I only use this once every other week or so.  Disappointed.,Worked for 7 weeks,Size: 1 PackVerified Purchase,One person found this helpful,
Everyday Average Normal Guy,amzn1.account.AHGII3C2R45IQRIV3ITQ23OHRWVQ/,"Reviewed in the United States on April 8, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"Its a decent sprayer. But the only way to screw on the pump is by the handle, which uses 2 small knobs of plastic that will shear off, thus rendering the sprayer useless with a cap that has no way of coming off. It's a decent sprayer until you can't use it anymore. Id advise looking for one that doesn't use the pump handle for tightening the lid.",Was OK till it wasnt,Size: 1 PackVerified Purchase,,
BCernus,amzn1.account.AHNG5PEGOTICHKEV5KGSOQQKQNAA/,"Reviewed in the United States on May 17, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,"Followed directions and everything worked. Then I  put in the solution to spray, and I cant get the mechanism to release to pump the pressure in. Yet again another disappointing product. Going to Lowes to buy one as I dont really have another 3 days to wait for a prime delivery. Returning it.",Doesnt work,Size: 1 PackVerified Purchase,,
T. Dibble,amzn1.account.AGCRM5WV7TOOTGAGRRAINJIGSDEQ/,"Reviewed in the United States on June 16, 2019",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,"I'd had larger units which ended up hurting my shoulder.  At 1 gallon in size, I may have to refill more often, but the weight and balance are much better than the large units.  clean up was the same, fill it with soapy water, run for a while and then repeat with clear water.  So far no cross contamination.The only downside is I can't find a way to relieve the pressure.  when using herbicides or pesticides that means there's a little bit of spray when opening the top.",Worked as expected and small enough to carry,Size: 1 PackVerified Purchase,,
