author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Just Me 123,amzn1.account.AH62XXCK5YQ46F2FCNXY6RJEVCAQ/,"Reviewed in the United States on May 22, 2016",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"My husband “just had to” have this Fiskars weeder. I had never even seen such a thing before, but he insisted it would encourage him to work on the weeds that were taking over our yard. We have small children and didn’t want to have to resort to chemicals to get our lawn under control, but the dandelions were taking over. Immediately upon removing the tool from the box, my husband set about grabbing those suckers and plucking them from our yard. He looked like he was having a good time (and now I know the secret to getting him to help is to buy him a new tool). Unfortunately, the weeder broke after about 30 minutes, but Amazon was great about sending a replacement even before we returned this one. Our replacement weeder has gotten a lot of use and has worked without any issues at all.The morning after my husband first used this weeder, I was kind of upset when I saw all the holes in the yard. However, they filled in and were completely indistinguishable by the end of the week. I would recommend this stand-up weeder to anyone wanting to weed their yard without crawling around on hands and knees. Well worth the money.","My husband thinks this is fun, and it gets the work done!",Style: WeederVerified Purchase,2 people found this helpful,
Busy city living Mom,amzn1.account.AGMJCH2HXZJJBFWNCEIZVOLBJH3Q/,"Reviewed in the United States on July 13, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This makes very quick work of getting rid of dandelions.  It is even a little satisfying, especially when you pull up a large one perfectly out the ground.  I have managed to suppress dandelions this season by being vigilant with this tool.  My husband also really likes this gadget and he uses it to transplant grass where the grass is thin in our lawn.  I was worried it would break easily and have been careful to only use it after raining based on the reviews, but seems ok?  I am careful to also store it inside the shed and not leave out overnight.",Great for getting rid of dandelions in yard,Style: WeederVerified Purchase,,
Arles,amzn1.account.AHOKOECWOJB7SKV3BPOSSARIPYUA/,"Reviewed in the United States on May 15, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this weeder two years ago, and thought it was time to give it a review.It has become an essential tool in my gardening arsenal. It's easy to use, ergonomically it's good, and it's pretty sturdy for its light weight. I considered giving it four stars for sturdiness, but considering its light weight, I decided it rated five stars.It arrived at high season for dandelions, and there were plenty in my lawn. I immediately started using it daily until the dandelions stopped blooming. It's fun to root out a weed and then shoot it into the basket. There are some important things to know to use it most effectively. First, you have to position it so the crown of the dandelion plant is centered within the four spikes. It's easier to use when the ground is moist. Sometimes it doesn't pull the weed out -- not sure why, but occasionally it doesn't get a good grip on the root -- and in those cases, I use my handy-dandy Hori knife to pry out the dandelion. It leaves little divots in the lawn. Sometimes I shake the soil back into the hole, sometimes I fill it with compost, sometimes I leave it. Now in its third season, the ejector has become a little sticky and sometimes I have to use my foot to give the pedal a smart rap to eject the weed. It doesn't do well in rocky soil or where there are thick woody roots. I'm okay with all of these things. It does what it is made to do well, and when it gives out, I will immediately replace it.In two years -- three seasons, really -- my dandelion problem has dwindled remarkably. My MO is this: daily, or almost daily, I make the rounds of my lawn and garden beds, looking for dandelions, and rooting them out as I go. Doing it frequently is key because once pollinated, the flowers go to seed quickly. The flowers open throughout the day, so I usually wait until midday or afternoon to do my digging. Now, after two years' vigilance, it's become a pleasant quarter-hour task.It works best on dandelions, but I've also used it successfully on wild onions, plantain, and small dock plants, although those usually require followup with the Hori.If you're looking for a non-chemical method to control dandelions, this does an excellent job.","When this one wears out, I will buy another",Style: WeederVerified Purchase,,
Ashley Timme,amzn1.account.AFRDMOII2ZZWG2MXE2LLEMXNEPRQ/,"Reviewed in the United States on February 25, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"We have a jungle of weeds at the property we are renting. I didn’t want to spend a lot of money making it look nice, as it’s someone else’s yard, but the weeds were out of control. This was an inexpensive way to help get rid of the weed problem! Also it’s so completely satisfying pulling large weeds from the ground. I also have to say if you push the tool at a 90 degree angle (so vertically) into the ground, using your body weight to gently drive it further if you must (don’t stomp on it), and then lean it towards the pedal that sticks out, you really shouldn’t have any issues with this product in my experience. It seems very sturdy to me. I’m not sure if people are treating it like a shovel or not using it on softer ground (it rained a few days ago here) but I feel like when used properly it will not break.",Such a satisfying tool,Style: WeederVerified Purchase,,
NikkisMom1990,amzn1.account.AE7CGAT5HRKVBCVQNW4F5WAG665Q/,"Reviewed in the United States on March 30, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"This tool is so easy to use! I love walking around the yard and pulling weeds out by the root! I feel so accomplished! Haha. This tool will dig deep if you step on the lever, but you dont even have to push it far into the ground if you don’t want a big hole.  I would rather have a hole than a weed, but I have mastered how far to push it into the ground, depending on the type of weed.  I am SO happy that I got this!!  My fingernails don’t get black anymore!!",This tool is GREAT!,Style: WeederVerified Purchase,,
M R DiAngelis,amzn1.account.AF5YMF7WBGYWFZBFF4UY2U5UV3DA/,"Reviewed in the United States on January 27, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I was startled at how easily this product works.  I had spent a month prior to purchasing, sitting on my little garden buddy and taking out dandelions from a new lawn by hand!  It was so tiresome.  I finally had gotten the hang of our to remove with the garden hand tool how to remove MOST of the weeds with their root.  I finally decided to try this Fiskars tool after reading a review on a garden site.  I still cannot believe how easy and effectively this works.  Very, very happy - so's my back!",Works amazingly easy!,Style: WeederVerified Purchase,One person found this helpful,
M. Stern,amzn1.account.AHOIRBR5AIT23OZV2BDO5IORRT4Q/,"Reviewed in the United States on April 20, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"We had the biggest weed season ever in Phoenix this year.  I pulled an entire dumpster full of weeds with this tool and couldn't recommend it more.  Most of the weeds I had to pull were thistles.  They break off at ground level if you try to pull them.  This tool gets around the root and pulls the entire weed including the root.  Yes, it leaves a divot, but that is actually good for your lawn.  The bigger the root, the bigger the divot.  I also used it in the decomposed granite area of our yard and it worked just as well there.  The keep to using this tool is to make sure you are in the center of the plant.  If you are off center, you may have to make a second attempt.  After a while, you can easily find center.  I had no issues with breakage at all, but you shouldn't force the prongs into the ground with any tool.While it doesn't eliminate all bending, this tool is great for getting the whole plant.  I still manually pulled spurge, because the center is hard to find and the root is small, but this did 90% of the weeds I had.",What a great tool!,Style: WeederVerified Purchase,,
M. Thomas,amzn1.account.AFTWUKIAS7OXYGEX56KPOYENIDPA/,"Reviewed in the United States on June 13, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"It took a bit to figure out how best to use this weed puller. It doesn't work on anything with any height but works well on the flat weeds, which is what I got it for. You have to center the claws fairly narrowly to get a good grasp of the weed or it breaks off. We have clay soil, so I don't get a lot of root when the soil is dry. Overall, I am happy with the puller because I don't have to stoop to use it. My husband prefers to use an old claw hammer (the claw end), but he's down on his hands and knees. I believe with softer soil, it would be wonderful.",There is a learning curve,Style: WeederVerified Purchase,,
CTC,amzn1.account.AHLCCENS6QRASVQA6LAMZCUKETYQ/,"Reviewed in the United States on May 19, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Although the price tag on this tool is a bit steep for something in which it's only function is pulling weeds, it performs it's one job pretty effectively. This is my second season using the tool and I've made some definite headway in the battle against weeds. I purchased this tool because my back lawn is infested with wild violets that WON'T DIE! This seems to best solution as it pulls out the entire plant AND root. I would estimate that 90%+ of the violets I pulled out last year did not come back this season. The biggest drawback is that this tool does remove a descent sized chunk of material with it. Like many people have mentioned, this tool is much more effective on damp ground after a good rain. Don't be rough with it and you should at least get a few seasons out of it.",Two seasons and going strong,Style: WeederVerified Purchase,,
Bargain Shopper,amzn1.account.AEYHD2UI52ZGGKIJN2ISUDRQUCJA/,"Reviewed in the United States on February 14, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This product is awesome! Husband borrowed his co-worker's to test it; and it worked so well, I bought one for him. Now he's the ""Weed Remover"" king. In 1 hour my husband filled 3 five gallon buckets of weeds!!!!  It's easy to use, and you don't have to bend down or hunch over (husband is 6' tall). It pulls the weeds and its roots out quickly. Releasal of the weed is quick and easy too. Depending on the type of weed and where it's  located, plus the type of grass you have, some of your sod may be removed. Grass can't  be in compacted soil or clay.  It has to be somewhat soft.",Gets the Job Done,Style: WeederVerified Purchase,,
Michelle,amzn1.account.AHTNQRKVGKSSYWX2V6HZWO7RAYVQ/,"Reviewed in the United States on August 10, 2020",1,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I absolutely love this weeder!  When It arrived, I immediately tested it on weeds in my back, and ended up weeding for an hour -- front and back!  It is not only easy to use, but seems to be very well made.  It came fully assembled also.  Just press, rock back and pull up weeds by the root.  Now, I look forward to using it weekly to keep my garden neat.  Really, I did not know about a stand up weeder, and am glad to know that the first one I chose is likely the last one.  It works very well and I no longer dread this task.",The Garden Tool of 2020,Style: WeederVerified Purchase,,
Elizabeth Emelene Jefferis,amzn1.account.AGL4HXHTOWKO3ZF5F4RYHT2OWLSQ/,"Reviewed in the United States on April 21, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"It's solidly built, nice handle. Would like it to be a bit longer. It requires bending over a lot and by the 40th dandelion, it can be a lot. I'm 5'9"" The process of pulling the weeds out takes some getting used to, but once you get it down and put the open pincers over the very center of the weed, you can typically pull it out. The tap root will sometimes snap, depending upon the hardness of the soil, but it typically gets most of it out. The tool doesn't seem to rust at all. I've had it for a year now.  I have a few tools to remove dandelions. This one is the best.",Actually worked,Style: WeederVerified Purchase,,
Jim Hazel,amzn1.account.AGG7YXTW7QCX7XY4CQCNABBSVBSA/,"Reviewed in the United States on July 23, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"This tool is ideal for pulling deep rooted weeds from lawns (i.e., dandelions).  It is a great improvement on a similar tool that I bought decades ago using a cast iron claw.  This tool grabs the weed on 4 sides and easily pulls them out.  Unfortunately, I was using it in dry, hard soil and pulling woody roots.  That over-taxed the mechanism and forced one of the claws over another, locking it up.  (The two claws are coordinated by one cam riding on the other.  The top cam slipped by the lower one, locking them.) Fortunately, after understanding the situation, I pulled the claws apart and it works fine.  Since the claws have a slight damage from being forced by each other, it happens still when I pull too hard or possibly due to lateral pulls.  Easily corrected each time and it works flawlessly in standard turf.",Only one flaw,Style: WeederVerified Purchase,,
Amazon Customer,amzn1.account.AGCHP5YBXT57CZQLQQDEYXRNC44Q/,"Reviewed in the United States on March 29, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This works great!  It is like a dream come true for me as I am unable to bend down.  Well, I might be able to bend down, but I won’t be able to get back up.  This is simple to use.  I used it on a big thistle first.  I stuck my Fiskars easily into the ground, stepped lightly on the pedal, and up popped that weed with a 7-inch root!  I couldn’t believe my eyes.  Then I used the ejector and shot the weed into my garden cart.  It works best a couple of days after a rain when the ground is moist.  Also, the pedal is sort of fragile, so you shouldn’t stomp on it, just barely press.  The four metal clasps that actually pull out the weeds are very sturdy, however.  If you are like me and have a bad back, you will love this.  I recommend it heartily.",Love this!  I have no back pain when weeding and my neighbors are happier with my weed-free yard.,Style: WeederVerified Purchase,,
Jasen B Hicks,amzn1.account.AEGCMDRF545GBIAPO3HCASWJVFGQ/,"Reviewed in the United States on June 16, 2016",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I opted for the 4-claw model and I'll admit, other reviews are spot on with regard to the build quality.  It feels very light and flimsy for the price and in comparison to other Fiskars products I own.  Mine hasn't broken on me and that might be due in part to the fact that I'm treating it carefully based on reviews I've read.That said, this thing is amazing.  I'd been pulling weeds by hand and had some that were secured very well.  With a sore back I ordered up this gadget and when it came in I went out to test it.  Pulled those nasty ones right up.  It does have limitations as it's not so good on smaller weeds but I can yank those by hand very easily.  This thing excels with the larger patches of very secure weeds.  Only downside is I now have to go around and fill up all the holes in my yard because the roots come out with a hunk of dirt.I was at our local park yesterday and noticed they had some patches growing in their nice grass and I oddly found myself wishing I'd brought the Fiskars as I could take care of those really quick.",this thing is amazing. I'd been pulling weeds by hand and had ...,Style: WeederVerified Purchase,2 people found this helpful,
Dawn,amzn1.account.AGDXPIWW6WVIUAJBAUFGOMSBMFVA/,"Reviewed in the United States on May 4, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"I was looking for a tool to deal with the dandelions, without chemicals. When I found this option, I thought it was a little pricey, but it had over 4000 reviews and still had a 4.5 star rating. Since I have neck, shoulder, and back issues, I decided to give it a shot. I received it a couple of weeks ago and was eager to try it the same day it arrived. I actually had a lot of fun knocking out all the dandelions, prior to their blossoming.  It was quick and easy. It’s been two weeks of rain and now dandelions are in abundance in all my neighbors yards why I only have the handful that I missed. Watching it rip out 6-8 inches of root, was exciting to see because I knew I wouldn’t have to weed, again, for quite some time.",Worth it!,Style: WeederVerified Purchase,,
M Ripka,amzn1.account.AGHJC7MFLLLWXCUL7Y7DOCX5YS4A/,"Reviewed in the United States on June 14, 2020",3,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,2.0 out of 5 stars,"Our yard has *loads* of dandelions in the lawn. I mean, sometimes there is a square foot of lawn that is nearly all dandelions and cat's ear, barely any grass. We bought our house last March, and in August I bought this tool to help with clearing dandelions from the lawn that's closest to the house so we could look out at (mostly) grass instead of weeds. I used the tool extensively in August and September, when it was dry. I took a rest from using this tool for majority of Oct-May. In mid-May, it snapped. I occasionally would check it for rocks or wear and tear, and I didn't notice any indications of stress to the tool. It seemed to me that it broke without notice.All of the above aside, I did love the tool. It works wonderfully and is not painful to my lower back or carpal tunnel which is common when doing yard work. It really does pull dandelions out by the root which is extremely effective in clearing your lawn of dandelions.",Didn't last 10 months,Style: WeederVerified Purchase,,
kendrakw,amzn1.account.AGEVXR4EWJ52F7KZNMW6UYHWCNHA/,"Reviewed in the United States on May 4, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"I’ve been known to sometimes yell “die f@&%#$!!” when the tool pulls out a particularly large weed with a long root. Very rewarding.You just have to be really careful to tip it back toward you along its foot when you go to pull the weed out. Otherwise you can hear the parts straining, and that’s likely how these things break.It can be demoralizing to see the dandelions popping on the other end of the yard I haven’t reached yet, but I’m going to give it a few seasons to see if I can conquer it with chemicals.",Worth it,Style: WeederVerified Purchase,One person found this helpful,
Diane McElhaney,amzn1.account.AFJCQVJPWM6FMVHQFLSCBPMZWHFQ/,"Reviewed in the United States on May 30, 2018",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"This is an amazing weeder - not just for dandelions, but for all kinds of weeds. I received it and couldn't wait to try it out. I must've pulled 50-60 weeds in no time. It's very simple to use and will save your BACK, due to not having to bend over. :) The tool 'grabs' the root, approx 4"" inches deep, including the long roots of the dandelion. You just center the metal spikes over the weed, step on the rigid black 'pedal' so that it's parallel with the ground -- then kinda lean it back toward you, using the black 'pedal' as leverage to pull the weed up. Then 'launch' the weed off of the tool by sliding the mechanism on the handle.I haven't had it long or used it a lot yet, but it does appear to be sturdy and of good quality. Just be sure to clean the blades off when you're done, to keep it working the way it's intended. This gardening tool actually makes pulling weeds fun!",Amazing weeder/gardening tool. Makes pulling weeds fun!,Style: WeederVerified Purchase,,
John W.,amzn1.account.AEVX7LMJRWBOXRFIFFCLAD3Z4XXQ/,"Reviewed in the United States on July 11, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"My chiropractor recommended this item after we talked about working in the garden.  I ordered it and had a chance to try it out recently.  It is enormously helpful to me, because right now I am experiencing sciatica and bending and pulling are very painful.  It worked on big weeds and small ones.  With the small weeds, you have to be creative to avoid the weed falling back to the ground, as the tines don't seem to lock in place after you step on the foot pedal with a small weed in sand.  The next version of this product could benefit from a locking mechanism so that the tines don't release until you are ready.  Otherwise, the design is very good and it is already proving to be a big help in keeping my garden yard weed free.",Big help for arthritic back,Style: WeederVerified Purchase,,
The Wild Olive,amzn1.account.AFAHLDI5UA4E5WOGNJHNIYOL55HA/,"Reviewed in the United States on June 29, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"We have an acre and a half, most of it landscaped (we're idiots, I know) and wow, the weeds are like locusts.  Hubby spends HOURS weeding, so I thought he would like this gizmo.  He loves it!  It does have some plastic ""weak points"" so if you have really hard, clay soil not sure how durable it will be.  Def follow other's tips to wait till soil is wet!  Our soil is very sandy and loamy, almost too soft for this tool.  For us it does well on a deep rooted weed in firmer soil in the lawn.  In the really soft, well-tilled beds it doesn't ""grab"" enough to pull much out.  If the metal prongs actually clamped together it would work better in that situation.  Hope that info helps!",Hubby loves his new toy,Style: WeederVerified Purchase,,
GWR,amzn1.account.AGMTHDQBLJ7C7WTOBO7UCP6SSFWA/,"Reviewed in the United States on May 3, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,"This Fiskars weed puller is a great garden/lawn tool. Works well in loose soils or semi-wet soils if soil has clay.Pros: Lightweight, weed ejection works really well, ergonomic handle is comfortable, no deep bending over or getting down on the ground, and the four prongs really grip the weed roots.Cons: to much plastic, prongs could be another 2” longer for tap roots that can get up to 8” long, absolutely does not work in rock/gravel, does leave a bit of a divot that needs filling, to much plastic and to much plastic.",This is a must have tool for weeds with tap roots,Style: WeederVerified Purchase,,
Rian,amzn1.account.AHSAHOV63FDIQSS6CZ5MBD45NENA/,"Reviewed in the United States on August 10, 2020",1,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"This puppy works. If used correctly* it will consistently pull out weeds with a long root attached. It took a second for me to get the hang of it, but it’s easy to use once you practice (or read the instructions....) battling with my new yard that has approximately 1 million weeds and this guy does wonders on thistle (why I bought it).Could you pull weeds by hand, yes! But I find this tool makes it much easier in your back and is more than defective at getting them by the root.I pulled this weed (pictured) and literally yelled. It was that cool to pull weeds.",Works!,Style: WeederVerified Purchase,,
Amazon Customer,amzn1.account.AGTBNPCAB6KNOVSGTC777CTABGIQ/,"Reviewed in the United States on June 18, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"So far I absolutely love this product!  I get excited when it rains now because I get to go out and use my new weeder!! I use chemicals as sparingly as possible on my property and this is a great solution for clearing the invaders of the yard that creep over from my negligent neighbors lawn!  On occasion I will run across a very large weed that I have to clear twice with my fiskars weapon, but I have had great success with this product.  I reseed the areas after I clear them and my lawn is looking better....a year later and I still love this tool.  I have put it to much use! And I even love the holes it makes which are perfect for reseeding with some compost/peat mix!  Use with wet soil and you will not be disappointed!","Awesome!  It works, fun to use, and safe for the environment!",Style: WeederVerified Purchase,,
Teresa Thornburgh,amzn1.account.AFZ2QFTWDBPOA2KHR6HEVLDTZFZA/,"Reviewed in the United States on August 31, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,"Listen. This tool is the best! You spy a weed. 👀 Place this tool squarely over it, step on the little bar which plunges it straight into the little black heart of said weed. Pull the handle toward you and hear the satisfying r-r-riiippp of the roots and that sucker is out! The tool then grips that little sucker until you've angled it over your greens container and then it goes flying in with the easy-to-use weed ejector sleeve. Sure it puts a divot in your lawn but that's your own dang fault for leaving that weed to grow and fester.Dude. It is So 👏🏼 Easy 👏🏼 On 👏🏼 Your 👏🏼 Back! No more bending over for 20 minutes then being flat on your back for 2 days! PRAISE JESUS!!So yeah. Buy this tool right now. Seriously.  Now. (ARE YOU STILL READING?! GO! BUY THE WEEDER!!)The only annoying thing about this item is the ginormous box they mail it in. But just go find a small neighbor child and they can built a soldier fort or princess castle with the box. It's THAT big.",I should've bought this guy a million years ago!,Style: WeederVerified Purchase,,
Track311,amzn1.account.AEDD2TEOCDFWAVWI526PE5Q73IVQ/,"Reviewed in the United States on April 28, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,My yard was covered in dandelions! This tool helped a lot. I took others advice and waited until it rained and then used the tool. Works a lot better. It does take a chunk of dirt but I’d rather have that than the dandelions. Sometimes I would get the whole root and others I would only get partial. I guess I’ll find out if they will regrow. Sometimes I would step on the part the part near where it goes into the ground to help it go in further if I was in a hill or uneven area. I could see how this would cause it to break. I would just a little pressure not my full weight.,Works!,Style: WeederVerified Purchase,,
Woody Hearn,amzn1.account.AHFOCHRARCVEFJA6PNL3CSQ6YSWQ/,"Reviewed in the United States on January 31, 2015",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,"Our neighbor's yard was a dandelion sanctuary. No matter how hard I worked, my beautiful green lawn was slowly turning as yellow as hers. I don't like adding unnecessary chemicals to my lawn, but the lack of precipitation had left my lawn stressed and ill-equipped to fight the dandelion onslaught from next door. Unable to keep up with the back breaking labor of digging the little bastards out by hand, I went looking for a solution. The Fiskars Uproot did the trick. Be warned though, this device will pull a big chunk of turf out of your yard. Strong surrounding grass will quickly resolve that problem, but a yard that's in trouble will mostly likely show the marks for longer than you'd like. Also, the bigger the weed the more turf you'll lose.I will admit, I almost gave this product 3 stars because you have to get it in exactly the right place in order to actually ""remove the root"". What happens most often is that you miss the root entirely, or the root snaps off an inch or so down. This means the weed will be back in a matter of days. I decided however that it deserved the 4th star because it's so easy to use; if you didn't get the root this week, you'll likely get it next week.I have no problems recommending the Fiskar Uproot to anyone with a weed here or there, or combating a weed problem.","Not 100%, but close enough.",Style: WeederVerified Purchase,3 people found this helpful,
MKA,amzn1.account.AEXPZL27ATSEIBVODXZTTRY3CV2A/,"Reviewed in the United States on June 4, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,"It arrived and I decided to try it out. I ended up weeding for well over an hour because the dang thing is so fascinating. It's obviously a magical object because I can't figure out how it does what it does so well. If you have weeds that form rosettes on the ground, like dandelions, you know how hard they are to get out. This thing, with seemingly no effort, pops the dang thing out whole and leaves behind a teensy little divot. It seems like it might fatigue faster than your average garden tool but I wouldn't hesitate to replace it. The only thing I am afraid of is I'll get arrested for breaking into other peoples' yards to weed in the middle of the night because I have run out of weeds and I have to feed my new addiction.",This thing is made of magic,Style: WeederVerified Purchase,,
Reuben,amzn1.account.AGILH3LZJXH6U2MC4R45VIKU47TQ/,"Reviewed in the United States on May 4, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,1.0 out of 5 stars,"I’ve only attempted to pull leas then 50 dandelions with it. Only one time did it pull the entire root.I’ve been gentle with it, however the mechanism broke and now the jaws no longer work. Once again I haven’t even attempted to pull more then 50 dandelions and now the tool is broken. Super disappointed that I wasted my money on this. Hard lesson to learn.",Don’t buy,Style: WeederVerified Purchase,,
vettrek,amzn1.account.AF376J5WW5T4FJESPVHSWKICY7IQ/,"Reviewed in the United States on March 19, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,I went on Amazon to buy an old fashioned weed puller. I bought this instead. Total game changer! Pulling dandelions is now a fun activity with no back breaking involved. I saw the comments about plastic part that is the leverage to pull weed being fragile. I am careful to only use when dirt is not hard and to make sure pointy parts go all the way in to ground. Worth every penny. ❤️❤️❤️,Amazing Weed Puller. Must Buy.,Style: WeederVerified Purchase,One person found this helpful,
