author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
Kenneth A.,/gp/profile/amzn1.account.AEEE5SZXMDJCMUX6SDBHURJGCCIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,I used this hose to connect the city water from the water filter to the city water inlet on my travel Trailer. I bought 4 other hoses from RV supply stores. 2 of them leaked at the connection right out of the package. The other 2 only lasted a few months before they started leaking at the connection.  The Flexzilla hose made very positive connection. Much better than the other hoses. The other hoses were always a questionable connection. The design of the connections on the Flexzilla Hose is far superior to normal hoses.,Connections did not leak,"Size: 5/8"" (inches) x 3' (feet)Style: HoseVerified Purchase",,,,1818896,213,141,Public
dale,/gp/profile/amzn1.account.AH7UH2GQI4UMT6RH5THRLVHCCHXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"I bought the 10 footer just to check it out and use it to clean up painting gear by the faucet. I really like the big grippy fittings on each end. I would buy it again. So far, probably the best hose I ever owned.",I am impressed with the quality.,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",One person found this helpful,,,13292664,14,36,Public
brkco,/gp/profile/amzn1.account.AESJV4NIV4KIZPZFEHYPWFAVGA7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,"This was the worst thing i’ve ever purchased from Amazon. It is very heavy, absolutely NOT flexible and NEVER could get it untangled. I’m not bothering to send it back, there is NO way to ship something in this incredible tangle. It is siting by the trash can for pick up tomorrow!",Waste of money!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,9686322,37,122,Public
Georgia Weldon,/gp/profile/amzn1.account.AF3QTH755JW5HOC7JHKFFNNBEVFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"The very BEST HOSE we have w we owned. It will NEVER get tangled or kinked. I didn’t believe my husband when he told me but honestly I tried to kink it and you can’t, it’s pretty amazing, and perfect for the money. Very durable quality!",Worth it he money! Great product!!,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,318868,2,10,Public
Morfhieus,/gp/profile/amzn1.account.AF4JTG2L3WUNJ6ONOWE2T3VEWZQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,"Have had it just under two monthsvery nice hose in every aspect BUT they used plastic to retain the metal ends. As soon as we put a hand sprayer on the end and created pressure in the hose, the male end shot immediately out of it. I'm out of the return window but it does have a lifetime warranty from the manufacturer. I'll be contacting them for replacement.",Very nice except weak fitting attachments,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,74141,24,58,Public
P. SHANE,/gp/profile/amzn1.account.AGB7NRRECEYDDJTGU74STIZU4NAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,"So we got our hose a couple of weeks ago, and are Thrilled with it! - (Some reviewers have complained about the hose becoming 'Mildewed' or 'Moldy', but if so, so what? ) -  It's well worth the trade off for it's light weight, and Non- Kink features, making it a Dream to drag around the garden! - It's very Flexible and is almost like a Rope, it's so soft, yet No Kinks or Jams!","Delighted, So Far!","Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,3282037,12,49,Public
Amazon Customer,/gp/profile/amzn1.account.AFBHR5LKUP2A37W3YKBSVDJNCZZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,2.0 out of 5 stars,"Not sure about all the great reviews of this product. Replaced an old garden hose which was coiled in pottery made to hold hoses. An hour later, I gave up trying to coil it. Will use in alley between hoses where I rarely go and buy something more flexible. The matching nozzle I purchased was cheap plastic and didn’t create as good of a stream as my heavier brass nozzles. It’s only quality is it matches the color of the hose. If I hadn’t unraveled already, I would return both. Not worth the money in my opinion.",Not worth the money,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,2866905,,,
Michael Mills,/gp/profile/amzn1.account.AGHB2BXBBXP54GUNS3UPICGT52XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,1.0 out of 5 stars,"My headline says it all... Worst hose, by far, that I have ever used. Not only does it kink, but it twists into knots none stop. Connected it, turned on the water & wallah, 8-10 automatic kinks, which, you guessed it, led to a maze of twists trying to get out the kinks. Save Your Money...!",KINK MONSTER 2000,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",One person found this helpful,,,866819,,,
Luigi Facotti,/gp/profile/amzn1.account.AEJOY7RBOLAWHURFXQPC7BAF5BCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,3.0 out of 5 stars,The couplers for this hose - which appears to be well made - are incompatible with the Eley hose cart connectors. They will not attach to the hose cart .,A well made hose that will not fit on an Eley hose cart,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,7016681,2,22,Public
The Fixer,/gp/profile/amzn1.account.AFKINCQYT5SQ2Q5FN6WQHIK6LAGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 25, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews,5.0 out of 5 stars,This is a nice hose for watering our lawn and gardens.  Lightweight and stretches well.  The bright color makes it easily noticeable for those who are lazy and don't roll it up after use.  This way you won't run it over with the lawn mower.  I expect this hose to last a while.,Light and manageable,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,20442816,985,206,Public
AGS,/gp/profile/amzn1.account.AFXF75KFD6EYIQSNCM5LZ7H5KLNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"Last year I got one of these to replace a dead hose and was very happy. Worked well through the garden seasons and doing well again this year, so I replaced the other one on the other side of our house with the same kind. Easy to pull around and doesn't twist or kink up as badly as other brands. It also seems to resist getting tough as the weather gets colder.",Second of this kind,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,497666,,,
C. Lopez,/gp/profile/amzn1.account.AGOLRFXLHYWTM4RA46N5UMA7V6IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,4.0 out of 5 stars,I guess for the price and what they said it was supposed to do i was expecting much more from this product. it still kinks and does what i was hoping to get away from in those cheap hoses. live and learn.,just okay,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,8314792,51,30,Public
Amazon Customer,/gp/profile/amzn1.account.AFEX6XECBM2P3FEVWOPABZS6VIZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,first hose purchase for the front yard/garage to wash cars and water plants purchase 3 years ago and the hose is fantastic. ordered this second one for the backyard. great product def recomment,second time purchasing,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,39814,,,
Jeff2468,/gp/profile/amzn1.account.AEVI5AX6YSOD657EDNSJXGVBZTFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 22, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,3.0 out of 5 stars,Bought this hose because our black rubber hoses were too heavy for my wife to drag around. They are fine but nothing special. The rotating ends to help with tangled hose are a non-event and don't make much difference compared to a standard hose. Decent quality and lightweight hose but you can buy others just as good for less money.,OK hose but overpriced,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,84151212,11,23,Public
Ben Booher,/gp/profile/amzn1.account.AFF74FX2DAOS44CQINUYWFDABFUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"I love this hose so much I felt I needed to write a review.  Doesn't kink, ever.  We have it connected to a hand-crank hose reel, and for that purpose it's absolutely perfect.  The handles are very convenient for connecting to sprinklers and other nozzles.  Outstanding product overall.",Love it!!,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,1768885,211,148,Public
Chris,/gp/profile/amzn1.account.AH6NEWBEBIDDOURFPJIYVLU2XREQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2021",2,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,2.0 out of 5 stars,"I really like the nozzle that attaches to the water spigot.  The hose is a different matter.  One, it goes from a very bright green to a stained dirty mess.  Two, it is one of the most difficult hoses to put on a hose rack I've ever used.  I can't untwist it, the hose has a permanent curl.",Do Not Buy,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,1492940,27,66,Public
ALizBird,/gp/profile/amzn1.account.AG4NRK6RMTNQH3U4IKIIOPCH6Z7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,1.0 out of 5 stars,I've had this less then three months and used it pretty much daily to water my garden.  The 'swivel' head popped off making it impossible to put any attachment on the end of the hose.  It also is very easy to kink while in use.  Not happy that I purchased two of these or a steep price.,It broke,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1331526,,,
Amazon Customer,/gp/profile/amzn1.account.AE5C3YUWKUVITLJWMK5R4MKXPGIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"It took forever to unwind this hose and roll on the Reel. (Liberty Garden 870-M1-2 Industrial 4-Wheel Garden Hose Reel Cart). After I rolled it on the cart and used it, however, I must admit it is wonderful and a great match. The best I've ever had. Thank  You.",I was wrong,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,713526,525,525,Public
Kristofer Carlson,/gp/profile/amzn1.account.AHSUO757THQCKQ2Y7YBQZ4WTY2GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 20, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this to connect my hose bib to my hose cart. It doesn't work, as both have male connectors. That is my fault; I should have checked first. But a female to female adapter solved that problem.",Works great.,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",,,,826038,,,
Northern Man Craft,/gp/profile/amzn1.account.AEPWZYJNU4XB2BFXZOX6MRGGIFWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2017",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews,5.0 out of 5 stars,I ordered this hose to fill up my boiler system inside my utility room. I had an old leader hose that cracked and didn't seem to seal correctly. This hose is very well made and flexes easily without pinching. The price seems a little high but the product works great for my application.,Great boiler filler hose,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",3 people found this helpful,,,3442597,8,11,Public
Linda,/gp/profile/amzn1.account.AH5F53F4RDAKZVPDE57PUIIECMIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,1.0 out of 5 stars,"My return period ended June 25, 2020.  Of course the swivel on the hose has broken off twice since then so I'm not eligible for a return.  This stinks!  Who wants to pay $43.00 for a hose that lasts less than two months?  Not IFor my next hose I'll go to the store and purchase one so if I have a problem I can easily return it.  I'm very disappointed with the hose and with Amazon for not honoring a defective product which is only six weeks old.  I would not recommend this hose.",Has broken twice.....,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,41272,,,
MB,/gp/profile/amzn1.account.AER567PYMG3SLQ6TPP6YAJBMTVDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2020",1,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"Very lightweight and good product, I wish for the price they would've added a nozzle or something. So far the only issue I have had is when you are unwinding it, sometimes it rolls around and tangles easily. All in all a good purchase.",Very light,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,81045,,,
Amazon Customer,/gp/profile/amzn1.account.AG67KKGJF7TLBTCRRHYX73YKAASQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,2.0 out of 5 stars,"I have two Flexzilla hoses that I like a lot and ordered another one. I didn't get around to replacing the old hose until recently. This new Flexzilla has many tiny holes in it, almost like a drip hose. I have had it too long to return it. I get soaked every time I use it.It is lightweight and I guess I can cut off the beginning third and fix it but this is too expensive a hose to have to do that. I like that is can be used on edible plants because the water is safe to drink.",Pin sized holes...,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,3110592,51,50,Public
Senwot,/gp/profile/amzn1.account.AH4TTGCSFRW4LP5UXZUY6554R65Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 30, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"Every time we have tried a lightweight hose, it has been flimsy and prone to kinking.  This hose is neither.  It is very light, drags across the lawn easily and the end swivels so that you do not inadvertently kink the hose when turning repeatedly while working with it.  It also easily spools back onto my hose reel, even when full of water.  I love it!",Great product,"Size: 5/8"" (inches) x 100' (feet)Style: HoseVerified Purchase",,,,10386247,10,14,Public
VK1017,/gp/profile/amzn1.account.AG35BTYHFZ44GZICXSVY7DG5I56A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,I've not used a hose so easy to move around.  It's light and flexible so easy to move between shrubs or coiled for storage.  It's time to buy more to replace the other hoses.  Highly recommended.,Light and easy to use,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,1142109,,,
Dana,/gp/profile/amzn1.account.AHBHDWYOXR4HKLY53HGDHAEBTBVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,4.0 out of 5 stars,"Seems to be a very good hose - so far no problems, but this hose does have some muscle strength inside the casing, which is a little unusual. It wants to twist one way or another - not always the way that I'm wanting to go. Still getting used to it.",Jury still out,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,3507111,161,51,Public
JLW,/gp/profile/amzn1.account.AHJAVUVS2GDQOZ73CM64Z44YGOMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,2.0 out of 5 stars,"Do not buy this hose-- it is too hard to use.  It has no form or shape.  So, it is hard to wind up in a coil, and because it has not real shape or stifness-- it constantly wants to go the wrong way.  Like trying to work with a wet noodle.  I spent a lot of money on this hose, and do not like it.",Too Sloppy and Too Flexible for practical use,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,220479,110,12,Public
frogmanfl,/gp/profile/amzn1.account.AHUYX23OZCSEEWECW4LIBWJLCBDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,"Although it does kink a little until it's all drawn out, it's still the best hose I've ever had.  It's easy to roll back up and hang on a rack.  That's probably true with any hose that's 75' long.  It's worth it to get the swivel ends, so don't try to save an extra few bucks and not get them.",Best water hose I've ever bought!,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,127474,,,
Pwdbyhda,/gp/profile/amzn1.account.AFD7OY4TBDIJ2R5JAGD3KLVZLMAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,5.0 out of 5 stars,We needed to replace our older heavier garden hose.  Looked over several different hoses and decided to try this one.  It was easy connecting and light weight.  No issues with it getting tangled while using across the yard.  We often leave the water on and not had any issues with durability.  Definitely would recommend.,Great Product,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,663301,,,
Evangeline,/gp/profile/amzn1.account.AHIKI3WXILGVZXLBKHE36PMILRBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 11, 2018",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews,2.0 out of 5 stars,"My hose is covered in black mold and it currently fused to faucet. I tried to remove it last night before our first freeze in zone 7, but it's a no go. I am going to try again with a hairdryer to go with my adjustable wrench. Then it's my neighbor and his heat gun. Then it's a screwdriver and a hack saw. Ugh.",Mold and Damage,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",One person found this helpful,,,10001070,5,15,Public
Marie Snoreck,/gp/profile/amzn1.account.AFZECDEEZRLRPHXVG2OVEYSJB7AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I love this hose!  It’s so manageable!  I bought a long one and a short one for winter. I’m not very strong and this hose has made a huge difference in the ease of my chores, especially in winter.",Barn chores are so much easier with this hose,"Size: 5/8"" (inches) x 10' (feet)Style: HoseVerified Purchase",One person found this helpful,,,11928685,38,161,Public
KariO,/gp/profile/amzn1.account.AFZSTE36ULRGGV2XKUFEBHYEHGNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2019",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,3.0 out of 5 stars,"I have not used the hose yet, I thought it would be much lighter weight.  If it does not kink it will be worth it. I guess I will attach this hose to the tap and my really light hose to the other end. I like the color as it shows up in the grass unlike my other hose that sort of disappears and could easily be run  over by riding mower.",Bright color hose,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",,,,58516560,,,
Jimmy R. Jones,/gp/profile/amzn1.account.AELIMFQBU5V2UARLBBN7AVZWRPAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"I have spent a lot of time trying to get the kinks out of this hose.  I lay it out and use the writing on the hose to work out the kinks, and it seems to get better, until I put it back on the hose holder and it all starts kinking up again....if I could I would return it...",Cannot get the kinks out,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,,0,2,Public
Freyalove,/gp/profile/amzn1.account.AFYL2YSTWNME2ADMF4EWZDU7RIDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"I love how lightweight this hose is and how easy it is to use for my weak arthritic hands! It has done the trick for me so far, I’ve used it almost every day for over 3 months now and no complaints! It was $20 cheaper a few months back though.",Awesome and easy to maneuver.,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,2521151,48,60,Public
Linda Sallie-Hill,/gp/profile/amzn1.account.AGAM63IFJG2MNGC6VWOD5PTDAF6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"Hose is still heavy, but it’s not stiff. It also kinks, and still has a memory about how it wants to be cooled, which I am disappointed about. It does looks to be well constructed.",It dosent leak,"Size: 5/8"" (inches) x 75' (feet)Style: HoseVerified Purchase",,,,20315910,28,41,Public
richieggg,/gp/profile/amzn1.account.AH5H6HMKU7RH5INB2GJFBICQGQSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2020",0,,https://www.amazon.com/Flexzilla-HFZG575YWS-SwivelGrip-Lightweight-Zillagreen/product-reviews/B01E1DANAI/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,Not as easy as I would like to get it onto my hose hook - but very soft and pliable. I think it should hold up OK for the price.,Seems like it should hold up. But not that easy to store.,"Size: 5/8"" (inches) x 50' (feet)Style: HoseVerified Purchase",One person found this helpful,,,290025,,,
