author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Amazon Customer,/gp/profile/amzn1.account.AFZ2VWCDV3O4RH3T7XRQAVBLROPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,1.0 out of 5 stars,"Someone should tell these people what a WARM color temperature is.  The lights I received were tiny, not as pictured, and had a very bright white COOL color temperature.  Not at all appealing or relaxing in a tea light holder, blindingly bright. They also boast of a function between solid and a ""wave"" which I assume is supposed to be the flicker, but there is no such function.",These are not as pictured and are not WARM color temperature.,Verified Purchase,,162,111,318230,Public
M. Mix,/gp/profile/amzn1.account.AFLXLEWC6EIOMZM5DGOFWZC4SADA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,"I like these battery Tea Lights.  I use them in place of votive candles and in jack o-lanterns.  They are very bright and ""warm"" looking.  I accidentally left them on overnight and they were still bright.  I haven't used up the batteries yet and I've had them for 4 months.",Bright and long lasting,Verified Purchase,,65,97,4115134,Public
Andrea P,/gp/profile/amzn1.account.AF3X4ZTJKWQSE6A5QYIHV3FKT5EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2019",0,1,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,2.0 out of 5 stars,"These have a bright white light. So, it doesn't look real at all. Definitely not a soft, soothing candle light. Was going to return. But, the shipping was going to cost almost as much as the lights. Make sure when you purchase something on Amazon, it's prime eligible!",Look fake,Verified Purchase,,39,33,489269,Public
Sarah Gallick,/gp/profile/amzn1.account.AFFRWRTRVNHQ3B5WPRFA6RUD2T3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,4.0 out of 5 stars,"Nice, safe, bright light.  If they were half the size, I could slip them inside the model houses I put out at Christmas.  Removed the original cord, etc. long ago, so there's room for a nice very little tea light.",Wish there was a smaller version,Verified Purchase,,136,38,3590,Public
Anonymous,/gp/profile/amzn1.account.AGNCANQN3JXGPEYNB5IGPGF6N7GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2017",1,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,Was packaged in great condition. All twelve lot up nicely for our wall display on our screen porch for evening relaxing. I would recommend to if they fit your specs.,Great little candles...,Verified Purchase,4 people found this helpful,2924,476,11599574,Public
R.R,/gp/profile/amzn1.account.AFJPS327C5G3TI7SIPPUN43A3BIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2017",1,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,I love these! They shine brighter than other fake tea lights and flicker so pretty!! And they look like real candles!! I will definitely buy more again! Thank you for selling these! Cant wait to buy more!!,The best tea lights!!,Verified Purchase,4 people found this helpful,4,7,62593673,Public
wanda,/gp/profile/amzn1.account.AE7BZKSACULODURXHD4WHU65SIFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,4.0 out of 5 stars,"The fact that you receive multiple tea lights, is on it's own great! Item arrived as described, with no damages and all the tea lights worked straight off the box. The flame is stagnant, and does not have that faux motion that you can find on some other candles. That would've been nice for this set. However, despite that, I am very happy with the product! Would recommend an definitely purchase again!",great tea light faux candles,Verified Purchase,,8,61,4188219,Public
T N,/gp/profile/amzn1.account.AFTFSVTJYX5KMP3HV4IMMOENDQAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,Nice and soft realistic flickering lights: gives a very nice ambiance. Wish they could recharge but batteries last a good amount of time.,Love these,Verified Purchase,,2,32,247666,Public
Julie DiMartini,/gp/profile/amzn1.account.AFNKAM6ZLIWU52UQDJJV5OS3HXTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,4.0 out of 5 stars,"They were smaller than I thought they would be. On the pictures they look bigger, make sure and look at the measurements to see if they will work for you.",Good but smaller than I thought,Verified Purchase,,74,83,2168216,Public
Anne C Elliott,/gp/profile/amzn1.account.AEYJALGLDO2JF7XNBPSWZ2GHMMTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2019",3,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"Beautiful soft light! looks just like real candles! I bought them for my wall candle holder, I didn't was real flames that close to my wall!! These are beautiful & sweet! I just got them so idk how long they last but so far I love them!",Sweet & beautiful,Verified Purchase,,54,99,460995,Public
JMac,/gp/profile/amzn1.account.AGJ72IJ2KRW4GE6JHDWU5QHT6BBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"Very Nice!  I like the quality and the price was very good.  If I need additional, I will order again.  Thank you.",Very Nice!,Verified Purchase,,95,93,8293,Public
emily,/gp/profile/amzn1.account.AE4EHDGDC3FPAGPTL6IXDNRNVODQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,Exactly what I was looking for. Small warm flickering tea lights. All of them have batteries already btw,Very happy,Verified Purchase,,362,370,539682,Public
JJ,/gp/profile/amzn1.account.AF7DNI2FEFCIZNJ6R7ZDL7TEIS6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2018",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,These are pretty good lights with a nice flicker. Left running day and night to test the battery life and got about three weeks out of them. Nice alternative to the real thing.,Would buy again,Verified Purchase,One person found this helpful,23,163,166413,Public
Farm girl,/gp/profile/amzn1.account.AHIBFCJDJR5OMVV4BKVVKX7POKGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,Didn’t dislike anything about these turn on candles. Love that they are larger than your standard mini.,Wonderful fake candles,Verified Purchase,,121,114,5317420,Public
Chopstick007,/gp/profile/amzn1.account.AFHS6243OOMRJSWPDUGZ5OWOXSDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2019",1,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,3.0 out of 5 stars,Mehhh they’re ok. I’ll use them somewhere but these were meant for my yoga room and they are not quite right.,the search continues,Verified Purchase,One person found this helpful,12,26,876504,Public
Meredith Estes,/gp/profile/amzn1.account.AF6I4AYNYDWA5RYHBZWPAJJWUU3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,3.0 out of 5 stars,"Decent for the price, but definitely not a warm white, more of a bright white. Just needed some electrical tea lights and this works fine.","Okay little lights, not warm white",Verified Purchase,,34,109,9852254,Public
Yolanda M.,/gp/profile/amzn1.account.AF33SRETILMRT2JVTSVJFX7QVKVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 29, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,I really like the way these look in my wall sconces and candle cups.  Very nice  ambiance for a romantic evening.,Cute ambient lighting,Verified Purchase,,1,9,322816,Public
Brianna,/gp/profile/amzn1.account.AH4EDBJAHYRRL7GBUJDU2JLABJ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"Wow! The battery life for these is amazing. We bought them to go inside votive candle holders at our wedding reception, forgot to turn them off at the end of the evening and they were still going the next day. We use them at home now and they’re a great way to add ambiance to any room (I keep one going in my kids’ bathroom at night as a “nightlight.”) Perfect for homes with pets and kids!","Natural flicker, long lasting battery, perfect for weddings!",Verified Purchase,,93,46,1234839,Public
Michaelangelo,/gp/profile/amzn1.account.AEFHYVYAHNWJYWQUDEDUIMEVNPNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"Not sure about the remote and timer function, wasn’t even sure that was available or if it even cane w the package, however it lights up pretty good and efficiently for a long time considering the little batteries it uses!",Pretty good long lasting loghts,Verified Purchase,,55,30,79025217,Public
Natasha Cox,/gp/profile/amzn1.account.AHGWCIZIUXVYOGJ5KBXZ3VF7FZFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"I am a birth coach and use these in the hospitals that don't allow open flame. The nurses and staff love them as well as the mother's and their birthing partners. They give off a nice light and the flicker effect looks real. They have lasted the entire length of labor, sometimes over 24 hours.",Realistic flicker effect,Verified Purchase,,6,18,62593673,Public
Linda,/gp/profile/amzn1.account.AHB36IHQVLN2EI4MFTES2L2V6DGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2020",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,3.0 out of 5 stars,"No timer function.  These candles are bright and realistic.  I purchased to add to my current collection and failed to notice they do not have the timer function that I wanted. With the timers, it’s nice to set each area of placement to simultaneously activate.",No timer function,Verified Purchase,,59,105,299568,Public
S. Lynn,/gp/profile/amzn1.account.AEB5GP7YHFMPL2TOREZX3VUTRTRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2019",0,0,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=27,4.0 out of 5 stars,They look good and are fairly bright. My only complaint is the fact that there is not a tab protecting the batteries. I am going to have to remove them all to ensure  they have enough life in them for the wedding I am producing in July.,Decent,Verified Purchase,,30,27,4588386,Public
J. Szymanski,/gp/profile/amzn1.account.AEI35I5STBLI6UJZXMHYVGFKZPQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,4.0 out of 5 stars,"They work very well. Good price. Just wish they were a bit taller— should have looked at the dimensions, but I doubt there are any taller on the market.",Happy with purchase.,Verified Purchase,,13,39,62593673,Public
kristina,/gp/profile/amzn1.account.AFXKOIQYKJNZA3SV23PKLTKMU6ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 11, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,Cute little candles I did think they would be bigger but they are the size of average tea light candle still very nice and bright enough to see in the dark.,Bright and cute,Verified Purchase,,8,10,3712856,Public
Erika,/gp/profile/amzn1.account.AGVCK3WGF4D6SYZC6YK264REXQGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,4.0 out of 5 stars,"Nice little battery operated votives. They give off soft, pretty, flickering light. I like them for photography and Christmas decor, especially nestled into flammable materials. My set didn't have a remote or timer.",I Like These!,Verified Purchase,,337,225,459411,Public
Chee Y,/gp/profile/amzn1.account.AEWMQBIP6RZBQ42DJ3NHDHKHBUKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,Bought these for pumpkins and expected them to last for a few hours only so I never turned them off. A couple nights later and they were still on. Super impressed with battery life.,Long lasting,Verified Purchase,,82,70,1701380,Public
x,/gp/profile/amzn1.account.AE4YPPEIP6YP2O5CEYAL27ITPZFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,2.0 out of 5 stars,"got these for pumpkins, they last a few days with a realistic flicker. not very bright so needed a few per pumpkin.only problem is the light is very cool and greenish in color (kind of typical LED, so no big surprise).... not a good replacement for actual candles.",very greenish light,Verified Purchase,,177,52,224720,Public
Eric T.,/gp/profile/amzn1.account.AEXCEEWRCTPHPCSEYG2QEGDT6RCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 29, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,3.0 out of 5 stars,I got them on time.  They work great and I'll still be able to put them to use.  But they are smaller than what the picture suggests.  They are small enough to carry all twelve in one hand.,These are small!!!!!,Verified Purchase,,43,64,421131,Public
joanne evans,/gp/profile/amzn1.account.AGVVPCWLLPKUPEA4MNCABJZNAVTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,My chief complaint with LED candles has been the level of brightness they emit. These are brighter than any others I have come across. These do not flicker very much (compared to other ones I've used) which takes some of the charm. I have had a few of them on non-stop fot about 2 weeks now and they are still going strong. Overall seems to be generally good.,Nice,Verified Purchase,,51,17,805584,Public
cats4marla,/gp/profile/amzn1.account.AHOGWXO6GI4SG45LSWZ6SJHJSS2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 30, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,these are garbage.  after 6 hours they lose half their brightness.  sending back!,these don't last at all,Verified Purchase,One person found this helpful,54,43,2958523,Public
Pickled Rose,/gp/profile/amzn1.account.AGPOWL2KNCVMXXHISU3WUEVISY2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 29, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,They look very nice and they flicker like real candles would.  I love not having to scrape wax out of the holder as I would have to when replacing normal tealights.,Quality tealight,Verified Purchase,,5,26,27957785,Public
Janay,/gp/profile/amzn1.account.AEQXTTLJ7TLQHUH7ZQP2D2UOCAAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"Love these!  They add just the amount of light I was looking for.  Realistic with a nice ""flicker"".  Would purchase again.",Great little tea lights!,Verified Purchase,,141,62,334924,Public
Chrissy the Hyphenated,/gp/profile/amzn1.account.AFRSUQS2OV5MSL6C355G552U3ATA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 27, 2017",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"I am allergic to hot wax, so cannot burn candles.  I got these for when the power goes out, just to have small lights to help us navigate the furniture.  They work beautifully for that purpose and, in between power outages, they look pretty just sitting here and there in decorative little holders.",They work beautifully for that purpose and,Verified Purchase,One person found this helpful,831,177,22587,Public
beatiful counters,/gp/profile/amzn1.account.AH2KPTGSW54L4ZH3MFV2WAF6P3LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"The first candle I used, was put in a piece of decorative pottery for my front porch.  That was five days ago, it is still non stop working (24/7).  Fantastic.  The picture made me think the candles were about 2 inches high but no just regular size tea lights my bad did not read the dimensions",Not as big as I expected,Verified Purchase,,16,7,15894569,Public
Amazon Customer,/gp/profile/amzn1.account.AHPSLSDDZCDWQUZESC5MEYIPSIIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,Nice color and easy to turn on and off.....would be nice to have a remote control but for the price can't complain.  As to durability and battery life....too early to tell as just used these over the holidays in some decorations.  Did what we wanted them to do.,Nice color and easy to use,Verified Purchase,,7,50,3294400,Public
alioopers,/gp/profile/amzn1.account.AH22DXWTDSNLBHLLL6BSNEY4352Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"I decided to try out battery lights instead of real candles for my Christmas candle items. These lights have a nice flicker and a warm white color. In my opinion, they look just as nice as a real tea light candle. I am happy with my purchase.",Great little lights,Verified Purchase,,11,24,78858379,Public
JudyReene,/gp/profile/amzn1.account.AGJIBNAJDSHJZMZK7TVEKGCLYXHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2019",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"I love lighting little tea lights all over the place when I get moody and these are perfect. just enough light and they are safe, safe, safe from cats and dogs. no flames, just soft little lights.",these are good quality and work well,Verified Purchase,,859,340,23086,Public
Patrcia Law,/gp/profile/amzn1.account.AGV2RY2JL333YQLIWFWA5PP3FJ4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 4, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,4.0 out of 5 stars,"I love them, appearance better than any I've found and they last ! Will definitely get more when needed","Best I've found,,,Ever",Verified Purchase,,29,81,1155150,Public
Iyana Gray Reese,/gp/profile/amzn1.account.AHB7ONLUKT5N6KKWYYGATH7C6EYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 2, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,4.0 out of 5 stars,I bought these for candle holders. They give the perfect ambience. I would like a little bit brighter but still nice.,Small but mighty,Verified Purchase,,38,194,411408,Public
Angie,/gp/profile/amzn1.account.AHG2GHUUTRSD6N53Z5NHVANHDLLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,1.0 out of 5 stars,They could be better for sure. I keep getting faulty ones! I’m giving it a week to see how it goes or I’ll have to return,Good for the price,Verified Purchase,One person found this helpful,3,9,15210965,Public
Ilaria P.,/gp/profile/amzn1.account.AHQIKF4OQYIBPBXF3YYMBG53BCRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 19, 2020",1,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,Perfect for my crafty project (centerpiece made with sea sponges found on the beach). Very real look.  Will buy more.,Great buy,Verified Purchase,,10,40,78107689,Public
Maggie Musquez,/gp/profile/amzn1.account.AF3ULB7TBVVPMBDZCLZRXK7JROSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,We bought these to light up our pumpkins for Halloween. I put 2 of the lights in each pumpkin for brightness and they lasted all night for the 2 weeks I turned them on!,Pumpkins during Halloween,Verified Purchase,,107,55,228879,Public
Courtney Whitfield,/gp/profile/amzn1.account.AGLMD5PYARJBYS7KCVPDEDXF4PMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2020",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,3.0 out of 5 stars,These worked fine for their intended use. I don’t know if it’s the type of product one can truly rave about - they are just tea lights. Affordable and I didn’t have to worry about leaving them on all night. Haha!,Works fine - Would buy again,Verified Purchase,,13,23,3407847,Public
deadmoon,/gp/profile/amzn1.account.AFXPFTYGT3ZCZXCFGXRGILNLN4YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2018",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,2.0 out of 5 stars,"light is not as warm in color as i wanted it to be, kind of an ugly fluorescent greenish yellow. also the flickering is not very lifelike. but i forgot to return it before it was too late so i guess i'm gonna have to coat the flame bit in something to make it a better hue.","light color is weird, flickering isn't great",Verified Purchase,,7,40,3320251,Public
Mike,/gp/profile/amzn1.account.AE6XPXCZU2WLPRCR3F6T72GX3ROA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2017",0,,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/product-reviews/B01EDKGFGU/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=30,5.0 out of 5 stars,"Great little candles.  Up close, of course you can tell that they are not real, but at a distance (10 feet or more) the bright, flickering bulbs look amazingly realistic. And now, 6 weeks later, I bought a second box to take on a camping trip to illuminate our dining tent. These little guys are the best.",Exactly what I wanted.,Verified Purchase,One person found this helpful,149,95,352005,Public
