author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Just a guy,/gp/profile/amzn1.account.AFMZNRCPZ25VN5BG4SFCNEPEZCBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2019",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"Got this, on sale, for the sole purpose of having an automated means of turning on the Christmas Tree Lights.My parents had me to do this for them and I, despite having kids of my own, decided to use technology.  This, combined with outlet location, tree placement, and ornaments getting knocked off the tree made for a quick easy set up that the wife/kids could simply state, ""Alexa, Turn on the Tree"".  This also prevented my children from doing the stupid things I did such as hold the plug-prongs while 'searching' for the outlet holes...  Yes, I was got shocked a few times. Yes, I knocked over a tree or two.  No, I am not completely sure there were no long-lasting effects.Set up was easy and had no issues with lost signal (Wireless signal strength is strong in the locations that I've used these).  Instructions were easy to follow as was pairing with my Echo devices.There is an audible 'click' in the device when triggered on/off.Overall very pleased with these and am only wondering what I want to use them with until next Christmas.",Better than kids at turning on/off the Christmas Tree,Configuration: Smart PlugVerified Purchase,,226,89,211851,Public
Scott R.,/gp/profile/amzn1.account.AENMGU7PFFEAQCZSBDJUWO5K6FQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2019",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,2.0 out of 5 stars,"Got this to control some new under-cupboard lights for the kitchen.  The reason I gave it four stars instead of five is because you must set it up on an open 2.4 GHz network.  After disabling my MAC filtering, I was able to set it up without issue.  Living in an apartment complex, network security is a large concern of mine and having my wireless open for ANY amount of time is not something I care to do.  Once connected, I was able to get the address from my router, enter it in my MAC filter list, and re-enable security.  I can now set a schedule for when the lights will turn on and off and when I want, turn them off/on by voice via the Echo or my cellphone.Amazon, if you read this - record the MAC address of the unit somewhere in the documentation so the owner doesn't have to open up their network to security concerns!!Edit 2019-04-18It quit connecting to my network hence the 2-star reduction.  My network has a wireless input filter that only allows specific MAC addresses access.  When a manufacturer does not provide the MAC address, I have to open my network up, allow the new device to connect so I can find the new address, add the new address to the authorized list, restart the router and hope things connect back up.  I had to do this again for a new piece of equipment and now the plug refuses to connect.  Customer Service has been minimally helpful.  Pretty frustrating.",You must set it up on an open 2.4 GHz network,Configuration: Smart PlugVerified Purchase,,1113,201,10552,Public
Jaxsen,/gp/profile/amzn1.account.AF3ITK5W7E2HZESRI5NOTQ3I7CCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2020",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,3.0 out of 5 stars,"I actually love the plug and then again I dont cuz if you dont have Alexa in the same room you have to yell at her to get her to hear you...now mind you my apartment isnt that big, so you'd think she could hear a mouse fart but no... I dont like coming home to an unlit place so that's why Alexa and the plug i thought were perfect but if i have to scream into my place to get her to turn on the light, i can just flip the switch...the plug will be moved to a new location that doesnt strain Alexa's delicate sensibilities of doing actual work",Alexa and the plug have to be in the same room,Configuration: Smart PlugVerified Purchase,2 people found this helpful,12,15,14949150,Public
Home. On. A. Hilltop,/gp/profile/amzn1.account.AFXYEK3BRUQO7U3I2UP5IAT7AYCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2020",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"So glad I picked this up as a Deal of the Day, I wouldn’t have purchased it otherwise, but it’s great. It was incredibly easy to set up the app, very intuitive.  I am using this with an early generation Dot.  Currently, I have our Christmas tree plugged into the Smart Plug and have it set to turn the tree lights on and off at specific times but I also love that if I want to turn the lights on at a different time than the established schedule, I can just ask Alexa to turn on Plug 1.  Even with the earlier voice command to turn on, it will still revert back to the schedule when it’s time to turn off.Most of us are creatures of habit, so it is easy to schedule things with the Smart Plug, whatever your needs may be. Once we can all return to taking vacations, this would be useful to have lights turn on/off at the house while away, even making schedule adjustments on the go, through the app, if needed.It’s great to have the option of scheduling events or using voice command in the the moment. This would make a great gift for those who own Amazon devices. Just check model for compatibility.",Handy and easy to use,Configuration: Smart PlugVerified Purchase,,31,25,62593673,Public
Fenway1,/gp/profile/amzn1.account.AEMY777USO3LFVD7MIWY57ZLQBMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2020",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"I never NEEDED a Smart Plug. I just wanted one. Big difference. I tried one (from one of the HUGE home improvement stores) with a different brand name. Leviton I believe. For some reason this wasn't compatible with my network. So I decided on the Amazon brand plug. Lucked out with a great promo and picked it up for $7 and change. Wanted it for a bedroom lamp. I also have an Amazon Echo 8 which I love. Literally from the time I took it out of the box to the time I was saying ""Alexa...turn on my lamp"" and ""Alexa turn off my lamp"", no more than 2 minutes had elapsed. By default, Alexa assigns it the name of ""Plug 1"" which you can change very easy to whatever you'd like. While I never NEEDED this plug, I'm so glad I decided I WANTED one. Others may be equally as great but with those you often have to work with a separate APP and then sync that with the Alexa APP. With the Amazon plug you only have to worry about the Alexa APP which I already had on my phone. If you give this a shot, you will NOT be sorry.",Great! Great! Great!,Configuration: Smart PlugVerified Purchase,,52,34,2454020,Public
Darla Popmarkoff,/gp/profile/amzn1.account.AEYEW4AMFKJS5JBNOFOU4QNHFNXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2018",0,1,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,"I simply want to set up an on and off time for the plug for my Christmas tree.  I do not have a smart home or other devices I want to be on the same schedule as this plug.  I simply want to schedule my Christmas tree.  I can see the plug and do it manually with my iphone.  I bought the plug so it would turn on and off with a schedule.  I can manually activate this outlet with a wall switch for this single outlet.  Therefore, the plug is not helpful without a schedule, which I have tried to setup without success.  Can someone please send me clear instructions???",Instructions to set a schedule are not clear,Configuration: Smart PlugVerified Purchase,3 people found this helpful,17,40,2369578,Public
GadgetGuy,/gp/profile/amzn1.account.AG5NKF7NW3KW45ZAZBXA5GQ2RYUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2018",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,4.0 out of 5 stars,"The product is great. It does the job. But be ready for a challenge if you have an Orbi mesh network.During the setup, the plug shows up right away, it finds your network, and that’s pretty much it. If you have an Orbi, the chances that it will not connect are high. The issue appears to be to the fact that amazon smart plug can’t just choose to connect to 2.4 GHz. It tries to connect to the 5 GHz. I have over 12 devices at home. And they all connect to the network they are compatible too. Not this one.After a lot of research, I learned that if I change the 2.4 network to a fixed channel, I had a better chance. After I did that, I had no issues. I was up and running in less than a minute.But how many users will have the knowledge (and the courage) to change an Orbi configuration?  Most people are used to plug and play.I took away one star because of this challlenge. I was going to take away two stars, but I like the fact that it worked so much that I already forgot the fact that I wasted 45 minutes trying to configure a plug and play device.I confess that I was ready to return it and purchasing a device that is compatible to both networks out of the box.",Very challenging with Mesh network (Orbi),Configuration: Smart PlugVerified Purchase,,56,83,2451210,Public
Jeremy M.,/gp/profile/amzn1.account.AFE3232QWBZ5P35FT4VH2EJ2EVMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,3.0 out of 5 stars,"I have 3 of these amazon smart plugs. I love them and hate them at the same time. The part I like is that they are easy to set up and when they work they work very well.... however, they problem lies at ""when they work"". At least 4-5 times a week I have to manually turn them on or off to get them to start working again. You ask alexa to turn one of them on and (like I said 4-5 times a week) Alexa will tell you that they are ""not responding please check their internet connection"". This can be frustrating when your stuck on a ladder or have your hands full and you have to stop to go turn them on. And I know what some of you may be thinking... We had to turn them off and on ourselves in the past. Your right, but the whole point of these plugs is so that you dont. If you have to turn it one manually it defeats their purpose. So they are nice but be prepared to have to reset them on a simi-regular basis.",Must reset plug 4-5 times weekly,Configuration: Smart PlugVerified Purchase,,57,70,1084757,Public
Luke Woodruff,/gp/profile/amzn1.account.AHNQDMCXDF6CN37EDMJLPALUR5AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,"I have several smart plugs and got recently got one of these amazon smart plugs for christmas and the thing constantly disconnects (red light on plug) and i have to unplug it from the wall and plug it back in for it to work again. I have yet for it to last more that 24 hours before needing to be unplugged and plugged back in. Needless to say this makes in nearly useless. I'm not sure why it does this on my network, i saw posts saying once people set the plugs ip address to static that this stopped happening but that is an absolutely ridiculous thing to have to do when the other plugs i own that are half or 1/3rd the price rarely if ever have issues.",Constantly disconnects,Configuration: Smart PlugVerified Purchase,2 people found this helpful,115,48,1173913,Public
DTB,/gp/profile/amzn1.account.AGGVSD4BL3BV2OO5IEFHWLISUP7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,"These plugs evidently work well for some, not well at all for others.  I found the setup process incredibly frustrating.  After spending way more time than it should have taken I finally made a connection.  That lasted for about two weeks.  trying to reset the plug was even more frustrating than the initial setup.  Barcode scanning did not work at all.  I finally got it connected to wifi, but the plug would not respond to alexa commands.  By this time I was just randomly trying stuff to get it connected and responding.  I finally succeeded.  That lasted about a month.  Until yesterday, when it all stopped working yet again.  If you want to take a chance and try connecting this plug so you can amuse your friends by turning your lights on and off with your voice, go for it.  It might work a time or two.  If you are depending on it working regularly I'd advise just continuing with whatever is working for you now, and giving Amazon another year or so to work out the bugs, or just give up on it altogether.Update: Just a few minutes after I posted this review I got a call from Amazon offering help in getting things working again.  I declined, since I have decided to give up on getting this to work consistently.  I thought it fair to point out the quick response and my hope that they will be able to assist those more resilient than I.",Not worth taking a chance,Configuration: Smart PlugVerified Purchase,One person found this helpful,70,18,2693962,Public
Mack R,/gp/profile/amzn1.account.AGE3GGFMLJ7IX6ZEHMEIL6RCC2AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"I have many ""Smart"" devices around the house that can be controlled with Alexa and other apps. These are very easy to get used to and you start to ""miss"" devices which don't have those features. With these regularly going on sale for as little as 5 bucks, I decided to give it a shot.As soon as I plugged it into the wall and went in my alexa app, it had already detected and set it up. I just had to give it a name.I plugged this into a fan, called it ""Fan"" and immediately was able to say ""Alexa, Turn  on the fan"" (or ""Off"") and it worked perfectly!The thing to remember is that the device needs to have a physical switch for it to work properly. My Air Conditioner uses a digital switch to turn it on/off, so this Alexa Switch will not work with it. My coffee maker and fan have an On and Off switch. I could plug my coffee maker into this, turn it to the ""On"" position and then use the Alexa Switch to turn it on/off (basically cutting power to it and plugging it back in). This would let me load a coffee machine the night before, wake up and say ""Alexa, Turn on the coffee machine"" and have it automatically begin. A Light (with an on/off switch) is another great use here.",Great plug (for the right price) if you understand how it works!,Configuration: Smart PlugVerified Purchase,,11233,660,2663,Public
Nick D.,/gp/profile/amzn1.account.AELDN24GPKXBSAR3Z5D2ETYO6ABA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"After buying 2 different ""other"" brands of smart plug, wrestling with their apps and still not succeeding in setup, I returned them both and submitted to the highway robbery price of the amazon branded one.  It's almost worth 25$ per plug.  Incredibly easy set up, the alexa app instantly recognizes each new plug, and you can use alexa to name it or rename it within a minute of receipt of the package. No charge time. The only downside, other than the price, is that it's only an on/off switch- it can't do anything more complicated. When they are >10$ each, I will be ecstatic with them.","easy to set up, don't even need instructions",Configuration: Smart PlugVerified Purchase,One person found this helpful,127,66,5504297,Public
Miguel,/gp/profile/amzn1.account.AGXZHOZDGPZYNB67LRZWPYV5AAGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,2.0 out of 5 stars,"For starters, I didnt even buy this device, my sister did with her own account. Not sure why Amazon is asking me to review it, aside from living in the same household.That aside, it works as expected for a smart plug. Its fast to set up with Alexa, works like youd expect it to. The only problem, and a big problem for me here, is that it only responds to one Amazon account. So for example if you have two or more Amazon accounts in your household (like a roomate has their own), you can only set it up to respond to one account. If you switch accounts on your Echo, it will act like the plug doesnt exist. And you cant set it up on both accounts.  Ive got a TP Link smart plug that works just fine with multiple accounts, so Im not sure why Amazons own device wont?",Not so great if you have multiple Amazon accounts in your household,Configuration: Smart PlugVerified Purchase,One person found this helpful,74,80,3213958,Public
Sam,/gp/profile/amzn1.account.AF44XJQH4T4JMXCXIFG6BDHA3UHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"Hands down this is my most favorite purchase of 2020. I did get it during prime day at a more discounted price and I am so glad I did! I have many smart plugs at home and my office that use both alexa echo dot and google home mini. I find the Amazon smart plug to be more intuitive, easy to set up and overall a better experience. It was super easy to set up with my alexa echo dot. I have it power on my power extender which then turns on my monitor, stand up, desk and desk light. It allows me to turn off the extension cord to all my electronics without having to go down underneath my desk at the end of use.I can see it would be worth $24.99 if I only needed one, but I find myself needing multiples and I cannot justify $24.99 for each plug, which is why I use the amazon smart plug for my main ""electronics hub"" and a cheaper smart plug alternative for everything else. Get it!",Best wifi plug to connect with alexa devices,Configuration: Smart PlugVerified Purchase,,1185,100,35145,Public
Julie,/gp/profile/amzn1.account.AEHS7IQRTNNYW4NQ44WNB37W222Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,"Around Christmas time, I bought a bunch of plugs to make all of our lighting easier. Most of the plugs I have are the GoSund off-brand, which are 4 for $25. They require downloading an additional app for initial setup, but they have worked flawlessley for almost 8 months, without ever having a hitch. Separately, I bought a couple of these Amazon plugs at 1 for 25 (significantly higher) thinking that it would be the better product.At this point, I have most lights in my house set up on this variation of plugs. WITHOUT FAIL this stupid Amazon plug gives me problems! It quits responding to Alexa, it quits responding to my app controls, it disconnects from wifi completely and refuses to reconnect.I really hate giving bad reviews for things - especially from the Amazon company because I rely on them for so much. But it's crazy how terrible this stupid plug is, at such an elevated price, and how many times I'm so angry at it I want to throw it across the room. After owning plugs from other companies that are SO much cheaper, and have never once given me a problem versus this happening monthly, I cannot imagine ever buying one of the Amazon plugs again.If you're going to spend the money to set up your house with smart plugs, look for third party options with high ratings.",I HATE this plug!,Configuration: Smart PlugVerified Purchase,,72,28,78822600,Public
B1948J,/gp/profile/amzn1.account.AFNNHKPYCD4CWKR7ZAD6AUMBZBCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"I had a number of smart plugs from Jinvoo but they all stopped working for some reason. So, I bought two Amazon plugs and since have gone back to buy 6 more.The advantages of Amazon plugs over others:1) They aren't as sensitive as other plugs to change in your network, signal strength, etc. I switched to a mesh network in the house and 3rd party plugs just won't connect - even when I set up a dedicated 2.4 range extender.2) They are MUCH easier to set up. Plug them in and they pop up in your Alexa app. You change the name from ""4th Plug"" (or whichever number this is for you) to something like ""Tree"", assign it to a room and when you say ""Alexa, living room on,"" the Christmas tree turns on with the rest of your lights. Truly plug and play.3) They work seamlessly with the rest of Amazon's products. They work ALL the time you have access to Alexa on any of your Amazon devices. If Alexa is working, you know the plugs will be working too - no frustrating troubleshooting necessary.The only negative is that The Alexa app still shows them in ""device"" listings under their original names (1st Plug, 2nd Plug, etc.) rather than the name you assign them. It doesn't seem to affect anything else though. Alexa still understands when you call them by the name you assigned them.",No Skills Required,Configuration: Smart PlugVerified Purchase,,112,61,486089,Public
Gerald Senear,/gp/profile/amzn1.account.AFRT4NL77OERQCEA7JGTHSKHGWFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"After buying two sets of inexpensive smart plugs off Amazon  (Could not get either set to work with Alexa Voice Control) I broke down and bought a smart-plug that is made by Amazon and designed to work with Alexa. 4 hours plus trying to get the other two sets of smart plugs to work. The Amazon one worked right out of the box. It set itself up. I did not get the Alexa app on my tablet fully opened before the smart-plug paired and started working.  It has kept on working perfectly from that time on. All I wanted was a smart-plug that worked with my echo and now I have it. With the light turned off in our bedroom at night it is pitch black. There is not a light switch by the entry to the bedroom so we have to go searching in the dark for the pull chain mounted to our bedside Lamp. Now that is taken care of by simply saying, ""Alexa turn on the light"" or ""Alexa turn off the light. I am impressed.",What more could you ask?,Configuration: Smart PlugVerified Purchase,,800,293,37315,Public
Arlen E. Breiholz,/gp/profile/amzn1.account.AHCTMVHQUZ3JSKKN7ZZ3CM2HJRKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,2.0 out of 5 stars,"I have several smart plugs, the Amazon product being the most recent acquisition. The device works well under most circumstances, as do the others. However, we had a couple of disruptions from our internet service provider over the last few days. The Amazon device and two others are connected to lamps in our living room area. About the time the Facebook Portal and Echo Dot started complaining about losing internet service, the Amazon-switched lamp went out. The other lamps stayed on. With the other devices, I can still control the devices over our local internet router using the manufacturers' apps, bypassing Alexa.The Amazon device is dead in the water until the internet comes back. Even the manual switch fails to activate the lamp, so I had to remove the device from the circuit to have light.  I suppose one might argue this as a safety feature, but I see it as more of a bug. It's a minor annoyance, but enough to make me regret going with the Amazon product.",Works Well Except in Internet Interruption,Configuration: Smart PlugVerified Purchase,,46,35,2580357,Public
Whedon,/gp/profile/amzn1.account.AH6QN7MWP6CHNRKM7ZXM4XPKG47A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"My original plan was to keep all of my smart plugs, bulbs, etc tp-link brand. My very first smart plug was tp-link, as well as my router, and it made sense to stick with a brand I trust and keep everything together in their Kasa app. I bought this Amazon plug because the price was irresistible and I needed another plug for some Christmas lights. It paired quickly and painlessly through the (slightly clunky) Alexa app and made me realize that since I'm using echos/Alexa to control my smart devices anyway, skipping the middle man (tp-link) and buying Amazon brand works fine too. I'm sure I'll continue to buy tp-link smart devices but now I have another option with Amazon's own devices.This plug has operated without a hitch since I set it up through the Alexa app on an automatic routine to turn my Christmas lights on every day 10 minutes before sunset and off at 11 pm.",Fits in fine with my tp-link smart devices,Configuration: Smart PlugVerified Purchase,,142,92,1418623,Public
Vlaster,/gp/profile/amzn1.account.AGGJNJN4EBAMAD5PT5CD6QVZJJFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"I always dread turning the Christmas lights on and off. I have to crawl under the tree, walk my hand up the wall, and pull on the plug with all of the strength in my arthritic fingertips, just to have to crawl back under the tree the next day, find the plug, walk my hand up the wall, and hope that my arthritic fingers can work together to fumble the prongs effectively into the outlet on one of the first few attempts. Ugh.With this smartplug I can say, ""Echo, turn the tree on,"" and like magic, it's on. Yay! OH, and if I forget to turn the lights off and I'm in bed already, all I have to do is grab my phone and turn them off from the Alexa app. This thing is awesome!I don't really know what I will use it for other than Christmas lights, but it's made my life easier during the holidays and isn't that what almost everyone is looking for, especially during this time of year? Yeah, 5 stars.",This makes the holidays easier!,Configuration: Smart PlugVerified Purchase,,42,54,1595507,Public
Mike Jr,/gp/profile/amzn1.account.AEM2RNPWEKWXUDKIQF22O2N3BIAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Received this as a ""free gift"" with a purchase from BestBuy. With that, didn't think much of it at 1st, for it wasn't something that I needed at the moment nor was looking for...BUT when I finally hooked it up (which was very easy) it wasn't until I was about to go to sleep and had forgotten to turn off the living room lamp, that I realized, ""this thing is freaking niiice!!!"" Hahahaha. It comes in clutch! Freaks my cat out which is historical, she's like, ""who the heck turned off/on the lamp!?!"" I also like the fact that I can use it in the am upon waking because the light gradually gets brighter as it stays on until it reaches it's peak.Anyhow, I recommend it to anyone that has something that they could use remotely...I feel the lights are a good find because one can be coming home from wherever, and have there home illuminated before getting in, letting them feel more secure.",I like it!,Configuration: Smart PlugVerified Purchase,,96,62,799378,Public
R. A. Edington,/gp/profile/amzn1.account.AGYIMJJ4YZ7PXGNJFLVFQGDXUXYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Works fine. easy to set up. Read the instructions -- it doesn't arrive ""ready to set up"" in that you have to hold the button until it starts flashing blue/red so that it can then be discovered by the Alexa app.On the downside, I don't like devices like this because they're a pain if you have to switch your wifi password. On the upside, it'll work just fine if you DON'T have an Echo Plus with a zigbee hub built in.It's a shame they don't make dongles like this any more that can dim lights, but I guess too many idiots were plugging in their toaster to it and setting it to 50% brightness and then wondering why their toaster wouldn't work. On the plus side, this plug can provide a full 15 amps, purely on-off -- you COULD plug your toaster into it :)","NEEDS WIFI NETWORK -- Not a Zigbee ""Hub"" device",Configuration: Smart PlugVerified Purchase,One person found this helpful,1766,137,69115,Public
John G. Nguyen,/gp/profile/amzn1.account.AEZLERNVEO2O763N4HTUGVRBZ2VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Let me start off by saying that I have installed multiples smart plugs and devices throughout my home and this is the first time I am having problems with getting one of these smart devices to connect properly.One of the main draw of purchasing this versus another brand (TP Link) was suppose to be the easy connect via Alexa.  I updated my Alexa app to the most current and then proceeded to follow the simple instruction to add a device via the Alexa app.  It gets through the setup just fine until the very end when it just goes into an eternal spin trying to connect to the wifi.  I tried both the scan via the Q link and the manual setup.  Same result.  Keeping getting error (-1:-1:-1:-1) or something similar.Maybe I just got a dud.  Will see about getting replacement and will update.Update - 01/03/2019 - User Error - Apparently, the unit did setup properly the FIRST time and it gave it a name of ""first plug"".  I never saw that in my list of devices (i have 40+ devices currently connected and counting!!) on the Alexa App.  All my subsequent attempts failed because it was already registered to me and my account.  Thank you Amazon tech support.",Can't get it to connect to home wifi - Updated,Configuration: Smart PlugVerified Purchase,,60,46,2106374,Public
Sam,/gp/profile/amzn1.account.AGVQASZZ5YKMB6A3IMEPLFIWMN6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"If the Alexa home system is already setup, adding Amazon plug switches are essentially plug and play, similar to the Phillips Hue bulbs. I plugged the switch into the wall, plugged the lamp into the switch, and turned on the light using the Amazon push button switch. When I opened Alexa, she had already recognized the device. There is no need to download a third-party app, which seems to increase the difficulty of the installation process.I purchased two TP-Link plug switches, which died at about 30 months of use. I would think that they should have an expected life similar to a router of range extender. which is measured in years rather than months. I'm hoping the extra cost, vis-à-vis Tp-Link and Amazon will provide a much longer service life. So, the five stars are contingent many years (5-10) of service. The Amazon switch's are comparatively new and have not established a track record.",Plug and Play,Configuration: Smart PlugVerified Purchase,,351,89,532828,Public
