author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking
Amazon Customer,/gp/profile/amzn1.account.AGBPG3DAOKJT7ZVF5HNK3FKZR35Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=25,3.0 out of 5 stars,"Who wants to spend outrageous prices on furnace filters?????? So these are  great deal. You may need to change it out a month sooner than you normally would, but they are still a great deal. Great if you're just looking for 'basic' filtration without blowing your budget.",They do the job for cheap,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,305855
erisgroup,/gp/profile/amzn1.account.AEKRY52KJSDTE6UMLDI7LXLAVFDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 25, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,Great for monthly furnace filter changes. Easy to install and remove. A little less expensive at some local stores if shopping for individual filters but great value if you buy more than one to keep on hand. And who can beat the great Amazon delivery, always on hand when needed.,Easy to install,Size: 20x20x1Style: Without Air PurifierVerified Purchase,215348
Kb64,/gp/profile/amzn1.account.AFRTKNUGBSTBLFBFLMYOZCEAII7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=25,5.0 out of 5 stars,I have used these filters for a number of years and have very satisfied. The price is very good for 6 filters. Others stores sell the the same filter for as much as $8 to $9 for just one. Very happy with my purchase and will buy again.,Great value!,Size: 20x25x1Style: Without Air PurifierVerified Purchase,,1199622
dk,/gp/profile/amzn1.account.AH24GQ46Q4EQ77IJUFMJXTDHS6EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=25,4.0 out of 5 stars,"I was told to buy cheapest filters and change more often.  Which is what I have done.  Can't say if this is better than the high dollar filters  and I am bad about not changing monthly as recommended by person telling me to buy cheap, but I have purchased a 2nd time.  Does that count as a recommendation?",you get what you pay for,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,One person found this helpful,6563588
chris hines,/gp/profile/amzn1.account.AGQKZL6QITKWDQ3NDIIXQVOJGCBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"Not only do I save money buying this pack, it last's all year. 1 filter alone at the store is $15, these work great! I store the package under my house where our furnace is, easy install. We have been using these for a little over a year now. Finally on our 2nd package. Will be a repeat customer for sure!",Love these filters,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,5894691
Richard A Jahnke,/gp/profile/amzn1.account.AFANOAXN7JTG4LWK3JLAE6UK75VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,We needed an odd size filter that is difficult to find in our area. Buying a pack of 12 delivered to our front door for less money than local stores and not having to drive to multiple locations to find the right size is a no-brainer.,Good quality filters for the money,Size: 10x20x1Style: Without Air PurifierVerified Purchase,,393127
Amazon Customer,/gp/profile/amzn1.account.AGPLHOPKPW5IFHW26EVJJSYNXNCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 14, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,Great product.  The company  sends reminders to change your filters and will automatically send out new ones when needed.  No more filters failure due to overuse. Save $$$ and service.,Great quality for the price.,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,8777641
Banana phone,/gp/profile/amzn1.account.AE5FUB6RAQQ6XWR6UAVJOMJXR2KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,2.0 out of 5 stars,The arrow doesn't do the direction of the wire mesh. That doesn't look right. It matters because the mesh keeps any filter material from getting sucked into the furnace. This could destroy your expensive equipment.,Confusing arrow airflow/mesh,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,2101955
Breanna,/gp/profile/amzn1.account.AGQDORQN2VK2PYF5V64EM5TDLVYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 24, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,1.0 out of 5 stars,"These filters are not as advertised. The filters say ""3M"" and ""Filtrete"" but they are not built as such. They are flimsy, with no metal wiring. I should have read into the reviews more, because now I do not feel comfortable putting them in my furnace. I will be returning ASAP.",BUYER BEWARE,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,78554878
Chase,/gp/profile/amzn1.account.AGHAJUSTBG75BSQC7YGIIPCEXVSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"Nothing to say about this. Can be used normally, complete package, suitable size. Very cheap price. If you replace it every three months according to the instructions for use, you can use it for a whole year with this purchase.",Evert thing is working fine. No surprises.,Size: 14x20x1Style: Without Air PurifierVerified Purchase,,62589354
Daniel,/gp/profile/amzn1.account.AHD6EIMX5UZ44EFOGBQ24DA3LQBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 13, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"So... For my family and our system, this is a great deal and the filters really does the job I need it to do. I have to change my filters once a week due to the amount of traffic we have at our house. 3 dogs and well over 18 people come through my house daily, so to keep my unit clean and running smoothly this is what I have to do. P.s. yes I am dead serious, that's my daily count of family and friends over. Smh, family first!",The good life lol,Size: 24x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,11210183
KAT,/gp/profile/amzn1.account.AGLCMHZLLZ7KY7A5TMK6TTKSOHTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 21, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,2.0 out of 5 stars,"The filter itself maybe 1"" but the frame around it is at least one and a quarter inch and does not fit into my slot for the furnace filter. I had to bend down the edges because it's been so long since I bought them I don't believe I can return them. I won't be buying this particular brand again because it doesn't really fit",Frame is too large,Size: 14x25x1Style: Without Air PurifierVerified Purchase,,66708
Nor'easter,/gp/profile/amzn1.account.AGXOYKE4J2SVSM4BYLIAF6LFVB3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2019",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,The filters arrived in a well package box protecting them while in transit and the filters them selves are made of high quality materials. It states that they can last a solid three months which is higher then most and the thickness of this filter was thicker then my old one. Very pleased with purchase!,Excellent quality filte,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,8341
Mandy C,/gp/profile/amzn1.account.AH7V7E3T4JJX6I5JBAD2NO5ORWIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 6, 2020",0,,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=26,5.0 out of 5 stars,"I get a little lazy changing the filters because I forget to buy them at the store. Buying them in bulk solves the problem. Once I get the filters from Amazon, I put the due dates on the calendar to change them and I stay on top of this task.",Air filters in bulk is the way to go!,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,9321898
dwight smith,/gp/profile/amzn1.account.AG7CK3Y7PQLCXCKB2NZXKP3UOH3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,Not happy return window is closed I have six of these filters they come with plastic vs metal. I was walking around the house trying to figure out where loud hum was coming from.  It’s the filter when I opens the grate filter was bowed in. Wish I could post a pic as side where are is drawn from was an inch and half up from frame. Weirdest filtrate filter ever. Horrible I am now stuck with over $100 of worthless .......,"Loud hum, bowed out. No metal not like any other Filtrate it has plastic strings on one side.",Size: 14x25x1Style: Without Air PurifierVerified Purchase,,14854857
Sherry H.,/gp/profile/amzn1.account.AFOJ5PYBKPL7PQ4FLGJMFUP4X5BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"Needed new air filters and saw this pack for much cheaper than Home Depot.  Arrived next day, and installed immediately.  The ONLY issue I had, was the cardboard edge was about an 1/8 inch bigger than my hole, so I had to force the filter into place, but no other issues.  Works great, house smells nice and I notice there is considerable less dust.",Great Air Filters at a Decent Price,Size: 14x24x1Style: Without Air PurifierVerified Purchase,,11825
Heather Leigh,/gp/profile/amzn1.account.AE3PI5K6CAO6IHKPYBJLNH2BTRNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 6, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,"I thought these were okay, but then I started hearing a strong suction type noise that was not normal from my intake. They are too thick. I had to take them out and right now I am running the unit without a filter. I am returning.",Not good- too thick,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,One person found this helpful,11268
Akridge23,/gp/profile/amzn1.account.AFQVOYLRZUJHOXFBVAVBTTK2OJCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"I use these filters for my AC and furnace, needs to be replaced every 3 months.",much cheaper than the filters you buy at Home Depot or Walmart,Size: 20x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,3083890
C R,/gp/profile/amzn1.account.AGVRK577T7MDJAXSJSMWXQUK22FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,I was totally misled by some review comments telling people not to trust the negative reviews. I was wrong. I bought it. I regret.,Poor quality,Size: 20x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,6673204
Daniel H. Hamilton,/gp/profile/amzn1.account.AEMSOACMN5FCUQEPT2PS5RUZ3TRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,4.0 out of 5 stars,"Nothing special about these filters, but they come in a flimsy box that allowed two of them to be crushed during shipping. They are still usable, but it will be a pain in the posterior to get them to seal properly in the blower compartment.",Decent filters, flimsy packaging led to damage,Size: 16x25x1Style: Without Air PurifierVerified Purchase,1514452
Amazon Customer,/gp/profile/amzn1.account.AHWMGWTDQPVQTWK5HXNHWLQK6VGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,"Love that I didn't have to go to Walmart to get furnace filters during these times. I am happy with these filters, they do what they are supposed to do and they came right to my door. What is not to love?!",Great Filters,Size: 16x20x1Style: Without Air PurifierVerified Purchase,,62940
M.J. MackNation,/gp/profile/amzn1.account.AHWDATJ6NFSDN55QIVDQPNMAWD3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,4.0 out of 5 stars,Great filters for new home and a/c. Our builder recommended replacing our filters once a month for 6 months to catch all the residual dust from the build. The flters work and we couldn't be happier with price.,Great Filters,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,631663
CharlieOldGuy,/gp/profile/amzn1.account.AGWFSNAXAZLV6ZEHUHW7GKFFA2LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,5.0 out of 5 stars,Packed well for its journey! Sturdy enough to fit the slots without bending or creasing. Came on the 3rd day after ordering which is good for todays Prime. I would re-order in 6 months if still available.,Package of 6 filters,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,29642
jakestrange,/gp/profile/amzn1.account.AH6FJM6ENRULCALT2IEVUFDSAXQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=27,1.0 out of 5 stars,These look like garbage. Not the same design as the last time I ordered and the filter is extremely thin. I won't be buying these again.,Very thin filter compared to the last time I bought them,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,5970150
MDB007,/gp/profile/amzn1.account.AFOVPKWMCCZUOZIWZSSV7EV2N45A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2019",1,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,4.0 out of 5 stars,"i have a newer furnace which pulls fresh air in from outside and also pulls in any pollutants in the air. After about a month and a half it is black along with household dust so does the job at trapping a lot. for a basic filter it works well. Here is the filter after a month to two months, so it is doing the job.",a good basic filter!,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,29213
Amazon Customer,/gp/profile/amzn1.account.AGJDHH2RFJD5XYVYXA3IUJ5NTE6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,"I was excited about these filters because the value for the multipack was high, but I was disappointed to find the size of the individual filters varied slightly. When I went to install the 14x30x1 filters, I quickly found they were ever so slightly longer on one side than the other. This made fitting them into their filter slot very difficult and results in the filters being bent or compressed in spots. I believe the filters would work as intended, but quality control may be an issue.  I won't purchase these again.",Size inconsistency,Size: 14 x 30 x 1Style: Without Air PurifierVerified Purchase,,11066132
Alejandro Chang,/gp/profile/amzn1.account.AEPDM5AD4VWRCNIUKCZRI5QU4SPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"It’s the most affordable filter I could find. I used to order different brand before and more expensive and I see no difference, all perform the same. This “Filtrete filter” will be my choice from now on, very affordable. 👍",Good Value,Size: 16x25x1Style: Without Air PurifierVerified Purchase,,2388959
DJ Dynamico - EDC,/gp/profile/amzn1.account.AG6FGTCWBO2VBKJDCZL2X63ANKEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,4.0 out of 5 stars,I recieved exactly what the (Description) said.Basic dust only air filters. Very thin so handle carefully during installation.**** DUST ONLY*****I would change this filter every 15 days instead of the regular 30 days.,Very Basic Single Layer Filter,Size: 14x24x1Style: Without Air PurifierVerified Purchase,,568939
DogsRule,/gp/profile/amzn1.account.AHPTPRIN2CT4VSMRVLXR3FUDXTLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,1.0 out of 5 stars,"I knew these would be cheap because, well, they were very inexpensive. I figured I'll just change them out frequently. But they are REALLY flimsy and thin, and to top it off, the arrow indicating which direction they should be inserted is backward. Anyone who has for years changed out their furnace filters knows which direction they need to go, and the arrow on these points exactly the opposite. As I said I'll use them (facing the way they should) but would never purchase again.","SO cheaply made, and installation instructions backward",Size: 20x20x1Style: Without Air PurifierVerified Purchase,,40790996
Charles Woodard,/gp/profile/amzn1.account.AHH6TLEZB4AZJQ5QE3ZH7BF5SH3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 16, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,3.0 out of 5 stars,I think the air flow arrow is wrong on these. In fact one of the six had a different arrow direction. They need to clarify and fix this.,Air flow,Size: 12x24x1Style: Without Air PurifierVerified Purchase,2 people found this helpful,2788300
Sunny865,/gp/profile/amzn1.account.AE7ZKUSR4BTFZRDLLBK36N4QPKDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,3.0 out of 5 stars,"I've lived in this house for over 2 years and have had no issues with  filters fitting properly until now.  I have to squish it into place.  Not enough reason to return, so I'll suffer with them, but will not order again.",Does not seem to fit properly,Size: 18x24x1Style: Without Air PurifierVerified Purchase,,79027368
MD in NC mtns,/gp/profile/amzn1.account.AHCFSMDTOB357WRLMQDXCB4U46PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,"There's nothing to dislike about this product!  At $4.58 each, great quality &  quick delivery to your door, what more could you want?  My HVAC guys told me cheap filters were the way to go, that the most important thing was changing them regularly.  These are cheaper than ones I was buying & better made & fit much better too.",A MUST BUY!,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,1414665
Dan B.,/gp/profile/amzn1.account.AFOJZQUHSAUTA74Q6YN6D3RMFYJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,5.0 out of 5 stars,Perfect fit. An HVAC technician friend of mine told me not to bother buying the expensive filters as they only limit the airflow. These were cheap and fit to size.,Cheap and Perfect Fit,Size: 24x24x1Style: Without Air PurifierVerified Purchase,One person found this helpful,5303508
JoeMerchant,/gp/profile/amzn1.account.AFJWD5V5GAHXT4UXOYKROOVECQDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=28,3.0 out of 5 stars,"The label looks identical to the 3m Filtrete buy from the store.  When I opened the package, there was a lot less to them and quality.  They look like the generic single layer in the stores.","These look exactly like the model normally purchase, but not",Size: 20x20x1Style: Without Air PurifierVerified Purchase,One person found this helpful,887736
Amazon Customer,/gp/profile/amzn1.account.AG4BDUMPTLADA4FJOBP7D2ZXYZLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 27, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"Filters fit perfectly in my hvac unit, they are working great. Arrived on time and were not crushed or bent. Also they are much less expensive than the ones I have found at stores and the stores rarely have this size in my area",Work great for me,Size: 24x24x1Style: Without Air PurifierVerified Purchase,,3122687
Chris,/gp/profile/amzn1.account.AFZT3U66JG2N275T3MOHADNYRSHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,"I was tired of running out to the store every 3 months for filters and having to remember what size to get and what brand, etc. This subscription option is right on time as it allows me to have 3 for 3 months and another 3 for the next 3 months before another set of 6 show up. For the price and quality, this is right on time!",Subscribe and forget!,Size: 14x25x1Style: Without Air PurifierVerified Purchase,,1080133
bfresh80,/gp/profile/amzn1.account.AF37UUBOOMZSS56RR66YRVCWXJSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,3.0 out of 5 stars,"These are about 5mm over 20cm and about 1mm over 1cm.  These did not fit like my other filters.  I had to jam it in there.  After about 2 weeks to swap again, found out that it had bent enough where it no longer was filtering and air flow was completely unrestricted.Not buying these again!  Next!",bigger than 20x20x1,Size: 20x20x1Style: Without Air PurifierVerified Purchase,,842852
Patty,/gp/profile/amzn1.account.AGX3NKEK4HUK6YX2ZZK2PB2KQGHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2019",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,These work fine. I was buying more expensive filters but they never lasted as long as they were supposed to. The service people suggested I just get these and change each month. Now I always have a clean filter for less money. Perfect.,These are great,Size: 20 x 30 x 1Style: Without Air PurifierVerified Purchase,One person found this helpful,226855
G.,/gp/profile/amzn1.account.AHKE2YIRSDWMRCLYKHY6OXUZKEVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",0,0,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,5.0 out of 5 stars,Good day when I got this Item . NoticedDifferent a/c power consumption. Helps.,Very good product,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,1737974
David Warren Howard,/gp/profile/amzn1.account.AEJ6P77CDWFB52XFMWHAFPK3P7DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2020",0,1,https://www.amazon.com/Filtrete-10x20x1-Filter-Living-Purifier/product-reviews/B08KJNRGCK/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=29,1.0 out of 5 stars,Material was so dence it caused my furnace to fult out daily due to the air pressure differential.  When my furnace blower is going i need pliers to get the thing out it blocks the air flow so much (and yes i took the plastic off). After 3 of them did the same thing i threw the rest out. I have no idea how this has so many good reviews but I'll never buy again.,Shut down my furnace,Size: 16x25x1Style: Without Air PurifierVerified Purchase,One person found this helpful,33210111
