author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,ranking,total_review,visibility_status
Chelsea Richardson,/gp/profile/amzn1.account.AEHWLOJZRK4E4P2DKC36JJ6BH5ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2020",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"This will forever be a top read of mine. I agree with the review on the cover from Kami Garcia, ""Every person with a heartbeat should read this book.""I did not want to put this book down I had to know what was going to happen next & while the majority of the story is similar to that of Colleen's Mother and her real life story I loved the added aspect of Atlas. His relationship with Lily helped make the story the amazing one that it is.There is so much heartbreak & truth and I found myself crying happy tears by the end of the book.It is a must read for everyone!",A memorable story,Verified Purchase,,113,204035,326,Public
Maria Nowlan,/gp/profile/amzn1.account.AFOGGUXR6VJGDIGZJMVJOKOVI3VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"Words. Words normally come out like natural fluid when my fingers reach a keyboard or a pencil with paper. They make sense. I have no words. Except to talk about the lack of words I have. Which is very unjust for an author such as Colleen Hoover. But she's the ONLY author who has ever silenced my opinionated self. She silences my conscious and even my subconscious... I can feel the gears wanting to move but they are frozen with emotional numbness.All of Colleen books are beyond amazing. They sink down into your soul and like magic you watch her world come alive in your mind and in the world around you. This book touched home for me and maybe that is why I'm speechless. Because I have tried to describe in a thousand ways, in a thousand words exactly what she described. She literally look all my emotions and anxiety crazy brain that I could never quite pin point and stuck them in front of me to where it FINALLY made sense, even to me. These characters grabbed my heart, ripped it out, stomped on it, put it through a shredder and then slowly made it whole again with hope, love, and gave me a little bit of faith.Normally I bawl my eyes out, throw the book across the room and curse at the ceiling at Colleen for giving me an emotional rollercoaster that I know will leave me a book hangover until the next month, all this and more has happened every time I read her books. This time I couldn't. I didn't shed a single tear because I didn't have time, I had to soak it all in. Now a day later after finishing, the realness, the rawness of it is sinking in and I'm going to probably me an emotional raging mess by the weekend. just read the damn book ok? I'm not an emotional person, I never leave reviews because I feel they don't matter but damn it THIS matters. Colleen Hoover's mind/heart/soul matters. Take care of that mind/heart/soul Colleen, if it ever becomes normal, my mind/heart/soul will surely haunt you.",Words normally come out like natural fluid when my fingers reach a keyboard or ...,Verified Purchase,One person found this helpful,12,21303901,27,Public
Aubrey,/gp/profile/amzn1.account.AH2FS6CCCARQL577OFNJVNOFJ32Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2017",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"I. Was. Floored. *spoiler post because I feel it's necessary*There needs to be a bigger content warning. *physical abuse* - I was cringing but as someone who has never been in a situation like this, I did exactly what the author was writing about. I COULDNT understand.By the first incident, I literally had to close the book out and breathe a little. I DID NOT SEE IT COMING. I seriously thought that Ryle was her one. I thought it was who the book was about her being in love with the whole time. And while it is, in a sense, as a mother, the end of the book made so much sense. It gave me closure on this story. This is a story some people may not want to read, but then again, it's one everyone has to read. This is so much more than just a romance story, it's real life. It's heartbreaking and heart mending. Just wow.",Just wow. Content warning in this book ABUSE. but it's a must read,Verified Purchase,One person found this helpful,45,2012991,42,Public
IV,/gp/profile/amzn1.account.AFSBHKIYYJ75JVZUAZ543C5XTA5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"I don't know what killed me more the book or Colleen's acknowledgements. This book was brutal yet so very poignant.  It touched some serious issues and I sometimes needed a minute to calm my heart. Breath in and out before reading the next paragraph. Yes, this book will hurt, this book will make you and cry and sad an defeated and yet so freaking hopeful that people can change. But how far would you go ? What would be your limit ? We may want to say that in the first act of disrespect or abuse, that we would be out of there. That's what we want to say. But in most cases, that is rarely what happens. Hope does that. Love does that. It makes you want to forgive. This book showed just that. Our willingness to want to forgive the unforgivable. It could happen to any one of us. Bravery comes in so many ways. Being ' Bold and Brave' isn't as easy as it seems, but Lord knows that should be the moto for every woman out there. BE BOLD! BE BRAVE!  Colleen once again wrote a tearjerker but also one of the most important books I've read in a longtime.",I wish I could give this book to every woman I know,Verified Purchase,One person found this helpful,343,266717,152,Public
Babydoll,/gp/profile/amzn1.account.AFBFQZFKJFB2SPPVJPYFSTGF3WWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 30, 2020",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"I first bought the book from Amazon directly, then had to return it because of the disgusting condition it came in. So I bought from a different seller and finished the book basically within a day. I LOVED the book so much, I didn’t want to put it down! I’m so bummed it’s already over. I’m so bummed their story is over. I enjoyed it so much & I absolutely recommend it! The ending is so bittersweet for me, which some may not agree with it. I also wanted more from the ending personally, which is a little silly to say because it still ended good. I just didn’t want the book to end in all reality. The author did a great job with this book. I will miss the characters and the story very much.","Don’t buy from amazon warehouse - AMAZING book though, I recommend!",Verified Purchase,,15,976308,50,Public
Amazon Customer,/gp/profile/amzn1.account.AGMPKPUATBHSYTERBOFRC7BGWPHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 6, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"I had this book for about 48 hours before I got the courage to read it. And yes, the courage I gathered to read this book did me wonders. I used up a roll of tissues. I'm a mess at an ungodly hour. My eyes are puffy and my nose is sore. And I am eating chocolate at 6AM (because that's when I finished the book -- started it at 11PM) just to make myself feel better. Chocolate at 6AM people!I dove into the book not knowing anything. Not a synopsis, not a spoiler in sight. I got the book purely  because the author was Colleen freaking Hoover - and if you ever read one of her books, you won't ask her readers and followers why.But I will start my day doing some good and give you a bit of a spoiler: YOU WILL CRY!Naked truth? About a few chapters in, I stopped a bit for a break. It was a delicate situation I was reading - and I wanted to read a spoiler just to put my mind at ease. But guess what - I did not see any spoilers! I must have been searching or browsing at the wrong places, because I searched for about ten to fifteen minutes and couldn't find anything. So yeah, at that point I knew I was going to do it on my own.It Ends With Us. I was wondering what it could mean. A lot of plots can come from those four words. And it kept me wondering until the very last chapter. After that, it was like a 'eureka' moment. I did not expect that. Not at all. So if you have preconceived notions on what happens in this book - throw it away. It's better to just go in blind.I was going through the reviews and I found somethings unsettling. It surprises me that people put low ratings on the books that matter. Some will say that they read this book because of all the hype we generated and after reading it - they didn't understand it at all.The situations and characters here are realistic. If you are looking for dragons, faeries, nymphs, aliens, vampires, assassins and the like - you will not find it here. You simply have the wrong genre. (Don't bash, I'm not against those books with those themes at all, in fact I read them too. Just an example.) But if you are open-minded and can grasp what's going on in the world around you - you may like this book. In fact, you may even love it.Look at it this way - some people read fiction books with all the adventures and legendary creatures and they almost believe it. But they read about abuse, charity cases, love and not just fictional love, but 'real situations' kind of love, and anything basically about life and its struggles and they say it's not plausible. Those people are ridiculous.I want to put this out there. Because a book makes you cry does not mean it's already a five star read. I admit - I have encountered a lot of books which made me cry but were mediocre, to say the least. This book is not one of them. This book transcends those and more.Naked truths. I cried for this book because I can read about broken people trying and struggling in life. I cried for the children who are abandoned and homeless. The street children who turn their lives to crime because they had no choice. I cried for the lovers who were torn apart by situations they cannot control. I cried for the ones physically, mentally and emotionally abused. And I cried real hard for those who loves but doesn't deserve love.Honestly, Colleen Hoover's books should come with a warning label. Every book she had, it almost always made me cry. Except for those novellas, this woman knows where to hit you when you least expect it.One of the reasons I love reading Colleen Hoover books is that they are always filled with a powerful message. One you can relate and apply to in real life. There are a lot of lessons here that may guide you in life - you just have to dig really deep and find them.If you have read the book - I urge you to pass it on. The message in there may be 'that message' that someone you know might need at some point in their lives. If not, don't worry. You're sharing one hell of a book.",I will start my day doing some good and give you a bit of a spoiler: YOU WILL CRY!,Verified Purchase,,43,4460940,62,Public
Yiwen X.,/gp/profile/amzn1.account.AERFZKSIQN5LCEWC6MEY3WULAZBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2021",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,3.0 out of 5 stars,"the first maybe 2/3 or 3/4 of this book bored me. I thought I was reading another 50 shades of grey type of romance book - a good-looking, rich smart neurosurgeon who is only into one night stand just happens to fall in love with this girl at the first sight then they started this very predictable fairy tale story.  When I almost wanted to give up on this book, finally the twist happened. In the end, I was very impressed by the heroine's courage and decisiveness. The last bit of the book has some really good writing and life lessons. I'm giving three stars just because I think a big part of this book is quite cliche. I donated it right after I finished it. Not really worth the time and money.",only good in the last 1/4,Verified Purchase,,6,3279289,26,Public
Lauren Miller,/gp/profile/amzn1.account.AGSXX33VRK4JYO7WQOUD3YN6F4MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"This gut wrenching novel grabs you and doesn't let go.  Comic and tragic by turns, Colleen Hoover has crafted a novel that puts a spotlight on domestic abuse.Lily Bloom is fresh out of college when she meets a young doctor who is just finishing his residency. And even though there is an immediate attraction, they both go their own ways. He's not interested in a serious relationship, ever,  he insists and she's busy starting her own business.Eventually Ryle and Lily meet again, both having never forgotten each other. They fall in madly love and marry.But a young man from Lily's youth, her first love, enters the picture. Atlas was a homeless high school student. Lily helped him survive while at the same time doing her best to prevent her father from being abusive to her mother. Lily's father had been abusive to her mother for years. Atlas was her best friend and she leaned on him to help get her through the heartache of watching the continued abuse of her mother.Years later, Lily and Atlas reconnect as friends and nothing more, as they both have a profound and deep respect for the other. Lily is in love with her husband, she trusts him and respects him. The first time he strikes her, it's deemed a mistake, he didn't mean to and he's sorry. He loves her and does everything he can to make up for his actions. At first, Lily blames herself, just as her mother did.  But is she strong enough to stop it? Or will she endure it, making excuses, just as her mother did. When Ryle sees Lily and Atlas innocently talking it sets into motion a series of events that will shatter their marriage.Domestic abuse is insidious, the abuser often excuses his actions by shifting the blame to his wife, or girlfriend. This enthralling novel explores how the abuser and his victim unwittingly conspire though co-dependency, and how the abuse can dangerously escalate.I highly recommend this exceptionally well written novel. I  couldn't put it down.",Heartwrenching and Well Written,Verified Purchase,,255,115795,94,Public
Lea Olivari,/gp/profile/amzn1.account.AG37OZAAMIRJABXTM2SCTOEP525Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"I need a tissue.Colleen Hoover, once again, take a bow!I was unable to put this book down from the moment I started reading. I found it on my Kindle this morning and spent whole day reading.This will not be a typical review and it will be completely spoiler free, because I do not want to give anything away. Trust me, you have to dive in immediately.Oh Colleen, I see what you did there... man... I am sitting here, staring through my window like an idiot for the past thirty minutes, thinking what to write about this book. I feel completely inadequate to write anything remotely resembling a review. My brain has turned to mush.I was thinking I should just leave my desk and write a few words some other day... but now that I composed myself, I feel like I can finally say something.How to describe my feelings?How to put these emotions into words?I could just narrow it down to maybe one - AWESOME!No that's not good enough. This novel is complex and heart wrenching.This is by far one of the best Colleen's works. I say that each time, but this one is GOOD.No, not good, it is FANTASTIC.I mean, come on, we all know Colleen is a freaking master of her craft. I am jealous how talented she is. I doesn't get better than this. Her books are always unique and refreshing, not like anything I've ever read before.This book broke me. Literally. I didn't see it coming. I couldn't prepare myself for it. It was like a crushing wave. I cried. Yep, I did, I am not ashamed to admit it.This story will stay with me for a long time. It really got me thinking about many things.About the choices we make, whether they are right or wrong, and life paths we choose.But, let me tell you.. it s inspiring and hopeful. It celebrates life and second chances and everyone should read it.This is one of the most powerful and meaningful books of 2016.",Amazing!,Verified Purchase,,29,7689808,94,Public
Courtney~MustReadBooksOrDie,/gp/profile/amzn1.account.AHXXJTRIJUKOEELYREGVRAZTD5PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2017",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"Shel: I fell in love. I fell in love with this book and so when it broke my heart it really BROKE MY HEART and then as I began to feel like I could piece it back together, it broke my heart again. And yet. And yet, I kept going back for more because this book was so well written and so compelling that I was willing to feel all of the emotions to see how Lily's story would end and the ending did not disappoint at all. Court: The term all-the-feels definitely might be over used, but I can't think of a better way to describe what this book did to my emotions than that. And I don't care if it is a cliche response...because it did. I felt every gamut of emotions exactly as Colleen meant for us too. Because this book is complicated...just like real dang life, and sometimes it sucks, and sometimes it's beautiful even when it sucks. So...IEWU is exactly like that. And it was beautiful, but heartbreaking and hopeful all at the same time and I am so glad I read it...and I am so glad Colleen Hoover exists and writes things that are not cliche and uncomplicated so I can use cliche blogger expressions since I don't want to spoil the book! *whew*Shel: And that's all I feel like I can really say because I 1 million percent think that going into this novel blind and without spoilers is exactly the best way to read it. I'll be recommending this It Ends With Us to anyone who will listen to me--it's that special---to paraphrase a friend: every woman should read this novel and they should share it with their friends and daughters. Court: Yep. Just...wow. There is so many things going on in my mind right now, so I probably should've waited a little while to review it - but I just couldn't. This book just is...it is amazing, and as I said complicated and beautiful. It is harshly real, but realistic in that nothing is ever as it seems on the surface. I want to read it again. And will the characters to do what I wanted them too. Darn it, y'all. Just darn it.Shel: I'll end with this--thank god for the Lily's of the world; her strength and kindness was inspiring. Court: And Allyssa...she's somewhat of a dark horse that I didn't expect, as was Lily's mother. I want to be Colleen when I grow up, though.",A beautiful book,Verified Purchase,,418,343874,889,Public
Amazon Customer,/gp/profile/amzn1.account.AHMSSHMJYP57LSFZSM3SXWC2RNCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2020",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"As a survivor of domestic violence, this book is absolutely beautiful. Without spoiling it too much, The way Colleen describes each and every scene, emotion, and feeling of Lily hit so close to home for me. If only every person in the world could read the beautiful words written to describe the reality of these types of relationships and the emotions and thoughts that contribute to each persons choices. Absolutely one of my favorite books ever, when my two year daughter is old enough I will remember this book and give her it to read for herself before she ends up in a situation like I did.",Beautifully written and eye opening for so many people,Verified Purchase,,256,84072,121,Public
Stephanie,/gp/profile/amzn1.account.AGWMIIHNXI5ZVJZYGST26N6MHW4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2019",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,This is the 2nd book of Colleens that I have read. I thought when I bought it that the price was high and I usually do not buy books that cost that much unless it Paperback form. But I have been hearing so much about It Ends With Us that I had to get it. Well the price was well worth it. I loved this story. The writting and the characters were fantastic! All that Lily went through from her childhood into her adulthood.  I was so rooting for her and Ryle until he started hurting her. Then I got pissed! I am very happy with the ending and that she found her first Love Atlas again. Will there be another book to let us know what happens with her and Atlas? I would love to read about their happy ending. I mean we basically know they end up together. To all you women out there that are going through domestic abuse: Keep swimming!,Wow,Verified Purchase,,59,1581274,132,Public
Yummymummy,/gp/profile/amzn1.account.AFJFLKQTHYPGLCGJSC5AF5GSG2SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 8, 2018",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9,5.0 out of 5 stars,"So Colleen Hoover always gives me all the feels. I usually fall in love, laugh out loud, and cry reading her books. It Ends With Us though, man. It was so good! I fell in love and was completely gutted by these characters, often at the same time! I never read what her books are about before I read one because I trust her enough as an author to not write crap, so I didn't know what the story was about. Because of that, I do feel like I should say this book may contain triggers for domestic abuse &/or SA victims.",Woah even for Colleen,Verified Purchase,One person found this helpful,55,83616253,53,Public
Kindle Customer,/gp/profile/amzn1.account.AGN44I2FQYX26MWUO3ZNIAQTDXNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9,5.0 out of 5 stars,"Wow. Just wow. I am not sure how to put what I thought about this book into words. I have read A LOT in my 29 (+ a few) years and this book has been an experience. This is a story everyone has to read because it will make you think about the choices you make in life and how those choices affect others. On one of the last pages Colleen writes that this book was not entertainment for her and she explains how she has shared something deeply personal, this is what makes Colleen one of the greatest writers of this generation. She doesn't shove it down your throat but creates a narrative that seems simple but along the way it becomes complicated.  This  is what makes this novel have such a powerful impact because its real, its raw and it happens. I have run out words to write about It Ends with Us but do yourself a favor and read it. It will stay with you for a very long time and I hope it changes peoples lives for the better because we only have one life with very few years in it.",Completely and Utterly Mesmerized,Verified Purchase,One person found this helpful,72,3552267,108,Public
Ineffable Book Blog,/gp/profile/amzn1.account.AHAWWNPHFQH6QEDX4TXE3H4QZETA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9,5.0 out of 5 stars,"5 Fantastic Awe-Inspiring Amazing StarsThis book...I mean, what else could I expect from Colleen freakin' Hoover, master of words and creator of characters you basically wish were real so you could meet them, hug them, and then become best friends with them.I had no idea what to expect from this novel because the blurb was pretty vague. Yet you actually don't want to know anything else before going into this book because every word was a surprise gift that just kept giving. I loved not knowing everything about the book and characters and being able to guess where the book is headed. I actually don't see this suspenseful element in a lot of books, especially romance novels (they seem to always give away the plot).So going into this book with no idea what the character will do or where the plot is headed, I have to say that I LOVE THIS BOOK! There was literally every element of a romance novel carefully balanced into one amazing novel everyone should read.I loved the characters so, so much! They were strong, passionate, and yet so perfectly-humanly flawed that you can't help but get caught up in their emotions. Each character was distinctly different yet all together they equated to a group of individuals you want to root and cheer for throughout their battles with life. I literally fell in love with all of the characters within the novel and really hope to see more from them!!!I don't want to ruin this book for those who have read it, but I just have to say that I literally never expected anything that happened in this book. There were facets to this book that definitely hit on some sensitive topics and yet these topics become more approachable and yet at the same time a light is shined on ugly truths people often forget. I'm not going to lie, there were parts of this book that were hard to read and even understand yet had me in tears as I too struggled with the decisions characters in the novel had to make.Everything about this book was just pure beauty! Beautiful characters, beautiful words, and an even more beautiful plot that will drag you in and tear you apart in the most amazing way. This is definitely a book I would recommend to any reader!!!",Best Read This Year!,Verified Purchase,,172,1225379,137,Public
Teddie S,/gp/profile/amzn1.account.AFCPMDZ5O3NZSWUCPNRMDDXZN64Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2017",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9,4.0 out of 5 stars,"★★★★  from Kindle CustomerLily Bloom has just returned from her father's memorial service after delivering a disastrous eulogy. She's wondering if her mother will ever speak to her again. Lily was supposed to share all the good things about her dad. But when she got up to speak, she couldn't think of a single thing to say. So she walked back to her seat and sat down. Lily grew up watching her father abuse her mother. She had nothing good to say about him.Lily has a hard time understanding why her mother had stayed in an abusive marriage. But then Lily meets a guy named Ryle who's super good looking. And he's a doctor. And they end up having great sex (which we're made privy to in great detail). And then this Mr. Wonderful loses his temper....While reading the book, I went back and forth between liking Lily a lot, and being totally exasperated with her; between feeling somewhat sympathetic toward Ryle, and hating him. There were times I didn't like where the writer was going, but I was glad it ended in a satisfying way.I do have some complaints with the book. I thought the ""naked truth"" concept was just plain rude. I would not be flattered if, within ten minutes of meeting a man, he said he wanted to ""****"". Also, I didn't find the explicit sex necessary. And I was annoyed with the number of times Lily mentioned how great looking Ryle was. Enough already.I'm rating this book 3.5 stars, rounded up to 4.0 because of the Author's Notes at the end of the book",Dr. Jekyll and Mr. Hyde,Verified Purchase,,2285,4687,210,Public
Rebecca Crull,/gp/profile/amzn1.account.AHPEN6GTKHVIFE4OJHSNPG3KWWAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9,5.0 out of 5 stars,"There is nothing this women writes that I don't like! This was such a powerful book with amazing characters. I have been surprised how this story has stuck with me the last couple of days since I finished it. It is such a profound statement, how one moment (or 15 seconds) can change everything. If it wasn't for those few short moments (in the course of a lifetime), everything would be different. I love this story even more because of its roots being so personal to the author.Even with all that being said, I did have a couple of issues with the book. For one, as much as I loved Atlas, he kind of felt like a disposable/editable character. He was her out at the end and the catalyst for Ryle's downfall, but other than that, he could have easily been replaced. Also, it felt like Ryle was too perfect and changed his mind about relationships too easily. Still, I do love/respected the way Ryle was written at the end. It was so painful to watch/read how he completely screwed up everything and then had to except it and live his life with the knowledge of what could have been.Now, Colleen....you HAVE to write a sequel to this book! It would be a complete injustice if the story ends right there.",Perfect title to a powerful book!,Verified Purchase,,156,1766091,248,Public
Jo Fergus,/gp/profile/amzn1.account.AGKFTNV355KHOHJGG64HPSSABS2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 16, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9,5.0 out of 5 stars,"The day my mother married my father she was was 17 years old and pregnant. She had only known him for a few months and when she realised she was pregnant, a wedding was organised. When her parents pulled the car up outside the church, they turned to her and said ‘are you sure, you don’t have to do this, if you don’t want to marry him we can take you home now.’ Fifteen seconds can change everything. It took 13 years of marriage to him and the birth of three children before she had finally had enough. #NakedTruthIt is very easy to have an outsiders perspective on other people’s lives. A lot of us have said things like ‘if that was me I would have done this,’ ‘when I have children they will not be behaving like that,’ ‘if my husband cheated on me he will be out on his arse.’ I believe that you have no idea what you would do in any scenario/situation unless you are actually going through it yourself. An outside prespective is a lot like hindsight.The learnings I took from my parent’s marriage were not obvious to me until I had my first boyfriend – at the age of 13. He was my first love and we were together for 9 months. I had a lot of freedom as a teenager which was not necessarily a good thing. My mother had four part time jobs to make ends meet and was enjoying the company of men for the first time in her life. The lack of supervision for me and my siblings meant that we experienced things a lot earlier than our peers. When my boyfriend started behaving in a way that reminded me of my father I decided to end it. I have no idea how I figured out what my future with him could have been like if we continued to be together. Somehow I must have known.Like Lily in this story I would find it incredibly hard to do a eulogy for my father, in fact I just wouldn’t. I have a relationship with him because he is my father and my children’s grandfather but there will be no tears shed in grief when he passes over one day. Maybe tears for the relationship we could have had. Maybe tears for the moments in my life he has chosen to not be a part of – like my wedding day. #NakedTruthThis was a heart wrenching story. Like Lily I felt torn with indecision on her behalf but I also felt so proud of her. And in the end immense sadness too. The epilogue was bittersweet and was the perfect balm for my burning chest.A fabulous read from Colleen Hoover who never fails to give everything she has to every book she writes. This was a very personal story for her and I appreciate all the #NakedTruths she shared with us and how difficult that must have been for not just her but her wider family too.",A story full of Naked Truths,Verified Purchase,,554,22081,1064,Public
a unicorn love blog,/gp/profile/amzn1.account.AFHZSDCFDFDVF6QSOGYVBB726UZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2016",0,,https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/product-reviews/1501110365/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=9,5.0 out of 5 stars,"Damn CoHo, back at it again with those devastating books.Colleen blew me away. She slayed. Freaking. Slayed. Me.It Ends With Us is her most thought-provoking book that was unexpected and moving. The struggles and the hope warred inside this book and resulted in a beautiful story that needed to be told so we can see that not everything is black and white. There are shades of gray in each abusive cycle. I needed to read that because I walked away with a better understanding of those beautifully, strong women who slay every single day.You the real MVP.You.I went into this book blind and that, honestly, is the best way to go. Please, do me a favor, and dive into this book blind. You won't regret it. The story will be more epic that way and the progression of this unexpected book will be gut-wrenching when reading it for the first time because you will be truly living it  without any preconceived notion. I want you to read it and say O.M.G when you get to the crux. You’ll realize you are in this story with Lily, cheering and rooting for her.Probably the best book of 2016 and definitely on my top ten book of all time. All. Time. It was an emotionally raw, empowering, and pure heart. My heart hurt after reading this book because it was just that good. I knew Colleen would tie up my heart in strings because she has done that with every, unique stories she has written. It Ends With Us took my heart strings and destroyed it seven ways from Sundays, with its beautifully epic and destroying words and Lily. Lily. Lily.She was an amazing, strong, heroic character and I want to be her when I grow up. To be her and have the courage to make a choice in the most difficult of times is worthy for one of Ellen’s infamous monologues. She was a superhero and everything in between. She loved so deeply and beautifully that it was painful to watch her love and the choices she had to make. Her inner monologue and reasoning was so on point and beautiful that it was devastating.Lily is in every single one of us. Her strength, courage, doubts, and vulnerability makes us all of us. It what you do in those hardest and painful times that shapes you and makes you believe in what you can do with the strength you possess in those fifteen minutes. You’re worthy. You’re a freaking heroine. Even amidst the doubts warring inside of us.""That’s what fifteen minutes can do to a person. It can destroy them.It can save them.""When the title of the book came into play. It broke me and pieced me back together. It was a such a deeply moving, heart wrenching scene, and I shattered.The book was a book about resilience and strength possessed in the darkest of times.Everyone should read the book. EVERYONE. I’m a heartless and cynical b and this book moved me.  Trust Colleen, cause she will take you on for the most gritting, emotional ride of your life.5 stars for a poignant, brave, hopeful unicorn love.","5 stars for a poignant, brave, hopeful unicorn love.",Verified Purchase,,35,4521784,41,Public
