author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
L. J. Roberts,/gp/profile/amzn1.account.AGY5JM4JIEL6RX6X6NLULXZB7DOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"First Sentence:  Marsh is not swamp.Kya Clark, aka Marsh Girl, virtually raised herself.  Her ability to watch and learn, and to depend on her North Carolina marsh allowed her to survive. When the handsome son of a prominent family is found dead, Kya is accused of his murder.  But was it an accident? Did she kill him?  Only with the help of others might Kya survive this, too.An author who paints pictures with words is one to be savored.  Owens does just that and does it beautifully.  There is a strong, lyrical quality to the writing—""Kya laid her hand upon the breathing, wet earth, and the marsh became her mother.""The author does employ devices one may find annoying: multiple POVs and time fluctuations. Give it a chance, however. Before long, one may find oneself thoroughly captivated and willing to overlook those things.  Instead, one becomes immersed in a wonderful story filled with interesting characters, a setting which engages all the senses and emotions, and a desire for some real Southern cooking—""The aroma of sausage and biscuits, boiled turnip greens, and fried chicken thankfully overtook the high smell of fish barrels lining the dock. … Behind the counter, owner-cook Jim Bo Sweeny darted from flipping crab cakes on the griddle to stirring a pot of creamed corn on the burner to poking chicken thighs in the deep fryer…""Owens' descriptions are magnetic. She knows how to engage the reader—""There are some who can live without wild things, and some who cannot.""  It is not all description.  The author creates interesting, strong secondary characters, including Jumpin', his wife Mabel, and particularly Tate—""His dad had told him many times that the definition of a real man is one who cries without shame, reads poetry with his heart, feels opera in his soul, and does what's necessary to defend a woman."" One also learns the meaning of the title, and celebrate Kya's successes—""I wadn't aware that words could hold so much.  I didn't know a sentence could be so full.""  Wouldn't one love to remember when one had made that discovery?Although there is a slight sense of fantasy about the plot, one can't help but be entranced by Kya's strength, courage, and perseverance—""I have to do life alone.  But I knew this.""  But it's not all misty light.  Owen's takes us into Kya's feelings of being confined and through the trial, which was well done.The book isn't perfect.  The actions of one character don't always ring true and one may start to feel a bit manipulated. However, there is no question but that one's emotions become completely engaged to the point of possibly shedding tears at the finale; not a sad cry, but a lovely-ending cry.""Where the Crawdads Sing"" is a very good book.  It may not be the best book ever written or that one has ever read, but it is one of those rare books which will stay with one a long time. It will be interesting to see what Owen's writes next.WHERE THE CRAWDAD SINGS (Myst/Novel-Kya-North Carolina-Contemp) – VG Owens, Delia – 1st book G.P. Putnam's Sons – Aug 2018","It may not be the best book ever written,  but it will stay with one a long time.",Verified Purchase,2 people found this helpful,,7056,1743,7069,Public
mhs26,/gp/profile/amzn1.account.AH7V347DFDCNBDRIPQNJSHKSHT5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,2.0 out of 5 stars,"I thought I was going to like this book and I really tried. I enjoyed the first half despite the ridiculous scenario of a girl raising herself in a swamp, but it quickly devolved for me as there was more and more emphasis placed on the murder subplot. The plot was obvious from the beginning (including the ending), but I could have enjoyed the journey despite that if it hadn't meandered so much in the middle.I really didn't care about ""the victim"" so every part where the cops are investigating the murder are of little interest to me. The courtroom scenes were downright painful. Honestly, it felt like I was reading a different book entirely.What bothered me the most though was that Kya started out as such a unique character with a weird background yet was somehow simultaneously a cliche. She's a strong, self-sufficient tomboy which in it of itself is a bit of a cliche, but then she's also a secret beauty who everyone finds attractive and she doesn't even realize it. Yes, the girl starving in the swamp, crawling around in mud, and doesn't bathe is a super hottie - of course. Additionally she's incredibly intelligent and required very little help to become a scholar on her own. I don't have a huge problem with that part, but I'm kind of sick of the trope where every young, female protagonist has to be a girl who doesn't recognize her beauty, needs a cute boy to tell her she's hot, but it doesn't matter because she's super smart too.Additionally, her romance with Tate was a snooze for me. He was too much of a good guy stereotype. This is another trope in romance novels where the male love interest is such a gentleman that he loves the girl immediately and always (even if they have their issues/breakups), he is super concerned with her purity (no sex for you young lady until I tell you it's okay), and he seems to act more fatherly/protective of her than he does as a lover. I find this trope to be troubling because it reinforces this idea that girls can't have their own sexual agency unless a man gives them permission. Sure Kya ends up doing her own thing out of desperation regardless of Tate, but their romance felt cliched and boring instead of sweet as I assume it was supposed to be. Perhaps this is just a personal preference on my part though.I also disliked the phonetic spellings in dialogue. I get that the writer is trying to give us a sense of the dialect in the region/time period, but there was too much of it.The third person perspective also didn't work for me largely because it's constantly jumping around. At any given time you might be slipping in and out of multiple different character's heads within the same section. It was a bit confusing at times and made me feel disconnected from any single character. I don't mind perspective changing, but this book did it in such an unorganized fashion and spread to so many different characters that it detached me from all of them.All that being said, there are parts of this book that are well written with beautiful prose. There's something intriguing about the protagonist and her life, but I just didn't care about the overall plot at all. I would have been happier reading a story about Kya, Jumpin', and Mabel and left it at that.",Disappointing,Verified Purchase,2 people found this helpful,,96,29,437374,Public
The Booked Mama,/gp/profile/amzn1.account.AGFVJK2XKSMWPEAUWUXCUR6GZQKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 3, 2020",1,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,"Neglected then abandoned by her entire family, Kya Clark has had to survive on her own for as long as she can remember. Known in town as only the ""Marsh Girl"" Kya has been alone in her family's shack since she was ten years old, her only friends the gulls and surviving with the kindness of only a trio of other locals. Kya's knowledge of the marsh and the life within it provides her a life that she loves and one she is comfortable in. As she grows, Kya begins to warm up to a new friend that she sees around the marsh who opens up doors Kya never thought possible. But as she slowly lets her guard down she becomes vulnerable to the dangers of the outside world that she has so carefully kept at bay for all these years. It's taken me too long to get to this book. I was nervous to start reading it based on all the hype, fearful that it wasn't going to live up to all of the positive praise I've heard. Thankfully it wasn't a disappointment. ""Where the Crawdads Sing"" is a beautifully written debut novel by author Delia Owens whose vivid detailed descriptions makes you feel like you are right in the marsh with Kya. At this point I don't know who I am recommending this to as I am probably the last person alive to read it but if you are like me and are late to the party do yourself a favor and add this to your TBR list. (Bonus: it was also just recently announced that Reese Witherspoon is turning this into a movie!) For more reviews visit @thebookedmama on Instagram, Facebook & Twitter",As Good as the Hype,Verified Purchase,One person found this helpful,,36,120,433413,Public
Duane M. Timm,/gp/profile/amzn1.account.AFZP6M3MOHGLXMV6Q2G2TTTZFABQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 13, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Talk about surviving!  Kia, the 'Marsh Girl' was indeed a survivor.  Her father was an alcoholic and abusive.  One day her mother put on her fake alligator shoes and left.  Gradually all the siblings took off and Kia was left to fend for herself, surviving on lumpy grits! One day of school had her saying, ""Never Again!""  She rarely went into the small village, she was thought of as white trash, ""That Marsh Girl"".  A friend had a service station for boaters and she harvested mussels and sold them to him to buy gas for her boat.  She used the boat to observe the beauty of nature, and spent a lot of the day feeding and enjoying her gulls.Kia became friendly with two young men.  One was special, but left to attend college.  The other was crazy about her, but was already engaged to a city girl.  He ends up murdered in the marsh and Kia is accused! The trial and Kia's unexpected talent for illustrating and writing books about the Marsh (birds, plants, etc.) make this book very entertaining.Not surprising, Delia Owens was also a loner in South Africa.  Apparently this makes her writing authentic and believable.  It is a wonder that Kia survived; however, that is the only world she knew.  A trip into the city was enough to get her back to her marsh as soon as possible.When we go through life taking things for granted, it takes a book like this to make us stop to think.  Could I be a survivor?",Surviving,Verified Purchase,2 people found this helpful,,291,120,128084,Public
Tomcat_NC,/gp/profile/amzn1.account.AFF2UWR5PSINEHVUMAAVVPPN2VBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,3.0 out of 5 stars,"This story is really 3 stories--a love story, a crime story and a nature story. Although I realize that this is a work of fiction, the writing about the North Carolina coastal marsh ecology irked me.  As someone who is from the North Carolina coast, I found that most of the flora and fauna described are more descriptive of points further south, such as Florida. Most towns of any size are on the Sound, not oceanfront.  I have no doubt that the author has never been to the North Carolina coast, but she could have researched it. When I researched the author I was amazed to find out that she has written extensively about African wildlife and is a zoologist. With the great stretches of credibility (such as a fisherman who listens to Polish opera, or an illiterate, unschooled girl who orders a book on organic chemistry once she learns to read, and survives for years  pretty much on grits alone), I found this story to be annoying. Good fiction, other than children's books and Fantasy, relies on credibility. This book sorely lacks credibility.","Geography, Flora and Fauna all Wrong",Verified Purchase,2 people found this helpful,,246,99,267211,Public
A.S. Everett,/gp/profile/amzn1.account.AEH4XIFNSE4XENTRR7ALJOE2A3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"I started out enjoying Ms. Owens' lyrical writing, but then it was like driving along a country road enjoying the scenery and wham! there's a bad accident. I grew up in Eastern North Carolina and for the life of me can't figure out where this book is set. One of the first fender-benders was Tate's saying his mother/sister to Asheville to buy a bike. Huh? In the 50s that would have been at least a 10-hour trip from the coast. Why didn't they go to Wilmington, which is much closer, or Raleigh, Durham, etc. What really had me exasperated was a later mention of Kya's trip to Greenville. There would not have been a Piedmont Hotel or a Three Mountains Motel, as Greenville is in the Coastal Plain and there's not a mountain in sight for several hundred miles. Is she confusing NC with SC or TN? Has Ms. Owens ever been to North Carolina? What about the many people she credits for reading the book and commenting on it? Did they look at a map? When a book has so many editing errors, it just loses me. I enjoyed the wildlife descriptions but like some of my fellow readers just found the whole storyline implausible, too.",Completely unrealistic and full of bad editing,Verified Purchase,4 people found this helpful,,146,37,2401540,Public
Michele,/gp/profile/amzn1.account.AGTTWIMTI5B72TBU45J3H6WQZEAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,1.0 out of 5 stars,"First let me say I quit this at 42% which btw I never do.  I kept waiting for this fantastic book to emerge………… ummmm never happened!!  Clearly I’m in the minority here!  My BFF and about 7000 other people adored it.  I really wanted to love this book but I could not, for one more page, read about Kya and her Marsh life!!  B O R I N G!!!!",I had such high hopes!!!,Verified Purchase,10 people found this helpful,,56,32,2289577,Public
William D. Maffett,/gp/profile/amzn1.account.AH55L7EOXOQFSOAEBN32ND3GSWUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Page after page, impossible to put down.  Amazing and beautiful writing. Now the rest of the family will read it and share my joy.",Fabulous read!,Verified Purchase,6 people found this helpful,,117,36,1136494,Public
Scott William Foley,/gp/profile/amzn1.account.AGAZEA4RMMZSUCSE226V2HBWCFXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"Where the Crawdads Sing is a fast-paced, potent, concise book that has a little bit of everything which will likely satisfy any reader. The story centers around Kya, a young girl growing up alone in the marshes of North Carolina's Outer Banks. When I say alone--I mean alone. Everyone has abandoned her--her mother, father, brothers, sisters, people in the nearby town--everyone. This forces her to fend for herself in a primitive shack that has neither indoor plumbing nor electricity. Though initially a child, and despite lacking any formal education, she learns to observe nature's lessons, and that becomes the key to her survival into adulthood. Unfortunately, though the town completely shuns her, its sins will not leave her alone and she is eventually accused of murder. Where the Crawdads Sing accomplishes so much in such a short amount of time. It delves deeply into issues of domestic abuse, abandonment, discrimination, elitism, and hypocrisy. However, it is also a love letter to nature as it beautifully describes the vibrant activities occurring in areas most people deem uncivilized. Owens' writing is compressed, but extremely effective. She will make you feel like you're living in the marsh, coexisting with nature, right by Kya's side. Furthermore, there is a captivating murder mystery present in this book as well. Though it may sound out of place, it's not. Owens weaves the murder mystery into the overall plot perfectly. It never feels forced nor contrived. Between Kya's story, the murder mystery, and the convergence of the two, I couldn't put this book down.No matter what your taste, I highly recommend Where the Crawdad's Sing. I believe anyone who enjoys fiction will love this book.",Anyone Who Enjoys Fiction Will Love This Book.,Verified Purchase,One person found this helpful,,19,49,2464033,Public
JMB,/gp/profile/amzn1.account.AGFO5YWCEEG6PFNGRULICXHOXIRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,"This book was selected for a local book club. The Marsh Girl was a very young child when her family one by one all left her. Her drunken father stayed around for another year or 2, but left her too. She existed by digging for mussels as a little girl. After being harassed by the other children at school, she left after the first day there. She learned how to get to different parts of the marsh by taking he father’s boat & asking for help to get home. Everyone left her & she yearned to be loved & didn’t understand why everyone made fun of her, but she hung in & with help from another young person, learned the basics of reading & writing. From there she went on to writing books about the various flora & fauna of the marsh.I usually don’t like to read a book that bounces back & forth between different years. After a few bounces, I sort of got into the rhythm of the book. I thought I knew who the killer was, but was surprised at the end.Read this book of survival amidst  all sorts of insurmountable odds.",Unexpected ending,Verified Purchase,4 people found this helpful,,1787,536,49900,Public
Victoria B,/gp/profile/amzn1.account.AHE7X37FASOLMP3WCAEORICSO4KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2018",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"What was a wonderful book for the first 75%, in the end turned out to be cliche and totally predictable. I really liked the nature aspect and how the plot was quite different from a lot of the books I’ve read lately. I did not like the interjection of the poetry at all. It was disconcerting, and I ended up skipping it. Can’t say much more because of spoilers.",Good...and then not.,Verified Purchase,7 people found this helpful,,143,278,205142,Public
Randi,/gp/profile/amzn1.account.AFHAWKTGZLHVXDYBDLYCEMXD4ZDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,"I have no idea how anyone could enjoy this book.The language use was unbearable.  The story line unrealistic.I would read pages and then feel angry. I would give it some space and force myself to pick it up again.(didn't want to waste my hard -earned money, so I would mentally persuade and motivate  myself to resume reading)Finally, I couldn't tolerate it anymore. I asked a friend how it ended. So glad I didn't invest anymore time in this novel.Donated the book to Goodwill, but throwing it into a fire pit would have been more kind.",the worst book ever,Verified Purchase,6 people found this helpful,,113,52,2399356,Public
J. Buke,/gp/profile/amzn1.account.AFCOKOS7YOL2GZIXVW7MJMZ4KVUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,"Reese Witherspoon must have read something different, more than likely the publisher paid her to put this book in her club, that is vey common, Oprah did it for awhile until A Million Little Pieces blew up in her face.  I mean this is awful, borning, just dreadful. V C Andrews write a more entertaining story, and thst is saying something. Don't know what people are going on and on about. Thankfully it was a Kindle purchase and I returned it. So bad...I literally hated to go back and continue on with it, when i put it down for a bit. Very strange for me...usually i can't put a book down, this one I did gladly. Maybe the movie will be better. Can't say it enough...awful, just awful!",Reese Witherspoon needs to read more...me thinks.,Verified Purchase,6 people found this helpful,,41,30,1099151,Public
Sam Weller,/gp/profile/amzn1.account.AEEAYDKFCKAU3CLRFJWSBMGY3DWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 29, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,2.0 out of 5 stars,"To begin with this book has a huge following; so, something about the writer’s story and style has captured them.  I do not enjoy or traffic in cheap critical shots (well, I try not to) for to sit down and write a story like this is not an easy task.My first reaction is that this story is desperately overwritten.  At the start the approach to establishing a sense and place resembled something more akin to  a Martha Stewart catalogue that features the perfect marsh experience a way down South(well not all the way to the Deep South).  A bit harsh, but I believe accurate.Then, this novel unwittingly morphed into a collection of inferior homages to numerous classic, southern novels by Faulkner, H. Lee, Carson McCullers, etc in a myriad of ways.. Finally then to only then dissolve into a feckless denouement, where law, justice, and community are paralyzed by prejudices and secrets that neither serve as resolutions or plausible outcomes to the acts of the primary characters, turning climatic impulses into anticlimactic ones.Again these observations are skeletal ones.  There are some flourishes of decent writing throughout the novel, that again only needs to be paired down; literary devices that need to be rained in, especially the impulse to wander off into poetic verse like a frantic Mickey Rooney as he breaks into a song and dance number; that is regardless of the big secrets revealed at the end.Someone referred to this book as something akin to magical realism.  Not even close, for those moments that seemed that way are just a narrative that has lost it linear tracking, and thus impedes the storytelling with often a recounting of events or character reactions to them that have rendered before in abundance.So, the editor’s pencil here was not a # 2.  It needed to be.",Struggled to Finish,Verified Purchase,One person found this helpful,,1007,240,11345,Public
Robert Clark,/gp/profile/amzn1.account.AGDCYLDJG5BJ4NTTROU6KYCW4GEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,"The author did great anti-poaching work in Africa and has a Ph.D. in field biology. Yet she knows that general readers love to see animal behavior as if it mirrors human behavior.  So she tossed what she really knows about animals out the window to write a book that would sell well, as did her non-fiction work.  The Romance Novel part of the book is by-the-numbers and preposterous.  The doggerel poetry must be skipped.  Entertaining book of no value.","Cheesy Romance Novel False to Nature (humans, animals, landscape)",Verified Purchase,7 people found this helpful,,292,155,73947,Public
Secretcitynative,/gp/profile/amzn1.account.AEHMETF5CB4CWRWDHY6XDUEQYYTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"Certainly a well-written story of loneliness, abandonment, social prejudice, and love.  But it struck me as more of an ecological overview of the Carolina marshland that one could find in almost any coastal nature magazine. The story was simple and almost Cinderella - one that could be told in a novella rather than being drawn out into unnecessary and often boring drivel.  As a Romance novel, I suppose it is OK - but I am not a fan of that genre.  Apparently, Reese and Ophra are.On Edit: After sleeping overnight immediately after finishing the book I awoke realizing that some of my dreams wandered toward questions not completely answered in black and white.  The death of Chase, for example.  What really happened?  I had Chases' wife pegged as the bad girl or perhaps another yet to be introduced female conquest he had wronged.  Perhaps the story had more of an impact on me than I originally thought?  I do know that the bias of social class and color were strong during the period covered in the story because Kya was my age!  It is unfortunate that some of these feelings are still dominant today.  Please don't let my male bias keep you from reading this story.  It is very moving and symbolic.",Somewhat disappointed,Verified Purchase,2 people found this helpful,,139,28,2678929,Public
HV Stoakes,/gp/profile/amzn1.account.AHDXCODELQLYAMOLZ7PDCCL5GYCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"Several people have recommended this book to me.  There is a very long waiting list at the library, so I ordered it.  Like many other reviewers, I found it beyond believable that a 6 year old could raise herself and survive anywhere, let alone the marsh land.  I, too, found the arrest and court case ridiculous.  Even in the late 60's and early 70's I doubt the courts would have looked seriously at the ""evidence"" or have tolerated the dialogue provided by the prosecution.  I scanned the majority of the court scene pages which I found inane.I saw no reason for the handful of ""F"" bombs nor did I appreciate the in depth description of the intimate scenes.  I realize sex sells, but there are many of us still out there that find it offensive to read about others experiences.  Again, I scanned over many, many pages when I came to those parts of the story.Kya broke my heart.  Her story brought tears to my eyes many times.  If not for Jumpin' and Mabel I believe she would have died.  Where was the rest of the community?  I've always heard that this area was known for taking care of each other. The author has skills describing characters and emotions but needs to concentrate on the mystery and legal side of things.  If you want a heartfelt story about the characters and the marsh land then this book is very good.  If you're looking for the mystery and an authentic outcome, this isn't the book for you.Spoiler Alert*** I asked myself for several days after finishing the book why she would murder the victim when so much else had been done to her that was so equally vicious.  I still have no logical answer.",Just ok and a bit farfetched for me,Verified Purchase,One person found this helpful,,305,165,239810,Public
"Laverne H. Bardy, Author and Syndicated Columnist",/gp/profile/amzn1.account.AG5C3SWHVGI5SU7QMFRQYBBUOSSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,2.0 out of 5 stars,"Delia Owens is a master with descriptive words. I learned more about swamps, marshes and insects than I ever thought possible; so much in fact, that I found myself skipping over pages in search of human descriptions and more interaction with humans. It was unrealistic to believe this child was abandoned repeatedly, and yet she survived all illnesses, lived in a shack that didn't deteriorate over the years, lived on grits and didn't develop rickets, or any childhood illnesses. Her rickety boat never wore down, and even though everyone knew she was living on her own, no one cared enough to do anything about it. In reality, the story was good, the writing was beautiful, but if a chunk of detailed marsh descriptions were omitted, the story could and should have ended sooner.","Beautiful writing, but unrealistic storyline.",Verified Purchase,5 people found this helpful,,67,46,564167,Public
Heather K,/gp/profile/amzn1.account.AHCXROOZF3D3C5QBVXCLKBFTMTAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 8, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"It was an interesting book, too much description over nature I skipped over some of that because it was constant. The book was so descriptive over weird things like when this building was built or what this shell looked like, stuff that wasn’t important to the story or character building, just filler. The murder mystery part really doesn’t make sense, like at all. Lots of gaps. That’s what bugged me the most, I finished the book and was still so confused about the murder, it just didn’t work, that would never go to trial. Also this book has lots of poems that aren’t great, by the middle I was tired of that. Her life in general just doesn’t make sense, it doesn’t seem very logical that she just raised herself essentially. Honestly she probably would have died or social services would have gotten involved and she would be in a foster home. I also didn’t like the twist ending thought it was dumb, and honestly ruined it even more for me. It’s an okay read, but definitely not in my top 5 or 10.",It’s okay.... but a lot of things don’t make sense,Verified Purchase,One person found this helpful,,29,22,8044819,Public
L. Royal,/gp/profile/amzn1.account.AFQNIOUW5BF7DI3YUFWCTLJGQLZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 2, 2020",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,"In part this was a beautifully written story with interesting characters, but there were glaring issues and improbabilities.The idea that an abused, disillusioned mother would desperately leave her children in a home with an alcoholic, abusive father in an attempt to save her own life and sanity is certainly conceivable, though not admirable. The six-year-old kid ending up by herself with the abusive father after the older children takeoff is unfortunate, and I think unlikely. It is harder still to believe that the mother gave up trying to get her children back after one lame attempt by letter, and I think it was out of character for Jodie to wait so many years to try and find Kya. She was right where he left her. Her love of the wildlife and marsh around her so-called shack was one of the most enjoyable parts of the story. Beyond that, it is just a little too outlandish to believe.The town was aware of the Marsh Girl but only Jumpin and his wife and Tate ever offered to help her. Even the school truancy officer was a year late and made little attempt to help this child. That is simply not realistic.  I just can't believe any community would sit back and knowingly let a child live by herself without proper food or clothing or education or medical care. I know I am harping on this point, but it is the premise of the book and it just makes no sense.  By all accounts Kya was beautiful and intelligent. Surely someone would have taken her in and loved her as their own.I actually liked the relationship between Kya and Tate initially, but it became a little bit too Blue Lagoon for me. It is admirable that he teaches her to read at 14, but her quick academic prowess is over the top.  He left her for over four years, though he apparently checked on her without her knowledge. It bothers me that throughout the book people came into her life but never really attempted to incorporate her into their lives. It's like discovering the castaways on Gilligan's Island but leaving them there. Tate could have invited her to his home to meet his father when they were still children or at any point thereafter. Both Tate and Chase treated her like some kind of side show or attraction.  The idea that Tate would leave for four years or more then end up living with her in the marsh in her childhood shack as they called it is just extremely unlikely and unbelievable.Some of the dialect and grammar in this book was appalling and even a little racist. As a southerner, I am often annoyed and even amused at how some authors portray southern dialect. It is so often over-the-top and really just laughable.What is the fascination with Asheville? It certainly is not the nearest major city to the NC marshlands.I really didn't mind the murder and subsequent trial like some readers seem to, but it was inconceivable to me that Kya could possibly be that appealing given that she was always barefoot, by her own definition her hair was wild and I didn't get the impression she had good grooming habits at all. That she became the love interest of two of the town's most handsome young men is just too over the top to believe.I could go on, but I think my point has been made. I wanted to love this book and there were parts that were excellent, but overall The premise was inconceivable.","I wanted to love it, but . . . .",Verified Purchase,2 people found this helpful,,296,157,177467,Public
